
[00:00:00.000 --> 00:00:05.000]  各位電影姐妹 平安
[00:00:05.000 --> 00:00:11.000]  過去兩年不單單在政治爭拗上
[00:00:11.000 --> 00:00:14.000]  特別是最近一年
[00:00:14.000 --> 00:00:18.000]  這個疫症讓全球各地的人
[00:00:18.000 --> 00:00:22.000]  陷入水深火熱當中
[00:00:22.000 --> 00:00:24.000]  絕大部分人經歷的
[00:00:24.000 --> 00:00:31.000]  都感覺到無奈無助無靠無望
[00:00:31.000 --> 00:00:35.000]  他們感覺到這個疫症都不知道何時完結
[00:00:35.000 --> 00:00:36.000]  接著我們看到
[00:00:36.000 --> 00:00:39.000]  就因為這個疫症的緣故
[00:00:39.000 --> 00:00:41.000]  看到很多方面的爭拗
[00:00:41.000 --> 00:00:46.000]  在各個不同國家和社會裡面都出現
[00:00:46.000 --> 00:00:48.000]  這些爭拗和撕裂
[00:00:48.000 --> 00:00:52.000]  包括到底重啟經濟重要
[00:00:52.000 --> 00:00:58.000]  還是嚴控新型肺炎重要呢
[00:00:58.000 --> 00:01:00.000]  是咬著吃的
[00:01:00.000 --> 00:01:04.000]  是永遠無法有一個最好的處理方法
[00:01:04.000 --> 00:01:07.000]  我們看到政府很多時候
[00:01:07.000 --> 00:01:11.000]  都是因為民間的壓力
[00:01:11.000 --> 00:01:13.000]  有些人說與其餓死
[00:01:13.000 --> 00:01:15.000]  我寧願染病
[00:01:15.000 --> 00:01:18.000]  但實際上政府就是說
[00:01:18.000 --> 00:01:20.000]  你一開始開放的時候
[00:01:20.000 --> 00:01:22.000]  患病的人急升
[00:01:22.000 --> 00:01:24.000]  死的人又急升
[00:01:24.000 --> 00:01:26.000]  他們付的代價更重
[00:01:26.000 --> 00:01:28.000]  所以寧願補貼
[00:01:28.000 --> 00:01:32.000]  但實際上很多人得不到補貼
[00:01:32.000 --> 00:01:33.000]  第二個部分
[00:01:33.000 --> 00:01:36.000]  到底生活質素重要
[00:01:36.000 --> 00:01:39.000]  還是不染病重要
[00:01:39.000 --> 00:01:41.000]  也是咬著吃的
[00:01:41.000 --> 00:01:43.000]  一般的情形下
[00:01:43.000 --> 00:01:45.000]  很多人說我已經很久沒有去旅遊
[00:01:45.000 --> 00:01:48.000]  我現在連和家人吃飯都不行
[00:01:48.000 --> 00:01:52.000]  有很多方面我和朋友一起聚餐都不行
[00:01:52.000 --> 00:01:55.000]  這樣的人生有什麼意思
[00:01:55.000 --> 00:01:57.000]  還有一些人特別是年輕人
[00:01:57.000 --> 00:01:59.000]  他們覺得自由重要
[00:01:59.000 --> 00:02:01.000]  而不只是健康
[00:02:01.000 --> 00:02:03.000]  所以甚至有些人
[00:02:03.000 --> 00:02:06.000]  在這麼嚴峻的情形下
[00:02:06.000 --> 00:02:09.000]  很多不同國家的年輕人
[00:02:09.000 --> 00:02:11.000]  竟然在開派對
[00:02:11.000 --> 00:02:13.000]  不戴口罩
[00:02:13.000 --> 00:02:16.000]  總之就好像說
[00:02:16.000 --> 00:02:18.000]  我幻想為榮
[00:02:18.000 --> 00:02:21.000]  以幻想新冠肺炎為榮
[00:02:21.000 --> 00:02:23.000]  就是因為這些事
[00:02:23.000 --> 00:02:28.000]  帶來社會裡面非常大的撕裂
[00:02:28.000 --> 00:02:30.000]  而這些撕裂
[00:02:30.000 --> 00:02:33.000]  不只是政府與市民之間
[00:02:33.000 --> 00:02:35.000]  黨派與黨派之間
[00:02:35.000 --> 00:02:37.000]  我們甚至看得見
[00:02:37.000 --> 00:02:40.000]  這些撕裂甚至淋到教會身上
[00:02:40.000 --> 00:02:42.000]  其實過去兩年
[00:02:42.000 --> 00:02:44.000]  這些撕裂 政治的撕裂
[00:02:44.000 --> 00:02:47.000]  在這個疫症裡面各種不同的撕裂
[00:02:47.000 --> 00:02:49.000]  傳導人和傳導人
[00:02:49.000 --> 00:02:51.000]  執事與傳導人
[00:02:51.000 --> 00:02:54.000]  年輕人與年長的人
[00:02:54.000 --> 00:02:57.000]  父母與子女之間
[00:02:57.000 --> 00:03:00.000]  同事與同事之間
[00:03:00.000 --> 00:03:02.000]  鄰居與鄰居之間
[00:03:02.000 --> 00:03:05.000]  然後另一方面甚至完全不認識的人
[00:03:05.000 --> 00:03:08.000]  都可以有各種不同的爭拗
[00:03:08.000 --> 00:03:11.000]  甚至暴力發生
[00:03:11.000 --> 00:03:14.000]  但過去裡面很奇怪的
[00:03:14.000 --> 00:03:16.000]  我們聽到的
[00:03:16.000 --> 00:03:18.000]  往往在這些情形下
[00:03:18.000 --> 00:03:21.000]  我們都聽到你們要行公義好
[00:03:21.000 --> 00:03:23.000]  憐憫全協會的心
[00:03:23.000 --> 00:03:25.000]  與你們的神同行
[00:03:25.000 --> 00:03:27.000]  不是說很多嗎?
[00:03:27.000 --> 00:03:29.000]  但為什麼說得越多
