
[00:00:00.000 --> 00:00:09.360]  今天所講到的經文其實是涉及到馬太福音22章1-14節的經文
[00:00:09.360 --> 00:00:14.320]  是馬太福音耶穌基督所講的一系列比喻的其中一個
[00:00:14.320 --> 00:00:18.800]  而這個比喻其實涉及到天國的信息
[00:00:18.800 --> 00:00:24.080]  我們要明白天國這個概念其實對人來說是很抽象的
[00:00:24.080 --> 00:00:31.200]  所以耶穌就用當時的人明白的場景去說明天國的真理到底是怎樣
[00:00:31.200 --> 00:00:36.080]  而今天的場景其實就是延籍這個場景
[00:00:36.080 --> 00:00:41.840]  延籍的場景對當事人來說 即是擺酒請飲其實是很重要
[00:00:41.840 --> 00:00:47.840]  其實是反映了馬太福音成書的背景所謂的榮辱文化
[00:00:47.840 --> 00:00:49.520]  Honor and shame
[00:00:49.520 --> 00:00:51.520]  Honor就是榮譽
[00:00:51.520 --> 00:00:54.560]  其實是一種關係性和互動性的概念
[00:00:54.560 --> 00:00:57.840]  它不是指一個人在文化當中的狀態
[00:00:57.840 --> 00:01:02.800]  而是指某個文化在關係上互動的感受和看法
[00:01:02.800 --> 00:01:07.760]  打個比喻 若果一個人對另一個人所做的某些行為
[00:01:07.760 --> 00:01:16.240]  帶來在這個文化關係當中所定義的體面或光榮的話
[00:01:16.240 --> 00:01:20.400]  這個人就得到這個文化所定義的榮譽
[00:01:20.400 --> 00:01:24.160]  並且這個人在得到榮譽的同時
[00:01:24.160 --> 00:01:29.120]  也要回饋對方的對等或更高的榮譽
[00:01:29.120 --> 00:01:36.080]  相反若果一個人對另一個人所做的行為被理解為羞辱的話
[00:01:36.080 --> 00:01:39.360]  這個人就可能感到不安和失望
[00:01:39.360 --> 00:01:42.080]  就有可能採取負面的回饋
[00:01:42.080 --> 00:01:46.800]  就將更大或對等的羞辱回饋對方
[00:01:46.800 --> 00:01:51.920]  我們不一定太快對榮譽文化進行任何的批判
[00:01:51.920 --> 00:01:57.040]  畢竟每一個文化都有自己的榮譽和羞辱的元素
[00:01:57.040 --> 00:02:02.160]  但若果我們由新約時代去了解榮譽文化時
[00:02:02.160 --> 00:02:04.080]  來看這個比喻
[00:02:04.080 --> 00:02:07.280]  或許我們就能夠明白當中難解的地方
[00:02:07.280 --> 00:02:09.600]  其實在新約文化裡
[00:02:09.600 --> 00:02:12.240]  賢直就是請飲擺酒
[00:02:12.240 --> 00:02:14.640]  其實是一個滿有榮譽的地方
[00:02:14.640 --> 00:02:21.280]  邀請別人的賢直主人發放這些請帖的話
[00:02:21.280 --> 00:02:23.600]  其實就是發放榮譽的人
[00:02:23.600 --> 00:02:27.440]  既然賢直主人是發放榮譽的人
[00:02:27.440 --> 00:02:30.480]  就自然期望得到被邀請的人
[00:02:30.480 --> 00:02:33.440]  那些對象要回饋他
[00:02:33.440 --> 00:02:40.240]  而最起碼的回饋就是體面得體地出席賢直
[00:02:40.240 --> 00:02:44.480]  但當賢直的邀請被拒絕的時候
[00:02:44.480 --> 00:02:50.880]  就把本來發放榮譽和回饋榮譽的互動打斷了
[00:02:50.880 --> 00:02:54.400]  取而代之拒絕賢直的邀請
[00:02:54.400 --> 00:02:56.640]  其實就是一種羞辱的行為
[00:02:56.640 --> 00:03:00.080]  無論拒絕的藉口有多麼多道理
[00:03:00.080 --> 00:03:01.280]  多麼合理也好
[00:03:01.280 --> 00:03:04.320]  都無法去減輕羞辱的理解
[00:03:04.320 --> 00:03:06.160]  所以在這一點裡
[00:03:06.160 --> 00:03:09.840]  邀請賢直就是邀請人出席賢直的主人
[00:03:09.840 --> 00:03:13.600]  就有權去進行羞辱的回饋
[00:03:13.600 --> 00:03:15.600]  帶來更嚴重的後果
[00:03:15.600 --> 00:03:18.880]  我們不是很習慣這種榮辱文化
[00:03:18.880 --> 00:03:20.240]  譬如說頂姐妹
[00:03:20.240 --> 00:03:23.040]  如果你請喝白酒結婚就算了
[00:03:23.040 --> 00:03:26.320]  你就發一些請帖給你身邊的頂姐妹
[00:03:26.320 --> 00:03:29.600]  你身邊的頂姐妹就算不來賢直
[00:03:29.600 --> 00:03:33.120]  最多就是給一點人情
[00:03:33.120 --> 00:03:35.520]  又或者是有點不好意思
[00:03:35.520 --> 00:03:38.240]  不好意思我那天出席不了你的宴會
[00:03:38.240 --> 00:03:40.000]  你不出席的時候
[00:03:40.000 --> 00:03:42.400]  賢直的主人會發兵剿滅他
[00:03:42.400 --> 00:03:44.000]  你不會這樣做
[00:03:44.000 --> 00:03:46.960]  但是我們會看到以前古代是這樣
[00:03:46.960 --> 00:03:50.320]  他們的榮辱文化會有這樣的互動性
[00:03:50.320 --> 00:03:52.800]  當我們看這個比喻的時候
[00:03:52.800 --> 00:03:57.200]  對於21世紀的我們就覺得大惑不解
[00:03:57.200 --> 00:04:00.320]  但是可能我們要了解當中的榮辱文化
[00:04:00.320 --> 00:04:05.520]  或許我們就能夠更加有效地去解釋這個比喻
[00:04:05.520 --> 00:04:08.400]  所以今天我就期望透過三點
[00:04:08.400 --> 00:04:11.680]  就和大家分享這個比喻給我們人生
[00:04:11.680 --> 00:04:15.440]  屬靈生命有什麼教導和提醒
[00:04:15.440 --> 00:04:19.040]  第一點就是由第一到第六節
[00:04:19.040 --> 00:04:20.800]  是講了第一類人
[00:04:20.800 --> 00:04:22.640]  第一類人是被召的人
[00:04:22.640 --> 00:04:26.000]  千萬不要羞辱天國
[00:04:26.000 --> 00:04:28.720]  《馬特福音》二十二章的第一到第六節
[00:04:28.720 --> 00:04:31.280]  就指出第一種被召的人
[00:04:31.280 --> 00:04:34.480]  首先這個比喻是天國的比喻
[00:04:34.480 --> 00:04:40.880]  就用一個王為兒子擺設娶親的筵席的場景作為開始
[00:04:40.880 --> 00:04:46.240]  這個王就打發那些僕人去請那些被召的人
[00:04:46.240 --> 00:04:48.640]  當我們看這個經文的時候
[00:04:48.640 --> 00:04:51.440]  就明白這個筵席已經預備好了
[00:04:51.440 --> 00:04:54.160]  牛和肥畜已經宰了
[00:04:54.160 --> 00:04:55.920]  已經殺了不能回頭
[00:04:55.920 --> 00:04:58.880]  當時沒有雪櫃也沒有冰箱
[00:04:58.880 --> 00:05:01.760]  也不可以吃隔夜飯
[00:05:01.760 --> 00:05:04.240]  所以你所有東西預備好
[00:05:04.240 --> 00:05:06.800]  就各樣都齊備
