
[00:00:00.000 --> 00:00:04.000]  各位聽眾平安
[00:00:04.000 --> 00:00:08.000]  我們感激上在農曆年的年初
[00:00:08.000 --> 00:00:11.000]  我們可以一起集合在教會裏面
[00:00:11.000 --> 00:00:13.000]  我們一齊來到敬拜上帝
[00:00:13.000 --> 00:00:16.000]  我們每一天每一天領酬神的恩惠
[00:00:16.000 --> 00:00:20.000]  正如聖經所說 祂以恩典為年歲的冠年
[00:00:20.000 --> 00:00:23.000]  每一年當我們度過新一年的時候
[00:00:23.000 --> 00:00:26.000]  都會上神在我們生命的恩惠
[00:00:26.000 --> 00:00:28.000]  我們在年初一的時候
[00:00:28.000 --> 00:00:30.000]  我們特別彼此祝賀
[00:00:30.000 --> 00:00:32.000]  在羊年的時候
[00:00:32.000 --> 00:00:35.000]  我們求神給我們常在主的羊圈當中
[00:00:35.000 --> 00:00:37.000]  我也這樣祝福大家
[00:00:37.000 --> 00:00:40.000]  大家可以在新一年裏面安餓
[00:00:40.000 --> 00:00:44.000]  主羊圈 出入得草吃
[00:00:44.000 --> 00:00:48.000]  我們常常領受祂給我們生命的恩惠
[00:00:48.000 --> 00:00:50.000]  因為祂是施恩的上帝
[00:00:50.000 --> 00:00:53.000]  我們今天一齊思想聖經的說話
[00:00:53.000 --> 00:00:56.000]  我們都很願意領受神給我們的真道
[00:00:56.000 --> 00:00:58.000]  來跟隨著
[00:00:58.000 --> 00:00:59.000]  我們大家再一次來祈禱
[00:00:59.000 --> 00:01:01.000]  我們仰望著
[00:01:01.000 --> 00:01:03.000]  主耶穌我們感謝祢
[00:01:03.000 --> 00:01:07.000]  因為祢的確是那位施恩的恩主
[00:01:07.000 --> 00:01:09.000]  主耶穌以恩典
[00:01:09.000 --> 00:01:12.000]  好像盾牌四面環繞我們
[00:01:12.000 --> 00:01:16.000]  讓我們常常領受祢的保守
[00:01:16.000 --> 00:01:19.000]  祢有樂意來赦免人的罪
[00:01:19.000 --> 00:01:23.000]  樂意賜下更新和平安
[00:01:23.000 --> 00:01:25.000]  主在今天這個世代
[00:01:25.000 --> 00:01:27.000]  主讓你允許我們
[00:01:27.000 --> 00:01:30.000]  要將祢的平安賜下
[00:01:30.000 --> 00:01:32.000]  在世界不能賜
[00:01:32.000 --> 00:01:34.000]  也不能奪去
[00:01:34.000 --> 00:01:36.000]  因為祢將祢自己的平安
[00:01:36.000 --> 00:01:39.000]  傳在我們的心中
[00:01:39.000 --> 00:01:41.000]  主如今我們在這個時刻
[00:01:41.000 --> 00:01:43.000]  再一次來祈禱祢
[00:01:43.000 --> 00:01:45.000]  我們去敬拜祢
[00:01:45.000 --> 00:01:48.000]  承認祢是生命的主宰
[00:01:48.000 --> 00:01:50.000]  承認祢是我們的主
[00:01:50.000 --> 00:01:54.000]  我們仰望主接受祢自己的恩賢
[00:01:54.000 --> 00:01:57.000]  上上引導我們去跟隨祢
[00:01:57.000 --> 00:01:59.000]  不要讓我們與祢之間有什麼罪
[00:01:59.000 --> 00:02:01.000]  祢都阻隔著
[00:02:01.000 --> 00:02:03.000]  讓我們因為祢
[00:02:03.000 --> 00:02:06.000]  我們就好像真的枝子摺在葡萄樹上
[00:02:06.000 --> 00:02:09.000]  上上領受祢給我們生命的供應
[00:02:09.000 --> 00:02:12.000]  我們可以結出美善的果子
[00:02:12.000 --> 00:02:15.000]  進入祢給我們榮耀的生命
[00:02:15.000 --> 00:02:19.000]  主如今仰望祢再次賜下祢的恩賢
[00:02:19.000 --> 00:02:21.000]  引導我們的心思
[00:02:21.000 --> 00:02:24.000]  我們等候祈禱奉耶穌聖名求
[00:02:24.000 --> 00:02:26.000]  阿們
[00:02:26.000 --> 00:02:27.000]  我請大家再見
[00:02:27.000 --> 00:02:31.000]  《分開聖經》亞各書第五章
[00:02:31.000 --> 00:02:33.000]  亞各書第五章
[00:02:33.000 --> 00:02:35.000]  大家讀的時候會留意到
[00:02:35.000 --> 00:02:38.000]  聖經說到主耶穌的在來
[00:02:38.000 --> 00:02:43.000]  也說到主耶穌在來的時候會有審判
[00:02:43.000 --> 00:02:46.000]  但是當人在面對主的在來
[00:02:46.000 --> 00:02:48.000]  面對審判之前
[00:02:48.000 --> 00:02:51.000]  聖經特別在這段經文裡提出
[00:02:51.000 --> 00:02:53.000]  有兩個很重要的操練
[00:02:53.000 --> 00:02:56.000]  兩個很重要的追求
[00:02:56.000 --> 00:02:58.000]  第一就是忍耐
[00:02:58.000 --> 00:03:01.000]  第二是祈禱
[00:03:01.000 --> 00:03:03.000]  因此當你讀聖經的時候
[00:03:03.000 --> 00:03:05.000]  你會發覺以忍耐和禱告
[00:03:05.000 --> 00:03:07.000]  去等候主的在來
[00:03:07.000 --> 00:03:12.000]  就是一個最合宜最重要的選擇
[00:03:12.000 --> 00:03:14.000]  在聖經開始的時候
[00:03:14.000 --> 00:03:16.000]  你會發覺聖經提到忍耐的真理
[00:03:16.000 --> 00:03:19.000]  後面提到關於祈禱的真理
[00:03:19.000 --> 00:03:21.000]  當大家看聖經的時候
[00:03:21.000 --> 00:03:23.000]  你會發覺聖經裡不斷勸喻我們
[00:03:23.000 --> 00:03:24.000]  你們去禱告我
[00:03:24.000 --> 00:03:25.000]  你們尋求我
