
[00:00:00.000 --> 00:00:06.200]  這一堂題目叫做《追求真正的富足》
[00:00:06.200 --> 00:00:11.000]  我記得我自己在1987年左右
[00:00:11.000 --> 00:00:13.000]  我就回香港探望家人
[00:00:13.000 --> 00:00:14.600]  我回到香港的時候
[00:00:14.600 --> 00:00:17.400]  那一年是我剛剛第一年神學畢業
[00:00:17.400 --> 00:00:19.400]  剛剛出來工作
[00:00:19.400 --> 00:00:21.400]  而且是準備結婚
[00:00:21.400 --> 00:00:22.600]  我1988年結婚的
[00:00:22.600 --> 00:00:26.200]  所以87年回到香港就要見父母
[00:00:26.200 --> 00:00:28.200]  和準備婚禮
[00:00:28.200 --> 00:00:30.200]  我記得回去的時候
[00:00:30.200 --> 00:00:33.800]  有個親戚叫世口府
[00:00:33.800 --> 00:00:34.800]  他給我電話
[00:00:34.800 --> 00:00:35.800]  我有個大口府
[00:00:35.800 --> 00:00:36.800]  有個小口府
[00:00:36.800 --> 00:00:38.200]  小口府打電話給我
[00:00:38.200 --> 00:00:39.000]  我都很驚奇
[00:00:39.000 --> 00:00:40.600]  第一天到他就給我電話
[00:00:40.600 --> 00:00:41.600]  一拿電話
[00:00:41.600 --> 00:00:43.000]  他第一個問題問我就是
[00:00:43.000 --> 00:00:44.800]  他叫我做小弟
[00:00:44.800 --> 00:00:46.000]  我有個哥哥叫大弟
[00:00:46.000 --> 00:00:46.800]  我叫小弟
[00:00:46.800 --> 00:00:48.000]  他說小弟你回來了嗎
[00:00:48.000 --> 00:00:49.000]  我說是
[00:00:49.000 --> 00:00:51.800]  他說聽聞你在加拿大都有工作
[00:00:51.800 --> 00:00:52.600]  我說是
[00:00:52.600 --> 00:00:54.600]  他問我一個月多少錢
[00:00:54.600 --> 00:00:57.000]  不知道有沒有人試過這麼問你
[00:00:57.000 --> 00:00:58.400]  都很沒禮貌的
[00:00:58.400 --> 00:00:59.200]  是不是
[00:00:59.200 --> 00:01:01.200]  其實我想說關你什麼事
[00:01:01.200 --> 00:01:02.200]  他問我口府
[00:01:02.200 --> 00:01:03.000]  我回答他
[00:01:03.000 --> 00:01:04.200]  我說了多少錢
[00:01:04.200 --> 00:01:05.600]  說完之後
[00:01:05.600 --> 00:01:06.400]  他就沒說話
[00:01:06.400 --> 00:01:07.400]  他就收了線
[00:01:07.400 --> 00:01:10.200]  我不是很明白
[00:01:10.200 --> 00:01:11.000]  我在家打電話
[00:01:11.000 --> 00:01:12.200]  我爸爸媽媽在
[00:01:12.200 --> 00:01:13.400]  我問我媽
[00:01:13.400 --> 00:01:14.600]  什麼事
[00:01:14.600 --> 00:01:16.400]  她說小弟你告訴我多少錢
[00:01:16.400 --> 00:01:17.800]  我說多少錢
[00:01:17.800 --> 00:01:19.600]  她說當然是收線
[00:01:19.600 --> 00:01:20.400]  我說為什麼
[00:01:20.400 --> 00:01:21.800]  因為你賺那麼少
[00:01:21.800 --> 00:01:24.400]  她說原來世口府準備移民去多倫多
[00:01:24.400 --> 00:01:25.600]  移民來多倫多
[00:01:25.600 --> 00:01:28.000]  想找哪些人可以幫幫忙
[00:01:28.000 --> 00:01:28.800]  幫幫她
[00:01:28.800 --> 00:01:30.400]  發現我收入那麼少
[00:01:30.400 --> 00:01:31.600]  幫也有限
[00:01:31.600 --> 00:01:32.600]  所以就不說了
[00:01:32.600 --> 00:01:33.400]  就收了線
[00:01:33.400 --> 00:01:35.800]  我那時候聽完之後
[00:01:35.800 --> 00:01:37.000]  我真的發現
[00:01:37.000 --> 00:01:38.800]  原來這個世界的人
[00:01:38.800 --> 00:01:41.400]  真的叫做先敬羅衣後敬人
[00:01:41.400 --> 00:01:43.600]  以你的收入定你的成敗
[00:01:43.600 --> 00:01:46.400]  你真的說多一點
[00:01:46.400 --> 00:01:47.200]  他就會跟你說多一點
[00:01:47.200 --> 00:01:48.400]  請你喝茶
[00:01:48.400 --> 00:01:49.400]  你說少一點
[00:01:49.400 --> 00:01:50.600]  他真的不跟你說多一句
[00:01:50.600 --> 00:01:52.400]  他沒有說拜拜
[00:01:52.400 --> 00:01:54.200]  就這樣吸了
[00:01:54.200 --> 00:01:56.200]  哇 我都很驚訝
[00:01:56.200 --> 00:01:58.200]  你說這裡收不到電話
[00:01:58.200 --> 00:01:59.200]  斷線也說而已
[00:01:59.200 --> 00:02:00.200]  他又不是
[00:02:00.200 --> 00:02:02.200]  真的就這樣吸了我的電話
[00:02:02.200 --> 00:02:04.200]  我真的那次的印象
[00:02:04.200 --> 00:02:06.200]  我永遠都會記住
[00:02:06.200 --> 00:02:08.200]  但是後來他沒有移民來多倫多
[00:02:08.200 --> 00:02:11.200]  他來都不會找我
[00:02:11.200 --> 00:02:13.000]  有時候人就是這樣的了
[00:02:13.000 --> 00:02:15.800]  用一個電話
[00:02:15.800 --> 00:02:18.200]  有時候就用你的收入定你的成敗
[00:02:18.200 --> 00:02:19.200]  有時候我覺得
[00:02:19.200 --> 00:02:22.200]  今天的題目叫做真正的財富足
[00:02:22.200 --> 00:02:25.200]  其實財富這件事我覺得是很忠誠的
[00:02:25.200 --> 00:02:26.200]  財富這件事
[00:02:26.200 --> 00:02:28.200]  前財好像一張刀一樣
[00:02:28.200 --> 00:02:30.200]  沒有說對與錯
[00:02:30.200 --> 00:02:31.200]  沒有說好與壞
[00:02:31.200 --> 00:02:33.200]  在乎你怎麼用你的財富
[00:02:33.200 --> 00:02:35.200]  善用財富是好的
[00:02:35.200 --> 00:02:37.200]  毋用財富就是錯的
[00:02:37.200 --> 00:02:38.200]  所以保祿的題目
[00:02:38.200 --> 00:02:40.200]  我看前書第六章
[00:02:40.200 --> 00:02:41.200]  17至21節
[00:02:41.200 --> 00:02:42.200]  最後一段說話裡面
[00:02:42.200 --> 00:02:45.200]  你發現他說到最後
[00:02:45.200 --> 00:02:48.200]  說到最後通常的東西應該是最重要
[00:02:48.200 --> 00:02:50.200]  他又再說前財
[00:02:50.200 --> 00:02:52.200]  他又再提醒提摩泰
[00:02:52.200 --> 00:02:54.200]  他說你真的要小心
[00:02:54.200 --> 00:02:56.200]  真的要祝福那些人
[00:02:56.200 --> 00:02:58.200]  不要依靠無定的前財
[00:02:58.200 --> 00:03:00.200]  又一次提醒他們
[00:03:00.200 --> 00:03:02.200]  其實沒多久之前
[00:03:02.200 --> 00:03:03.200]  第六章上面
[00:03:03.200 --> 00:03:05.200]  開頭已經說到前財
[00:03:05.200 --> 00:03:06.200]  兩個星期前
[00:03:06.200 --> 00:03:08.200]  你們聽完應該是劉桂英
[00:03:08.200 --> 00:03:09.200]  全部和你們說到
[00:03:09.200 --> 00:03:10.200]  我不知道是誰翻譯
[00:03:10.200 --> 00:03:11.200]  是不是
[00:03:11.200 --> 00:03:12.200]  又是說到前財
[00:03:12.200 --> 00:03:14.200]  說完沒多久又再說
[00:03:14.200 --> 00:03:16.200]  為什麼說完又再說
[00:03:16.200 --> 00:03:17.200]  因為緊要
[00:03:17.200 --> 00:03:19.200]  所以才說完又說
[00:03:19.200 --> 00:03:20.200]  我們叫做趁氣
[00:03:20.200 --> 00:03:22.200]  因為重要才再說
[00:03:22.200 --> 00:03:23.200]  有時你冬天
[00:03:23.200 --> 00:03:24.200]  小朋友上學
[00:03:24.200 --> 00:03:27.200]  有沒有做父母會追著他出門口
[00:03:27.200 --> 00:03:28.200]  拿件外套給他
[00:03:28.200 --> 00:03:30.200]  叫他穿外套
[00:03:30.200 --> 00:03:31.200]  為什麼這麼煩
