
[00:00:00.000 --> 00:00:05.220]  我相信神在這四十七年裏面用這個聚會來造就很多的人
[00:00:05.220 --> 00:00:07.220]  也呼召很多的人
[00:00:07.220 --> 00:00:10.640]  今晚我要和大家講摩西的生活
[00:00:10.640 --> 00:00:13.760]  和大家分享一下摩西的生活
[00:00:13.760 --> 00:00:17.720]  我們在這四十七年裏面的這個聚會
[00:00:17.720 --> 00:00:20.720]  我們在這四十七年裏面的這個聚會
[00:00:20.720 --> 00:00:23.720]  我們在這四十七年裏面的這個聚會
[00:00:23.720 --> 00:00:26.720]  我們在這四十七年裏面的這個聚會
[00:00:26.720 --> 00:00:30.280]  今晚我要和大家講摩西的生平
[00:00:30.280 --> 00:00:32.280]  神沒有難成的事
[00:00:32.280 --> 00:00:35.280]  我們就可以過眾
[00:00:35.280 --> 00:00:39.280]  也可以去歡呼、頌讚祂
[00:00:39.280 --> 00:00:41.280]  在神的國度裏面
[00:00:41.280 --> 00:00:45.280]  其實我覺得最重要的不是工作
[00:00:45.280 --> 00:00:47.280]  而是工人
[00:00:47.280 --> 00:00:49.280]  如果你看舊約,你就會知道
[00:00:49.280 --> 00:00:52.280]  神開始每一個工作之前
[00:00:52.280 --> 00:00:56.280]  祂都先預備一個工人
[00:00:56.280 --> 00:00:58.280]  有工人就有工作
[00:00:58.280 --> 00:01:00.280]  沒有工人就沒有工作
[00:01:00.280 --> 00:01:02.280]  又或者有了一個工作
[00:01:02.280 --> 00:01:06.280]  而沒有人接班,上不了去
[00:01:06.280 --> 00:01:10.280]  那這個工作也沒辦法圓滿來結束
[00:01:10.280 --> 00:01:12.280]  當神找到一個工人之後
[00:01:12.280 --> 00:01:14.280]  祂就會預備一個工場
[00:01:14.280 --> 00:01:16.280]  一個平台
[00:01:16.280 --> 00:01:18.280]  或者一個位置
[00:01:18.280 --> 00:01:23.280]  讓祂在其中可以發揮神託付祂的恩賜
[00:01:23.280 --> 00:01:28.280]  今天我要用一個題目就是上位、排位
[00:01:28.280 --> 00:01:31.280]  然後侍奉全方位
[00:01:31.280 --> 00:01:33.280]  來講摩西的生平
[00:01:33.280 --> 00:01:37.280]  當然摩西生平有很長
[00:01:37.280 --> 00:01:40.280]  也有很多的篇幅
[00:01:40.280 --> 00:01:43.280]  但是我今晚和這幾晚都不打算
[00:01:43.280 --> 00:01:46.280]  每一個章節都和大家來思考
[00:01:46.280 --> 00:01:49.280]  我就是圍繞摩西怎樣上位
[00:01:49.280 --> 00:01:53.280]  他怎樣領受這個託付
[00:01:53.280 --> 00:01:55.280]  然後他怎樣排位
[00:01:55.280 --> 00:01:57.280]  他建立一個團隊
[00:01:57.280 --> 00:02:01.280]  然後他怎樣脫位和失位
[00:02:01.280 --> 00:02:05.280]  他在生命裏面的一個污點
[00:02:05.280 --> 00:02:07.280]  或者一個盲點
[00:02:07.280 --> 00:02:10.280]  讓他沒辦法進入到家南
[00:02:10.280 --> 00:02:14.280]  然後最後他怎樣退位和讓位
[00:02:14.280 --> 00:02:16.280]  應該是退位和讓位
[00:02:16.280 --> 00:02:19.280]  他怎樣交棒,要全盛
[00:02:19.280 --> 00:02:23.280]  我覺得「位」這個詞是很特別的
[00:02:23.280 --> 00:02:24.280]  我們如果說廣東話
[00:02:24.280 --> 00:02:26.280]  我相信大家如果注意
[00:02:26.280 --> 00:02:30.280]  有很多人都用「位」來表達
[00:02:30.280 --> 00:02:33.280]  譬如說到領袖怎樣上位
[00:02:33.280 --> 00:02:34.280]  怎樣到位
[00:02:34.280 --> 00:02:36.280]  有些人就在那裏輪位
[00:02:36.280 --> 00:02:39.280]  看看什麼時候才輪到他上
[00:02:39.280 --> 00:02:42.280]  有些人還沒輪到,他就霸位
[00:02:42.280 --> 00:02:44.280]  有些人坐錯位
[00:02:44.280 --> 00:02:46.280]  又不肯換位
[00:02:46.280 --> 00:02:49.280]  領袖到位之後
[00:02:49.280 --> 00:02:52.280]  他就要載位
[00:02:52.280 --> 00:02:54.280]  載位的時候
[00:02:54.280 --> 00:02:58.280]  難免就要排其他的位
[00:02:58.280 --> 00:03:00.280]  或者去執位
[00:03:00.280 --> 00:03:02.280]  讓人可以埋位
[00:03:02.280 --> 00:03:06.280]  然後埋位完了就各就各位
[00:03:06.280 --> 00:03:08.280]  然後變動一下的時候
[00:03:08.280 --> 00:03:10.280]  就要調位
[00:03:10.280 --> 00:03:12.280]  叫人走位
[00:03:12.280 --> 00:03:18.280]  有些人又可以有些自慰的去攝位
[00:03:18.280 --> 00:03:22.280]  到不對的時候就調位
[00:03:22.280 --> 00:03:27.280]  很多時候有些人搏出位
[00:03:27.280 --> 00:03:31.280]  到他最後的時候
[00:03:31.280 --> 00:03:35.280]  領袖就要學怎樣去退位
[00:03:35.280 --> 00:03:37.280]  然後讓位
[00:03:37.280 --> 00:03:40.280]  然後他要提拔下一代的領袖
[00:03:40.280 --> 00:03:42.280]  你都可以上位
[00:03:42.280 --> 00:03:44.280]  自己安排妥當之後
[00:03:44.280 --> 00:03:46.280]  最好就是不在其位
[00:03:46.280 --> 00:03:49.280]  就不謀其政
[00:03:49.280 --> 00:03:53.280]  當然有些不安好心的人
[00:03:53.280 --> 00:03:55.280]  經常虎視眈眈
[00:03:55.280 --> 00:04:00.280]  希望領袖快點下來落位
[00:04:00.280 --> 00:04:02.280]  甚至如果他不落的時候
[00:04:02.280 --> 00:04:04.280]  就謀朝篡位
[00:04:04.280 --> 00:04:07.280]  大家覺得這個位
[00:04:07.280 --> 00:04:10.280]  挺特別的
[00:04:10.280 --> 00:04:14.280]  今天我們要講到侍奉的全方位
[00:04:14.280 --> 00:04:16.280]  先從什麼開始呢
[00:04:16.280 --> 00:04:22.280]  先從上位和到位來開始
[00:04:22.280 --> 00:04:25.280]  如果一個位在那裡
[00:04:25.280 --> 00:04:27.280]  沒有人坐這個位
[00:04:27.280 --> 00:04:29.280]  重要嗎
[00:04:29.280 --> 00:04:31.280]  或者有沒有意義
[00:04:31.280 --> 00:04:33.280]  有沒有果效
[00:04:33.280 --> 00:04:34.280]  沒有是不是
[00:04:34.280 --> 00:04:36.280]  所以有位沒有人
[00:04:36.280 --> 00:04:38.280]  其實都沒有用
[00:04:38.280 --> 00:04:43.280]  所以如果你在教會裡排了200個位
[00:04:43.280 --> 00:04:45.280]  但是到主日的時候
[00:04:45.280 --> 00:04:47.280]  都是小貓三兩隻
[00:04:47.280 --> 00:04:49.280]  你排這麼多位都沒有用
[00:04:49.280 --> 00:04:52.280]  那個位是要被人坐
[00:04:52.280 --> 00:04:55.280]  是被人在那裡發揮它的作用
[00:04:55.280 --> 00:04:59.280]  所以今天如果有工作沒有工人
[00:04:59.280 --> 00:05:02.280]  就等於有個位沒有人坐一樣
[00:05:02.280 --> 00:05:04.280]  大家可能也都看到
[00:05:04.280 --> 00:05:06.280]  歐洲很多空的禮拜堂
[00:05:06.280 --> 00:05:09.280]  這些空的禮拜堂沒有用
[00:05:09.280 --> 00:05:11.280]  只可以做遊覽中心
[00:05:11.280 --> 00:05:14.280]  或者讓一些遊客去觀摩
[00:05:14.280 --> 00:05:19.280]  它真真正正沒有發揮到禮拜堂的功用
[00:05:19.280 --> 00:05:20.280]  也有很多的機構
[00:05:20.280 --> 00:05:24.280]  我們看見他們有了一個
[00:05:24.280 --> 00:05:26.280]  或者說有了一個硬件
[00:05:26.280 --> 00:05:28.280]  但是沒有軟件
[00:05:28.280 --> 00:05:29.280]  沒有人在裡面
[00:05:29.280 --> 00:05:32.280]  或者下一代接不到上去
[00:05:32.280 --> 00:05:34.280]  就不能夠發揮力量
[00:05:34.280 --> 00:05:37.280]  因為沒有人
[00:05:37.280 --> 00:05:40.280]  有些教會也都白佔土地
[00:05:40.280 --> 00:05:42.280]  可能它的資源很豐富
[00:05:42.280 --> 00:05:45.280]  但是半點的影響力都沒有
[00:05:45.280 --> 00:05:47.280]  它不能夠做時代的見證
[00:05:47.280 --> 00:05:49.280]  因為沒有人
[00:05:49.280 --> 00:05:54.280]  沒有人在那裡成為神的工作器皿
[00:05:54.280 --> 00:05:56.280]  所以人是很重要
[00:05:56.280 --> 00:05:58.280]  不單單要有人
[00:05:58.280 --> 00:06:00.280]  不單單要有普通的人
[00:06:00.280 --> 00:06:02.280]  更加要有熟靈的人
[00:06:02.280 --> 00:06:04.280]  要有合神心意的人
[00:06:04.280 --> 00:06:08.280]  要有承擔使命的人
[00:06:08.280 --> 00:06:11.280]  今天我們看摩西的生平
[00:06:11.280 --> 00:06:13.280]  其實開始的時候
[00:06:13.280 --> 00:06:15.280]  就有一個工作
[00:06:15.280 --> 00:06:17.280]  但是沒有人
[00:06:17.280 --> 00:06:18.280]  這個工作沒有人
[00:06:18.280 --> 00:06:20.280]  所以神就要找一個人
[00:06:20.280 --> 00:06:22.280]  然後預備這個人
[00:06:22.280 --> 00:06:25.280]  然後才將工作托付給他
[00:06:25.280 --> 00:06:26.280]  在這個系列裡面
[00:06:26.280 --> 00:06:28.280]  我們說到摩西的生平
[00:06:28.280 --> 00:06:30.280]  我相信大家如果順著耐了
[00:06:30.280 --> 00:06:33.280]  你都知道摩西在以色列人的中間
[00:06:33.280 --> 00:06:36.280]  是一個舉足輕重的領袖
[00:06:36.280 --> 00:06:40.280]  他是偉大的熟靈的領袖
[00:06:40.280 --> 00:06:42.280]  他也是一個軍事家
[00:06:42.280 --> 00:06:44.280]  他是一個政治家
[00:06:44.280 --> 00:06:45.280]  他是一個宗教家
[00:06:45.280 --> 00:06:47.280]  他是一個民族的領袖
[00:06:47.280 --> 00:06:49.280]  所以以色列人現在
[00:06:49.280 --> 00:06:53.280]  他們對摩西的尊崇都非常之高
[00:06:53.280 --> 00:06:55.280]  大家也都可能會聽過
[00:06:55.280 --> 00:06:57.280]  摩西的生平有三個時期
[00:06:57.280 --> 00:07:02.280]  第一個時期就是他埃及做王子的時期
[00:07:02.280 --> 00:07:06.280]  摩西覺得自己都了不起
[00:07:06.280 --> 00:07:11.280]  所以他自己覺得自己都挺好
[00:07:11.280 --> 00:07:14.280]  挺有才幹
[00:07:14.280 --> 00:07:17.280]  而且他心裡面也懷著一個抱負
[00:07:17.280 --> 00:07:21.280]  就是要拯救自己的以色列的百姓
[00:07:21.280 --> 00:07:23.280]  離開埃及
[00:07:23.280 --> 00:07:25.280]  所以他養尊處幼學
[00:07:25.280 --> 00:07:28.280]  學會了埃及人一切的學問
[00:07:28.280 --> 00:07:31.280]  有一次他抱打不平
[00:07:31.280 --> 00:07:33.280]  他打死了一個埃及人
[00:07:33.280 --> 00:07:37.280]  但是因為他自己的這個魯莽的舉動
[00:07:37.280 --> 00:07:41.280]  後來他就逃到米田的礦業
[00:07:41.280 --> 00:07:43.280]  結束了他第一個時期
[00:07:43.280 --> 00:07:48.280]  就是覺得自己是挺了不起的這個時期
[00:07:48.280 --> 00:07:50.280]  到第二個時期
[00:07:50.280 --> 00:07:56.280]  他是一個在米田成家立室
[00:07:56.280 --> 00:07:59.280]  然後他娶了米田祭司葉鐵羅的女兒
[00:07:59.280 --> 00:08:02.280]  大家知不知道摩西的太太叫什麼名字呢?
[00:08:02.280 --> 00:08:07.280]  叫西波拉
[00:08:07.280 --> 00:08:09.280]  叫西波拉
[00:08:09.280 --> 00:08:11.280]  他娶了西波拉之後
[00:08:11.280 --> 00:08:14.280]  他生了兩個兒子
[00:08:14.280 --> 00:08:19.280]  而他就在米田的礦業就settle down
[00:08:19.280 --> 00:08:21.280]  就是住了下來
[00:08:21.280 --> 00:08:23.280]  然後在那裡
[00:08:23.280 --> 00:08:28.280]  他每一天都與礦業這個大自然為伍
[00:08:28.280 --> 00:08:31.280]  然後在那裡牧養群羊
[00:08:31.280 --> 00:08:34.280]  然後到最後神父召他的時候
[00:08:34.280 --> 00:08:38.280]  就最能夠代表他這40年的這個特徵
[00:08:38.280 --> 00:08:41.280]  就是他還覺得自己有什麼了不起呢?
[00:08:41.280 --> 00:08:43.280]  有沒有?沒有了
[00:08:43.280 --> 00:08:47.280]  他覺得自己不是有什麼了不起
[00:08:47.280 --> 00:08:49.280]  就是沒有什麼了不起
[00:08:49.280 --> 00:08:56.280]  在神父召他出來的時候就是最後的40年
[00:08:56.280 --> 00:08:59.280]  我們今天要講給大家聽
[00:08:59.280 --> 00:09:01.280]  他怎樣蒙神的呼召
[00:09:01.280 --> 00:09:05.280]  然後神怎樣用他自己的同在
[00:09:05.280 --> 00:09:07.280]  他的能力、他的恩典來印證
[00:09:07.280 --> 00:09:10.280]  所以他第三個40年
[00:09:10.280 --> 00:09:15.280]  就是他發現原來了不起的神
[00:09:15.280 --> 00:09:19.280]  可以透過這個不是怎樣了不起的魔勢
[00:09:19.280 --> 00:09:23.280]  然後成就神了不起的大事
[00:09:23.280 --> 00:09:25.280]  所以今天我要跟大家講的是什麼呢?
[00:09:25.280 --> 00:09:29.280]  我們要思想一下我們自己是一個什麼人
[00:09:29.280 --> 00:09:32.280]  其實我們認為自己了不起
[00:09:32.280 --> 00:09:36.280]  在神的面前我們一點都沒有什麼可跨的地方
[00:09:36.280 --> 00:09:40.280]  我們要知道一個不是怎樣了不起的人
[00:09:40.280 --> 00:09:43.280]  然後可以透過神了不起的能力
[00:09:43.280 --> 00:09:47.280]  而為神做了不起的大事
[00:09:47.280 --> 00:09:50.280]  所以神在呼召魔勢的時候
[00:09:50.280 --> 00:09:56.280]  他要安排一個位置讓魔勢可以上位
[00:09:56.280 --> 00:09:58.280]  然後讓他可以到位
[00:09:58.280 --> 00:10:04.280]  丁姐妹,要預備一個人其實有很多的元素
[00:10:04.280 --> 00:10:08.280]  其實米店礦業都是一個預備的地方
[00:10:08.280 --> 00:10:14.280]  正如我們下午講的伊利亞在基律契被主來訓練
[00:10:14.280 --> 00:10:17.280]  基律契是他的一個學院
[00:10:17.280 --> 00:10:19.280]  神給他學習的一個學院
[00:10:19.280 --> 00:10:24.280]  然後在薩勒法也是神要他學習的一個地方
[00:10:24.280 --> 00:10:26.280]  所以神在很多的地方
[00:10:26.280 --> 00:10:33.280]  有意無意之間就是為我們來預備一個的平台
[00:10:33.280 --> 00:10:36.280]  一個的學院在裡面來學習
[00:10:36.280 --> 00:10:40.280]  米店的礦業其實是一個學習的地方
[00:10:40.280 --> 00:10:43.280]  在《出埃及記》第三章一開始的時候
[00:10:43.280 --> 00:10:46.280]  我們看第一到第六節
[00:10:46.280 --> 00:10:50.280]  我們先看神怎樣預備一個人
[00:10:50.280 --> 00:10:55.280]  這個人需要有什麼條件預備神來使用
[00:10:55.280 --> 00:10:59.280]  他需要有什麼條件來讓神可以放在那個位置上面
[00:10:59.280 --> 00:11:03.280]  而可以成為神所用的人
[00:11:03.280 --> 00:11:07.280]  第一個就是要有照明感
[00:11:07.280 --> 00:11:10.280]  這個用英文說叫sense of calling
[00:11:10.280 --> 00:11:18.280]  確認我們所做的是從神而來
[00:11:18.280 --> 00:11:21.280]  摩西他在被神呼召之先
[00:11:21.280 --> 00:11:25.280]  他在米店的礦業過了40年
[00:11:25.280 --> 00:11:31.280]  由長的礦業直到無聊的生活
[00:11:31.280 --> 00:11:33.280]  摩西在米店的礦業
[00:11:33.280 --> 00:11:35.280]  雖然他在那裡牧羊
[00:11:35.280 --> 00:11:38.280]  但是其實他不是在那裡牧羊
[00:11:38.280 --> 00:11:41.280]  他是在那裡被羊所牧
[00:11:41.280 --> 00:11:46.280]  他中日所聽見的是什麼聲音呢?
[00:11:46.280 --> 00:11:48.280]  就是咩咩聲
[00:11:48.280 --> 00:11:53.280]  很可能他回到家裡跟太太說話的時候
[00:11:53.280 --> 00:11:56.280]  都有一些羊咩的聲音都不一定
[00:11:56.280 --> 00:12:00.280]  因為天天都見著羊
[00:12:00.280 --> 00:12:03.280]  而羊是怎樣的呢?
[00:12:03.280 --> 00:12:05.280]  可能在那裡有意無意之間
[00:12:05.280 --> 00:12:11.280]  他自己也被牧造成為一頭溫馴的羊
[00:12:11.280 --> 00:12:13.280]  所以如果你看那40年
[00:12:13.280 --> 00:12:19.280]  你看他跟以前那40年是完全不一樣的
[00:12:19.280 --> 00:12:23.280]  摩西原來那種雄心大志
[00:12:23.280 --> 00:12:27.280]  是完全被羊磨走的
[00:12:27.280 --> 00:12:30.280]  完全沒有了
[00:12:54.280 --> 00:12:57.280]  摩西牧養惡虎的羊
[00:12:57.280 --> 00:13:01.280]  我相信在這40年裡他心如止水
[00:13:01.280 --> 00:13:07.280]  他什麼期望、幹勁、抱負都已經附置於洞穴
[00:13:07.280 --> 00:13:08.280]  不在了
[00:13:08.280 --> 00:13:12.280]  我相信他也有意無意之間很想什麼呢?
[00:13:12.280 --> 00:13:17.280]  就是安安靜靜的在礦業裡度他的餘生
[00:13:17.280 --> 00:13:21.280]  在40年直淨的環境裡
[00:13:21.280 --> 00:13:24.280]  我相信有很多的安靜、有很多的退休
[00:13:24.280 --> 00:13:28.280]  有很多的默想、有很多的敬拜
