
[00:00:00.000 --> 00:00:05.200]  今天是章林期的第二星期
[00:00:05.200 --> 00:00:10.000]  經文講到預言耶穌基督降生
[00:00:10.000 --> 00:00:13.800]  我選了兩段經文
[00:00:13.800 --> 00:00:15.920]  一段是《耳塞俠書》
[00:00:15.920 --> 00:00:17.320]  一段是《馬太福音》
[00:00:17.320 --> 00:00:21.640]  我們先看《馬太福音》一章十八到二十五節
[00:00:21.640 --> 00:00:22.680]  大家很熟悉的
[00:00:22.680 --> 00:00:26.640]  就是天使向約瑟報信
[00:00:26.640 --> 00:00:31.960]  就是他的未婚妻瑪利亞將要生一個兒子
[00:00:31.960 --> 00:00:32.960]  我們一起讀
[00:00:32.960 --> 00:00:34.960]  十八到二十五節我們一起讀
[00:00:34.960 --> 00:00:38.520]  耶穌基督降生的時記載
[00:00:38.520 --> 00:00:41.720]  他母親瑪利亞已經許配了約瑟
[00:00:41.720 --> 00:00:46.240]  還沒有迎娶瑪利亞就從聖靈懷了孕
[00:00:46.240 --> 00:00:48.800]  她丈夫約瑟是個異人
[00:00:48.800 --> 00:00:51.120]  不願意明明地羞辱她
[00:00:51.120 --> 00:00:54.080]  甚至暗暗地把她休了
[00:00:54.080 --> 00:00:56.520]  正思念這事的時候
[00:00:56.520 --> 00:01:00.280]  有主的使者向她夢中顯現說
[00:01:00.280 --> 00:01:02.280]  大衛的子孫約瑟
[00:01:02.280 --> 00:01:03.280]  不要怕
[00:01:03.280 --> 00:01:06.400]  只管娶過你的妻子瑪利亞來
[00:01:06.400 --> 00:01:09.920]  因她所懷的人是從聖靈來的
[00:01:09.920 --> 00:01:11.920]  她將要生一個兒子
[00:01:11.920 --> 00:01:14.400]  你要給她起名叫耶穌
[00:01:14.400 --> 00:01:18.800]  因她要將自己的百姓從罪惡裡救出來
[00:01:18.800 --> 00:01:20.800]  這一切的是成就
[00:01:20.800 --> 00:01:24.800]  小應驗主這先知所說的話
[00:01:24.800 --> 00:01:27.680]  必有同女懷孕生子
[00:01:27.680 --> 00:01:30.720]  人要稱他名為爾瑪萊尼
[00:01:30.720 --> 00:01:34.920]  爾瑪萊尼翻出來就是神與我們同在
[00:01:34.920 --> 00:01:36.920]  約瑟醒了起來
[00:01:36.920 --> 00:01:41.760]  就使者的吩咐把妻子娶過來
[00:01:41.760 --> 00:01:44.240]  只是沒有和她同房
[00:01:44.240 --> 00:01:46.240]  恨她生了兒子
[00:01:46.240 --> 00:01:48.800]  就給她起名叫耶穌
[00:01:48.800 --> 00:01:50.800]  這經文大家很熟悉的
[00:01:50.800 --> 00:01:54.000]  幾乎每年聖誕節都會讀
[00:01:54.000 --> 00:01:57.280]  我們今天特別要提約瑟
[00:01:57.280 --> 00:02:00.960]  瑪利亞是上帝所揀選蒙大恩的女子
[00:02:00.960 --> 00:02:04.000]  但約瑟很多時候我們是疏忽了的
[00:02:04.000 --> 00:02:08.600]  約瑟在這個過程中扮演一個很重要的角色
[00:02:08.600 --> 00:02:14.160]  首先我們要了解猶太人的婚姻有三個階段
[00:02:14.160 --> 00:02:16.720]  和我們中女人有些相似
[00:02:16.720 --> 00:02:18.160]  但是又複雜一些
[00:02:18.160 --> 00:02:19.760]  第一個就是定親
[00:02:19.760 --> 00:02:22.000]  由兩方面去看
[00:02:22.000 --> 00:02:24.000]  這個女孩子不錯
[00:02:24.000 --> 00:02:25.280]  這個男孩子不錯
[00:02:25.280 --> 00:02:30.720]  定親是沒有什麼正式的
[00:02:30.720 --> 00:02:32.320]  只是覺得不錯
[00:02:32.320 --> 00:02:33.840]  有介紹人
[00:02:33.840 --> 00:02:38.160]  有些是很小的時候就說
[00:02:38.160 --> 00:02:40.160]  只要為婚我們是中人
[00:02:40.160 --> 00:02:44.720]  不過猶太人也有的
[00:02:44.720 --> 00:02:46.720]  很小的時候就有兩個家庭
[00:02:46.720 --> 00:02:48.720]  但是沒有正式的名份
[00:02:48.720 --> 00:02:51.840]  長大了男孩子就說不喜歡
[00:02:51.840 --> 00:02:53.840]  女孩子就說不喜歡嫁給他
[00:02:53.840 --> 00:02:55.840]  可以沒事的
[00:02:55.840 --> 00:03:01.280]  所以第一種定親主要是家庭
[00:03:01.280 --> 00:03:03.280]  就是父母
[00:03:03.280 --> 00:03:06.640]  到第二個就是男女長大了
[00:03:06.640 --> 00:03:09.520]  他們也成熟了
[00:03:09.520 --> 00:03:12.400]  才會有訂婚
[00:03:12.400 --> 00:03:14.400]  訂婚是很正式的
[00:03:14.400 --> 00:03:16.880]  就是要有正式文件的
[00:03:16.880 --> 00:03:17.840]  確認的
[00:03:17.840 --> 00:03:21.920]  男孩子見過知道這個女孩子喜歡他
[00:03:21.920 --> 00:03:25.280]  女孩子又知道男孩子認識
[00:03:25.280 --> 00:03:27.280]  並且確認之後
[00:03:27.280 --> 00:03:28.480]  簽了之後
[00:03:28.480 --> 00:03:30.480]  他們還沒有洞房
[00:03:30.480 --> 00:03:31.440]  還沒有認婚
[00:03:31.440 --> 00:03:36.400]  但是已經成為正式夫婦
[00:03:36.400 --> 00:03:40.640]  女方就要稱呼對方是她的丈夫
[00:03:40.640 --> 00:03:43.680]  男方就要稱呼對方是妻子
[00:03:43.680 --> 00:03:44.960]  正式名份
[00:03:45.040 --> 00:03:49.120]  簽了之後一年內就要迎娶
[00:03:49.120 --> 00:03:51.120]  如果在這段期間
[00:03:51.120 --> 00:03:53.120]  男方死亡
[00:03:53.120 --> 00:03:55.120]  意外之類
[00:03:55.120 --> 00:03:57.760]  女方會成為寡婦
[00:03:57.760 --> 00:03:59.760]  同征寡婦
[00:03:59.760 --> 00:04:01.040]  她還沒有過門
[00:04:01.040 --> 00:04:02.240]  沒有關係
[00:04:02.240 --> 00:04:04.240]  但她還是用寡婦的名稱
[00:04:04.240 --> 00:04:06.240]  同征寡婦
[00:04:06.240 --> 00:04:09.120]  如果她要再婚的話
[00:04:09.120 --> 00:04:12.000]  就要辦理正式的離婚手續
[00:04:12.000 --> 00:04:14.640]  所以是很嚴格的
[00:04:14.640 --> 00:04:18.160]  第三個就是迎娶
[00:04:18.160 --> 00:04:20.160]  辦了第二個之後
[00:04:20.160 --> 00:04:22.160]  第三個就是娶她回來
[00:04:22.160 --> 00:04:24.160]  正式洞房
[00:04:24.160 --> 00:04:26.160]  然後生孩子
[00:04:26.160 --> 00:04:28.160]  諸如此類
[00:04:28.160 --> 00:04:30.160]  現在約瑟在第二個階段
[00:04:30.160 --> 00:04:33.360]  約瑟和瑪利亞已經簽了
[00:04:33.360 --> 00:04:35.360]  準備迎娶
[00:04:35.360 --> 00:04:37.360]  瑪利亞是他的妻子
[00:04:37.360 --> 00:04:39.360]  約瑟是瑪利亞的丈夫
[00:04:39.360 --> 00:04:41.360]  在這個階段
[00:04:41.360 --> 00:04:43.360]  很奇怪
[00:04:43.360 --> 00:04:45.360]  不知為何約瑟
[00:04:45.360 --> 00:04:47.360]  風聞
[00:04:47.360 --> 00:04:49.360]  瑪利亞有新人
[00:04:49.360 --> 00:04:51.360]  通常一個女人有新人
[00:04:51.360 --> 00:04:53.360]  一個月是沒有人知道的
[00:04:53.360 --> 00:04:55.360]  兩個月也沒有人知道
[00:04:55.360 --> 00:04:58.240]  三個月可能有人知道
[00:04:58.240 --> 00:05:00.240]  可能是飲食習慣
[00:05:00.240 --> 00:05:02.240]  突然想吃酸東西
[00:05:02.240 --> 00:05:04.240]  我不是女人
[00:05:04.240 --> 00:05:08.240]  竟然傳到約瑟身上
[00:05:08.240 --> 00:05:10.240]  所以瑪利亞這件事
[00:05:10.240 --> 00:05:12.240]  已經不是一天兩天
[00:05:12.240 --> 00:05:14.240]  天使和瑪利亞說
[00:05:14.240 --> 00:05:16.240]  她要懷孕
[00:05:16.240 --> 00:05:18.240]  瑪利亞很害怕
[00:05:18.240 --> 00:05:20.240]  當然不會到處跟人說
[00:05:20.240 --> 00:05:22.240]  我懷孕了
[00:05:22.240 --> 00:05:24.240]  傳到約瑟身上
[00:05:24.240 --> 00:05:26.240]  因為是第二個階段
[00:05:26.240 --> 00:05:28.240]  所以約瑟想休了她
[00:05:28.240 --> 00:05:30.240]  和她辦離婚手續
[00:05:30.240 --> 00:05:32.240]  休是這個意思
[00:05:32.240 --> 00:05:34.240]  正式妻子辦離婚手續
[00:05:34.240 --> 00:05:38.240]  如果瑪利亞和她說
[00:05:38.240 --> 00:05:40.240]  這是上帝給我的
[00:05:40.240 --> 00:05:42.240]  我問你
[00:05:42.240 --> 00:05:44.240]  約瑟信不信
[00:05:44.240 --> 00:05:46.240]  信不信
[00:05:46.240 --> 00:05:48.240]  當然不信
[00:05:48.240 --> 00:05:50.240]  怎麼搞的
[00:05:50.240 --> 00:05:52.240]  上帝給你兒子
[00:05:52.240 --> 00:05:54.240]  是沒有人信的
[00:05:54.240 --> 00:05:56.240]  瑪利亞自己也
[00:05:56.240 --> 00:05:58.240]  瑪利亞那時也要存在心裏
[00:05:58.240 --> 00:06:00.240]  信服上帝
[00:06:00.240 --> 00:06:02.240]  所以瑪利亞壓力很大
[00:06:02.240 --> 00:06:04.240]  現在到約瑟
[00:06:04.240 --> 00:06:06.240]  天使要和約瑟說
[00:06:06.240 --> 00:06:08.240]  因為這件事紙包不住
[00:06:08.240 --> 00:06:10.240]  如果連約瑟也知道
[00:06:10.240 --> 00:06:12.240]  即是說
[00:06:12.240 --> 00:06:14.240]  瑪利亞附近的人也有可能知道
[00:06:14.240 --> 00:06:16.240]  對瑪利亞來說
[00:06:16.240 --> 00:06:18.240]  很危險的
[00:06:18.240 --> 00:06:20.240]  因為一旦
[00:06:20.240 --> 00:06:22.240]  約瑟不承認她就淫婦
[00:06:22.240 --> 00:06:24.240]  會被石頭打死
[00:06:24.240 --> 00:06:26.240]  所以在最適當的時候
[00:06:26.240 --> 00:06:30.240]  天使就和約瑟說
[00:06:30.240 --> 00:06:32.240]  約瑟要相信
[00:06:32.240 --> 00:06:34.240]  約瑟的信心很大
[00:06:34.240 --> 00:06:36.240]  因為從來沒有試過
[00:06:36.240 --> 00:06:38.240]  同女生子
[00:06:38.240 --> 00:06:40.240]  這個很難相信
[00:06:40.240 --> 00:06:42.240]  但當約瑟相信
[00:06:42.240 --> 00:06:44.240]  他要付很多代價
[00:06:44.240 --> 00:06:46.240]  不是這麼簡單
[00:06:46.240 --> 00:06:48.240]  付什麼代價呢
[00:06:48.240 --> 00:06:50.240]  當天使這樣說之後
[00:06:50.240 --> 00:06:52.240]  天使就說
[00:06:52.240 --> 00:06:54.240]  這個兒子要叫
[00:06:54.240 --> 00:06:56.240]  約書亞
[00:06:56.240 --> 00:06:58.240]  即是救主
[00:06:58.240 --> 00:07:00.240]  將來才能救贖
[00:07:00.240 --> 00:07:02.240]  而約瑟他要依靠上帝
[00:07:02.240 --> 00:07:04.240]  他要付什麼代價呢
[00:07:04.240 --> 00:07:06.240]  原來在第二個階段
[00:07:06.240 --> 00:07:08.240]  未洞房
[00:07:08.240 --> 00:07:10.240]  就很心急先食禁果
[00:07:10.240 --> 00:07:12.240]  而懷孕了
[00:07:12.240 --> 00:07:14.240]  通常是男人不好
[00:07:14.240 --> 00:07:18.240]  如果約瑟承認的話
[00:07:18.240 --> 00:07:20.240]  就不罰瑪利亞
[00:07:20.240 --> 00:07:22.240]  罰約瑟
[00:07:22.240 --> 00:07:24.240]  當然半隻衣服走去她的房間
[00:07:24.240 --> 00:07:26.240]  還沒有認罪過你
[00:07:26.240 --> 00:07:28.240]  約瑟要去祭司那裡
[00:07:28.240 --> 00:07:30.240]  承認是我錯了
[00:07:32.240 --> 00:07:34.240]  我洗腦她懷孕了
[00:07:34.240 --> 00:07:36.240]  有幾個月了
[00:07:36.240 --> 00:07:38.240]  然後就吃死貓
[00:07:38.240 --> 00:07:40.240]  就這樣說
[00:07:40.240 --> 00:07:42.240]  我今天早上說國語
[00:07:42.240 --> 00:07:44.240]  不知道國語吃死貓是什麼
[00:07:44.240 --> 00:07:46.240]  我講不明白
[00:07:46.240 --> 00:07:48.240]  吃死貓
[00:07:48.240 --> 00:07:50.240]  國語人
[00:07:50.240 --> 00:07:52.240]  吃死貓
[00:07:52.240 --> 00:07:54.240]  你知道約瑟
[00:07:54.240 --> 00:07:58.240]  他不單要面對祭司
[00:07:58.240 --> 00:08:00.240]  他要面對周圍的人
[00:08:00.240 --> 00:08:02.240]  他不能說
[00:08:02.240 --> 00:08:04.240]  姓名懷孕的
[00:08:04.240 --> 00:08:06.240]  不關我的事
[00:08:06.240 --> 00:08:08.240]  有沒有人相信
[00:08:08.240 --> 00:08:10.240]  姓名懷孕的
[00:08:10.240 --> 00:08:12.240]  就算父母也未必相信
[00:08:12.240 --> 00:08:14.240]  所以他一定要承認
[00:08:14.240 --> 00:08:16.240]  是我的
[00:08:16.240 --> 00:08:18.240]  所以這個叫吃死貓
[00:08:18.240 --> 00:08:20.240]  為上帝吃死貓
[00:08:20.240 --> 00:08:22.240]  有天使給他
[00:08:22.240 --> 00:08:24.240]  還有他要罰錢
[00:08:24.240 --> 00:08:26.240]  有記載的
[00:08:26.240 --> 00:08:28.240]  罰多少錢
[00:08:28.240 --> 00:08:30.240]  罰錢的
[00:08:30.240 --> 00:08:32.240]  還有
[00:08:32.240 --> 00:08:34.240]  他要照顧瑪利亞
[00:08:34.240 --> 00:08:36.240]  還有
[00:08:36.240 --> 00:08:38.240]  他要抵受別人的白眼
[00:08:38.240 --> 00:08:40.240]  因為他失敗了
[00:08:40.240 --> 00:08:42.240]  心急 都未認娶過來
[00:08:42.240 --> 00:08:44.240]  就有兒子了
[00:08:44.240 --> 00:08:46.240]  不好名聲的
[00:08:46.240 --> 00:08:48.240]  他要負責任
[00:08:48.240 --> 00:08:50.240]  所以約瑟其實要付出很大代價
[00:08:50.240 --> 00:08:52.240]  不是這麼簡單的
[00:08:52.240 --> 00:08:54.240]  他娶過來
[00:08:54.240 --> 00:08:56.240]  還有他要懷孕
[00:08:56.240 --> 00:08:58.240]  上帝的兒子應該榮華富貴
[00:08:58.240 --> 00:09:00.240]  上帝應許
[00:09:00.240 --> 00:09:02.240]  這是神的兒子
[00:09:02.240 --> 00:09:04.240]  上帝應該祝福他
[00:09:04.240 --> 00:09:06.240]  突然間發財 但沒有
[00:09:06.240 --> 00:09:08.240]  仍然這麼窮
[00:09:08.240 --> 00:09:10.240]  上帝說
[00:09:10.240 --> 00:09:12.240]  我交個兒子給你
[00:09:12.240 --> 00:09:14.240]  起碼祝福一下他
[00:09:14.240 --> 00:09:16.240]  股票賺一點 這裡得一點
[00:09:16.240 --> 00:09:18.240]  沒有
[00:09:18.240 --> 00:09:20.240]  所以他真的憑信心
[00:09:20.240 --> 00:09:22.240]  仍然貧窮
[00:09:22.240 --> 00:09:24.240]  還要照顧這個上帝的兒子
[00:09:24.240 --> 00:09:26.240]  救主很大責任
[00:09:26.240 --> 00:09:28.240]  對不對?很大責任
[00:09:28.240 --> 00:09:30.240]  還有
[00:09:30.240 --> 00:09:32.240]  後來他要登記
[00:09:32.240 --> 00:09:34.240]  由加利利去伯利恆
[00:09:34.240 --> 00:09:36.240]  等等
[00:09:36.240 --> 00:09:38.240]  臨盆的時候
[00:09:38.240 --> 00:09:40.240]  沒有經驗
[00:09:40.240 --> 00:09:42.240]  約瑟要做很多事情
[00:09:42.240 --> 00:09:44.240]  是甘心情願
[00:09:44.240 --> 00:09:46.240]  又不能夠和別人解釋
[00:09:46.240 --> 00:09:48.240]  只能夠憑信心
[00:09:48.240 --> 00:09:50.240]  所以在過程裡
[00:09:50.240 --> 00:09:52.240]  我們看到
[00:09:52.240 --> 00:09:54.240]  以馬來利
[00:09:54.240 --> 00:09:56.240]  上帝與我們同在
[00:09:56.240 --> 00:09:58.240]  剛才
[00:09:58.240 --> 00:10:00.240]  約瑟
[00:10:00.240 --> 00:10:02.240]  為什麼甘心去承擔
[00:10:02.240 --> 00:10:04.240]  因為
[00:10:04.240 --> 00:10:06.240]  天使跟我說
[00:10:06.240 --> 00:10:08.240]  他說
[00:10:08.240 --> 00:10:10.240]  這個兒子
