
[00:00:00.000 --> 00:00:05.000]  各位電視節目的各位朋友你們好
[00:00:05.000 --> 00:00:07.500]  歡迎大家參加我們三藩市播道會
[00:00:07.500 --> 00:00:09.500]  網上網站崇拜
[00:00:09.500 --> 00:00:13.500]  我們繼續思想日韓福音的訊息
[00:00:13.500 --> 00:00:15.500]  來到日韓福音第四章
[00:00:15.500 --> 00:00:17.500]  43節至54節
[00:00:17.500 --> 00:00:21.000]  題目叫見到就信?
[00:00:21.000 --> 00:00:22.500]  未必
[00:00:22.500 --> 00:00:25.000]  在開始思想這段聖經之前
[00:00:25.000 --> 00:00:27.500]  請從心低頭,為圖圖過
[00:00:27.500 --> 00:00:30.500]  慈悲的眼天主我們滿心感謝你
[00:00:30.500 --> 00:00:32.500]  因為你愛我們的緣故
[00:00:32.500 --> 00:00:33.500]  拆敗你的毒心
[00:00:33.500 --> 00:00:35.500]  而使耶穌基督來到世上
[00:00:35.500 --> 00:00:37.500]  為我們贖罪
[00:00:37.500 --> 00:00:39.500]  捨身流血
[00:00:39.500 --> 00:00:41.500]  求你幫助我們
[00:00:41.500 --> 00:00:44.500]  讓我們能夠用單純的信心
[00:00:44.500 --> 00:00:45.500]  去相信你
[00:00:45.500 --> 00:00:47.500]  依靠你
[00:00:47.500 --> 00:00:48.500]  由最最你的話語去提醒
[00:00:48.500 --> 00:00:49.500]  勸勉教導安慰
[00:00:49.500 --> 00:00:51.500]  督責我們
[00:00:51.500 --> 00:00:52.500]  我們這樣禱告
[00:00:52.500 --> 00:00:54.500]  是奉耶穌基督的名求
[00:00:54.500 --> 00:00:56.500]  阿們
[00:00:56.500 --> 00:00:58.500]  在1945年6月
[00:00:58.500 --> 00:01:00.500]  盟軍節節勝利
[00:01:00.500 --> 00:01:02.500]  再加上蘇聯軍隊
[00:01:02.500 --> 00:01:04.500]  也準備加入戰圈
[00:01:04.500 --> 00:01:06.500]  進佔東北三省
[00:01:06.500 --> 00:01:08.500]  日本敗退
[00:01:08.500 --> 00:01:10.500]  只是時日的問題
[00:01:10.500 --> 00:01:12.500]  直到1945年7月26日
[00:01:12.500 --> 00:01:14.500]  以美軍為首的盟軍
[00:01:14.500 --> 00:01:16.500]  加上英國和中國
[00:01:16.500 --> 00:01:20.500]  向日本軍隊發出最後通牒
[00:01:20.500 --> 00:01:22.500]  要求日本軍隊投降
[00:01:22.500 --> 00:01:24.500]  當時日本首相
[00:01:24.500 --> 00:01:28.500]  鈴木立即召開內閣會議
[00:01:28.500 --> 00:01:31.500]  外相韜哥覺得條件不是差
[00:01:31.500 --> 00:01:33.500]  極力推薦接受降服
[00:01:33.500 --> 00:01:35.500]  事實上
[00:01:35.500 --> 00:01:37.500]  這個條件也不是太好
[00:01:37.500 --> 00:01:40.500]  通牒要求軍隊無條件投降
[00:01:40.500 --> 00:01:44.500]  而不是日本政府無條件投降
[00:01:44.500 --> 00:01:46.500]  日本軍隊可以自由回國
[00:01:46.500 --> 00:01:51.500]  日本仍然可以保留軍主立憲的國際
