
[00:00:00.000 --> 00:00:07.560]  給大家一點時間打開鏡頭
[00:00:07.560 --> 00:00:11.880]  我喜歡見到一些人
[00:00:11.880 --> 00:00:16.560]  不單打開鏡頭
[00:00:16.560 --> 00:00:19.320]  也希望大家能夠打開聖經
[00:00:19.320 --> 00:00:22.240]  因為這次是頗長的經文
[00:00:22.240 --> 00:00:26.600]  第八章第一節到第九章第一節
[00:00:26.600 --> 00:00:31.640]  希望大家一邊看著經文一邊聽
[00:00:31.640 --> 00:00:33.680]  這樣會比較容易明白
[00:00:33.680 --> 00:00:36.840]  傳道書有人說很難明白
[00:00:36.840 --> 00:00:40.160]  其實傳道書也不是很難明白
[00:00:40.160 --> 00:00:42.560]  我發現傳道書不是難明白
[00:00:42.560 --> 00:00:44.080]  傳道書是難做
[00:00:44.080 --> 00:00:46.440]  很多事情是知道而不是不知道
[00:00:46.440 --> 00:00:47.760]  但做不到
[00:00:47.760 --> 00:00:50.160]  很多事情不是不知道
[00:00:50.160 --> 00:00:51.760]  有時人們假裝不知道
[00:00:51.760 --> 00:00:53.120]  是不想做
[00:00:53.120 --> 00:00:58.240]  今天講的題目是人生的知道與不知道
[00:00:58.240 --> 00:01:03.680]  我們看傳道書第八章第一節到第九章第一節
[00:01:03.680 --> 00:01:05.720]  大家看著大家的經文
[00:01:05.720 --> 00:01:08.960]  第八章第一節這樣說
[00:01:08.960 --> 00:01:11.880]  他提到誰智慧人呢?
[00:01:11.880 --> 00:01:14.880]  誰知道事情的解釋呢?
[00:01:14.880 --> 00:01:16.680]  當這樣問的時候
[00:01:16.680 --> 00:01:21.840]  意思是智慧人知道事情的解釋
[00:01:21.840 --> 00:01:24.720]  也可以翻譯為
[00:01:24.720 --> 00:01:30.200]  誰像智慧人一樣知道事情的解釋呢?
[00:01:30.200 --> 00:01:34.480]  所以第一節是說智慧人知道事情的解釋
[00:01:34.480 --> 00:01:39.400]  但你看到第八章最後的第十七節
[00:01:39.400 --> 00:01:41.760]  最後那句是
[00:01:41.760 --> 00:01:43.920]  智慧人雖然想知道
[00:01:43.920 --> 00:01:46.320]  都是查不出來
[00:01:46.320 --> 00:01:48.680]  第一節說他們知道
[00:01:48.680 --> 00:01:51.160]  第十七節說他們不知道
[00:01:51.160 --> 00:01:54.960]  所以智慧人可以說是有所知
[00:01:54.960 --> 00:01:56.680]  亦有所不知
[00:01:56.680 --> 00:01:57.920]  人都是這樣的
[00:01:57.920 --> 00:02:00.000]  有所知有所不知
[00:02:00.000 --> 00:02:02.160]  有所明有所不明
[00:02:02.160 --> 00:02:04.280]  人不會甚麼都知
[00:02:04.280 --> 00:02:06.280]  但人總有所知
[00:02:06.280 --> 00:02:07.960]  人會甚麼都明
[00:02:07.960 --> 00:02:10.160]  但人總有所明
[00:02:10.160 --> 00:02:13.080]  我記得今天早上
[00:02:13.080 --> 00:02:15.720]  應該是我昨天
[00:02:15.720 --> 00:02:18.480]  和五個神學生聊天
[00:02:18.480 --> 00:02:22.320]  我講到人不要為了不知的事
[00:02:22.320 --> 00:02:24.560]  連知的事都查不清楚
[00:02:24.560 --> 00:02:27.080]  人不要為了不明的事
[00:02:27.080 --> 00:02:29.560]  連明的事都當不明
[00:02:29.560 --> 00:02:31.920]  人生就很可惜
[00:02:31.920 --> 00:02:33.640]  因為智慧人也好
[00:02:33.640 --> 00:02:35.600]  都有所知有所不知
[00:02:35.600 --> 00:02:37.600]  有所明有所不明
[00:02:37.600 --> 00:02:40.240]  我們再看看第八章
[00:02:40.240 --> 00:02:42.360]  第八章一至八節
[00:02:42.360 --> 00:02:44.520]  你會發現提到智慧人
[00:02:44.720 --> 00:02:50.920]  裡面提到他是用他做主角
[00:02:50.920 --> 00:02:54.120]  第一節提到他的念發光
[00:02:54.120 --> 00:02:56.720]  他念上的暴氣改變
[00:02:56.720 --> 00:03:00.040]  第七節提到他不知道將來的事
[00:03:00.040 --> 00:03:03.080]  又提到誰能告訴他呢?
[00:03:03.080 --> 00:03:06.040]  一至八節都是用他提到智慧人
[00:03:06.040 --> 00:03:08.440]  到了第九節開始
[00:03:08.440 --> 00:03:10.680]  一直到第九章第一節
[00:03:10.680 --> 00:03:13.320]  就轉到傳道者
[00:03:13.320 --> 00:03:16.960]  所以他用以我做主角
[00:03:16.960 --> 00:03:19.040]  第九節開始提到
[00:03:19.040 --> 00:03:21.240]  這一切我都見過
[00:03:21.240 --> 00:03:22.680]  不再提他了
[00:03:22.680 --> 00:03:26.000]  第十節又提到我見惡人埋葬
[00:03:26.000 --> 00:03:28.160]  下面一直提到
[00:03:28.160 --> 00:03:30.040]  第十四節提到
[00:03:30.040 --> 00:03:32.200]  我說這也是虛空
[00:03:32.200 --> 00:03:34.840]  十五節我稱讚快樂
[00:03:34.840 --> 00:03:37.000]  十六節我專心求智慧
[00:03:37.000 --> 00:03:40.200]  十七節我按明神一切的作為
[00:03:40.200 --> 00:03:41.840]  一直到第九節
[00:03:41.840 --> 00:03:44.720]  我將這一切事放在心上
[00:03:44.720 --> 00:03:47.720]  所以一至八節智慧人
[00:03:47.720 --> 00:03:49.600]  九到第九章第一節
[00:03:49.600 --> 00:03:51.640]  講到傳道者
[00:03:51.640 --> 00:03:54.400]  兩個不同的角度來看
[00:03:54.400 --> 00:03:57.280]  人生中的知和不知
[00:03:57.280 --> 00:03:59.040]  一至八節你留意
[00:03:59.040 --> 00:04:01.400]  提王提了三次
[00:04:01.400 --> 00:04:03.320]  第八章第二節
[00:04:03.320 --> 00:04:05.160]  第三節第四節
[00:04:05.160 --> 00:04:06.840]  都提到王
[00:04:06.840 --> 00:04:08.680]  第九節到第一節
[00:04:08.680 --> 00:04:09.760]  到第九章第一節
[00:04:09.760 --> 00:04:11.720]  提到神提了四次
[00:04:11.720 --> 00:04:13.040]  第十二節
[00:04:13.040 --> 00:04:13.920]  十三節
[00:04:13.920 --> 00:04:14.920]  十七節
[00:04:14.920 --> 00:04:17.240]  和第九章第一節
[00:04:17.240 --> 00:04:19.920]  所以前面提到智慧人
[00:04:19.920 --> 00:04:21.360]  提到王者
[00:04:21.360 --> 00:04:23.760]  後面提到傳道者
[00:04:23.760 --> 00:04:25.040]  提到神
[00:04:25.040 --> 00:04:26.760]  王有王權
[00:04:26.760 --> 00:04:27.960]  神有神權
[00:04:27.960 --> 00:04:29.360]  王有王權
[00:04:29.360 --> 00:04:30.560]  人要知道
[00:04:30.560 --> 00:04:32.200]  神有神權
[00:04:32.200 --> 00:04:34.000]  人要明白
[00:04:34.000 --> 00:04:36.240]  今天的題目是
[00:04:36.240 --> 00:04:38.440]  人生的知道和不知道
[00:04:38.440 --> 00:04:40.120]  下面有兩個分題
[00:04:40.120 --> 00:04:41.320]  大家有大綱
[00:04:41.320 --> 00:04:44.200]  看完大綱就容易明白
[00:04:44.200 --> 00:04:46.760]  智慧人有所知有所不知
[00:04:46.760 --> 00:04:49.440]  是一至八節的重點
[00:04:49.440 --> 00:04:51.120]  九至一節的重點是
[00:04:51.120 --> 00:04:55.760]  智慧者有所明有所不明
[00:04:55.760 --> 00:04:58.200]  智慧人有所知有所不知
[00:04:58.200 --> 00:04:59.680]  第一節到第八節
[00:04:59.680 --> 00:05:02.680]  剛才第一節問了兩個問題
[00:05:02.680 --> 00:05:04.520]  誰像智慧人
[00:05:04.520 --> 00:05:07.440]  誰知道事情的解釋呢
[00:05:07.440 --> 00:05:09.280]  答案當年我剛才說了
[00:05:09.280 --> 00:05:12.360]  智慧人知道事情的解釋
[00:05:12.360 --> 00:05:14.200]  解釋這個字
[00:05:14.200 --> 00:05:17.400]  在但義理師第五章十二節
[00:05:17.400 --> 00:05:19.120]  提到圓夢
[00:05:19.120 --> 00:05:22.280]  但義理能夠幫人圓夢
[00:05:22.280 --> 00:05:25.600]  圓夢不是夢境成真的意思
[00:05:25.600 --> 00:05:27.560]  不是說夢想可以實現
[00:05:27.560 --> 00:05:33.440]  圓夢是解釋夢的內容的意思
[00:05:33.440 --> 00:05:35.920]  明白夢的意思
[00:05:35.920 --> 00:05:37.360]  明白之後
[00:05:37.360 --> 00:05:39.080]  人知道應該怎樣做
[00:05:39.080 --> 00:05:40.920]  應該怎樣回應
[00:05:40.920 --> 00:05:44.040]  所以提到知道事情的解釋
[00:05:44.040 --> 00:05:46.640]  就是知道事情的意思
[00:05:46.640 --> 00:05:49.360]  或者事情應該怎樣做
[00:05:49.360 --> 00:05:50.840]  第一節所說的意思是
[00:05:50.840 --> 00:05:54.760]  智慧人知道人應該怎樣行事為人
[00:05:54.760 --> 00:05:56.080]  人懂得行事為人
[00:05:56.080 --> 00:05:57.640]  第一節下面說
[00:05:57.640 --> 00:06:00.080]  人的智慧使人的念發光
[00:06:00.080 --> 00:06:02.960]  使念上的步氣改變
[00:06:02.960 --> 00:06:04.760]  你明白這句話
[00:06:04.760 --> 00:06:07.480]  用白話來說
[00:06:07.480 --> 00:06:10.240]  一個人如果能夠懂得做人
[00:06:10.240 --> 00:06:11.920]  他的念就像法國
[00:06:11.920 --> 00:06:16.000]  很有容光煥發
