
[00:00:00.000 --> 00:00:08.000]  各位觀眾 今天是第四次講猜疑及其
[00:00:08.000 --> 00:00:10.000]  亦是最後一次了
[00:00:10.000 --> 00:00:13.520]  講到以色列人將要進入迦南地
[00:00:13.520 --> 00:00:20.320]  剛才讀的經文就是約瑟在生的時候
[00:00:20.320 --> 00:00:22.880]  當時迦南地是饑荒
[00:00:22.880 --> 00:00:26.560]  約瑟在埃及做宰相
[00:00:26.560 --> 00:00:29.520]  法老很欣賞約瑟
[00:00:29.520 --> 00:00:33.520]  因為他救了埃及離開了七年的饑荒
[00:00:33.520 --> 00:00:38.720]  所以法老愛約瑟 亦愛奧喀布
[00:00:38.720 --> 00:00:45.920]  跟約瑟說叫你的父親親人從迦南下來埃及
[00:00:45.920 --> 00:00:48.240]  我將最好的地方給你
[00:00:48.240 --> 00:00:54.000]  最好的地方按照聖經所記載在歌山地
[00:00:54.000 --> 00:00:59.680]  歌山地有點像杭州
[00:00:59.680 --> 00:01:05.280]  杭州有很多水道和河流
[00:01:05.280 --> 00:01:08.240]  歌山有很多河流的網絡
[00:01:08.240 --> 00:01:10.720]  他們的田園非常美好
[00:01:10.720 --> 00:01:12.720]  因為水源充足
[00:01:12.720 --> 00:01:15.600]  以色列人在那裏享受了幾百年
[00:01:15.600 --> 00:01:17.600]  生活非常富裕
[00:01:17.600 --> 00:01:19.120]  又很開心
[00:01:19.120 --> 00:01:21.520]  直到後來新的法老出來
[00:01:21.520 --> 00:01:27.280]  他們擔心強大會造成後患
[00:01:27.280 --> 00:01:29.520]  於是將他們變成廉價勞工
[00:01:29.520 --> 00:01:32.800]  迫害他們做很多苦工
[00:01:32.800 --> 00:01:35.680]  上帝聽他們的呼聲
[00:01:35.680 --> 00:01:38.160]  於是就帶領他們出來
[00:01:38.160 --> 00:01:41.040]  這些歷史我們都講過
[00:01:41.040 --> 00:01:45.200]  我們看回當他們離開了埃及
[00:01:45.200 --> 00:01:47.760]  以色列在抗野
[00:01:47.760 --> 00:01:54.560]  整個以色列民族一直沒有忘記在埃及的生活
[00:01:54.560 --> 00:01:57.120]  他們每一次發怨言
[00:01:57.120 --> 00:01:59.920]  都是和他們埃及生活有關
[00:01:59.920 --> 00:02:02.800]  例如他們沒得吃
[00:02:02.800 --> 00:02:04.560]  或者他們生活艱苦
[00:02:04.560 --> 00:02:06.560]  甚至有馬拿給他們
[00:02:06.560 --> 00:02:08.000]  他們都這樣埋怨
[00:02:08.000 --> 00:02:12.000]  在昭吉記十六章三節
[00:02:12.000 --> 00:02:13.440]  他們怎樣埋怨呢
[00:02:13.440 --> 00:02:17.440]  他們說我們寧願在埃及死在耶和華手中
[00:02:17.440 --> 00:02:21.920]  當時我們坐在肉鍋旁吃餅得飽
[00:02:21.920 --> 00:02:24.400]  他們想我們寧願在那裡吃
[00:02:24.400 --> 00:02:25.920]  你帶我們出來做什麼呢
[00:02:25.920 --> 00:02:27.680]  出來餓死沒得吃
[00:02:27.680 --> 00:02:29.440]  埃及多好
[00:02:29.440 --> 00:02:33.120]  吃火鍋有肉鍋有很多東西吃
[00:02:33.120 --> 00:02:35.040]  他們沒有忘記
[00:02:35.040 --> 00:02:38.240]  其實埃及的生活對他們來說很深刻
[00:02:38.240 --> 00:02:40.960]  文素記那裡怎樣說呢
[00:02:40.960 --> 00:02:43.440]  以色列人哭著說
[00:02:43.440 --> 00:02:44.880]  誰給我們吃呢
[00:02:44.880 --> 00:02:46.880]  我們記得在埃及的時候
[00:02:46.880 --> 00:02:49.440]  吾不花前有海食魚
[00:02:49.440 --> 00:02:50.640]  多豐富
[00:02:50.640 --> 00:02:55.280]  魚尾之鄉有黃瓜西瓜韭菜蔥蒜
[00:02:55.280 --> 00:02:57.040]  說到口水都流了
[00:02:57.040 --> 00:02:58.160]  我吃得肚子餓了
[00:02:58.160 --> 00:03:00.160]  我們現在什麼都沒有了
[00:03:00.160 --> 00:03:01.520]  除了馬拿
[00:03:01.520 --> 00:03:03.120]  上帝給馬拿
[00:03:03.120 --> 00:03:06.720]  比較以前多樣多姿的東西
[00:03:06.720 --> 00:03:08.160]  這個馬拿算什麼呢
[00:03:08.160 --> 00:03:09.760]  就是那些餅仔
[00:03:09.760 --> 00:03:10.560]  天天吃
[00:03:10.560 --> 00:03:12.240]  嘴巴都垮了
[00:03:12.240 --> 00:03:14.080]  聞以食為天
[00:03:14.080 --> 00:03:15.440]  我們中國人都很喜歡吃
[00:03:15.440 --> 00:03:17.440]  所以我們都求美食
[00:03:17.440 --> 00:03:20.560]  當以色列人在抗野裡面
[00:03:20.560 --> 00:03:23.760]  其實他們懷念著過去的生活
[00:03:23.760 --> 00:03:25.280]  埃及真的好
[00:03:25.280 --> 00:03:29.200]  他們忘記了當時埃及沒有身份
[00:03:29.200 --> 00:03:31.600]  是一個奴隸的身份
[00:03:31.600 --> 00:03:35.280]  但他們仍然很懷念
[00:03:35.280 --> 00:03:40.400]  到了抗野的後期
[00:03:40.400 --> 00:03:42.720]  臨入迦南地之前
[00:03:43.520 --> 00:03:46.000]  摩西再提醒他們
[00:03:46.000 --> 00:03:51.040]  上帝明白你們生活艱苦
[00:03:51.040 --> 00:03:53.040]  在埃及很好
[00:03:53.040 --> 00:03:54.720]  不過不要緊
[00:03:54.720 --> 00:03:58.240]  現在我將你帶入迦南地
[00:03:58.240 --> 00:04:01.200]  迦南地是流奶與麥
[00:04:01.200 --> 00:04:03.440]  流奶與麥
[00:04:03.440 --> 00:04:05.440]  即是你不用做已經有很多東西吃
[00:04:05.440 --> 00:04:07.200]  生活很富裕
[00:04:07.200 --> 00:04:10.240]  一定比埃及好
[00:04:10.240 --> 00:04:12.800]  摩西就說了以下這番說話
[00:04:12.800 --> 00:04:13.440]  我們一起讀
[00:04:13.440 --> 00:04:14.080]  第八節
[00:04:14.640 --> 00:04:19.840]  所以你要遵守我今日所吩咐的一切誡明
[00:04:19.840 --> 00:04:21.840]  使你們剛強
[00:04:21.840 --> 00:04:25.280]  可以進去得你們所要得的那地
[00:04:25.280 --> 00:04:29.280]  就算你將過河到那裡要得的
[00:04:29.280 --> 00:04:32.960]  也使你們的日子在夜和華
[00:04:32.960 --> 00:04:36.160]  向你們列祖起誓要給他們
[00:04:36.160 --> 00:04:39.920]  和他們後裔的地上得以長久
[00:04:39.920 --> 00:04:42.640]  那是流奶與麥之地
[00:04:42.640 --> 00:04:46.160]  你要進去得遺孽的那地
[00:04:46.160 --> 00:04:49.040]  不像你出來的埃及地
[00:04:49.040 --> 00:04:53.520]  在埃及你殺種後要用剁梟棺
[00:04:53.520 --> 00:04:55.840]  像梟棺菜園一樣
[00:04:55.840 --> 00:04:59.440]  你們要去得遺孽的那地
[00:04:59.440 --> 00:05:01.440]  乃是有山有谷
[00:05:01.440 --> 00:05:04.560]  天上的雨水滋潤之地
[00:05:04.560 --> 00:05:06.560]  喝天上的水
[00:05:06.560 --> 00:05:10.400]  夜和華你上帝所眷顧的地
[00:05:10.400 --> 00:05:12.640]  從歲首到年終
[00:05:12.640 --> 00:05:15.360]  夜和華你上帝的眼目
[00:05:15.360 --> 00:05:17.360]  時常看顧那地
[00:05:17.360 --> 00:05:19.360]  我不知道你讀了一段經文
[00:05:19.360 --> 00:05:21.360]  如果你是當時的以色列人
[00:05:21.360 --> 00:05:23.840]  你對摩西所說的滿不滿意?
[00:05:23.840 --> 00:05:25.840]  收不收貨?
[00:05:25.840 --> 00:05:27.840]  摩西說你去那裡
[00:05:27.840 --> 00:05:29.040]  上帝會祝福你
[00:05:29.040 --> 00:05:31.040]  上帝從歲首到年終都會祝福
[00:05:31.040 --> 00:05:33.040]  然後又流奶與麥
[00:05:33.040 --> 00:05:35.040]  精明的以色列人
[00:05:35.040 --> 00:05:38.160]  聽到摩西說這番說話
[00:05:38.160 --> 00:05:42.160]  精明的以色列人一定不收貨
[00:05:42.160 --> 00:05:44.160]  為什麼呢?
[00:05:44.160 --> 00:05:46.160]  摩西沒有騙他
[00:05:46.160 --> 00:05:50.160]  摩西說這是流奶與麥之地
[00:05:50.160 --> 00:05:52.160]  流奶與麥之地是怎樣呢?
[00:05:52.160 --> 00:05:54.160]  摩西解釋
[00:05:54.160 --> 00:05:56.160]  這個流奶與麥之地
[00:05:56.160 --> 00:05:58.160]  是不同埃及的
[00:05:58.160 --> 00:06:02.160]  埃及的地是怎樣呢?
[00:06:02.160 --> 00:06:04.160]  在埃及你殺種後
[00:06:04.160 --> 00:06:06.160]  用腳挑冠
[00:06:06.160 --> 00:06:08.160]  像挑冠菜園一樣
[00:06:08.160 --> 00:06:12.160]  在埃及你殺種後
