
[00:00:00.000 --> 00:00:08.800]  今天和大家一起分享的經文仍然是來自於加拉太書的
[00:00:08.800 --> 00:00:13.000]  今天我們會去看到加拉太書的第四章
[00:00:13.000 --> 00:00:16.240]  從第八節到第十一節
[00:00:16.240 --> 00:00:20.400]  「但從前你們不認識上帝的時候
[00:00:20.400 --> 00:00:24.000]  自給那些本來不是神的作奴僕
[00:00:24.000 --> 00:00:27.600]  現在你們雖然認識上帝
[00:00:27.600 --> 00:00:31.000]  更可說是被上帝所認識的
[00:00:31.000 --> 00:00:36.200]  怎麼還要歸回那愚弱無用的小學
[00:00:36.200 --> 00:00:39.200]  情願再給他作奴僕呢?
[00:00:39.200 --> 00:00:44.600]  你們謹守日子、月份、節期、年份
[00:00:44.600 --> 00:00:46.800]  我為你們害怕
[00:00:46.800 --> 00:00:51.400]  唯恐我在你們身上是枉費了功夫」
[00:00:51.400 --> 00:00:54.800]  在加拉太書的第四章的第三節裡
[00:00:54.800 --> 00:00:59.400]  也是在上一堂講道的時候我們曾經提及過
[00:00:59.400 --> 00:01:01.800]  所謂世俗的小學
[00:01:01.800 --> 00:01:06.200]  來到今天這段聖經又再次講到這些所謂小學
[00:01:06.200 --> 00:01:09.000]  究竟什麼叫做世俗的小學呢?
[00:01:09.000 --> 00:01:11.600]  待會我們會再詳細去講
[00:01:11.600 --> 00:01:17.400]  但千萬不要被小學這個字眼扭曲了
[00:01:17.400 --> 00:01:21.800]  或者誤導了我們以為這些微不足道的事情
[00:01:21.800 --> 00:01:24.800]  其實原來這裡所指的小學
[00:01:24.800 --> 00:01:27.400]  不僅影響對我們很深
[00:01:27.400 --> 00:01:32.800]  並且它的數量是非常之多、非常之廣的
[00:01:32.800 --> 00:01:37.000]  因為這些小學原來早在我們很年輕
[00:01:37.000 --> 00:01:39.200]  甚至很年幼的時候
[00:01:39.200 --> 00:01:43.000]  已經深入我們每一個人的民心裡
[00:01:43.000 --> 00:01:46.600]  例如最普遍的我們所聽過其中一個小學
[00:01:46.600 --> 00:01:50.000]  就是叫做「不知者不罪」
[00:01:50.000 --> 00:01:52.800]  聽上去很容易接受的
[00:01:52.800 --> 00:01:58.200]  因為這些話是我們從小到大都已經聽了很久
[00:01:58.200 --> 00:01:59.800]  聽了很多次
[00:01:59.800 --> 00:02:06.800]  這類型的小學甚至有一些是不同的衍生版本出來了
[00:02:06.800 --> 00:02:10.000]  比如比較傳統的或者廣為人聽過的
[00:02:10.000 --> 00:02:13.200]  就是說小孩子不懂世界
[00:02:13.200 --> 00:02:18.200]  我還記得我小時候曾經有一次去掃墓的時候
[00:02:18.200 --> 00:02:23.800]  走路的時候跌倒在那些墓的遠無之間的地方
[00:02:23.800 --> 00:02:29.800]  我記得我的奶奶她立刻抓住我
[00:02:29.800 --> 00:02:31.600]  然後就說你在哪個位置跌倒
[00:02:31.600 --> 00:02:33.400]  然後要我去到那個墓面前
[00:02:33.400 --> 00:02:35.400]  她就在那裡說這句話
[00:02:35.400 --> 00:02:37.800]  小孩子不懂世界
[00:02:37.800 --> 00:02:42.000]  聖經當中其實有沒有這樣的教導
[00:02:42.000 --> 00:02:45.800]  「不知者不罪」或者「小孩子不懂世界」呢?
[00:02:45.800 --> 00:02:48.600]  原來在聖經裡面讓我們看到
[00:02:48.600 --> 00:02:53.000]  聖經是否定所謂「不知者不罪」的事情
[00:02:53.000 --> 00:02:59.800]  如果大家還有機會去看回利美記第五章第十七節裡面
[00:02:59.800 --> 00:03:02.000]  或者大家有聖經的可以打開
[00:03:02.000 --> 00:03:03.600]  我讀一次給大家聽
[00:03:03.600 --> 00:03:09.400]  在《利美記》第五章第十七節裡面是這樣說的
[00:03:09.400 --> 00:03:15.000]  「若有人犯罪行了耶和華所吩咐不可行的什麼事
[00:03:15.000 --> 00:03:23.200]  他雖然不知道,還是有罪了,就要擔當他的罪孽」
[00:03:23.200 --> 00:03:28.600]  聖經一口就已經否定了「不知者不罪」
[00:03:28.600 --> 00:03:34.600]  這個我們聽了很多年的世俗小學
[00:03:34.600 --> 00:03:37.000]  其實世俗小學有很多版本
[00:03:37.000 --> 00:03:42.200]  不只是我們聽下去的幾句簡單的言語
[00:03:42.200 --> 00:03:45.800]  或者俗語或者一些所謂的警世名言
[00:03:45.800 --> 00:03:49.600]  其實有很多不同的實際有行動的
[00:03:49.600 --> 00:03:51.200]  是衍生了出來的
[00:03:51.200 --> 00:03:55.200]  「如行河沙數,甚至如天上的繁星之多」
[00:03:55.200 --> 00:03:57.400]  而這個最大的問題就是
[00:03:57.400 --> 00:04:00.000]  這些東西看起來好像很微小
[00:04:00.000 --> 00:04:02.000]  好像微不足道
[00:04:02.000 --> 00:04:04.600]  一些很簡單的事情
[00:04:04.600 --> 00:04:08.600]  但是因為它們已經深入地牢牢的
[00:04:08.600 --> 00:04:12.400]  被捆鎖在我們的腦袋裡面
[00:04:12.400 --> 00:04:17.400]  使得我們的心思意念覺得這些所說的話都很對
[00:04:17.400 --> 00:04:23.800]  於是乎如果當有人利用這一類型的世上的小學
[00:04:23.800 --> 00:04:29.400]  嘗試將它混在基督教裡面
[00:04:29.400 --> 00:04:32.800]  並且直接的講解出來的時候
[00:04:32.800 --> 00:04:37.600]  進途就不容易覺察到這些世俗的小學
[00:04:37.600 --> 00:04:43.200]  原來不經不覺就在蠶食他們的屬靈生命
[00:04:43.200 --> 00:04:46.400]  甚至很多傳道人甚至很多基督徒
[00:04:46.400 --> 00:04:50.600]  以為這些小學甚至是一個很合乎聖經的教導
[00:04:50.600 --> 00:04:52.000]  當然如果你們問他
[00:04:52.000 --> 00:04:53.600]  他就當然說是
[00:04:53.600 --> 00:04:56.600]  但是你如果問他的聖經基礎的時候
[00:04:56.600 --> 00:04:59.200]  他就回答不出來了
[00:04:59.200 --> 00:05:03.200]  聖經有很多的這些小學
[00:05:03.200 --> 00:05:05.000]  都是被否定了
[00:05:05.000 --> 00:05:08.200]  問題就是我們有沒有很小心的去
[00:05:08.200 --> 00:05:13.000]  每一個這些小學都留心它所帶來的那種蠶食性
[00:05:13.000 --> 00:05:16.000]  如何在傷害我們的屬靈生命
[00:05:16.000 --> 00:05:21.000]  所以今天我所看的這段經文有一個講題
[00:05:21.000 --> 00:05:27.400]  就是信耶穌不是基於一個宗教性質而去相信的活動
[00:05:27.400 --> 00:05:34.800]  信耶穌不是一個純粹為了宗教而活動的一件事情
[00:05:34.800 --> 00:05:36.000]  因為如果是這樣的話
[00:05:36.000 --> 00:05:42.200]  我們很容易就掉入了這些屬靈的陷阱當中
[00:05:42.200 --> 00:05:45.800]  另一個最普遍我們經常在教會聽到的
[00:05:45.800 --> 00:05:50.400]  就是說我們要信服在上的掌權者
[00:05:50.400 --> 00:05:55.400]  今天有很多的教會的牧者經常用這句話出來說
[00:05:55.400 --> 00:05:58.600]  所以甚至可能有些掌權的人
[00:05:58.600 --> 00:06:02.600]  他們是完全做的事情是違背真理的
[00:06:02.600 --> 00:06:05.200]  但是他仍然就說聖經這樣說
[00:06:05.200 --> 00:06:09.800]  要信服在上的掌權的
[00:06:09.800 --> 00:06:11.800]  他甚至引經據典
[00:06:11.800 --> 00:06:14.400]  比如他引用羅馬書所說的
[00:06:14.400 --> 00:06:16.200]  在第十三章一節
[00:06:16.200 --> 00:06:18.800]  在上有權柄的人
[00:06:18.800 --> 00:06:21.600]  人人都當信服他
[00:06:21.600 --> 00:06:25.000]  因為沒有權並不是出於上帝的
[00:06:25.000 --> 00:06:27.800]  凡掌權的都是神所吩咐的
[00:06:27.800 --> 00:06:31.800]  又或者他們引用提多書的三章第一節
[00:06:31.800 --> 00:06:34.600]  你要提醒眾人
[00:06:34.600 --> 00:06:39.800]  叫他們信服作官的、掌權的、遵他的命
[00:06:39.800 --> 00:06:42.600]  預備行各樣的善事
[00:06:42.600 --> 00:06:47.000]  很多時候我們都聽到這些牧者
[00:06:47.000 --> 00:06:49.800]  或者傳道甚至基督徒的領袖
[00:06:49.800 --> 00:06:51.800]  都很喜歡引用這句聖經
[00:06:51.800 --> 00:06:53.800]  去告訴基督徒
[00:06:53.800 --> 00:06:56.400]  於是在上奉親掌權的
[00:06:56.400 --> 00:06:59.200]  無論他有多矛盾多錯
[00:06:59.200 --> 00:07:00.800]  他說的話你都一樣要做
[00:07:00.800 --> 00:07:04.200]  因為他說的就好像差不多用這段聖經
[00:07:04.200 --> 00:07:07.200]  他等同上帝所說的話一樣
[00:07:07.200 --> 00:07:12.200]  但是其實當我們仔細去看這些經文
[00:07:12.200 --> 00:07:13.600]  不論如何
[00:07:13.600 --> 00:07:17.800]  他有一個上文下理去展釋告訴他們
[00:07:17.800 --> 00:07:20.800]  其實在什麼情況之下
[00:07:20.800 --> 00:07:26.200]  這個信服掌權者的教導才是生效
[00:07:26.200 --> 00:07:30.600]  所以在聖經裡面其實有很多這些教導
[00:07:30.600 --> 00:07:34.800]  其實是要指出我們今天在世上的這些小學
[00:07:34.800 --> 00:07:38.200]  其實是有基本本身上的問題
[00:07:38.200 --> 00:07:41.800]  而且它的運用其實是要很小心
[00:07:41.800 --> 00:07:45.800]  但很可惜的就是今天很多的教會的信徒
[00:07:45.800 --> 00:07:48.400]  不但對聖經不熟悉
[00:07:48.400 --> 00:07:52.400]  他反而對這些世上的小學非常熟悉
[00:07:52.400 --> 00:07:55.600]  於是很容易斷章取義
[00:07:55.600 --> 00:07:57.600]  或者甚至拿了它出來
[00:07:57.600 --> 00:08:00.200]  去成為這些運用這些說話
[00:08:00.200 --> 00:08:06.000]  去鞏固自己權勢的人的一些說法或者論據
[00:08:06.000 --> 00:08:07.800]  而在這些情況之下
[00:08:07.800 --> 00:08:11.800]  基督徒就很容易陷入這些屬靈的陷阱裡面
[00:08:11.800 --> 00:08:15.000]  仍然以為自己很了不起
[00:08:15.000 --> 00:08:17.400]  對上主非常忠信
[00:08:17.400 --> 00:08:21.200]  在今天我們所看的這幾節的經文
[00:08:21.200 --> 00:08:23.200]  《皆太書記》第四章
[00:08:23.200 --> 00:08:24.800]  第八至十一節
[00:08:24.800 --> 00:08:30.000]  其實是在整個第八節至第二十節的頭一部分
[00:08:30.000 --> 00:08:34.000]  在這部分裡面讓我們首先要去明白到
[00:08:34.000 --> 00:08:38.400]  原來有很多這些世上的小學在蠶食我們
[00:08:38.400 --> 00:08:44.000]  我們自己有沒有很留心去辨認到
[00:08:44.000 --> 00:08:48.400]  這些小學其實在影響我們呢?
[00:08:48.400 --> 00:08:52.000]  而保羅也藉著在這裡這段經文
[00:08:52.000 --> 00:08:56.800]  去幫助加拉太教會的信徒
[00:08:56.800 --> 00:08:59.200]  希望他們不單知道
[00:08:59.200 --> 00:09:03.600]  從這個已經被踩入屬靈陷阱裡面
[00:09:03.600 --> 00:09:05.400]  能夠走出來
[00:09:05.400 --> 00:09:09.000]  並且讓他們當走回正軌之後
[00:09:09.000 --> 00:09:17.400]  能夠有一種抗拒這個所謂世俗小學的免疫能力
[00:09:17.400 --> 00:09:20.800]  今天我們說免疫能力應該不會太困難了解
[00:09:20.800 --> 00:09:23.000]  因為現在全世界的人都希望
[00:09:23.000 --> 00:09:25.600]  能夠找到這個武漢肺炎
[00:09:25.600 --> 00:09:31.000]  COVID-19的免疫能力的疫苗出來
[00:09:31.000 --> 00:09:33.200]  但是這個都是短暫的事情
[00:09:33.200 --> 00:09:36.000]  因為現在我們所知道這些疫苗所出來的
[00:09:36.000 --> 00:09:39.200]  都是一個很短暫幾個月的抵抗能力
[00:09:39.200 --> 00:09:42.200]  但是屬靈的免疫能力
[00:09:42.200 --> 00:09:46.400]  正正就是保羅希望加拉太教會
[00:09:46.400 --> 00:09:48.800]  他們雖然現在已經走錯路了
[00:09:48.800 --> 00:09:50.200]  走歪路了
[00:09:50.200 --> 00:09:53.000]  但是保羅不單止要他們走出來
[00:09:53.000 --> 00:09:55.000]  走回正軌
[00:09:55.000 --> 00:09:58.800]  並且要讓他們增強他們這個免疫能力
[00:09:58.800 --> 00:10:03.000]  因為他經歷過這一場的屬靈的掙扎
[00:10:03.000 --> 00:10:06.000]  所以一個信徒成長起來
[00:10:06.000 --> 00:10:08.400]  有掙扎是一件好事來的
[00:10:08.400 --> 00:10:12.400]  而這些掙扎也使得我們那個屬靈的免疫力
[00:10:12.400 --> 00:10:14.000]  會不住的提高
[00:10:14.000 --> 00:10:16.000]  好了 事不宜遲
[00:10:16.000 --> 00:10:19.800]  我們回去看看這段聖經裡面所說的是什麼
[00:10:19.800 --> 00:10:22.600]  我們分為三個部分一起去看
[00:10:22.600 --> 00:10:28.200]  第一部分就是從第四章的第八節至第九節
[00:10:28.200 --> 00:10:33.800]  我們會看一個題目叫做基督徒不吃回頭草的事實
[00:10:33.800 --> 00:10:36.200]  我們再看看這兩節經文說什麼
[00:10:36.200 --> 00:10:38.800]  我再次讀一下給大家聽
[00:10:38.800 --> 00:10:41.000]  第八和第九節
[00:10:41.000 --> 00:10:44.400]  「但從前你們不認識上帝的時候
[00:10:44.400 --> 00:10:48.200]  只給那些本來不是神的作奴僕
