
[00:00:00.000 --> 00:00:05.200]  各位大英主媒各位朋友你們好
[00:00:05.200 --> 00:00:07.840]  歡迎大家參加我們山華氏報道會
[00:00:07.840 --> 00:00:09.840]  網上的影壇崇拜
[00:00:09.840 --> 00:00:13.360]  我們今天繼續思想約翰福音的訊息
[00:00:13.360 --> 00:00:15.760]  我們來到約翰福音第二章
[00:00:15.760 --> 00:00:18.160]  17節至25節
[00:00:18.160 --> 00:00:20.800]  題目是人啊人
[00:00:20.800 --> 00:00:23.440]  在開始思想這段聖經之前
[00:00:23.440 --> 00:00:25.920]  請為同心低頭為同徒祈禱
[00:00:25.920 --> 00:00:29.440]  慈悲的阿天父我們滿心感謝你
[00:00:29.440 --> 00:00:33.280]  感謝你給你話語作為我們生命的指引
[00:00:33.280 --> 00:00:35.600]  求你藉著你的話語
[00:00:35.600 --> 00:00:37.760]  聖靈在我們心中動功
[00:00:37.760 --> 00:00:39.520]  說這首話
[00:00:39.520 --> 00:00:41.040]  改變我們
[00:00:41.040 --> 00:00:43.680]  以致我們能夠活得更精彩
[00:00:43.680 --> 00:00:46.240]  你保守祝福我們
[00:00:46.240 --> 00:00:48.480]  祈禱奉耶穌基督名頭
[00:00:48.480 --> 00:00:49.680]  阿們
[00:00:49.680 --> 00:00:52.080]  人啊人
[00:00:52.080 --> 00:00:55.920]  是中國女作家戴孝英的成名作
[00:00:55.920 --> 00:01:02.000]  這本刻畫人性探討人價值的小說
[00:01:02.000 --> 00:01:03.600]  很值得一看
[00:01:03.600 --> 00:01:07.920]  描寫一批50年代畢業的大學生
[00:01:07.920 --> 00:01:11.840]  經歷過不同的政治運動
[00:01:11.840 --> 00:01:17.360]  大鳴放、反右、文革、打倒四人幫
[00:01:17.360 --> 00:01:18.960]  以致四化
[00:01:18.960 --> 00:01:22.080]  所有這些政治運動
[00:01:22.080 --> 00:01:25.120]  各人追隨不同的政治路線
[00:01:25.120 --> 00:01:27.920]  走在不同的人生道路上
[00:01:27.920 --> 00:01:30.560]  這些人很早就被打成右派
[00:01:30.560 --> 00:01:31.920]  受盡痛苦
[00:01:31.920 --> 00:01:34.080]  有些隨科轉陀
[00:01:34.080 --> 00:01:35.760]  看風駛來
[00:01:35.760 --> 00:01:38.160]  有些受到文革的衝擊
[00:01:38.160 --> 00:01:40.240]  有些無風無險
[00:01:40.240 --> 00:01:44.080]  最後當這批知識分子聚首一堂的時候
[00:01:44.080 --> 00:01:48.800]  發覺同學之間竟然有這麼大的分別
[00:01:48.800 --> 00:01:51.360]  不禁感慨萬千
[00:01:51.360 --> 00:01:53.920]  中國人有句說話
[00:01:53.920 --> 00:01:55.680]  「一羊咪養百羊人」
[00:01:55.680 --> 00:01:57.120]  一點都沒有錯
[00:01:57.120 --> 00:02:01.920]  我們看到在今天這個社會裏面
[00:02:01.920 --> 00:02:06.400]  有不同的人有不同的取向
[00:02:06.400 --> 00:02:12.160]  我自己在香港讀書、香港大學畢業
[00:02:12.160 --> 00:02:17.280]  其他不少大學同學或我認識的朋友
[00:02:17.280 --> 00:02:21.040]  雖然我們是一樣的出身、一樣的背景
[00:02:21.040 --> 00:02:27.200]  但大家思想不同、政治理念不同
[00:02:27.200 --> 00:02:30.000]  發覺差異極大
[00:02:30.000 --> 00:02:34.480]  有時想起都發覺
[00:02:34.480 --> 00:02:38.960]  好像大後的英文說「人呀人」
[00:02:38.960 --> 00:02:41.040]  人的際遇
[00:02:41.040 --> 00:02:44.880]  生死存亡得失成敗的時機
[00:02:44.880 --> 00:02:48.240]  是沒有辦法令我們掌握的
[00:02:48.240 --> 00:02:53.360]  但我們做人是否有原則、是否有理想
[00:02:53.360 --> 00:02:55.280]  是否隨波逐流
[00:02:55.280 --> 00:02:58.240]  是我們每一個人的抉擇
[00:02:58.240 --> 00:03:02.320]  外面的際遇不能影響也不能轉移我們
[00:03:02.320 --> 00:03:04.480]  中國人有句說話
[00:03:04.480 --> 00:03:08.720]  貧賤不能移富貴不能任
[00:03:08.720 --> 00:03:10.800]  威武不能屈
[00:03:10.800 --> 00:03:17.680]  但能夠說到像萬子的看法
[00:03:17.680 --> 00:03:21.520]  我相信今日世界不是很多人
[00:03:21.520 --> 00:03:26.240]  很多時候面對一些抉擇的時候
[00:03:26.240 --> 00:03:30.960]  就看我們的取向、看我們的決心
[00:03:30.960 --> 00:03:36.000]  往往是基於把心一橫的抉擇
[00:03:36.000 --> 00:03:39.760]  我想到一個很有趣的故事
[00:03:39.760 --> 00:03:42.480]  一個叫Terry Shaver
[00:03:42.480 --> 00:03:48.880]  他在聖誕前決定送一份禮物給丈夫作為聖誕禮物
[00:03:48.880 --> 00:03:51.840]  丈夫是一個警察
[00:03:51.840 --> 00:03:53.440]  不是很有錢
[00:03:53.440 --> 00:03:58.320]  他看中了禮物就問受訪員多少錢
[00:03:58.320 --> 00:04:01.680]  受訪員說127.5元
[00:04:01.680 --> 00:04:04.240]  但他沒有那麼多錢
[00:04:04.240 --> 00:04:05.520]  那怎麼辦呢
[00:04:05.520 --> 00:04:10.400]  但他又很想買這份禮物給丈夫作為聖誕禮物
[00:04:10.400 --> 00:04:12.960]  於是對受訪員說
[00:04:12.960 --> 00:04:15.520]  我可不可以分期付款
[00:04:15.520 --> 00:04:18.080]  直到聖誕前幾天
[00:04:18.080 --> 00:04:21.920]  我就會把所有錢都給你
[00:04:21.920 --> 00:04:25.120]  但你可不可以現在給我這份禮物呢
[00:04:25.120 --> 00:04:28.960]  出乎意料之外的受訪員說
[00:04:28.960 --> 00:04:33.200]  我想這份禮物對你丈夫一定非常重要
[00:04:33.200 --> 00:04:35.760]  你現在先拿去送給他吧
[00:04:35.760 --> 00:04:40.560]  不夠錢可以慢慢將來還給我
[00:04:40.560 --> 00:04:44.720]  Terry就站出網外連聲感謝
[00:04:44.720 --> 00:04:47.920]  他的決心不拖延
[00:04:47.920 --> 00:04:51.120]  幾年之間拯救了丈夫的性命
[00:04:51.120 --> 00:04:53.680]  12月1日星期六
[00:04:53.680 --> 00:04:54.960]  丈夫出監
[00:04:54.960 --> 00:04:57.360]  看到一個可疑的車
[00:04:57.360 --> 00:04:59.440]  他下車去查救
[00:04:59.440 --> 00:05:01.600]  突然車門開了
[00:05:01.600 --> 00:05:04.560]  司機拿著一點點45口徑的槍
[00:05:04.560 --> 00:05:06.880]  從他胸口射過來
[00:05:06.880 --> 00:05:09.040]  他連磨倒地
[00:05:09.040 --> 00:05:11.600]  但他沒有受傷
[00:05:11.600 --> 00:05:13.920]  並且有能力拔槍還擊
[00:05:13.920 --> 00:05:15.840]  並且捉拿這個賊
[00:05:15.840 --> 00:05:17.120]  為什麼呢?
[00:05:17.120 --> 00:05:19.600]  原來他太太所看重的禮物
[00:05:19.600 --> 00:05:22.000]  不是什麼就是避彈衣
[00:05:22.000 --> 00:05:24.560]  就因為他能夠當機立斷
[00:05:24.560 --> 00:05:28.640]  不遲疑先送這個禮物
[00:05:28.640 --> 00:05:30.800]  再過聖誕想不到
[00:05:30.800 --> 00:05:33.360]  就因為他這個決定
[00:05:33.360 --> 00:05:35.920]  拯救了丈夫的性命
[00:05:35.920 --> 00:05:38.480]  今天有很多人都是
[00:05:38.480 --> 00:05:41.040]  不能當機立斷
[00:05:41.040 --> 00:05:42.960]  左而右擺
[00:05:42.960 --> 00:05:45.120]  懷疑拖了一個缺缺
[00:05:45.120 --> 00:05:47.680]  結果錯失了機會
[00:05:47.680 --> 00:05:50.720]  耶和華福音第二章12-16節
[00:05:50.720 --> 00:05:52.800]  說到耶穌基督潔淨聖殿
[00:05:52.800 --> 00:05:54.160]  是一件大件事
[00:05:54.160 --> 00:05:55.600]  是一件轟動的事
[00:05:55.600 --> 00:05:58.400]  因為潔淨聖殿不單止
[00:05:58.400 --> 00:06:00.720]  表明耶穌不怕權貴
[00:06:00.720 --> 00:06:02.160]  不怕強權
[00:06:02.160 --> 00:06:04.720]  但給我們一個很重要的訊息
[00:06:04.720 --> 00:06:08.320]  就是耶穌基督在彌賽亞
[00:06:08.320 --> 00:06:12.640]  是不容許我們漠不關心
[00:06:12.640 --> 00:06:14.640]  不理不睬的大事
[00:06:14.640 --> 00:06:16.640]  這和我們每一個人的生命
[00:06:16.640 --> 00:06:20.560]  都有一個很重要的影響
[00:06:20.560 --> 00:06:24.080]  我們看到在這件事有三種不同的反應
[00:06:24.080 --> 00:06:27.520]  正好我們今天不少的人
[00:06:27.520 --> 00:06:29.520]  面對一個福音
[00:06:29.520 --> 00:06:31.520]  面對一個生命決策的時候
[00:06:31.520 --> 00:06:33.520]  有這三種不同的反應
[00:06:33.520 --> 00:06:35.520]  第一種我叫智者
[00:06:35.520 --> 00:06:37.520]  就是那些能夠當機立斷
[00:06:37.520 --> 00:06:39.520]  跟隨耶穌的人
[00:06:39.520 --> 00:06:41.520]  第二種叫疑者
[00:06:41.520 --> 00:06:43.520]  左而右疑不能當機立斷
[00:06:43.520 --> 00:06:45.520]  永遠得不著真理
[00:06:45.520 --> 00:06:47.520]  第三種我叫跟者
[00:06:47.520 --> 00:06:49.520]  是跟什麼?
[00:06:49.520 --> 00:06:51.520]  不是跟耶穌
[00:06:51.520 --> 00:06:53.520]  是隨波逐流看風駛雨
[00:06:53.520 --> 00:06:55.520]  跟是跟但沒有根基
[00:06:55.520 --> 00:06:57.520]  只有隨著大火而走
[00:06:57.520 --> 00:06:59.520]  現在我們穿一衣去思想一下
[00:06:59.520 --> 00:07:01.520]  這三類人
[00:07:01.520 --> 00:07:03.520]  今天在這個世界裏面
[00:07:03.520 --> 00:07:05.520]  也有這三類人
[00:07:05.520 --> 00:07:07.520]  面對危機、面對機會
[00:07:07.520 --> 00:07:09.520]  面對耶穌基督的福音
[00:07:09.520 --> 00:07:11.520]  我們也看到有智者
[00:07:11.520 --> 00:07:13.520]  當機立斷
[00:07:13.520 --> 00:07:15.520]  有疑者不能把心一橫
[00:07:15.520 --> 00:07:17.520]  當機立斷
[00:07:17.520 --> 00:07:19.520]  也有跟者
[00:07:19.520 --> 00:07:21.520]  隨時轉變的
[00:07:21.520 --> 00:07:23.520]  跟著大勢走的
[00:07:23.520 --> 00:07:25.520]  跟著大火而走的
[00:07:25.520 --> 00:07:27.520]  今天我們就藉著這段聖經
[00:07:27.520 --> 00:07:29.520]  去看這三種人
[00:07:29.520 --> 00:07:31.520]  究竟這三種人是什麼人?
[00:07:31.520 --> 00:07:33.520]  首先我們看第一種人
[00:07:33.520 --> 00:07:35.520]  我叫做智者
[00:07:35.520 --> 00:07:37.520]  第十七節和第二十二節
[00:07:37.520 --> 00:07:39.520]  第十七節
[00:07:39.520 --> 00:07:41.520]  他的門徒就想起經上記著說
[00:07:41.520 --> 00:07:43.520]  我為你的電
[00:07:43.520 --> 00:07:45.520]  心裡召急如同火燒
[00:07:45.520 --> 00:07:47.520]  第二十二節
[00:07:47.520 --> 00:07:49.520]  所以
[00:07:49.520 --> 00:07:51.520]  到他從死裡復活之後
[00:07:51.520 --> 00:07:53.520]  門徒就想起
[00:07:53.520 --> 00:07:55.520]  他說過的話
[00:07:55.520 --> 00:07:57.520]  便信了聖經和耶穌所說的
[00:07:57.520 --> 00:07:59.520]  首先我們看看
[00:07:59.520 --> 00:08:01.520]  那些門徒的反應
[00:08:01.520 --> 00:08:03.520]  當他們看到耶穌結證聖殿的時候
[00:08:03.520 --> 00:08:05.520]  他們立即想到
[00:08:05.520 --> 00:08:07.520]  詩篇69篇第九節
[00:08:07.520 --> 00:08:09.520]  因為我為你的電
[00:08:09.520 --> 00:08:11.520]  心裡召急如同火燒
[00:08:11.520 --> 00:08:13.520]  並且肉麻
[00:08:13.520 --> 00:08:15.520]  你人的肉麻
[00:08:15.520 --> 00:08:17.520]  都落在我身上
[00:08:17.520 --> 00:08:19.520]  詩篇第69篇
[00:08:19.520 --> 00:08:21.520]  通常稱為這個所謂彌創亞詩篇
[00:08:21.520 --> 00:08:23.520]  是預表了
[00:08:23.520 --> 00:08:25.520]  彌創亞的來臨
[00:08:25.520 --> 00:08:27.520]  當他來的時候
[00:08:27.520 --> 00:08:29.520]  其中一個特徵
[00:08:29.520 --> 00:08:31.520]  就是結證聖殿
[00:08:31.520 --> 00:08:33.520]  為聖殿
[00:08:33.520 --> 00:08:35.520]  心裡召急如同火燒
[00:08:35.520 --> 00:08:37.520]  所以當門徒
[00:08:37.520 --> 00:08:39.520]  看到耶穌那麼勇敢
[00:08:39.520 --> 00:08:41.520]  不怕強權
[00:08:41.520 --> 00:08:43.520]  不怕勢力
[00:08:43.520 --> 00:08:45.520]  立即聯想到這節聖經
[00:08:45.520 --> 00:08:47.520]  確認到
[00:08:47.520 --> 00:08:49.520]  耶穌就是這個救世主
[00:08:49.520 --> 00:08:51.520]  耶穌就是聖殿裡所言的彌創亞
[00:08:51.520 --> 00:08:53.520]  聖經裡所言的彌創亞
[00:08:53.520 --> 00:08:55.520]  事實上智者有一個特色
[00:08:55.520 --> 00:08:57.520]  就是對神的訊息
[00:08:57.520 --> 00:08:59.520]  非常敏感
[00:08:59.520 --> 00:09:01.520]  對神的聲音非常敏感
[00:09:01.520 --> 00:09:03.520]  我們一看就知道
[00:09:03.520 --> 00:09:05.520]  啊!聖經不是說過
[00:09:05.520 --> 00:09:07.520]  這些話嗎?
[00:09:07.520 --> 00:09:09.520]  門徒就聰明了
[00:09:09.520 --> 00:09:11.520]  他們立即想到
[00:09:11.520 --> 00:09:13.520]  聖經裡所說的話
[00:09:13.520 --> 00:09:15.520]  認證耶穌就是
[00:09:15.520 --> 00:09:17.520]  這位彌創亞
[00:09:17.520 --> 00:09:19.520]  今天我們對神的訊息
[00:09:19.520 --> 00:09:21.520]  有沒有這種敏感性呢?
[00:09:21.520 --> 00:09:23.520]  你說我們左耳入右耳出呢?
[00:09:23.520 --> 00:09:25.520]  其實
[00:09:25.520 --> 00:09:27.520]  上帝很多時候
[00:09:27.520 --> 00:09:29.520]  都是向我們說話
[00:09:29.520 --> 00:09:31.520]  我所謂的「向我們說話」
[00:09:31.520 --> 00:09:33.520]  不是那些靈恩派
[00:09:33.520 --> 00:09:35.520]  直接跟你這樣說
[00:09:35.520 --> 00:09:37.520]  不是的
[00:09:37.520 --> 00:09:39.520]  上帝藉著很多事物
[00:09:39.520 --> 00:09:41.520]  傳一個訊息給我們聽
[00:09:41.520 --> 00:09:43.520]  今天我們有工作
[00:09:43.520 --> 00:09:45.520]  今天我們有飯吃
[00:09:45.520 --> 00:09:47.520]  不是偶然的
[00:09:47.520 --> 00:09:49.520]  不是偶然的
[00:09:49.520 --> 00:09:51.520]  上帝都會清理
[00:09:51.520 --> 00:09:53.520]  我們的聖殿
[00:09:53.520 --> 00:09:55.520]  我們身體有疾病
[00:09:55.520 --> 00:09:57.520]  我們身體有不舒服
[00:09:57.520 --> 00:09:59.520]  是偶然的
[00:09:59.520 --> 00:10:01.520]  不是的
[00:10:01.520 --> 00:10:03.520]  也是上帝的旨意裡
[00:10:03.520 --> 00:10:05.520]  發生的事
[00:10:05.520 --> 00:10:07.520]  我們會問上帝
[00:10:07.520 --> 00:10:09.520]  祢想給我們一個什麼訊息
[00:10:09.520 --> 00:10:11.520]  我就想到Richard Forster
[00:10:11.520 --> 00:10:13.520]  有一次跟一群弟兄姊妹
[00:10:13.520 --> 00:10:15.520]  去到一個很遠的地方
[00:10:15.520 --> 00:10:17.520]  做一些默想
[00:10:17.520 --> 00:10:19.520]  自己自省
[00:10:19.520 --> 00:10:21.520]  大家有些分享的時候
[00:10:21.520 --> 00:10:23.520]  於是他們就坐在那裡
[00:10:23.520 --> 00:10:25.520]  去默想
[00:10:25.520 --> 00:10:27.520]  有些人覺得環境這麼好
[00:10:27.520 --> 00:10:29.520]  可以想想自己和神的關係
[00:10:29.520 --> 00:10:31.520]  在上帝面前認罪
[00:10:31.520 --> 00:10:33.520]  在上帝面前感恩
[00:10:33.520 --> 00:10:35.520]  覺得環境非常好
[00:10:35.520 --> 00:10:37.520]  真的覺得神就在我們中間
[00:10:37.520 --> 00:10:39.520]  忽然之間
[00:10:39.520 --> 00:10:41.520]  不知道在哪裡走了一隻貓來
[00:10:41.520 --> 00:10:43.520]  騷擾著他們
[00:10:43.520 --> 00:10:45.520]  所有人都覺得
[00:10:45.520 --> 00:10:47.520]  我剛才在默想神的時候
[00:10:47.520 --> 00:10:49.520]  正是最好的
[00:10:49.520 --> 00:10:51.520]  被一隻貓搞亂了
[00:10:51.520 --> 00:10:53.520]  好像突然間
[00:10:53.520 --> 00:10:55.520]  思潮消失了
[00:10:55.520 --> 00:10:57.520]  後來他們就分享了這個經歷
[00:10:57.520 --> 00:10:59.520]  所有人都在說
[00:10:59.520 --> 00:11:01.520]  本來我是很安靜的時候
[00:11:01.520 --> 00:11:03.520]  我覺得神
[00:11:03.520 --> 00:11:05.520]  我周圍環境很棒
[00:11:05.520 --> 00:11:07.520]  和神很親密的溝通
[00:11:07.520 --> 00:11:09.520]  忽然有隻貓來的時候
[00:11:09.520 --> 00:11:11.520]  就搞亂了
[00:11:11.520 --> 00:11:13.520]  只有一個人
[00:11:13.520 --> 00:11:15.520]  去分享
[00:11:15.520 --> 00:11:17.520]  當我在默想的時候
[00:11:17.520 --> 00:11:19.520]  有隻貓出現
[00:11:19.520 --> 00:11:21.520]  我就問
[00:11:21.520 --> 00:11:23.520]  上帝給我一個什麼訊息呢?
[00:11:23.520 --> 00:11:25.520]  上帝就在這隻貓的出現
[00:11:25.520 --> 00:11:27.520]  給我一個什麼訊息呢?
[00:11:27.520 --> 00:11:29.520]  他忽然之間覺得
[00:11:29.520 --> 00:11:31.520]  這個貓來不是把上帝帶走
[00:11:31.520 --> 00:11:33.520]  而是把上帝帶到
[00:11:33.520 --> 00:11:35.520]  他的心裡面
[00:11:35.520 --> 00:11:37.520]  問
[00:11:37.520 --> 00:11:39.520]  神啊
[00:11:39.520 --> 00:11:41.520]  你這隻貓
[00:11:41.520 --> 00:11:43.520]  究竟是給我一個什麼訊息呢?
[00:11:43.520 --> 00:11:45.520]  同樣的
[00:11:45.520 --> 00:11:47.520]  今天
