
[00:00:00.000 --> 00:00:04.000]  請指揮好
[00:00:04.000 --> 00:00:07.500]  感恩可以在此與大家分享神的話語
[00:00:07.500 --> 00:00:10.000]  我們說到之前 一起低頭祈禱
[00:00:10.000 --> 00:00:12.000]  使彼天奉我們感恩
[00:00:12.000 --> 00:00:15.000]  因為一切的美善都是從祢而來
[00:00:15.000 --> 00:00:17.500]  許祢將智慧賜給我們
[00:00:17.500 --> 00:00:21.000]  求祢的靈在我們當中運行教導
[00:00:21.000 --> 00:00:24.000]  許我們今天要去探討學習
[00:00:24.000 --> 00:00:26.000]  甚麼是智慧的時候
[00:00:26.000 --> 00:00:28.000]  願祢幫助我們
[00:00:28.000 --> 00:00:32.000]  我們這樣祈禱奉耶穌基督得勝的命求
[00:00:32.000 --> 00:00:34.000]  想問大家一個問題
[00:00:34.000 --> 00:00:38.000]  有誰可以給我智慧的一個定義
[00:00:38.000 --> 00:00:40.000]  可不可以舉手
[00:00:40.000 --> 00:00:42.000]  可以告訴我智慧是甚麼
[00:00:42.000 --> 00:00:44.000]  沒有
[00:00:44.000 --> 00:00:47.000]  原來我們都不知道智慧是甚麼
[00:00:47.000 --> 00:00:49.000]  如果我們不知道智慧是甚麼
[00:00:49.000 --> 00:00:51.000]  怎樣追求智慧
[00:00:51.000 --> 00:00:53.000]  不知道是甚麼
[00:00:53.000 --> 00:00:54.000]  怎樣找
[00:00:54.000 --> 00:00:56.000]  講個故事給大家聽
[00:00:56.000 --> 00:00:58.000]  以前在美國的時候
[00:00:58.000 --> 00:01:01.000]  吃飯經常遲到
[00:01:01.000 --> 00:01:03.000]  一次我吃飯遲到的時候
[00:01:03.000 --> 00:01:04.000]  他們打電話給我
[00:01:04.000 --> 00:01:06.000]  菲利普你可不可以去買A菜
[00:01:06.000 --> 00:01:09.000]  我不知道甚麼是A菜
[00:01:09.000 --> 00:01:11.000]  於是我們去唐人鋪
[00:01:11.000 --> 00:01:15.000]  找遍整個全場都沒有一個牌子寫著A菜
[00:01:15.000 --> 00:01:17.000]  結果要到處問人
[00:01:17.000 --> 00:01:19.000]  才知道甚麼是A菜
[00:01:19.000 --> 00:01:22.000]  如果我們不知道那樣東西是甚麼
[00:01:22.000 --> 00:01:24.000]  我們不能夠找得到
[00:01:24.000 --> 00:01:28.000]  今天想和大家探討一下
[00:01:28.000 --> 00:01:31.000]  究竟智慧在聖經的觀念是甚麼
[00:01:31.000 --> 00:01:34.000]  智慧是否IQ/EQ
[00:01:34.000 --> 00:01:37.000]  有些人搖頭
[00:01:37.000 --> 00:01:38.000]  是一部份
[00:01:38.000 --> 00:01:41.000]  不過肯定不是完全IQ/EQ
[00:01:41.000 --> 00:01:44.000]  智慧是否生出來就有
[00:01:44.000 --> 00:01:46.000]  還是要學回來
[00:01:46.000 --> 00:01:50.000]  我們怎樣才能夠取得智慧
[00:01:50.000 --> 00:01:54.000]  我通常不知道定義的時候
[00:01:54.000 --> 00:01:56.000]  我會查字典
[00:01:56.000 --> 00:01:58.000]  字典就教我
[00:01:58.000 --> 00:02:00.000]  定義了智慧是甚麼
[00:02:00.000 --> 00:02:01.000]  想和大家看看
[00:02:01.000 --> 00:02:02.000]  英文字典才可以
[00:02:02.000 --> 00:02:04.000]  中文字典是不可以的
[00:02:04.000 --> 00:02:07.000]  它給了我一四格
[00:02:07.000 --> 00:02:11.000]  第一格就是Power of Discerning/Judging
[00:02:11.000 --> 00:02:12.000]  很有道理
[00:02:12.000 --> 00:02:13.000]  智慧是甚麼
[00:02:13.000 --> 00:02:15.000]  智慧是我們判斷的能力
[00:02:15.000 --> 00:02:17.000]  我們分辨的能力
[00:02:17.000 --> 00:02:18.000]  其實是判斷甚麼
[00:02:18.000 --> 00:02:20.000]  判斷甚麼是對甚麼是錯
[00:02:20.000 --> 00:02:21.000]  是不是
[00:02:21.000 --> 00:02:23.000]  判斷了之後
[00:02:23.000 --> 00:02:24.000]  不只是判斷
[00:02:24.000 --> 00:02:25.000]  要帶出行動
[00:02:25.000 --> 00:02:27.000]  所以我們發覺
[00:02:27.000 --> 00:02:29.000]  現在越來越多議題
[00:02:29.000 --> 00:02:31.000]  是撕裂社會的
[00:02:31.000 --> 00:02:33.000]  因為大家的看法不一樣
[00:02:33.000 --> 00:02:34.000]  大家的看法不一樣
[00:02:34.000 --> 00:02:35.000]  背後是甚麼
[00:02:35.000 --> 00:02:37.000]  大家的判斷都不一樣
[00:02:37.000 --> 00:02:38.000]  判斷不一樣
[00:02:38.000 --> 00:02:40.000]  你的行動就不一樣
[00:02:40.000 --> 00:02:42.000]  有時不一樣也不要緊
[00:02:42.000 --> 00:02:45.000]  是兩個極端的相反
[00:02:45.000 --> 00:02:46.000]  那就吵架
[00:02:46.000 --> 00:02:48.000]  這也幫到我們
[00:02:48.000 --> 00:02:49.000]  第二就是
[00:02:49.000 --> 00:02:51.000]  智慧是知識
[00:02:51.000 --> 00:02:52.000]  有沒有道理
[00:02:52.000 --> 00:02:54.000]  當然有道理
[00:02:54.000 --> 00:02:55.000]  如果你沒有知識
[00:02:55.000 --> 00:02:56.000]  怎會有智慧
[00:02:56.000 --> 00:02:58.000]  這知識是甚麼
[00:02:58.000 --> 00:02:59.000]  可以是學術的知識
[00:02:59.000 --> 00:03:00.000]  哲學的知識
[00:03:00.000 --> 00:03:02.000]  科學的知識也是
[00:03:02.000 --> 00:03:06.000]  知識就是我們判斷的基礎
[00:03:06.000 --> 00:03:08.000]  這是很大的問題
[00:03:08.000 --> 00:03:10.000]  因為我們有很多假資訊
[00:03:10.000 --> 00:03:13.000]  假資訊令我們沒有智慧
[00:03:13.000 --> 00:03:15.000]  因為我們判斷事物
[00:03:15.000 --> 00:03:21.000]  是必須基於確實的事實
[00:03:21.000 --> 00:03:24.000]  最壞的就是不是全部假的
[00:03:24.000 --> 00:03:27.000]  講一半不講一半
[00:03:27.000 --> 00:03:28.000]  所以我們發覺
[00:03:28.000 --> 00:03:29.000]  如果是這樣的話
[00:03:29.000 --> 00:03:32.000]  我們拿智慧是很艱難的
[00:03:32.000 --> 00:03:34.000]  但知識是可以累積的
[00:03:34.000 --> 00:03:36.000]  知識是可以學的
[00:03:36.000 --> 00:03:37.000]  其實判斷也是
[00:03:37.000 --> 00:03:40.000]  你看甚麼新聞台就決定
[00:03:40.000 --> 00:03:42.000]  你拿到甚麼資訊
[00:03:42.000 --> 00:03:43.000]  同不同意嗎
[00:03:43.000 --> 00:03:45.000]  你看經濟日報
[00:03:45.000 --> 00:03:47.000]  現在沒有蘋果日報了
[00:03:47.000 --> 00:03:49.000]  你看出來的東西
[00:03:49.000 --> 00:03:52.000]  是完全不一樣的
[00:03:52.000 --> 00:03:55.000]  第三是甚麼
[00:03:55.000 --> 00:03:57.000]  第三是因實
[00:03:57.000 --> 00:03:58.000]  甚麼是因實
[00:03:58.000 --> 00:04:00.000]  因實就是亮光
[00:04:00.000 --> 00:04:04.000]  我們不是看那件事的表層
[00:04:04.000 --> 00:04:06.000]  我們能夠對事物有一個
[00:04:06.000 --> 00:04:09.000]  更深層深度的理解
[00:04:09.000 --> 00:04:13.000]  所以今天YouTube KOL是做甚麼的呢
[00:04:13.000 --> 00:04:15.000]  KOL就是對事物
[00:04:15.000 --> 00:04:18.000]  給一個更深層一點的分析
[00:04:18.000 --> 00:04:19.000]  對不對
[00:04:19.000 --> 00:04:21.000]  所以這個其實就是
[00:04:21.000 --> 00:04:23.000]  Good sense judgment
[00:04:23.000 --> 00:04:25.000]  如果我們判斷一件事
[00:04:25.000 --> 00:04:27.000]  我們從表面
[00:04:27.000 --> 00:04:30.000]  和我們知道背後的原因
[00:04:30.000 --> 00:04:33.000]  那個判斷是否一樣
[00:04:33.000 --> 00:04:34.000]  當然不一樣
[00:04:34.000 --> 00:04:38.000]  第四是智慧是一個態度
[00:04:38.000 --> 00:04:39.000]  有沒有道理
[00:04:39.000 --> 00:04:40.000]  有呀
[00:04:40.000 --> 00:04:41.000]  其實是甚麼意思呢
[00:04:41.000 --> 00:04:45.000]  其實這個態度或行動就是處境性
[00:04:45.000 --> 00:04:47.000]  我們學了這麼多智慧也沒有用
[00:04:47.000 --> 00:04:52.000]  到需要鍛鍊智慧的時候
[00:04:52.000 --> 00:04:53.000]  你鍛鍊不了
[00:04:53.000 --> 00:04:57.000]  那些EQ低的弟弟同學
[00:04:57.000 --> 00:04:59.000]  人家出貓他也跟著出
[00:04:59.000 --> 00:05:02.000]  甚麼智慧都沒有了
[00:05:02.000 --> 00:05:04.000]  不是頭腦的知識
[00:05:04.000 --> 00:05:05.000]  而是那種態度
[00:05:05.000 --> 00:05:09.000]  你有多堅持能否將你的知識
[00:05:09.000 --> 00:05:10.000]  你的判斷
[00:05:10.000 --> 00:05:14.000]  能夠在那個處境裡應用出來
[00:05:14.000 --> 00:05:15.000]  好了
[00:05:15.000 --> 00:05:16.000]  收不收貨
[00:05:16.000 --> 00:05:18.000]  智慧是不是就這麼多呢
[00:05:18.000 --> 00:05:20.000]  當然不收貨
[00:05:20.000 --> 00:05:22.000]  聖經的智慧一定不是這樣
[00:05:22.000 --> 00:05:23.000]  為甚麼
[00:05:23.000 --> 00:05:25.000]  因為都沒有任何屬靈的質素
[00:05:25.000 --> 00:05:30.000]  聖經裡的智慧起碼都要加上神
[00:05:30.000 --> 00:05:31.000]  是不是有屬靈
