
[00:00:00.000 --> 00:00:05.000]  各位大兄弟姊妹各位朋友你們好
[00:00:05.000 --> 00:00:08.000]  歡迎大家參加我們三藩市報道會
[00:00:08.000 --> 00:00:10.000]  網上的五堂崇拜
[00:00:10.000 --> 00:00:14.000]  今天我們繼續思想馬達福音登山部分的訊息
[00:00:14.000 --> 00:00:19.000]  我們來到馬達福音第七章13節至14節
[00:00:19.000 --> 00:00:23.000]  題目叫做生死抉擇
[00:00:23.000 --> 00:00:25.000]  在思想這段聖經之前
[00:00:25.000 --> 00:00:30.000]  我們跟心底頭的同學說
[00:00:30.000 --> 00:00:32.000]  慈悲人天父我們滿心感謝你
[00:00:32.000 --> 00:00:34.000]  因為你愛我們
[00:00:34.000 --> 00:00:36.000]  參拜耶穌基督
[00:00:36.000 --> 00:00:39.000]  你的獨身子來到世上為我們釘上十字架
[00:00:39.000 --> 00:00:43.000]  以致我們生命有盼望
[00:00:43.000 --> 00:00:47.000]  我們可以藉著耶穌基督與神和好
[00:00:47.000 --> 00:00:51.000]  叫我們活在世上是有意義
[00:00:51.000 --> 00:00:52.000]  是有目的
[00:00:52.000 --> 00:00:54.000]  有盼望
[00:00:54.000 --> 00:00:55.000]  我們要感謝你
[00:00:55.000 --> 00:00:58.000]  求你藉著你的話語提醒我們
[00:00:58.000 --> 00:01:01.000]  叫我們在人生的抉擇裏面
[00:01:01.000 --> 00:01:03.000]  首先想到實
[00:01:03.000 --> 00:01:07.000]  想到耶穌基督
[00:01:07.000 --> 00:01:12.000]  想到你自己給我們的使命
[00:01:12.000 --> 00:01:14.000]  求你向我們說一句話
[00:01:14.000 --> 00:01:17.000]  我們這樣禱告拉契奉耶穌基督御求
[00:01:17.000 --> 00:01:19.000]  阿們
[00:01:19.000 --> 00:01:22.000]  人在江湖身不由己
[00:01:22.000 --> 00:01:24.000]  我記得很多年前
[00:01:24.000 --> 00:01:28.000]  Nissan車友的廣告是這樣的
[00:01:28.000 --> 00:01:32.000]  We don't drive, we are driven
[00:01:32.000 --> 00:01:34.000]  真是的
[00:01:34.000 --> 00:01:36.000]  美國這個大染缸的社會裏面
[00:01:36.000 --> 00:01:39.000]  很多時候是身不由己的
[00:01:39.000 --> 00:01:45.000]  很多時候是被很多的元素支配著我們
[00:01:45.000 --> 00:01:49.000]  被很多人、壓力支配著我們
[00:01:49.000 --> 00:01:53.000]  究竟我們活在一個甚麼的江湖當中呢?
[00:01:53.000 --> 00:01:55.000]  好幾年前
[00:01:55.000 --> 00:01:58.000]  是有些非常有趣的數字
[00:01:58.000 --> 00:02:01.000]  值得我們參考一下
[00:02:01.000 --> 00:02:05.000]  每天在美國有十萬四千人搬屋
[00:02:05.000 --> 00:02:09.000]  其中一萬八千搬到其他州
[00:02:09.000 --> 00:02:12.000]  不在自己本州居住
[00:02:12.000 --> 00:02:17.000]  美國政府每天通過五十頁紙的法例
[00:02:17.000 --> 00:02:22.000]  有四十個美國人每天慶祝一百歲的生日
[00:02:22.000 --> 00:02:26.000]  五千八百人慶祝六十五歲的生日
[00:02:26.000 --> 00:02:30.000]  有八千人企圖忘記他們已經到四十
[00:02:30.000 --> 00:02:32.000]  踏入中年期
[00:02:32.000 --> 00:02:37.000]  每天在美國有一百六十七間公司倒閉
[00:02:37.000 --> 00:02:39.000]  現在我想多很多了
[00:02:39.000 --> 00:02:43.000]  但又有六百八十九間新的公司成立
[00:02:43.000 --> 00:02:47.000]  每天有一百零五個人成為百萬富翁
[00:02:47.000 --> 00:02:51.000]  有四千五百的新車出售
[00:02:51.000 --> 00:02:55.000]  但有八萬七千的車是撞毀的
[00:02:55.000 --> 00:02:59.000]  每天有二萬人寫信給總統
[00:02:59.000 --> 00:03:02.000]  但會不會呢就不知道了
[00:03:02.000 --> 00:03:05.000]  有六千三百人離婚
[00:03:05.000 --> 00:03:08.000]  有一萬三千人結婚
[00:03:08.000 --> 00:03:11.000]  每天被狗咬傷有一萬一千人
[00:03:11.000 --> 00:03:14.000]  其中二十個是郵差
[00:03:14.000 --> 00:03:18.000]  每天在美國吃了七十五畝的披薩
[00:03:18.000 --> 00:03:20.000]  五千三百萬隻熱狗
[00:03:20.000 --> 00:03:23.000]  一億六千七百萬隻雞蛋
[00:03:23.000 --> 00:03:25.000]  三百萬卡侖雪糕
[00:03:25.000 --> 00:03:28.000]  三千噸藏果
[00:03:28.000 --> 00:03:31.000]  我不知道你聽完這些數字之後
[00:03:31.000 --> 00:03:33.000]  有什麼感受
[00:03:33.000 --> 00:03:35.000]  我想不用拿個PHD就可以知道
[00:03:35.000 --> 00:03:38.000]  今天我們會在一個什麼樣的社會裏面
[00:03:38.000 --> 00:03:41.000]  用廣東話說是忙 忙 忙
[00:03:41.000 --> 00:03:43.000]  第一個忙是忙碌
[00:03:43.000 --> 00:03:48.000]  好像螞蟻在忙來忙去 忙來忙去 走來走去
[00:03:48.000 --> 00:03:52.000]  第二個忙是忘記了自己是誰
[00:03:52.000 --> 00:03:55.000]  每個人都忘記了
[00:03:55.000 --> 00:03:58.000]  每個人有一天會失去明天
[00:03:58.000 --> 00:04:01.000]  是走上死亡的道路
[00:04:01.000 --> 00:04:05.000]  每天都有不少人動武
[00:04:05.000 --> 00:04:10.000]  每天有不少人被很多東西支配著我們
[00:04:10.000 --> 00:04:18.000]  搬屋 走法 應酬 撞車 告狀 離婚 結婚 被狗追
[00:04:18.000 --> 00:04:22.000]  填飽肚子 每天每時每分都是發生
[00:04:22.000 --> 00:04:25.000]  我們就在這些忙碌的日子裏面過活
[00:04:25.000 --> 00:04:29.000]  或者說得真一些 我們是被牽著皮紙走
[00:04:29.000 --> 00:04:31.000]  人在江湖 身不由己
[00:04:31.000 --> 00:04:35.000]  We don't drive, we are driven
[00:04:35.000 --> 00:04:40.000]  一個最慘的事實就是在這個大染缸當中
[00:04:40.000 --> 00:04:44.000]  在我們忙碌的生活裏面往往失去了我們自己的方向
[00:04:44.000 --> 00:04:47.000]  只是日出而作 日入而息
[00:04:47.000 --> 00:04:49.000]  變得越來越馬虎
[00:04:49.000 --> 00:04:53.000]  我記得有一個這樣的故事
[00:04:53.000 --> 00:04:59.000]  有一個人 他自己是一個演員
[00:04:59.000 --> 00:05:04.000]  做過不少的戲 扮演過不少的角色
[00:05:04.000 --> 00:05:07.000]  但有一個角色他沒有做
[00:05:07.000 --> 00:05:10.000]  他沒有做他自己
[00:05:10.000 --> 00:05:12.000]  那甚麼叫做自己呢?
[00:05:12.000 --> 00:05:19.000]  當然了 主角就是我 導演就是我
[00:05:19.000 --> 00:05:21.000]  劇本在哪裏呢?
[00:05:21.000 --> 00:05:26.000]  突然想到 如果我甚麼時候覺得有罪疚感呢?
[00:05:26.000 --> 00:05:30.000]  我就知道我不是在演戲 我是在演自己
[00:05:30.000 --> 00:05:35.000]  於是他在一個黑風高的晚上
[00:05:35.000 --> 00:05:39.000]  拿著電油在貧民區裏面點著火
[00:05:39.000 --> 00:05:43.000]  啊 火光熊熊 很害怕 很害怕
[00:05:43.000 --> 00:05:47.000]  那些母親就叫兒子 那些子女就叫媽媽
[00:05:47.000 --> 00:05:50.000]  他看到這個時候 他很害怕
[00:05:50.000 --> 00:05:53.000]  不是看到那些人喊救命害怕
[00:05:53.000 --> 00:05:56.000]  他覺得自己是無動於衷
[00:05:56.000 --> 00:05:58.000]  他為此而害怕
[00:05:58.000 --> 00:06:00.000]  他說不行 我要再試過
[00:06:00.000 --> 00:06:04.000]  於是他就弄破了燈塔
[00:06:04.000 --> 00:06:07.000]  在怒海有隻船沉沒了
[00:06:07.000 --> 00:06:09.000]  撞在那些潮石裏
[00:06:09.000 --> 00:06:12.000]  很多人怒海逃生
[00:06:12.000 --> 00:06:17.000]  但他完全麻木 沒有半點內疚
[00:06:17.000 --> 00:06:21.000]  他喊一聲 叫人說
[00:06:21.000 --> 00:06:24.000]  我去了哪裏? 我去了哪裏?
[00:06:24.000 --> 00:06:28.000]  其實在今天的世代 很多人都已經麻木了
[00:06:28.000 --> 00:06:31.000]  人才江湖 身不由己
[00:06:31.000 --> 00:06:35.000]  我們每天就是麻木的機械式的活著
[00:06:35.000 --> 00:06:38.000]  我們教堂也是機械式的活著
[00:06:38.000 --> 00:06:41.000]  我們靈修也是習慣性的
[00:06:41.000 --> 00:06:43.000]  我們沒有了自己抉擇的能力
[00:06:43.000 --> 00:06:45.000]  我們的宗教生活 現實生活
[00:06:45.000 --> 00:06:48.000]  都是跟群眾的路線走的
[00:06:48.000 --> 00:06:51.000]  完全沒有自己的
[00:06:51.000 --> 00:06:54.000]  恐怕我們今天遇上同一個問題
[00:06:54.000 --> 00:06:57.000]  我們就好像《雅各書》所形容的人
[00:06:57.000 --> 00:06:59.000]  心懷異議 好像海中的波浪
[00:06:59.000 --> 00:07:02.000]  被風吹動 翻轉
[00:07:02.000 --> 00:07:05.000]  吹向東面 我們就東面走
[00:07:05.000 --> 00:07:08.000]  吹向西面 我們就西面走
[00:07:08.000 --> 00:07:11.000]  這個麻木的人只會跟風
[00:07:11.000 --> 00:07:14.000]  跟風隨著大眾走
[00:07:14.000 --> 00:07:17.000]  人人說這樣好 我就這樣做
[00:07:17.000 --> 00:07:20.000]  人人說不要這樣 我就不要這樣做
[00:07:20.000 --> 00:07:24.000]  總之跟大隊 沒錯
[00:07:24.000 --> 00:07:27.000]  沒有了自己抉擇的能力
[00:07:27.000 --> 00:07:30.000]  但聖經屢次告訴你
[00:07:30.000 --> 00:07:34.000]  不要麻木 不要失去這個抉擇的能力
[00:07:34.000 --> 00:07:37.000]  《生命紀》30章15-20節說
[00:07:37.000 --> 00:07:40.000]  我將生死禍福 陳明在你面前
[00:07:40.000 --> 00:07:43.000]  所以你要揀擇生命
[00:07:43.000 --> 00:07:46.000]  使你和你的後裔都得存活
[00:07:46.000 --> 00:07:49.000]  就好像《約書下記》第24章15節
[00:07:49.000 --> 00:07:52.000]  若是你們侍奉耶和華為不可
[00:07:52.000 --> 00:07:55.000]  今日就要選擇所要侍奉的
[00:07:55.000 --> 00:07:58.000]  是你們列祖的大河那邊所侍奉的
[00:07:58.000 --> 00:08:02.000]  這是耶和華 至於我王我的家
[00:08:02.000 --> 00:08:05.000]  我們必定侍奉耶和華
[00:08:05.000 --> 00:08:08.000]  今天耶穌一樣挑戰我們
[00:08:08.000 --> 00:08:11.000]  今日在我們人生
[00:08:11.000 --> 00:08:17.000]  牢牢碌碌 忙來忙去 失去方向
[00:08:17.000 --> 00:08:20.000]  不知為何的
[00:08:20.000 --> 00:08:23.000]  我們好像蘇東坡所說
[00:08:23.000 --> 00:08:29.000]  人生到處知何始 應似飛鴻踏雪梨
[00:08:29.000 --> 00:08:34.000]  我們好像飛鴻 跳下這裡又走 跳下那裡又走
[00:08:34.000 --> 00:08:37.000]  留下足印 跟著就沒有了
[00:08:37.000 --> 00:08:42.000]  我們會問 何脫線不加呢?
[00:08:42.000 --> 00:08:47.000]  我們看看聖經如何給我們的教導
[00:08:47.000 --> 00:08:51.000]  原來我們的人生是十字路口的人生
[00:08:51.000 --> 00:08:54.000]  人生在十字路口中有兩條路
[00:08:54.000 --> 00:08:57.000]  究竟走哪一條路呢?
[00:08:57.000 --> 00:09:01.000]  耶穌在第七章13至14節告訴我們
[00:09:01.000 --> 00:09:04.000]  你們要遵紮門 因為引渡滅亡
[00:09:04.000 --> 00:09:16.000]  「………………………………………………」
[00:09:16.000 --> 00:09:21.000]  人生要面臨一個很重要的抉擇
[00:09:21.000 --> 00:09:24.000]  在我們面前有兩條路走
[00:09:24.000 --> 00:09:27.000]  一條是闊的路
[00:09:27.000 --> 00:09:30.000]  闊的路你有權選擇
[00:09:30.000 --> 00:09:34.000]  但另一方可以說你沒有選擇
[00:09:34.000 --> 00:09:41.000]  比方來說 有兩條路 有兩個方法任你選擇
[00:09:41.000 --> 00:09:44.000]  一個你可以繼續在這裡聽道
[00:09:44.000 --> 00:09:50.000]  一個你跳樓死 這是哪個抉擇呢?
[00:09:50.000 --> 00:09:54.000]  因為一個繼續在這裡聽道
[00:09:54.000 --> 00:09:58.000]  不在這裡聽道就跳樓死 這是哪個抉擇呢?
[00:09:58.000 --> 00:10:04.000]  但很奇怪 明知要死還要走那條路
[00:10:04.000 --> 00:10:10.000]  人造亞當亞蛙的時候說得很清楚
[00:10:10.000 --> 00:10:14.000]  言中事實上的果子你可以吃
[00:10:14.000 --> 00:10:20.000]  唯獨分辨是非的果子 你不可以吃就死了
[00:10:20.000 --> 00:10:23.000]  你說上帝是否給人選擇呢?
[00:10:23.000 --> 00:10:26.000]  可以說有選擇的 選擇吃
[00:10:26.000 --> 00:10:28.000]  可以選擇不吃
[00:10:28.000 --> 00:10:30.000]  但另一方面你可以說沒有選擇
[00:10:30.000 --> 00:10:34.000]  因為上帝說得很清楚 你吃了之後必死
[00:10:34.000 --> 00:10:36.000]  就像我剛才所說的
[00:10:36.000 --> 00:10:38.000]  我現在給你選擇 你要麼繼續在這裡聽道
[00:10:38.000 --> 00:10:41.000]  要麼跳樓死 這是哪個選擇呢?
[00:10:41.000 --> 00:10:44.000]  很明顯我們可以看到一樣東西
[00:10:44.000 --> 00:10:47.000]  今天我們沒有錯
[00:10:47.000 --> 00:10:50.000]  我們好像在人生的十字路口
[00:10:50.000 --> 00:10:53.000]  其實我們錯了 我們不是在一個地方
[00:10:53.000 --> 00:10:56.000]  選擇這條路也可以 選擇那條路也可以
[00:10:56.000 --> 00:11:00.000]  不是的 我們已經在走向死亡的道路
[00:11:00.000 --> 00:11:03.000]  現在要調轉身 走向另一個方向
[00:11:03.000 --> 00:11:07.000]  另一條上帝為我們永生的道路
[00:11:07.000 --> 00:11:10.000]  這就是很重要的一件事
[00:11:10.000 --> 00:11:14.000]  今天如果你硬著心不信
[00:11:14.000 --> 00:11:17.000]  我們只可以說是走大眾的路線
[00:11:17.000 --> 00:11:21.000]  人人都希望走那條百老匯街的寬路
[00:11:21.000 --> 00:11:26.000]  然後就走了 不懂得轉頭 不懂得悔改
[00:11:26.000 --> 00:11:30.000]  悔改這個字就是調轉頭走另一個方向
[00:11:30.000 --> 00:11:34.000]  但沒有 我們要留意耶穌在這裡提出三個字
