
[00:00:00.000 --> 00:00:05.880]  菩提姐妹讓我們在聆聽主的說話
[00:00:05.880 --> 00:00:07.840]  以先讓我們再次低頭禱告
[00:00:07.840 --> 00:00:10.440]  讓我們去將我們身心靈
[00:00:10.440 --> 00:00:13.320]  加在聖靈的引導當中明白主的說話
[00:00:13.320 --> 00:00:18.320]  父神多謝祢讓我們再次打開祢的啟示
[00:00:18.320 --> 00:00:20.800]  藉著祢的宣告
[00:00:20.800 --> 00:00:23.240]  讓我們去明白上主祢的心思
[00:00:23.240 --> 00:00:26.840]  要讓我們透過主祢宣告的內容
[00:00:26.840 --> 00:00:29.760]  去明白應當怎樣去回應
[00:00:29.760 --> 00:00:34.080]  在我們今天平日行事為人的當中
[00:00:34.080 --> 00:00:37.880]  我們都當怎樣去行這條道路
[00:00:37.880 --> 00:00:41.480]  能夠行得合主祢的意願
[00:00:41.480 --> 00:00:43.600]  求祢繼續帶領
[00:00:43.600 --> 00:00:45.960]  讓無論講的聽的
[00:00:45.960 --> 00:00:49.120]  都同樣在聖靈的感動之下
[00:00:49.120 --> 00:00:52.600]  能夠清楚領受主祢的教導
[00:00:52.600 --> 00:00:56.200]  禱告奉靠主耶穌基督得勝名至球
[00:00:56.200 --> 00:00:57.160]  阿們
[00:00:57.160 --> 00:01:02.560]  在基督教會的裏面
[00:01:02.560 --> 00:01:09.920]  其實隱含著很多種錯謬的一種對聖經的詮釋
[00:01:09.920 --> 00:01:12.000]  甚至可以這樣說
[00:01:12.000 --> 00:01:16.080]  可以說是基督教裏面的謬論
[00:01:16.080 --> 00:01:21.640]  相信大家應該都不少見過的
[00:01:21.640 --> 00:01:24.760]  只不過可能你未必真的這樣
[00:01:24.760 --> 00:01:30.080]  留意它的內容和它的表達是怎樣的
[00:01:30.080 --> 00:01:33.840]  因為很多信徒都這樣看法
[00:01:33.840 --> 00:01:37.800]  你如果說出有些不同的意見
[00:01:37.800 --> 00:01:40.680]  你自己也都會可能擔憂
[00:01:40.680 --> 00:01:48.160]  我會不會是有被其他人去排斥的一個可能性呢
[00:01:48.160 --> 00:01:50.000]  在基督教會裏面
[00:01:50.000 --> 00:01:57.320]  我相信如果你問我最令我留意到的錯謬的神學觀
[00:01:57.320 --> 00:02:03.200]  就是一個我將它命名為打怪獸神學觀
[00:02:03.200 --> 00:02:04.520]  什麼叫打怪獸呢
[00:02:04.520 --> 00:02:07.960]  如果你在我這個年紀的人
[00:02:07.960 --> 00:02:14.000]  你應該在你年青的時候都應該有一種的活動
[00:02:14.000 --> 00:02:17.520]  叫做打遊戲機的遊戲
[00:02:17.520 --> 00:02:20.040]  可以說是通街也有的
[00:02:20.040 --> 00:02:22.440]  只要用一塊錢進去那個遊戲機裏面
[00:02:22.440 --> 00:02:28.360]  那你就可以打一種遊戲叫打怪獸
[00:02:28.360 --> 00:02:29.760]  打怪獸是什麼意思呢
[00:02:29.760 --> 00:02:31.160]  原來很簡單的
[00:02:31.160 --> 00:02:34.320]  他認為這個世界全部都被怪獸籠罩的
[00:02:34.320 --> 00:02:40.080]  你的責任就是在這裏將它一隻又一隻這樣去將它打下來
[00:02:40.080 --> 00:02:42.320]  消滅了它
[00:02:42.320 --> 00:02:45.760]  而這種的神學觀其實不經不覺
[00:02:45.760 --> 00:02:49.560]  也都隱藏在今天的教會裏面
[00:02:49.560 --> 00:02:55.200]  尤其是當教會或者信徒在這個世界上面
[00:02:55.200 --> 00:02:59.440]  遇見一些對自己不利的情況
[00:02:59.440 --> 00:03:03.360]  我們這種的思想就更加泛濫了
[00:03:03.360 --> 00:03:06.960]  譬如很簡單的來講
[00:03:06.960 --> 00:03:11.440]  最近期在加拿大的所謂C9法案
[00:03:11.440 --> 00:03:13.000]  什麼叫C9法案啊
[00:03:13.000 --> 00:03:15.400]  或者在海外的弟兄姊妹未必知道
[00:03:15.400 --> 00:03:20.560]  但是我們在本地的信徒也都不一定會清楚是什麼事情
[00:03:20.560 --> 00:03:25.720]  就是講及到聯邦政府加拿大的聯邦政府
[00:03:25.720 --> 00:03:32.280]  設立一個新的法案去討論到什麼叫做歧視法案的時候
[00:03:32.280 --> 00:03:36.360]  他將那個定義擴大非常之廣闊
[00:03:36.360 --> 00:03:43.080]  包括如果你是表達出你對於一些事情
[00:03:43.080 --> 00:03:48.360]  在這個世界特別加拿大如果已經是大家都有一種共識
[00:03:48.360 --> 00:03:50.720]  他認為大家有一種共識
[00:03:50.720 --> 00:03:56.760]  而你作出任何的表達或者宣佈
[00:03:56.760 --> 00:04:01.600]  你都可能成為一種刑事的案件
[00:04:01.600 --> 00:04:04.800]  譬如同性戀
[00:04:04.800 --> 00:04:10.040]  在教會裏面其實同性戀這個問題
[00:04:10.040 --> 00:04:16.680]  其實已經被漸漸去蠶食教會的信徒
[00:04:16.680 --> 00:04:17.920]  怎樣蠶食啊
[00:04:17.920 --> 00:04:19.600]  譬如最簡單
[00:04:19.600 --> 00:04:25.480]  有些中派甚至將同性戀的信徒以及目者
[00:04:25.480 --> 00:04:30.280]  可以不單止接納他們成為聖職人員
[00:04:30.280 --> 00:04:35.960]  而且是任意給他們去宣傳
[00:04:35.960 --> 00:04:40.400]  這條法案C9的法案就說如果有任何教會
[00:04:40.400 --> 00:04:43.240]  包括教會或者任何人
[00:04:43.240 --> 00:04:47.080]  去對同性戀有一種否定的話
[00:04:47.080 --> 00:04:51.760]  可以已經促成是歧視的行為
[00:04:51.760 --> 00:04:57.960]  於是乎今天你就會見到不單止一些大商業機構
[00:04:57.960 --> 00:05:01.480]  他們不單止說不忍不說
[00:05:01.480 --> 00:05:06.160]  而且要明說他們要支持同性戀
[00:05:06.160 --> 00:05:08.000]  教會也一樣
[00:05:08.000 --> 00:05:11.160]  如果目者說同性戀是錯的
[00:05:11.160 --> 00:05:14.480]  其實不單止是同性戀這個題目
[00:05:14.480 --> 00:05:15.960]  很多題目
[00:05:15.960 --> 00:05:20.160]  有些簡直是你想都想不到的題目
[00:05:20.160 --> 00:05:22.680]  如果聖經不允許
[00:05:22.680 --> 00:05:25.840]  傳道人說了但是和這個世界
[00:05:25.840 --> 00:05:30.720]  特別加拿大的人覺得是可以接受的話
[00:05:30.720 --> 00:05:34.560]  你就已經是一種歧視的行為
[00:05:34.560 --> 00:05:37.840]  所以教會的人如果見到這樣的情況
[00:05:37.840 --> 00:05:39.360]  面對一些的威脅
[00:05:39.360 --> 00:05:42.880]  他們就會非常之恐懼
[00:05:42.880 --> 00:05:51.000]  認為這種是一種怪獸或者撒旦來臨的一種攻擊
[00:05:51.000 --> 00:05:54.040]  於是乎就作出各種的對抗
[00:05:54.040 --> 00:05:57.920]  無論硬對抗軟對抗
[00:05:57.920 --> 00:06:00.760]  就表現出很擔心
[00:06:00.760 --> 00:06:04.800]  如果這樣的做法就成為了歧視
[00:06:04.800 --> 00:06:11.000]  譬如有些機構如果他們是同意同性戀的
[00:06:11.000 --> 00:06:13.800]  但是又有些基督教的機構
[00:06:13.800 --> 00:06:18.720]  透過那些另外機構去有任何連結的話
[00:06:18.720 --> 00:06:24.200]  那麼基督徒是究竟講不講參加那些基督教機構的活動
[00:06:24.200 --> 00:06:28.840]  如果你說不參加的你又是歧視了
[00:06:28.840 --> 00:06:34.920]  其實這種思想很普遍留在教會之間
[00:06:34.920 --> 00:06:41.600]  但倘若這些情況突然180度改變
[00:06:41.600 --> 00:06:48.800]  原本威脅著大家信仰的情況突然被消失
[00:06:48.800 --> 00:06:55.320]  基督徒就以為你看看還不是上帝工作
[00:06:55.320 --> 00:07:00.640]  如果見到那個帶來威脅的人有什麼不好的結果
[00:07:00.640 --> 00:07:03.200]  或者不好的遭遇之後
[00:07:03.200 --> 00:07:08.960]  基督徒甚至認為是上帝動手去處理那個人或者那件事
[00:07:08.960 --> 00:07:10.800]  於是基督徒就會在這個情況下
[00:07:10.800 --> 00:07:13.600]  啊 哈利路亞 上帝作弓了
[00:07:13.600 --> 00:07:18.360]  上帝搖動了這些邪惡的人的手
[00:07:18.360 --> 00:07:22.360]  我們就要看到上帝如何為我們基督徒伸冤
[00:07:22.360 --> 00:07:28.200]  這種思維就是我所稱之為的打怪獸神學觀
[00:07:28.200 --> 00:07:29.400]  基督徒好像在這個世界上
[00:07:29.400 --> 00:07:33.680]  經常為這些問題去掙扎
[00:07:33.680 --> 00:07:37.640]  希望有些神蹟出現或者有些事情突然改變
[00:07:37.640 --> 00:07:39.640]  然後將這個威脅解除
[00:07:39.640 --> 00:07:42.320]  我們就為此而獻上感恩
[00:07:42.320 --> 00:07:46.120]  認為上帝工作究竟是不是呢
[00:07:46.120 --> 00:07:52.560]  是不是將上帝的工作還是另有內情呢
[00:07:52.560 --> 00:07:54.600]  等等這些思想
[00:07:54.600 --> 00:07:57.480]  包括見到一些施害的人
[00:07:57.480 --> 00:08:02.600]  或者施一些不合聖經行為的人
[00:08:02.600 --> 00:08:04.480]  得到不好的遭遇之後
[00:08:04.480 --> 00:08:06.920]  我們就因此以為
[00:08:06.920 --> 00:08:10.080]  哦 上帝祝福回基督徒了
[00:08:10.080 --> 00:08:11.520]  為我們伸冤了
[00:08:11.520 --> 00:08:14.600]  我們應該開慶祝會了
[00:08:14.600 --> 00:08:16.600]  這些行為這些想法
[00:08:16.600 --> 00:08:22.720]  又是不是真是合聖經裏面的啟示呢
[00:08:22.720 --> 00:08:24.440]  如果是的話
[00:08:24.440 --> 00:08:26.440]  我們見到一些威脅教會
[00:08:26.440 --> 00:08:28.240]  威脅信徒的事情發生
[00:08:28.240 --> 00:08:30.560]  後來被扭轉了
[00:08:30.560 --> 00:08:35.440]  我們就慶幸感恩開慶祝
[00:08:35.440 --> 00:08:39.600]  似乎又好像違背了聖經有另一些經文的介紹
[00:08:39.600 --> 00:08:46.560]  譬如在馬太福音第五章44至48節裏面
[00:08:46.560 --> 00:08:49.680]  談論到要愛你的仇敵
[00:08:49.680 --> 00:08:53.720]  將你們天賦完全一樣
[00:08:53.720 --> 00:08:55.560]  耶穌有這樣的教導
[00:08:55.560 --> 00:08:58.400]  似乎也都對於我們基督徒來講
[00:08:58.400 --> 00:09:02.400]  不是走來去到要圍堵這些
[00:09:02.400 --> 00:09:06.680]  施行任何對教會或者信徒有威脅的人
[00:09:06.680 --> 00:09:08.840]  要作出一些懲罰
[00:09:08.840 --> 00:09:13.080]  或者要作出報應
[00:09:13.080 --> 00:09:16.520]  而是我們要去學會愛這些仇敵
[00:09:16.520 --> 00:09:19.160]  那又什麼叫愛這些仇敵呢
[00:09:19.160 --> 00:09:22.360]  是不是又跳到好像基督教會那些
[00:09:22.360 --> 00:09:25.480]  支持同性戀的教睦同工
[00:09:25.480 --> 00:09:27.000]  甚至他們的神學
[00:09:27.000 --> 00:09:30.920]  那一類這樣的極端行為呢
[00:09:30.920 --> 00:09:40.040]  似乎我們基督徒兩邊都很矛盾
[00:09:40.040 --> 00:09:43.960]  究竟接納上帝是為我們伸冤
[00:09:43.960 --> 00:09:45.920]  我們接著要感恩
[00:09:45.920 --> 00:09:48.440]  還是我們要去愛仇敵
[00:09:48.440 --> 00:09:51.400]  不要伸冤呢
[00:09:51.400 --> 00:09:54.920]  今天我們看這段經文
[00:09:54.920 --> 00:09:59.320]  就解開了這個問題
[00:09:59.320 --> 00:10:02.120]  讓我們去重新看一下
[00:10:02.120 --> 00:10:08.040]  當基督徒有些的危難或者威脅
[00:10:08.040 --> 00:10:11.400]  因某種的原因被解除了之後
[00:10:11.400 --> 00:10:18.200]  我們是不是因此就可以去開慶祝會
[00:10:18.200 --> 00:10:20.120]  感恩上帝
[00:10:20.120 --> 00:10:25.000]  還是我們是有另一重的體會呢
[00:10:25.000 --> 00:10:27.640]  所以我今天的講道我給了一個題目
[00:10:27.640 --> 00:10:31.480]  當基督徒見到仇敵受害的時候
[00:10:31.480 --> 00:10:35.960]  是不是應該要去開慶祝會呢
[00:10:35.960 --> 00:10:38.520]  我們一起去透過這個題目
[00:10:38.520 --> 00:10:41.560]  透過這段聖經一起去看一下
[00:10:41.560 --> 00:10:47.080]  哪一樣東西才是上帝要他的子民的取態
[00:10:47.080 --> 00:10:50.200]  我們一起回去看俄巴底亞書
[00:10:50.200 --> 00:10:53.240]  第五至第九節的經文
[00:10:53.240 --> 00:10:57.080]  請大家第一節如果你有聖經的就一起打開
[00:10:57.080 --> 00:10:59.080]  我先拿個大字聖經
[00:10:59.080 --> 00:11:04.120]  找到之後我們一起讀一下
[00:11:04.120 --> 00:11:06.600]  找到之後我們一起讀
[00:11:06.600 --> 00:11:08.600]  第五節
[00:11:08.600 --> 00:11:12.280]  刀叉若來在你那裡
[00:11:12.280 --> 00:11:15.240]  劃強到夜間而來
[00:11:15.240 --> 00:11:18.280]  你何竟被剪除
[00:11:18.280 --> 00:11:21.880]  豈不偷竊直到舊了呢
[00:11:21.880 --> 00:11:25.640]  摘葡萄的若來到你那裡
[00:11:25.640 --> 00:11:29.080]  若不剩下些葡萄呢
[00:11:29.080 --> 00:11:33.880]  已數的隱密處何竟被搜尋
[00:11:33.880 --> 00:11:38.440]  他隱藏的寶物何竟被搜出
[00:11:38.440 --> 00:11:42.200]  與你結盟的都送你上路
[00:11:42.200 --> 00:11:44.200]  直到交界
[00:11:44.200 --> 00:11:46.920]  與你和好的欺騙你
[00:11:46.920 --> 00:11:48.920]  且勝過你
[00:11:48.920 --> 00:11:53.640]  與你一同吃飯的設下網羅陷害你
[00:11:53.640 --> 00:11:56.600]  在你心裡毫無聰明
[00:11:56.600 --> 00:11:59.640]  耶和華說到那一天
[00:11:59.640 --> 00:12:04.040]  我豈不從以東滅智慧人
[00:12:04.040 --> 00:12:08.360]  從以素山除滅聰明人
[00:12:08.360 --> 00:12:12.440]  提問了你的勇士必驚惶
[00:12:12.440 --> 00:12:18.120]  甚至以素山的人都被殺戮剪除
[00:12:18.120 --> 00:12:22.520]  從這段聖經裡面我們讀完之後
[00:12:22.520 --> 00:12:25.480]  似乎我們有一種含糊不清
[00:12:25.480 --> 00:12:28.520]  究竟這段聖經想說些什麼呢
[00:12:28.520 --> 00:12:33.400]  又說盜賊又說葡萄樹又說隱密處又說結盟
[00:12:33.400 --> 00:12:37.320]  甚至說一些地方我都不知道是什麼地方來的
[00:12:37.320 --> 00:12:40.120]  提問是什麼地方
[00:12:40.120 --> 00:12:41.080]  我根本不知道
[00:12:41.080 --> 00:12:44.360]  甚至說到以素山是在那裡
[00:12:44.360 --> 00:12:47.000]  我相信大家都毛毛糊糊
[00:12:47.000 --> 00:12:49.000]  都不知道發生什麼事
[00:12:49.000 --> 00:12:51.560]  我們先看回上文
[00:12:51.560 --> 00:12:55.160]  我們再容易理解這段聖經想說些什麼
[00:12:55.160 --> 00:12:58.120]  如果大家還記得前文
[00:12:58.120 --> 00:13:05.240]  我們從第二節一直看到第四節的時候
[00:13:05.240 --> 00:13:11.000]  我們看到耶和華神作出了一篇宣告
[00:13:11.000 --> 00:13:19.240]  宣告要怎樣對於以東作出針對性的教訓
[00:13:19.240 --> 00:13:24.360]  將他們一路自以為很聰明或者很安全
[00:13:24.360 --> 00:13:28.200]  或者很有勢力等等這種狀態
[00:13:28.200 --> 00:13:32.040]  將他們拉倒下來
[00:13:32.040 --> 00:13:35.240]  讓全世界的人都看到
[00:13:35.240 --> 00:13:40.680]  其實以東是怎樣渺小
[00:13:40.680 --> 00:13:42.680]  為什麼耶和華神要這樣做啊上文
[00:13:42.680 --> 00:13:47.480]  因為耶和華神要將以東人那種狂傲
[00:13:47.480 --> 00:13:50.680]  和放肆的態度
[00:13:50.680 --> 00:13:53.320]  將他們拆毀
[00:13:53.320 --> 00:13:55.880]  上帝做這些行動
[00:13:55.880 --> 00:13:59.720]  我們在上一堂主日也說過
[00:13:59.720 --> 00:14:01.880]  其實是上帝對一個民族
[00:14:01.880 --> 00:14:05.240]  對一個人群他們的關懷
[00:14:05.240 --> 00:14:12.280]  而不是一種宣洩懲罰的行動
[00:14:12.280 --> 00:14:15.800]  很多時候我們基督徒想事情太過二分化
[00:14:15.800 --> 00:14:18.600]  什麼叫做太過二分化呢
[00:14:18.600 --> 00:14:19.880]  非黑即白
[00:14:19.880 --> 00:14:23.880]  上帝做一些事情一定是黑或是白
[00:14:23.880 --> 00:14:25.720]  黑的他就將它洗白
[00:14:25.720 --> 00:14:27.480]  白的他要洗到這麼白
[00:14:27.480 --> 00:14:30.440]  是不是上帝是做這些事情呢
[00:14:30.440 --> 00:14:39.160]  另外我們在這個世界裡會發覺很多事情不是黑白那麼分明
[00:14:39.160 --> 00:14:43.000]  當不分明的時候
[00:14:43.000 --> 00:14:49.800]  我們怎樣去處理這些不分明的狀況呢
[00:14:49.800 --> 00:14:51.560]  我們基督徒有時候想事情就是
[00:14:51.560 --> 00:14:54.280]  上帝見到一些頑皮的人
[00:14:54.280 --> 00:14:57.080]  害他的子民的人
[00:14:57.080 --> 00:14:58.360]  上帝就懲罰他
[00:14:58.360 --> 00:14:59.560]  想他毀滅
[00:14:59.560 --> 00:15:00.680]  消滅
[00:15:00.680 --> 00:15:03.240]  剷除
[00:15:03.240 --> 00:15:08.520]  這種觀念我相信不多不少是我們對於上帝
[00:15:08.520 --> 00:15:14.920]  對於應許地的看法有一些誤會
[00:15:14.920 --> 00:15:22.120]  我以為上帝應許了以色列民在巴勒斯坦這個地區裡
[00:15:22.120 --> 00:15:26.120]  成為猶太人神的子民的地方
[00:15:26.120 --> 00:15:30.840]  於是上帝就剷除了所有當地的人
[00:15:30.840 --> 00:15:33.000]  但如果我們在歷史上面看看
[00:15:33.000 --> 00:15:38.920]  原來上帝去叫以色列民雖然進到應許地裡面
[00:15:38.920 --> 00:15:42.520]  有些情況要滅絕一些民族
[00:15:42.520 --> 00:15:46.280]  但並非所有民族都將他完全剷除
[00:15:46.280 --> 00:15:51.960]  只剩下一個以色列民在其中
[00:15:51.960 --> 00:16:02.760]  為什麼上帝要放以色列民在一個充滿不是猶太人不是希伯來人為重心的地方呢
[00:16:02.760 --> 00:16:05.960]  其實在聖經裡面有一個很重要的看法
[00:16:05.960 --> 00:16:13.880]  就是上帝一直都想用他的子民藏在這些人群裡面
[00:16:13.880 --> 00:16:20.600]  透過神的子民能夠向其他非猶太的子民
[00:16:20.600 --> 00:16:23.560]  或者非希伯來人的子民
[00:16:23.560 --> 00:16:29.720]  去介紹上帝是怎樣將這個拯救帶到這個世界當中
[00:16:29.720 --> 00:16:36.680]  上帝的律例典章不是一套硬關關的一種規矩要套入去其他宗教
[00:16:36.680 --> 00:16:38.920]  或者其他人士裡面
[00:16:38.920 --> 00:16:43.160]  是要讓人重新看上帝的心懷意念
[00:16:43.160 --> 00:16:44.840]  就像領聖餐一樣
[00:16:44.840 --> 00:16:46.840]  餅杯有什麼意思呢
[00:16:46.840 --> 00:16:51.480]  一個餅一個杯都是牧師買回來的
[00:16:51.480 --> 00:16:53.480]  牧師沒有在家裡弄
[00:16:53.480 --> 00:16:55.480]  沒有養隻葡萄
[00:16:55.480 --> 00:17:00.280]  餅我都可以弄的不過我都不是買的
[00:17:00.280 --> 00:17:02.280]  我們做這些事
[00:17:02.280 --> 00:17:08.280]  如果不能理解到上帝與耶穌基督的那份心腸
[00:17:08.280 --> 00:17:11.320]  你領受個餅和杯是沒有意義的
[00:17:11.320 --> 00:17:18.120]  同樣一樣上帝把他的子民在這個世界裡面
[00:17:18.120 --> 00:17:20.120]  其實是想他去影響
[00:17:20.120 --> 00:17:22.120]  或者說的白一點
[00:17:22.120 --> 00:17:25.080]  就是介紹給所有的人知道
[00:17:25.080 --> 00:17:29.240]  上帝的救恩是怎麼從猶太人希伯來人
[00:17:29.240 --> 00:17:32.120]  去展現到普世的世界裡面
[00:17:32.120 --> 00:17:35.560]  以東人沒錯
[00:17:35.560 --> 00:17:38.600]  上帝在第二節第四節已經打開了
[00:17:38.600 --> 00:17:42.360]  要去宣告要懲罰這幫以東人
[00:17:42.360 --> 00:17:45.400]  但是上帝在這個時候
[00:17:45.400 --> 00:17:49.000]  這個懲罰仍然是一個拯救的目的
[00:17:49.000 --> 00:17:51.000]  擺在以東的當中
[00:17:51.000 --> 00:17:55.480]  你要這麼厲害你自以為自己有多厲害
[00:17:55.480 --> 00:17:59.000]  上帝就在你最厲害的時候施教
[00:17:59.000 --> 00:18:03.480]  在你覺得自己最了不起的時候
[00:18:03.480 --> 00:18:07.320]  將你以為你自己最了不起的地方
[00:18:07.320 --> 00:18:09.320]  就看到自己的失敗
[00:18:09.320 --> 00:18:17.480]  從而讓人可以去將他的罪性折服
[00:18:17.480 --> 00:18:21.000]  這個就是上帝做事的特色
[00:18:21.000 --> 00:18:25.720]  而在今天這段經文的第五至第九節裡面
[00:18:25.720 --> 00:18:28.200]  上帝就更進一步
[00:18:28.200 --> 00:18:34.280]  將這個教導的行動或者計劃
[00:18:34.280 --> 00:18:38.280]  展現在你和我面前
[00:18:38.280 --> 00:18:40.680]  或者說的直白一點
[00:18:40.680 --> 00:18:43.400]  就是俄巴底亞書的讀者
[00:18:43.400 --> 00:18:46.920]  猶太人他們的面前
[00:18:46.920 --> 00:18:50.120]  他們讀到的時候
[00:18:50.120 --> 00:18:52.120]  世世代代讀的時候
[00:18:52.120 --> 00:18:56.840]  會看到猶太人已經亡了國
[00:18:56.840 --> 00:18:58.840]  亡了國之後
[00:18:58.840 --> 00:19:01.400]  我們在這個狀態之下
[00:19:01.400 --> 00:19:04.360]  是不是想亡我們國
[00:19:04.360 --> 00:19:06.360]  幫手亡我們國的人
[00:19:06.360 --> 00:19:09.960]  全部大家都一樣被上帝懲罰呢
