
[00:00:00.000 --> 00:00:03.000]  今天要和大家講的一個訊息
[00:00:03.000 --> 00:00:06.000]  叫做得救與成勝
[00:00:06.000 --> 00:00:09.000]  這個訊息是我在兩個月前
[00:00:09.000 --> 00:00:12.000]  去Cal State Northridge
[00:00:12.000 --> 00:00:15.000]  和一班年青人分享
[00:00:15.000 --> 00:00:18.000]  這班年青人很有趣
[00:00:18.000 --> 00:00:21.000]  是給我他們要學的title
[00:00:21.000 --> 00:00:24.000]  他們要學的就是什麼叫做得救
[00:00:24.000 --> 00:00:27.000]  什麼叫做成勝
[00:00:27.000 --> 00:00:30.000]  我經文在希伯來書十章十四節
[00:00:30.000 --> 00:00:33.000]  如果你是熟悉我的講道的話
[00:00:33.000 --> 00:00:38.000]  你都知道我很著重新約舊約的一致性
[00:00:38.000 --> 00:00:41.000]  因為全部聖經六十六部書
[00:00:41.000 --> 00:00:45.000]  四十多位作者都是由聖靈來密使
[00:00:45.000 --> 00:00:50.000]  一位聖靈密使出來的一定訊息是非常一致
[00:00:50.000 --> 00:00:53.000]  你能夠見到舊約所講和新約所講
[00:00:53.000 --> 00:00:55.000]  都是一樣的
[00:00:55.000 --> 00:00:58.000]  另外加上很多神蹟奇事
[00:00:58.000 --> 00:01:03.000]  不能否認聖經是神的話語
[00:01:03.000 --> 00:01:06.000]  講到希伯來書
[00:01:06.000 --> 00:01:09.000]  想和大家講一講
[00:01:09.000 --> 00:01:15.000]  很多人認為希伯來書是保羅所作的
[00:01:15.000 --> 00:01:19.000]  因為他寫作的作風有一點像保羅
[00:01:19.000 --> 00:01:24.000]  但是我覺得希伯來書的作者不是保羅
[00:01:24.000 --> 00:01:27.000]  如果我們看希伯來書二章三節
[00:01:27.000 --> 00:01:28.000]  經文說
[00:01:28.000 --> 00:01:32.000]  「救恩豈先是主親自講的
[00:01:32.000 --> 00:01:35.000]  後來是聽見的人給我們證實了」
[00:01:35.000 --> 00:01:42.000]  作者說他所得到的福音訊息是二手得來的
[00:01:42.000 --> 00:01:44.000]  是有人從主那裡領受了
[00:01:44.000 --> 00:01:48.000]  然後交給他向他證實
[00:01:48.000 --> 00:01:51.000]  但是保羅自己的教導是很不同
[00:01:51.000 --> 00:01:57.000]  保羅時時都說他所得到的啟示是由耶穌基督直接給他的
[00:01:57.000 --> 00:02:02.000]  例如在加拉太書一章一至二節
[00:02:02.000 --> 00:02:07.000]  他說作使徒的保羅不是藉著人乃是藉著耶穌基督
[00:02:07.000 --> 00:02:10.000]  是捨給加拉太教會
[00:02:10.000 --> 00:02:14.000]  他的啟示是直接從耶穌基督那裡來
[00:02:14.000 --> 00:02:17.000]  不是從別人那裡領受回來
[00:02:17.000 --> 00:02:20.000]  在哥倫多前書九章一節
[00:02:20.000 --> 00:02:23.000]  他都說「我不是使徒嗎?
[00:02:23.000 --> 00:02:27.000]  我不是見過我們的主耶穌嗎?」
[00:02:27.000 --> 00:02:31.000]  有很多人問保羅何時見過耶穌基督
[00:02:31.000 --> 00:02:34.000]  在加拉太書一章十七至十八節
[00:02:34.000 --> 00:02:38.000]  保羅說自己曾經去到阿拉伯那裡三年
[00:02:38.000 --> 00:02:41.000]  有很多聖經學者和神學家說
[00:02:41.000 --> 00:02:45.000]  他在那裡是被耶穌基督親自教導他
[00:02:45.000 --> 00:02:47.000]  親自給他啟示
[00:02:47.000 --> 00:02:49.000]  有三年這麼久
[00:02:49.000 --> 00:02:53.000]  所以我相信希伯來書的作者不是保羅
[00:02:53.000 --> 00:02:55.000]  是另有其人
[00:02:55.000 --> 00:03:00.000]  今天的經文是記載在希伯來書十章十四節
[00:03:00.000 --> 00:03:02.000]  請聽我讀一次
[00:03:02.000 --> 00:03:08.000]  因為他一次獻祭便叫那得以成聖的人永遠完全
[00:03:08.000 --> 00:03:10.000]  一節很短的經文
[00:03:10.000 --> 00:03:13.000]  但是非常非常之豐富
[00:03:13.000 --> 00:03:15.000]  很多時候我讀聖經
[00:03:15.000 --> 00:03:17.000]  我都喜歡去看原文
[00:03:17.000 --> 00:03:20.000]  原文的字的意思是怎樣
[00:03:20.000 --> 00:03:23.000]  原文的結構是怎樣
[00:03:23.000 --> 00:03:26.000]  如果你看看希臘原文的話
[00:03:26.000 --> 00:03:28.000]  不難看得到
[00:03:28.000 --> 00:03:33.000]  這個作者有心將注意力放在兩個字的身上
[00:03:33.000 --> 00:03:36.000]  兩個字都和帶有關
[00:03:36.000 --> 00:03:38.000]  英文是carry
[00:03:38.000 --> 00:03:41.000]  第一個字是carry toward
[00:03:41.000 --> 00:03:45.000]  帶給神的就是獻祭
[00:03:45.000 --> 00:03:48.000]  帶給神的東西就是獻祭
[00:03:48.000 --> 00:03:51.000]  所以第一個字是帶給神
[00:03:51.000 --> 00:03:53.000]  第二個字也是carry
[00:03:53.000 --> 00:03:55.000]  是carry through
[00:03:55.000 --> 00:03:57.000]  帶領到底
[00:03:57.000 --> 00:03:59.000]  耶穌基督所獻的祭
[00:03:59.000 --> 00:04:02.000]  使我們永遠完全
[00:04:02.000 --> 00:04:05.000]  這個就是carry through
[00:04:05.000 --> 00:04:07.000]  所以很明顯這個作者
[00:04:07.000 --> 00:04:10.000]  是要我們將注意力放在這兩個字的身上
[00:04:10.000 --> 00:04:13.000]  都和獻祭有關
[00:04:13.000 --> 00:04:16.000]  耶穌基督所獻的祭是一次的祭
[00:04:16.000 --> 00:04:19.000]  耶穌基督所獻的祭
[00:04:19.000 --> 00:04:23.000]  是能夠帶領到底使我們永遠完全
[00:04:23.000 --> 00:04:26.000]  這個就是這節經文的重要性
[00:04:26.000 --> 00:04:28.000]  其實如果你看一看
[00:04:28.000 --> 00:04:35.000]  希伯來書有很大的這個語比性
[00:04:35.000 --> 00:04:38.000]  在希伯來書十章十一節
[00:04:38.000 --> 00:04:43.000]  經文說舊約的祭司是天天站著侍奉神
[00:04:43.000 --> 00:04:47.000]  是屢次獻上一樣的祭物
[00:04:47.000 --> 00:04:50.000]  這祭物永不能除罪
[00:04:50.000 --> 00:04:54.000]  這個大祭司是天天站著侍奉神
[00:04:54.000 --> 00:04:57.000]  獻來獻去都是一樣的祭
[00:04:57.000 --> 00:05:00.000]  但是這個祭是永遠不能夠除罪
[00:05:00.000 --> 00:05:02.000]  但是耶穌基督的祭呢
[00:05:02.000 --> 00:05:04.000]  今天的經文
[00:05:04.000 --> 00:05:09.000]  是一次獻祭叫那誠聖的人永遠完全
[00:05:09.000 --> 00:05:12.000]  有沒有看到一個很強烈的對比
[00:05:12.000 --> 00:05:15.000]  就是耶穌基督和舊約的祭物
[00:05:15.000 --> 00:05:22.000]  其實希伯來書就是一部很富於比較的書
[00:05:22.000 --> 00:05:24.000]  在第一和二章
[00:05:24.000 --> 00:05:28.000]  這個作者是將耶穌基督和天使來比較
[00:05:28.000 --> 00:05:31.000]  耶穌基督是勝過天使
[00:05:31.000 --> 00:05:34.000]  因為天使都要敬拜耶穌基督
