
[00:00:00.000 --> 00:00:09.520]  今天會和大家去到馬太福音最後的登山補訓的最後兩節經文
[00:00:09.520 --> 00:00:12.800]  馬太福音第七章第28及第29節
[00:00:12.800 --> 00:00:15.600]  很多弟兄姊妹也覺得很奇怪
[00:00:15.600 --> 00:00:18.880]  為何上個主日不乾脆說完這兩節經文
[00:00:18.880 --> 00:00:22.080]  特別要開一堂主日來講呢
[00:00:22.080 --> 00:00:29.200]  因為這兩節經文是兩節非比尋常的處解
[00:00:29.200 --> 00:00:33.760]  很多時候讀登山補訓
[00:00:33.760 --> 00:00:39.280]  甚至讀聖經時很容易漏過的題目
[00:00:39.280 --> 00:00:42.160]  這段經文其實很簡單
[00:00:42.160 --> 00:00:45.120]  如果大家剛才聽過弟兄讀的時候
[00:00:45.120 --> 00:00:49.040]  基本上知道這段經文是講甚麼
[00:00:49.040 --> 00:00:52.080]  如果大家有聖經的我們再打開
[00:00:52.080 --> 00:00:54.960]  我們一起讀多一次
[00:00:54.960 --> 00:00:57.600]  很簡單的兩節經文
[00:00:57.600 --> 00:01:02.720]  馬太福音第七章第28至第29節
[00:01:02.720 --> 00:01:08.000]  如果找到的話我們一起用和合本版本讀
[00:01:08.000 --> 00:01:10.000]  找到的話我們一起讀
[00:01:10.000 --> 00:01:13.360]  耶穌說完了這些話
[00:01:13.360 --> 00:01:16.560]  眾人都稀奇他的教訓
[00:01:16.560 --> 00:01:19.040]  因為他教訓他們
[00:01:19.040 --> 00:01:23.840]  正像有權柄的人不像他們的民事
[00:01:23.840 --> 00:01:28.960]  人的心思其實有很多不同的狀態
[00:01:28.960 --> 00:01:31.760]  不過很多時候人的心思卻是
[00:01:31.760 --> 00:01:36.000]  藏在一種充滿矛盾的狀態裏面
[00:01:36.000 --> 00:01:38.000]  我可以這樣說
[00:01:38.000 --> 00:01:42.480]  因為有些人為勢的原因
[00:01:42.480 --> 00:01:44.000]  遇過很多不同的經歷
[00:01:44.000 --> 00:01:46.960]  可能他會覺得將自己盡量的隱藏
[00:01:46.960 --> 00:01:49.760]  表現出深藏不露的情況
[00:01:49.760 --> 00:01:53.120]  這樣是一種對於自己最好的保護
[00:01:53.120 --> 00:01:55.440]  但另一種情況就是有些人
[00:01:55.440 --> 00:01:59.280]  務求在這個世界裏面有多突出
[00:01:59.280 --> 00:02:02.400]  希望自己能夠學習雞群
[00:02:02.400 --> 00:02:07.040]  並且在他們的說話講話的過程當中
[00:02:07.040 --> 00:02:10.000]  可以說得如果做不到
[00:02:10.000 --> 00:02:13.120]  語不驚人就誓不休的態度
[00:02:13.120 --> 00:02:16.000]  這種惹人關注的處世之道
[00:02:16.000 --> 00:02:20.960]  也是很多人的一種心理狀態
[00:02:20.960 --> 00:02:24.480]  但最驚人的一件事情是什麼呢?
[00:02:24.480 --> 00:02:27.280]  無論你是深藏不露的做法也好
[00:02:27.280 --> 00:02:30.160]  還是你是一種很高調的
[00:02:30.160 --> 00:02:33.760]  將自己抬高也好
[00:02:33.760 --> 00:02:37.760]  其實無非人都是一種期望
[00:02:37.760 --> 00:02:40.560]  在一種突圍的情況之下
[00:02:40.560 --> 00:02:42.400]  可以讓人去看見
[00:02:42.400 --> 00:02:45.760]  咦?你是與別不同的
[00:02:45.760 --> 00:02:48.880]  這種思維其實也反映了
[00:02:48.880 --> 00:02:51.920]  在我這麼多年觀察在教會裏面
[00:02:51.920 --> 00:02:53.040]  信徒的表現
[00:02:53.040 --> 00:02:55.920]  或者甚至是教會裏面
[00:02:55.920 --> 00:02:59.440]  一般的做事的方式
[00:02:59.440 --> 00:03:02.000]  因為不少的教會甚至認為
[00:03:02.000 --> 00:03:04.080]  教會應該在這個世界裏面
[00:03:04.080 --> 00:03:07.680]  要為很多人做出一些出其不意的事情
[00:03:07.680 --> 00:03:11.760]  這樣才能夠讓人覺得我們的上帝是神奇的
[00:03:11.760 --> 00:03:14.320]  覺得我們的上帝是無所不能的
[00:03:14.320 --> 00:03:17.600]  祂的能力是超越你所想所求的
[00:03:17.600 --> 00:03:21.840]  這樣人們就會自知而然來到你的當中
[00:03:21.840 --> 00:03:24.080]  甚至有些人引經據典
[00:03:24.080 --> 00:03:27.040]  好像今天我們所看的這段經文
[00:03:27.040 --> 00:03:29.680]  他們甚至引用這段話
[00:03:29.680 --> 00:03:33.200]  告訴我們教會做事
[00:03:33.200 --> 00:03:36.080]  就應該是語出驚人
[00:03:36.080 --> 00:03:38.960]  使人覺得稀奇的
[00:03:38.960 --> 00:03:42.800]  這樣你才能使教會興旺
[00:03:42.800 --> 00:03:45.760]  於是教會這麼多年有很多神蹟奇事
[00:03:45.760 --> 00:03:50.880]  這些見證不斷在這個世界裏面流傳
[00:03:50.880 --> 00:03:53.440]  甚至著書立說
[00:03:53.440 --> 00:03:55.200]  來吸引人
[00:03:55.200 --> 00:04:00.080]  讓人覺得教會好像是一個很神奇的地方
[00:04:00.080 --> 00:04:04.400]  近年的靈因運動也在吸引
[00:04:04.400 --> 00:04:08.000]  所以於是乎做很多在聚會裏面
[00:04:08.000 --> 00:04:12.000]  神蹟奇事的現象
[00:04:12.000 --> 00:04:15.040]  希望吸引人來參觀
[00:04:15.040 --> 00:04:19.680]  早二三十年前的神蹟醫事大會
[00:04:19.680 --> 00:04:22.400]  怎樣在神蹟醫事大會裏面
[00:04:22.400 --> 00:04:24.960]  隨便說完不知道第幾行第幾個
[00:04:24.960 --> 00:04:27.520]  坐在那裏的哪個男士下來
[00:04:27.520 --> 00:04:29.360]  他應該有什麼病的下來
[00:04:29.360 --> 00:04:30.880]  我就可以治好他
[00:04:30.880 --> 00:04:33.760]  或者哪一處 哪一行 哪一格
[00:04:33.760 --> 00:04:36.000]  那裏坐的女士她癱瘓的
[00:04:36.000 --> 00:04:38.240]  我都可以使她重新站起來
[00:04:38.240 --> 00:04:40.240]  使人很稀奇
[00:04:40.240 --> 00:04:44.160]  近年更加利用影音媒介
[00:04:44.160 --> 00:04:47.040]  去製造一種崇拜的時候的氣氛
[00:04:47.040 --> 00:04:50.960]  甚至顯露出有聖靈降臨的表現
[00:04:50.960 --> 00:04:54.000]  其中一個我們比較流行所知道的就是
[00:04:54.000 --> 00:04:57.840]  在現場在天花上放出一些武器
[00:04:57.840 --> 00:05:01.360]  投影著好像聖靈降臨在會場當中
[00:05:01.360 --> 00:05:06.400]  觸動每一個人的心思甚至他的感情
[00:05:06.400 --> 00:05:12.320]  再利用光線音響來激動人心
[00:05:12.320 --> 00:05:15.520]  這樣的做法是不是教會應該做的呢
[00:05:15.520 --> 00:05:18.640]  是不是教會藉著聖經的啟示
[00:05:18.640 --> 00:05:20.320]  又叫我們這樣做呢
[00:05:20.320 --> 00:05:23.280]  所以今天我就想和大家一起思想這個題目
[00:05:23.280 --> 00:05:27.120]  叫做信主圖上的稀奇
[00:05:27.120 --> 00:05:30.560]  藉著這個題目我希望我們再次去掌握
[00:05:30.560 --> 00:05:33.520]  稀奇這個主題
[00:05:33.520 --> 00:05:36.640]  是不是教會裏面應該要做的事情
[00:05:36.640 --> 00:05:39.920]  好了 我們既然只有兩節經文
[00:05:39.920 --> 00:05:45.200]  我們就首先去仔細看一下這兩節經文是說什麼
[00:05:45.200 --> 00:05:49.360]  基本上這兩節經文你會發覺到
[00:05:49.360 --> 00:05:52.080]  在和合本的聖經裏面
[00:05:52.080 --> 00:05:56.640]  或者在英語的聖經的譯本裏面
[00:05:56.640 --> 00:06:00.240]  都無獨有偶是將它分開了
[00:06:00.240 --> 00:06:03.680]  和原本第24節至第27節的經文
[00:06:03.680 --> 00:06:05.360]  換句話來說
[00:06:05.360 --> 00:06:09.280]  其實在聖經的陳述裏面
[00:06:09.280 --> 00:06:14.240]  似乎在很多翻譯的譯者的心裏面
[00:06:14.240 --> 00:06:19.520]  這兩節經文不是連貫於上文剛剛說完的
