
[00:00:00.000 --> 00:00:05.340]  在我們身處的澳洲雪梨直到現在5點10分
[00:00:05.340 --> 00:00:07.840]  一切如常
[00:00:07.840 --> 00:00:11.920]  但是在我們大多數朋友的原居地的香港
[00:00:11.920 --> 00:00:13.520]  當然是不平常的
[00:00:13.520 --> 00:00:17.640]  來之前我們還在看香港的新聞電視
[00:00:17.640 --> 00:00:18.540]  隔兩個小時
[00:00:18.540 --> 00:00:25.340]  這個胡錦濤監製梁振英就職
[00:00:25.340 --> 00:00:29.940]  要向殯儀然後搭飛機走了
[00:00:29.940 --> 00:00:34.560]  你想起以前所謂的豬狼大戰等等很多感覺
[00:00:34.560 --> 00:00:35.840]  7月1日
[00:00:35.840 --> 00:00:40.760]  當年割香港割九龍
[00:00:40.760 --> 00:00:46.200]  楊生界都因為中國戰爭失利
[00:00:46.200 --> 00:00:49.920]  又當年肯來談判
[00:00:49.920 --> 00:00:53.240]  肯乖乖地歸回香港給中國
[00:00:53.240 --> 00:01:00.400]  也因為英國那個戰爭的力量已經金飛色斃
[00:01:00.400 --> 00:01:02.460]  你試一下如果當日這樣
[00:01:02.460 --> 00:01:04.500]  給你才奇怪
[00:01:04.500 --> 00:01:09.880]  至於為什麼現在接收這個北京政權呢?
[00:01:09.880 --> 00:01:10.900]  沒什麼很簡單
[00:01:10.900 --> 00:01:13.200]  常識 如果這樣都不知道真的要
[00:01:13.200 --> 00:01:15.760]  快點找一份近代史來看看 這是常識
[00:01:15.760 --> 00:01:18.320]  你千萬不要以為我讀B Camp拜的
[00:01:18.320 --> 00:01:19.860]  他以為我讀財經的
[00:01:19.860 --> 00:01:21.400]  我讀金融的 我做醫生的
[00:01:21.400 --> 00:01:23.400]  那你真的很可憐
[00:01:23.400 --> 00:01:25.700]  常識一定要豐富 你有你的專業
[00:01:25.700 --> 00:01:27.500]  但什麼都應該吃
[00:01:27.500 --> 00:01:30.720]  當年國民黨失去整個大陸的統治權
[00:01:30.720 --> 00:01:34.920]  當年共產黨不能夠連台灣都拿了
[00:01:34.920 --> 00:01:37.080]  都是因為戰爭失利
[00:01:37.080 --> 00:01:39.280]  你試一下古寧的猴子也贏了
[00:01:39.280 --> 00:01:40.400]  是不是?
[00:01:40.400 --> 00:01:43.880]  你試一下當年華江兒子什麼都不同
[00:01:43.880 --> 00:01:46.520]  一切都是因為戰爭
[00:01:46.520 --> 00:01:48.520]  那麼
[00:01:48.520 --> 00:01:53.420]  現在以後的情形大家當然明白了
[00:01:53.420 --> 00:01:54.920]  好了
[00:01:54.920 --> 00:01:58.280]  其實現在很多的冷戰也好
[00:01:58.280 --> 00:02:00.600]  那些黨派的爭執也好
[00:02:00.600 --> 00:02:01.800]  其實都是一種戰爭
[00:02:01.800 --> 00:02:03.640]  不過是沒有火藥的
[00:02:03.640 --> 00:02:05.640]  沒有硝煙火藥的戰爭
[00:02:05.640 --> 00:02:08.520]  以中國而論
[00:02:08.520 --> 00:02:13.000]  不要說現在東海黃海的釣魚台
[00:02:13.000 --> 00:02:15.000]  東南的黃岩島
[00:02:15.000 --> 00:02:17.320]  再南一點的西山南沙
[00:02:17.320 --> 00:02:20.440]  以至到大西北的疆獨藏獨
[00:02:20.440 --> 00:02:23.080]  處處危機 處處火藥庫
[00:02:23.080 --> 00:02:24.760]  那不止中國 世界各地都是
[00:02:24.760 --> 00:02:26.520]  哪裡沒有戰爭呢?
[00:02:26.520 --> 00:02:29.000]  你都很難 其實不止現在
[00:02:29.000 --> 00:02:32.040]  整個人類歷史本來就是戰爭歷史
[00:02:32.040 --> 00:02:35.640]  和平只不過是戰爭與戰爭之間的透氣
[00:02:35.640 --> 00:02:40.080]  我們再推前
[00:02:40.080 --> 00:02:41.480]  差不多100年
[00:02:41.480 --> 00:02:43.840]  現在剛剛差不多100年前
[00:02:43.840 --> 00:02:46.560]  1916年的今天
[00:02:46.560 --> 00:02:48.560]  1916年的7月1日
[00:02:48.560 --> 00:02:53.040]  那時候剛剛是1916是什麼時候呢?
[00:02:53.040 --> 00:02:55.040]  1914至1918
[00:02:55.040 --> 00:02:59.040]  1914至1918是什麼時候?大家知道的
[00:02:59.040 --> 00:03:02.480]  不知道嗎?
[00:03:02.480 --> 00:03:03.440]  你真是幸福
[00:03:03.440 --> 00:03:04.880]  不知道真是幸福
[00:03:04.880 --> 00:03:07.200]  第一次世界大戰
[00:03:07.200 --> 00:03:09.840]  這些是常識來的 真是
[00:03:09.840 --> 00:03:12.400]  現在香港的中學小學都有所謂常識科
[00:03:12.400 --> 00:03:13.680]  通識科
[00:03:13.680 --> 00:03:14.720]  是不是?
[00:03:14.720 --> 00:03:16.560]  這樣都不知道 確實很有趣
[00:03:16.560 --> 00:03:18.880]  當然你又可以說我一樣很太平
[00:03:18.880 --> 00:03:20.080]  我信主安樂
[00:03:20.080 --> 00:03:22.160]  以耶穌基督為自保 這樣是好
[00:03:22.160 --> 00:03:23.600]  你以耶穌基督為自保
[00:03:23.600 --> 00:03:25.760]  都知道為什麼有些人沒有了這些寶
[00:03:25.760 --> 00:03:28.000]  作為基督徒應該知道很多東西
[00:03:28.000 --> 00:03:29.360]  你還要傳福音
[00:03:29.360 --> 00:03:31.280]  如果傳福音你不裝備
[00:03:31.280 --> 00:03:32.800]  有什麼好說的?
[00:03:32.800 --> 00:03:36.640]  難道你只要將《若蘭三章》念完又念
[00:03:36.640 --> 00:03:38.640]  是不是?當然那是極之重要的語句
[00:03:38.640 --> 00:03:39.920]  但是你都要有些解釋的
[00:03:39.920 --> 00:03:42.560]  好了 大家都明白
[00:03:42.560 --> 00:03:45.040]  再推前一百年左右
[00:03:45.040 --> 00:03:46.800]  1916年 今天
[00:03:46.800 --> 00:03:48.880]  第一次世界大戰
[00:03:48.880 --> 00:03:50.000]  最慘烈的時候
[00:03:50.000 --> 00:03:51.520]  就是巴黎附近那個
[00:03:51.520 --> 00:03:54.160]  所謂索姆河蘇之戰
[00:03:54.160 --> 00:03:55.440]  早上七點鐘
[00:03:55.440 --> 00:03:57.680]  十萬的英國軍人
[00:03:57.680 --> 00:03:58.960]  撲出的戰壕
[00:03:58.960 --> 00:04:01.280]  衝鋒奔向德國
[00:04:01.280 --> 00:04:03.280]  就打開了這場仗
[00:04:03.280 --> 00:04:07.360]  直打到十一月中
[00:04:07.360 --> 00:04:08.720]  結果呢
[00:04:08.720 --> 00:04:09.920]  打了幾個月
[00:04:09.920 --> 00:04:12.400]  英國、法國、德國
[00:04:12.400 --> 00:04:14.560]  三國的青年
[00:04:14.560 --> 00:04:19.200]  有1265萬人
[00:04:19.200 --> 00:04:20.400]  是不是很誇張的
[00:04:20.400 --> 00:04:22.960]  1265000
[00:04:22.960 --> 00:04:24.080]  都厲害了
[00:04:24.080 --> 00:04:27.760]  120多萬
[00:04:27.760 --> 00:04:30.160]  四分之一的香港人口
[00:04:30.160 --> 00:04:31.840]  死清
[00:04:31.840 --> 00:04:35.280]  那三國全部都是年青力壯的
[00:04:35.280 --> 00:04:37.040]  英國、法國、德國
[00:04:37.040 --> 00:04:38.720]  那三國的青年
[00:04:38.720 --> 00:04:39.760]  都不知道為了什麼
[00:04:39.760 --> 00:04:41.520]  當然現在他們是歐盟
[00:04:41.520 --> 00:04:42.800]  現在又友好
[00:04:42.800 --> 00:04:43.520]  是不是
[00:04:43.520 --> 00:04:45.760]  世界的事情是這樣的
[00:04:45.760 --> 00:04:46.560]  你看我們中國
[00:04:46.560 --> 00:04:48.160]  尊秋戰國時代
[00:04:48.160 --> 00:04:49.760]  那些齊楚嫣寒都是世仇的
[00:04:49.760 --> 00:04:50.880]  你打我我打你
[00:04:50.880 --> 00:04:53.280]  現在變成中國多麼散
[00:04:53.280 --> 00:04:54.160]  所以為什麼歐洲人
[00:04:54.160 --> 00:04:58.880]  妄想夢想重建一個統一的歐洲
[00:04:58.880 --> 00:05:00.640]  歐盟的背景就是這樣
[00:05:00.640 --> 00:05:02.240]  希望大家打過兩次大戰
[00:05:02.240 --> 00:05:03.600]  死了這麼多人
[00:05:03.600 --> 00:05:04.240]  好了
[00:05:04.240 --> 00:05:05.120]  大家都有白種人
[00:05:05.120 --> 00:05:07.360]  大家都有基督教的傳統
[00:05:07.360 --> 00:05:10.720]  大家都有希臘的拉丁的文化
[00:05:10.720 --> 00:05:12.160]  希望將來和好和好
[00:05:12.160 --> 00:05:15.920]  變成真的好像歐洲的幾個省
[00:05:15.920 --> 00:05:17.120]  貨幣又共通
[00:05:17.120 --> 00:05:18.240]  旅行又相同
