
[00:00:00.000 --> 00:00:04.180]  好 讓我們聽上帝的說話 以先我們誠心禱告
[00:00:04.180 --> 00:00:09.200]  慈悲天父多謝你 讓我們今天再次回來
[00:00:09.200 --> 00:00:12.800]  在教會裏面 一同思想主義的說話
[00:00:12.800 --> 00:00:16.720]  求你讓我們每一個同在 無論聽的 說的
[00:00:16.720 --> 00:00:18.960]  都能夠同蒙主的恩福
[00:00:18.960 --> 00:00:22.640]  讓我們能夠更加清楚掌握認識
[00:00:22.640 --> 00:00:25.960]  我們怎樣能夠在上帝面前的侍奉
[00:00:25.960 --> 00:00:27.520]  是合主的心意
[00:00:27.520 --> 00:00:30.880]  我們將我們今天的敬拜聽到的時間
[00:00:30.880 --> 00:00:32.400]  恭敬教主在祢的手
[00:00:32.400 --> 00:00:36.040]  禱告奉主耶穌基督的德性的名次 以及 阿們
[00:00:36.040 --> 00:00:38.240]  歷年來在教會裏面
[00:00:38.240 --> 00:00:41.920]  都有很多不同類型的傳福音活動
[00:00:41.920 --> 00:00:45.440]  於是在這麼多年的教會裏面
[00:00:45.440 --> 00:00:52.200]  發展出很多不同類型五花八門的傳福音技巧
[00:00:52.200 --> 00:00:54.280]  是不是一件壞事呢?
[00:00:54.280 --> 00:00:56.080]  不是 是一件好事來的
[00:00:56.080 --> 00:00:58.320]  用不同的方法去接觸不同的人
[00:00:58.320 --> 00:00:59.960]  去認識主的道理
[00:00:59.960 --> 00:01:02.800]  但是我們有沒有留意到
[00:01:02.800 --> 00:01:07.040]  原來傳道最重要的因素
[00:01:07.040 --> 00:01:10.480]  不是在於那個技巧的問題
[00:01:10.480 --> 00:01:14.160]  而是在乎於傳道那個人
[00:01:14.160 --> 00:01:16.640]  他究竟基督徒的生命
[00:01:16.640 --> 00:01:19.040]  他的本質究竟是怎麼樣的
[00:01:19.040 --> 00:01:21.160]  如果我們缺乏了去了解
[00:01:21.160 --> 00:01:23.440]  這個屬靈的生命的本質
[00:01:23.440 --> 00:01:26.880]  而去只是專注一些技巧的話
[00:01:26.880 --> 00:01:30.960]  很多時候我們反而變得是本末倒置
[00:01:30.960 --> 00:01:33.880]  今天我們希望透過這一段聖經
[00:01:33.880 --> 00:01:37.840]  藉著《仕途行傳》第十章第一至第四十八節
[00:01:37.840 --> 00:01:41.160]  藉這段經文去重新掌握
[00:01:41.160 --> 00:01:45.720]  傳道者他們本身的質素是怎麼樣
[00:01:45.720 --> 00:01:48.880]  預備到我們今天作為神的子民
[00:01:48.880 --> 00:01:50.120]  作為基督徒
[00:01:50.120 --> 00:01:53.520]  怎麼樣有著上帝的屬性的生命
[00:01:53.520 --> 00:01:56.080]  去發展福音的工作
[00:01:56.080 --> 00:01:58.320]  所以今天這段聖經我們希望
[00:01:58.320 --> 00:02:01.520]  透過傳福音的發展過程
[00:02:01.520 --> 00:02:05.120]  去重新監察我們基督徒的信德
[00:02:05.120 --> 00:02:08.040]  簡單的我們說一下第十章之前的經文
[00:02:08.040 --> 00:02:10.000]  究竟發生了什麼事
[00:02:10.000 --> 00:02:11.920]  其實當我們看回第九章的時候
[00:02:11.920 --> 00:02:13.720]  我們已經知道福音的工作
[00:02:13.720 --> 00:02:17.160]  已經擴展到外邦人的群體裏面
[00:02:17.160 --> 00:02:18.720]  前文我們已經開始說到
[00:02:18.720 --> 00:02:22.920]  原來作者路加不單止是將
[00:02:22.920 --> 00:02:25.280]  素羅的工作或者他的改變
[00:02:25.280 --> 00:02:26.280]  他的生命的改變
[00:02:26.280 --> 00:02:28.880]  怎樣信主之後所經歷的一切
[00:02:28.880 --> 00:02:29.920]  告訴我們知道
[00:02:29.920 --> 00:02:33.720]  原來在原本的耶路撒冷裏面的彼得
[00:02:33.720 --> 00:02:36.760]  也都開始有一個很不同的時空
[00:02:36.760 --> 00:02:41.040]  他開始也都去到不同的周邊的地方
[00:02:41.040 --> 00:02:42.800]  特別我們今天所看到的
[00:02:42.800 --> 00:02:44.120]  沿海的地方
[00:02:44.120 --> 00:02:46.200]  在巴勒斯坦的一些城市
[00:02:46.200 --> 00:02:50.560]  譬如約柏或者呂大這些地方裏面
[00:02:50.560 --> 00:02:56.360]  去將主的道傳給一些當時在沿海地區
[00:02:56.360 --> 00:03:00.800]  是外邦人或者是從外地而回來的猶太人
[00:03:00.800 --> 00:03:02.320]  他們的群體當中
[00:03:02.320 --> 00:03:04.240]  在今天我們看的這段經文
[00:03:04.240 --> 00:03:06.920]  就介紹了一個這樣的群體
[00:03:06.920 --> 00:03:09.320]  而彼得也都被邀請進去
[00:03:09.320 --> 00:03:10.720]  我們先回到聖經裏面
[00:03:10.720 --> 00:03:11.840]  我們去看一下
[00:03:11.840 --> 00:03:14.240]  在第十章的第一節裏面
[00:03:14.240 --> 00:03:15.440]  就告訴我們知道
[00:03:15.440 --> 00:03:17.440]  原來有一個人
[00:03:17.440 --> 00:03:19.840]  他在愛沙尼亞
[00:03:19.840 --> 00:03:21.680]  愛沙尼亞是一個什麼地方呢?
[00:03:21.680 --> 00:03:24.800]  是距離約柏港以北
[00:03:24.800 --> 00:03:28.120]  大約是56公里的一個大城市
[00:03:28.120 --> 00:03:30.520]  這個城市特別的地方是什麼呢?
[00:03:30.520 --> 00:03:34.560]  因為這個城市是當時的政治、經濟
[00:03:34.560 --> 00:03:37.160]  以及軍事的重地
[00:03:37.160 --> 00:03:40.520]  因此有不同的羅馬的政府官員
[00:03:40.520 --> 00:03:42.680]  甚至我們所知道的希律
[00:03:42.680 --> 00:03:47.000]  都是在愛沙尼亞有她的行政機關的運作
[00:03:47.000 --> 00:03:48.760]  有一個人物在這個地方
[00:03:48.760 --> 00:03:50.840]  這麼重要的地方裏面
[00:03:50.840 --> 00:03:53.160]  他的名字叫做哥利劉
[00:03:53.160 --> 00:03:56.080]  在聖經裏面記載第一節告訴我們知道
[00:03:56.080 --> 00:03:59.480]  他是一個意大利人的白夫長
[00:03:59.480 --> 00:04:02.040]  意大利人很明顯的告訴我們知道
[00:04:02.040 --> 00:04:06.000]  原來這個哥利劉他本身不是一個猶太人
[00:04:06.000 --> 00:04:07.760]  他是一個從外地
[00:04:07.760 --> 00:04:11.280]  甚至我們知道他是一個意大利裔的一個
[00:04:11.280 --> 00:04:13.280]  或者意大利籍的一個人
[00:04:13.280 --> 00:04:16.360]  他來到帶著羅馬的軍隊
[00:04:16.360 --> 00:04:18.480]  作為軍隊的首領
[00:04:18.480 --> 00:04:19.600]  是一個白夫長
[00:04:19.600 --> 00:04:21.200]  白夫長基本上是什麼呢?
[00:04:21.200 --> 00:04:25.800]  大約是管理600個的軍隊頭長
[00:04:25.800 --> 00:04:28.760]  換句話來說 他是一個從外地
