
[00:00:00.000 --> 00:00:02.000]  (字幕組: 請勿模仿)
[00:00:02.000 --> 00:00:06.000]  各位網友,早安!聖誕快樂!
[00:00:06.000 --> 00:00:13.000]  有人問:外國的聖誕節開心點,還是這裡的聖誕節開心點呢?
[00:00:13.000 --> 00:00:19.000]  坦白說,去年我在加拿大過聖誕,Calgary
[00:00:19.000 --> 00:00:26.000]  那天起床嚇了我一跳,因為那天整個城市好像死城一樣
[00:00:27.000 --> 00:00:33.000]  路上沒有車,不知道發生什麼事,還有些店鋪關門,教會沒有崇拜
[00:00:33.000 --> 00:00:39.000]  那天就好像去了另一個星球一樣,什麼都沒有
[00:00:39.000 --> 00:00:47.000]  因為在香港過聖誕很熱鬧,很感恩,很感恩
[00:00:47.000 --> 00:00:51.000]  今天也很熱鬧,我們又崇拜又什麼的
[00:00:52.000 --> 00:00:57.000]  因此過聖誕回來這裡跟大家一起很開心
[00:00:57.000 --> 00:01:03.000]  我們今天看這段經文就是路加福音第二章
[00:01:03.000 --> 00:01:10.000]  因為我的經文是舊的版本,所以你看回聖經那裡
[00:01:10.000 --> 00:01:15.000]  我今天會和大家看看經文路加福音第二章
[00:01:15.000 --> 00:01:19.000]  我先和你看一次,這段經文很熟悉
[00:01:20.000 --> 00:01:26.000]  是講到耶穌降世,如果有聖經就打開聖經
[00:01:26.000 --> 00:01:36.000]  我的經文是和學本,我還沒有新的本
[00:01:36.000 --> 00:01:42.000]  你有聖經可以拿著看看聖經,聽我說都可以
[00:01:43.000 --> 00:01:48.000]  在那些日子,我會和你看一次,你看聖經
[00:01:48.000 --> 00:01:55.000]  在那些日子,凱撒奧古斯督降世,凱撒就是羅馬的皇帝
[00:01:55.000 --> 00:02:01.000]  他要有一個人口普查,所以叫全國人民登記戶籍
[00:02:01.000 --> 00:02:06.000]  我們試過了,登記,和我們不同,我們現在有人上門幫你登記
[00:02:06.000 --> 00:02:10.000]  當時你要回到自己的鄉下登記
[00:02:11.000 --> 00:02:18.000]  第二節,他第一次登記戶籍是在居里紐作敘利亞總督的時候
[00:02:18.000 --> 00:02:25.000]  居里紐就是羅馬派去管理敘利亞,管理耶路撒冷猶太人的地方總督
