
[00:00:00.000 --> 00:00:05.000]  因怨情仇論舊約
[00:00:05.000 --> 00:00:08.000]  李思敬博士主講第一講
[00:00:08.000 --> 00:00:10.000]  舊約中的經史指責
[00:00:10.000 --> 00:00:12.000]  正典語題指
[00:00:12.000 --> 00:00:14.000]  我有一位朋友
[00:00:14.000 --> 00:00:17.000]  大學時期的好朋友
[00:00:17.000 --> 00:00:20.000]  最近有機會在一個課程裏面
[00:00:20.000 --> 00:00:21.000]  大家碰面
[00:00:21.000 --> 00:00:23.000]  他和我分享
[00:00:23.000 --> 00:00:26.000]  他讀舊約聖經的一些體會
[00:00:26.000 --> 00:00:28.000]  我覺得很有意思
[00:00:28.000 --> 00:00:30.000]  所以我徵求他同意
[00:00:30.000 --> 00:00:33.000]  我說以後如果我教舊約聖經的課程
[00:00:33.000 --> 00:00:35.000]  可不可以借你的
[00:00:35.000 --> 00:00:37.000]  很個人的體會
[00:00:37.000 --> 00:00:39.000]  作爲一個開場白呢
[00:00:39.000 --> 00:00:42.000]  他很慷慨答應了我
[00:00:42.000 --> 00:00:46.000]  他說讀舊約聖經不同的部分
[00:00:46.000 --> 00:00:48.000]  是有不同的味道的
[00:00:48.000 --> 00:00:50.000]  讀摩西五經
[00:00:50.000 --> 00:00:53.000]  好像喫橙一樣
[00:00:53.000 --> 00:00:56.000]  一塊一塊撕出來喫
[00:00:56.000 --> 00:00:58.000]  很有味道
[00:00:58.000 --> 00:01:00.000]  不喫得快的
[00:01:00.000 --> 00:01:03.000]  整個塞進口裏就啃了
[00:01:03.000 --> 00:01:04.000]  要撕開它
[00:01:04.000 --> 00:01:05.000]  很有耐性
[00:01:05.000 --> 00:01:08.000]  逐飯逐飯地喫
[00:01:08.000 --> 00:01:12.000]  看到歷史書
[00:01:12.000 --> 00:01:16.000]  他說好像喫牛扒
[00:01:16.000 --> 00:01:19.000]  有血有肉的
[00:01:19.000 --> 00:01:22.000]  裏面所記載的事情很真實
[00:01:22.000 --> 00:01:24.000]  讀的時候
[00:01:24.000 --> 00:01:27.000]  很能夠讓你感受到
[00:01:27.000 --> 00:01:29.000]  生命裏面的掙扎
[00:01:29.000 --> 00:01:33.000]  有血有肉的歷史書
[00:01:33.000 --> 00:01:35.000]  詩歌智慧書
[00:01:35.000 --> 00:01:38.000]  他說好像搭橄欖
[00:01:38.000 --> 00:01:41.000]  有苦有甘
[00:01:41.000 --> 00:01:44.000]  搭下去滋味無窮
[00:01:44.000 --> 00:01:46.000]  那些不是用來吞藥丸那樣吞的
[00:01:46.000 --> 00:01:50.000]  要慢慢去咀嚼
[00:01:50.000 --> 00:01:54.000]  最困難是仙之書
[00:01:54.000 --> 00:01:55.000]  我這位朋友
[00:01:55.000 --> 00:01:57.000]  他說讀仙之書
[00:01:57.000 --> 00:02:02.000]  好像喫煲湯之後的骨頭
[00:02:02.000 --> 00:02:04.000]  不知道哪裏咬下去
[00:02:04.000 --> 00:02:05.000]  好像沒什麼味道
[00:02:05.000 --> 00:02:07.000]  扔掉它又可惜
[00:02:07.000 --> 00:02:10.000]  我不知道對你來說
[00:02:10.000 --> 00:02:14.000]  讀舊約聖經的滋味如何
[00:02:14.000 --> 00:02:16.000]  可能好像我們說
[00:02:16.000 --> 00:02:22.000]  開頭立志從創世紀一章一節開始
[00:02:22.000 --> 00:02:26.000]  通常都是新曆年一月一號
[00:02:26.000 --> 00:02:28.000]  不用到舊曆年
[00:02:28.000 --> 00:02:31.000]  就已經在曠野迷失了
[00:02:31.000 --> 00:02:34.000]  一直都去不到嘉南
[00:02:34.000 --> 00:02:37.000]  很多時候我們很發憤
[00:02:37.000 --> 00:02:39.000]  想讀好舊約聖經
[00:02:39.000 --> 00:02:43.000]  但是苦無良策
[00:02:43.000 --> 00:02:46.000]  不知道如何入手
[00:02:46.000 --> 00:02:49.000]  剩下的就是一些很零碎
[00:02:49.000 --> 00:02:53.000]  很片段的印象
[00:02:53.000 --> 00:02:56.000]  如果用電影的術語來說
[00:02:56.000 --> 00:02:57.000]  蒙太奇
[00:02:57.000 --> 00:03:02.000]  這個特別的詞彙需要解釋一下
[00:03:02.000 --> 00:03:05.000]  蒙太奇是翻譯一個法文字眼
[00:03:05.000 --> 00:03:15.000]  剪影一些未必有很強的零碎單獨的印象
[00:03:15.000 --> 00:03:17.000]  講起以蔡阿書
[00:03:17.000 --> 00:03:20.000]  我們記得必有同類懷孕生子
[00:03:20.000 --> 00:03:24.000]  跟着就貪慕皆營美容
[00:03:24.000 --> 00:03:28.000]  一個原來在前面第六章
[00:03:28.000 --> 00:03:30.000]  另外一個就去到53章
[00:03:30.000 --> 00:03:32.000]  中間40多章說什麼呢
[00:03:32.000 --> 00:03:34.000]  不知道啊
[00:03:34.000 --> 00:03:36.000]  蔡阿書66章
[00:03:36.000 --> 00:03:38.000]  只是背了兩節
[00:03:38.000 --> 00:03:40.000]  聖誕節受苦節的經文
[00:03:40.000 --> 00:03:44.000]  就叫做讀過舊約的先知書了嗎
[00:03:44.000 --> 00:03:47.000]  在這個課程當中
[00:03:47.000 --> 00:03:51.000]  我們希望能夠提供給大家
[00:03:51.000 --> 00:03:56.000]  一個讀舊約聖經的入手
[00:03:56.000 --> 00:03:59.000]  一個入手一個入門
[00:03:59.000 --> 00:04:04.000]  我們不可能在十次的課程裏
[00:04:04.000 --> 00:04:06.000]  幫你讀舊約聖經
[00:04:06.000 --> 00:04:08.000]  這個不可能的
[00:04:08.000 --> 00:04:11.000]  但是我們能夠做到的
[00:04:11.000 --> 00:04:14.000]  就好像給你一幅地圖
[00:04:14.000 --> 00:04:17.000]  又或者用另外一個說法
[00:04:17.000 --> 00:04:21.000]  就好像我最近農曆年去過新加坡
[00:04:21.000 --> 00:04:25.000]  就深思詩參加了一個半日遊
[00:04:25.000 --> 00:04:28.000]  於是坐在旅遊巴士上
[00:04:28.000 --> 00:04:30.000]  任人帶你去哪裏
[00:04:30.000 --> 00:04:32.000]  去到每個地方停十分鐘
[00:04:32.000 --> 00:04:35.000]  那些叫做拍照留念的停留
[00:04:35.000 --> 00:04:37.000]  photographic stops
[00:04:37.000 --> 00:04:39.000]  你停下來看一看
