
[00:00:00.000 --> 00:00:06.000]  好 先恭祝大家新年快樂
[00:00:06.000 --> 00:00:09.000]  我們中國人很有福氣
[00:00:09.000 --> 00:00:11.000]  我們過了兩個年
[00:00:11.000 --> 00:00:14.000]  如果第一個年你覺得不是很好
[00:00:14.000 --> 00:00:16.000]  現在可以重新再來
[00:00:16.000 --> 00:00:19.000]  我們才過新年有九年
[00:00:19.000 --> 00:00:21.000]  現在又過新年
[00:00:21.000 --> 00:00:27.000]  我覺得在2023年我們都不知道前面是怎樣
[00:00:27.000 --> 00:00:36.000]  我的女兒在Amsterdam最近一直祝福我要打針
[00:00:36.000 --> 00:00:39.000]  她說有新的毒株
[00:00:39.000 --> 00:00:42.000]  爸爸你已經過了70歲了
[00:00:42.000 --> 00:00:44.000]  你要好好打針
[00:00:44.000 --> 00:00:47.000]  所以我們都不知道前面的道路是怎樣
[00:00:47.000 --> 00:00:52.000]  但是我們需要面對這個無定的將來
[00:00:52.000 --> 00:00:54.000]  我們帶著使命向前走
[00:00:54.000 --> 00:00:58.000]  所以今天在農曆新年我要和大家一起看看
[00:00:58.000 --> 00:01:01.000]  我們的使命到底是什麼
[00:01:01.000 --> 00:01:07.000]  我們要面對十字架未知的困難
[00:01:07.000 --> 00:01:11.000]  我們要怎樣用我們的使命來回應
[00:01:11.000 --> 00:01:17.000]  在1998年有一個作者Paul Stokes寫了一本書
[00:01:17.000 --> 00:01:20.000]  這本書叫《逆境雙數》
[00:01:20.000 --> 00:01:23.000]  將難了變為機會
[00:01:23.000 --> 00:01:26.000]  這個就是adversity quotient
[00:01:26.000 --> 00:01:32.000]  所以這個詞AQ這個詞從那個時候開始就非常普遍
[00:01:32.000 --> 00:01:34.000]  AQ是什麼呢?
[00:01:34.000 --> 00:01:36.000]  AQ我們叫逆相
[00:01:36.000 --> 00:01:40.000]  我們知道有智相、情相、逆相
[00:01:40.000 --> 00:01:45.000]  當然我們基督徒有靈相、靈性的雙數
[00:01:45.000 --> 00:01:47.000]  逆相到底是什麼呢?
[00:01:47.000 --> 00:01:52.000]  逆相就是抗壓的能力到底有多少
[00:01:52.000 --> 00:01:54.000]  我們簡單來說
[00:01:54.000 --> 00:01:58.000]  有些人遇到困難他不怕
[00:01:58.000 --> 00:02:01.000]  有些人不知為何他不怕困難
[00:02:01.000 --> 00:02:05.000]  他看到困難就更激勵自己勇往直前
[00:02:05.000 --> 00:02:13.000]  而在這個困難當中更加凸顯他們心裏的力量
[00:02:13.000 --> 00:02:15.000]  有沒有這種人?大家見過吧
[00:02:15.000 --> 00:02:16.000]  有
[00:02:16.000 --> 00:02:20.000]  有另外一種人就是我們香港人所說的
[00:02:20.000 --> 00:02:23.000]  患了王子病、公主病那種
[00:02:23.000 --> 00:02:28.000]  他平常小的時候就被人包圍住
[00:02:28.000 --> 00:02:31.000]  不讓他遇到什麼困難
[00:02:31.000 --> 00:02:33.000]  什麼都不用做
[00:02:33.000 --> 00:02:34.000]  飯來張口
[00:02:34.000 --> 00:02:37.000]  穿衣服就伸手就搞定
[00:02:37.000 --> 00:02:41.000]  這些人當他面對社會的壓力
[00:02:41.000 --> 00:02:43.000]  工作的壓力的時候
[00:02:43.000 --> 00:02:45.000]  可能是一點點的挫折
[00:02:45.000 --> 00:02:48.000]  他就覺得好像天掉下來一樣
[00:02:48.000 --> 00:02:50.000]  你有沒有見過這種人呢?
[00:02:50.000 --> 00:02:52.000]  我希望不在我們中間
[00:02:52.000 --> 00:02:54.000]  在外面的
[00:02:54.000 --> 00:02:59.000]  這種人的抗壓能力非常低
[00:02:59.000 --> 00:03:03.000]  Paul Stokes將人分為三種
[00:03:03.000 --> 00:03:06.000]  第一種就是爬山者
[00:03:06.000 --> 00:03:10.000]  這種人的逆境雙數很高
[00:03:10.000 --> 00:03:12.000]  他見到山就要爬
[00:03:12.000 --> 00:03:15.000]  他不怕到底有多高
[00:03:15.000 --> 00:03:17.000]  他不怕在路程上有多困難
[00:03:17.000 --> 00:03:19.000]  他就要爬
[00:03:19.000 --> 00:03:22.000]  這種是那種Bell Curve裏面
[00:03:22.000 --> 00:03:25.000]  10%的那邊
[00:03:25.000 --> 00:03:26.000]  這邊有10%
[00:03:26.000 --> 00:03:29.000]  中間有80%
[00:03:29.000 --> 00:03:34.000]  第二種就是80%在中間的人
[00:03:34.000 --> 00:03:36.000]  這種人叫做扎營者
[00:03:36.000 --> 00:03:38.000]  扎營者是什麼呢?
[00:03:38.000 --> 00:03:41.000]  他謀求一種安定的生活
[00:03:41.000 --> 00:03:43.000]  如非必要
[00:03:43.000 --> 00:03:45.000]  他不會去營建一些
[00:03:45.000 --> 00:03:48.000]  沒有需要去營建的挑戰
[00:03:48.000 --> 00:03:51.000]  我相信我們很多人都是這種人
[00:03:51.000 --> 00:03:53.000]  我們不是怕困難
[00:03:53.000 --> 00:03:56.000]  但是我們不會去拿苦來生
[00:03:56.000 --> 00:03:58.000]  我們希望能夠穩穩定定
[00:03:58.000 --> 00:04:00.000]  平順地過我們的一生
[00:04:00.000 --> 00:04:03.000]  這種就是扎營者
[00:04:03.000 --> 00:04:08.000]  第三種就是另外那邊的那10%
[00:04:08.000 --> 00:04:10.000]  就是逃避者
[00:04:10.000 --> 00:04:15.000]  這種人可能抗壓能力很低
[00:04:15.000 --> 00:04:18.000]  他未曾接受過挑戰
[00:04:18.000 --> 00:04:21.000]  他從小開始也未曾承擔過什麼責任
[00:04:21.000 --> 00:04:23.000]  又或者因為他懶惰成性
[00:04:23.000 --> 00:04:27.000]  他不想去面對人生基本的責任
[00:04:27.000 --> 00:04:33.000]  所以這種人不單不爬山
[00:04:33.000 --> 00:04:35.000]  他更加不扎營
[00:04:35.000 --> 00:04:37.000]  他要離開、逃避
[00:04:37.000 --> 00:04:41.000]  他要過自己躲藏的生活
[00:04:41.000 --> 00:04:47.000]  說到逆商,普通來說有四個字
[00:04:47.000 --> 00:04:50.000]  CORE
[00:04:50.000 --> 00:04:52.000]  一個逆商高的人
[00:04:52.000 --> 00:04:58.000]  第一,他有control
[00:04:58.000 --> 00:05:00.000]  即是他能夠掌握
[00:05:00.000 --> 00:05:02.000]  他掌握到這件事
[00:05:02.000 --> 00:05:06.000]  他也甘願去把持和掌握
[00:05:06.000 --> 00:05:08.000]  這是第一
[00:05:08.000 --> 00:05:12.000]  第二,就是openness
[00:05:12.000 --> 00:05:17.000]  就是他願意闖開自己來接受
[00:05:17.000 --> 00:05:20.000]  而不是封閉的一個人
[00:05:20.000 --> 00:05:27.000]  第三,就是REACH
[00:05:27.000 --> 00:05:31.000]  他能夠伸展到很廣泛的地方
[00:05:31.000 --> 00:05:33.000]  最後,就是ENDURANCE
[00:05:33.000 --> 00:05:36.000]  就是他有那種的行人
[00:05:36.000 --> 00:05:40.000]  CORE
[00:05:40.000 --> 00:05:43.000]  我不知道大家如果檢視一下
[00:05:43.000 --> 00:05:45.000]  我們自己的逆商有多高
[00:05:45.000 --> 00:05:51.000]  使命會帶來我們的行人
[00:05:51.000 --> 00:05:53.000]  當一個有使命感的人
[00:05:53.000 --> 00:05:56.000]  他的逆商也相對會提高
[00:05:56.000 --> 00:05:58.000]  所以今天我要和大家說的
[00:05:58.000 --> 00:06:02.000]  到底耶穌基督的逆商高不高呢?
[00:06:02.000 --> 00:06:04.000]  高不高?
[00:06:04.000 --> 00:06:06.000]  耶穌的逆商高不高?
[00:06:06.000 --> 00:06:07.000]  高!
[00:06:07.000 --> 00:06:09.000]  能夠面對十字架
[00:06:09.000 --> 00:06:11.000]  能夠冷靜去面對
[00:06:11.000 --> 00:06:14.000]  而不在那裡呼天搶地
[00:06:14.000 --> 00:06:17.000]  在那裡大聲喊叫伸淫
[00:06:17.000 --> 00:06:20.000]  不是那種逆商一定高
[00:06:20.000 --> 00:06:22.000]  所以今天我要和大家來看
[00:06:22.000 --> 00:06:24.000]  耶穌是爬山者
[00:06:24.000 --> 00:06:26.000]  耶穌是接受挑戰者
[00:06:26.000 --> 00:06:32.000]  其實耶穌的所有的挑戰都高
[00:06:32.000 --> 00:06:34.000]  但我們今天要注意的是
[00:06:34.000 --> 00:06:40.000]  耶穌基督的使命感和逆商
[00:06:40.000 --> 00:06:42.000]  面對十字架的時候
[00:06:42.000 --> 00:06:45.000]  到底他如何反應?
[00:06:45.000 --> 00:06:48.000]  耶穌基督在十字架上說了七句話
[00:06:48.000 --> 00:06:51.000]  頭三句就是開始
[00:06:51.000 --> 00:06:53.000]  「父啊,赦免他們」
[00:06:53.000 --> 00:06:56.000]  對那個強盜說:今天和我在樂園裡
[00:06:56.000 --> 00:07:00.000]  然後對著他媽媽和約翰說:母親看你的兒子
[00:07:00.000 --> 00:07:03.000]  然後到中間的時候
[00:07:03.000 --> 00:07:05.000]  就是最高潮的時候
[00:07:05.000 --> 00:07:08.000]  就是耶穌基督承擔世人的罪孽
[00:07:08.000 --> 00:07:12.000]  以至他喊叫:我的神,我的神
[00:07:12.000 --> 00:07:14.000]  為什麼離棄我?
[00:07:14.000 --> 00:07:15.000]  神在那一刻
[00:07:15.000 --> 00:07:18.000]  因為耶穌基督擔負世人所有的罪
[00:07:18.000 --> 00:07:20.000]  所以神在那一刻
[00:07:20.000 --> 00:07:23.000]  掩面不看他所愛的兒子
[00:07:23.000 --> 00:07:25.000]  然後有三句就是
[00:07:25.000 --> 00:07:27.000]  「我喝了,然後乘了」
[00:07:27.000 --> 00:07:33.000]  然後「父啊,我將我的靈魂交在你手裡」
[00:07:33.000 --> 00:07:36.000]  這三句話就記載在
[00:07:36.000 --> 00:07:39.000]  剛才我們讀的那段經文
[00:07:39.000 --> 00:07:44.000]  就是約翰福音第十九章第二十八到三十節
[00:07:44.000 --> 00:07:50.000]  第一兩句是約翰引用耶穌的原話
[00:07:50.000 --> 00:07:52.000]  然後第三句就是
[00:07:52.000 --> 00:07:57.000]  他將耶穌那句話歸納
[00:07:57.000 --> 00:08:02.000]  不是原話,而是將他的意思歸納出來
[00:08:02.000 --> 00:08:04.000]  從這三句話裡我們要看看
[00:08:04.000 --> 00:08:06.000]  耶穌如何面對十家
[00:08:06.000 --> 00:08:08.000]  在他最後說的那幾句話裡
[00:08:08.000 --> 00:08:13.000]  來彰顯他是一個有使命的人生
[00:08:13.000 --> 00:08:16.000]  第一句「我喝了」
[00:08:16.000 --> 00:08:18.000]  第二句「乘了」
[00:08:18.000 --> 00:08:24.000]  第三「便低下頭將靈魂交付給神」
[00:08:24.000 --> 00:08:27.000]  我們看看第一句「我喝了」
[00:08:27.000 --> 00:08:35.000]  耶穌在十字架上經歷的苦痛是非常之厲害
[00:08:35.000 --> 00:08:38.000]  而在那時候是烈日當空
[00:08:38.000 --> 00:08:42.000]  耶穌基督說「我的神,我的神,你為什麼離棄我?」
[00:08:42.000 --> 00:08:45.000]  應該是在正午的時候
[00:08:45.000 --> 00:08:48.000]  耶穌不斷流血
[00:08:48.000 --> 00:08:51.000]  然後我相信他是脫水
[00:08:51.000 --> 00:08:53.000]  他是疲累
[00:08:53.000 --> 00:08:57.000]  他整個人虛脫到一個非常之嚴重的地步
[00:08:57.000 --> 00:09:01.000]  所以口渴是不是很自然的一件事?
[00:09:01.000 --> 00:09:03.000]  當一個人脫水的時候
[00:09:03.000 --> 00:09:07.000]  他相信需要補充一些水分進去
[00:09:07.000 --> 00:09:10.000]  所以耶穌應該是渴的
[00:09:10.000 --> 00:09:12.000]  應該是口渴的
[00:09:12.000 --> 00:09:17.000]  這個口渴其實和耶穌基督道成肉身來到這個世界
[00:09:17.000 --> 00:09:20.000]  他的人性的真實是非常之相配合
[00:09:20.000 --> 00:09:23.000]  但是奇怪的一件事就是
[00:09:23.000 --> 00:09:26.000]  在他說「我喝了」之前
[00:09:26.000 --> 00:09:32.000]  丁丁曾經拿著苦膽調和的酒來給耶穌喝
[00:09:32.000 --> 00:09:34.000]  他試了一下他不要
[00:09:34.000 --> 00:09:36.000]  為什麼呢?
[00:09:36.000 --> 00:09:39.000]  其實如果根據耶穌基督的人性的真實
[00:09:39.000 --> 00:09:45.000]  他是需要喝一些飲料來補充身體的水分
[00:09:45.000 --> 00:09:47.000]  為什麼他不要呢?
[00:09:47.000 --> 00:09:49.000]  大家注意
[00:09:49.000 --> 00:09:53.000]  這些丁丁是拿苦膽調和的酒來給耶穌
[00:09:53.000 --> 00:09:56.000]  我相信在那一刻
[00:09:56.000 --> 00:10:02.000]  這些丁丁都知道釘十字架的人是非常之痛苦
[00:10:02.000 --> 00:10:03.000]  而非常之痛苦
[00:10:03.000 --> 00:10:05.000]  這個苦膽調和
[00:10:05.000 --> 00:10:09.000]  以前可能沒有麻醉劑、麻醉藥
[00:10:09.000 --> 00:10:13.000]  苦膽調和的酒可以麻醉一下
[00:10:13.000 --> 00:10:16.000]  讓他不會感到那麼痛苦
[00:10:16.000 --> 00:10:18.000]  不是不痛
[00:10:18.000 --> 00:10:21.000]  但是他不感覺到痛苦
[00:10:21.000 --> 00:10:23.000]  但是這個苦膽調和的酒
[00:10:23.000 --> 00:10:27.000]  也讓人的神智可能不是很清楚
[00:10:27.000 --> 00:10:30.000]  為什麼耶穌基督不喝呢?
[00:10:30.000 --> 00:10:33.000]  為什麼他不要接受這個苦膽調和的酒呢?
[00:10:33.000 --> 00:10:34.000]  為什麼呢?
[00:10:34.000 --> 00:10:41.000]  因為耶穌要清醒地面對人生最後的一刻
[00:10:41.000 --> 00:10:45.000]  雖然痛,但是人清醒
[00:10:45.000 --> 00:10:48.000]  如果你喝了那些酒
[00:10:48.000 --> 00:10:50.000]  萬一自己到一個地步
[00:10:50.000 --> 00:10:53.000]  自己溫溫鈍鈍、糊裡糊塗
[00:10:53.000 --> 00:10:55.000]  說錯話都不一定
[00:10:55.000 --> 00:10:57.000]  所以耶穌不喝
[00:10:57.000 --> 00:10:59.000]  為什麼耶穌不喝呢?
[00:10:59.000 --> 00:11:02.000]  因為耶穌不想自己溫溫鈍鈍地
[00:11:02.000 --> 00:11:06.000]  去過最後人生的一段時間
[00:11:06.000 --> 00:11:09.000]  馬可福音提到
[00:11:09.000 --> 00:11:13.000]  這些人是拿沒藥調和的酒給耶穌喝
[00:11:13.000 --> 00:11:16.000]  到底是苦膽調和還是沒藥調和呢?
[00:11:16.000 --> 00:11:18.000]  我這裡順便解釋一下
[00:11:18.000 --> 00:11:24.000]  苦膽是一個比較涵蓋性的名稱
[00:11:24.000 --> 00:11:27.000]  而沒藥是一個比較針對性的名稱
[00:11:27.000 --> 00:11:33.000]  馬太比較集中注意力
[00:11:33.000 --> 00:11:36.000]  注意到耶穌基督應驗舊約
[00:11:36.000 --> 00:11:42.000]  舊約的寓言是用苦膽這個字
[00:11:42.000 --> 00:11:45.000]  所以馬太用苦膽
[00:11:45.000 --> 00:11:49.000]  但實際上這些人是拿沒藥調和的酒
[00:11:49.000 --> 00:11:52.000]  所以馬可不是太注意
[00:11:52.000 --> 00:11:55.000]  舊約的寓言應驗在耶穌基督身上
[00:11:55.000 --> 00:12:02.000]  所以馬可就說實際他們所用的是什麼
[00:12:02.000 --> 00:12:06.000]  為什麼耶穌先前不喝
[00:12:06.000 --> 00:12:10.000]  現在又說我喝了呢?
[00:12:10.000 --> 00:12:15.000]  為什麼耶穌先前不喝
[00:12:15.000 --> 00:12:18.000]  現在又說我喝了呢?
[00:12:18.000 --> 00:12:23.000]  大家注意剛才我們讀的那段經文
[00:12:23.000 --> 00:12:29.000]  耶穌說他看到所有事情都差不多完結了
[00:12:29.000 --> 00:12:33.000]  所以為了使經上的話應驗
[00:12:33.000 --> 00:12:35.000]  所以他說什麼呢?
[00:12:35.000 --> 00:12:37.000]  我喝了
[00:12:37.000 --> 00:12:41.000]  耶穌是不是真的為了自己要解渴
[00:12:41.000 --> 00:12:43.000]  而他說我喝了呢?
[00:12:43.000 --> 00:12:45.000]  不是
[00:12:45.000 --> 00:12:48.000]  耶穌在十字架上到最後一刻的時候
[00:12:48.000 --> 00:12:51.000]  他不是顧念自己的需要
[00:12:51.000 --> 00:12:58.000]  他是顧念到底聖經對他所說的一些應驗的寓言
[00:12:58.000 --> 00:13:01.000]  到底是如何在他身上成就
[00:13:01.000 --> 00:13:05.000]  所以耶穌這一次他喝
[00:13:05.000 --> 00:13:07.000]  他說我喝了
[00:13:07.000 --> 00:13:15.000]  那些兵兵就拿海茸蘸滿了醋
[00:13:15.000 --> 00:13:16.000]  然後給耶穌
[00:13:16.000 --> 00:13:18.000]  耶穌就嘗了
[00:13:18.000 --> 00:13:21.000]  他嘗了其實就是接受了
[00:13:21.000 --> 00:13:23.000]  為什麼呢?
[00:13:23.000 --> 00:13:27.000]  因為耶穌看到他要應驗舊約的聖經
[00:13:27.000 --> 00:13:29.000]  在詩篇69篇第21節說
[00:13:29.000 --> 00:13:32.000]  他們拿苦膽給我當食物
[00:13:32.000 --> 00:13:34.000]  然後我喝了
[00:13:34.000 --> 00:13:38.000]  他們拿醋給我來喝
[00:13:38.000 --> 00:13:43.000]  大家有沒有看到耶穌為什麼要喝呢?
[00:13:43.000 --> 00:13:45.000]  在十字架上
[00:13:45.000 --> 00:13:50.000]  我相信很多人都會顧念自己的需要
[00:13:50.000 --> 00:13:52.000]  很多人在十字架上
[00:13:52.000 --> 00:13:54.000]  如果能夠發聲
[00:13:54.000 --> 00:13:57.000]  都是那些身淫的聲音
[00:13:57.000 --> 00:13:59.000]  埋怨的聲音
[00:13:59.000 --> 00:14:03.000]  而很少像耶穌基督那麼清醒
[00:14:03.000 --> 00:14:06.000]  他知道自己的使命是什麼
[00:14:06.000 --> 00:14:08.000]  他的使命就是要來到這個世界
[00:14:08.000 --> 00:14:15.000]  要聖咒神在他身上託付彌賽亞的工作
[00:14:15.000 --> 00:14:18.000]  斯普森曾經說過一句話
[00:14:18.000 --> 00:14:23.000]  他說我們要讀聖經讀到有一種叫做Biblein
[00:14:23.000 --> 00:14:25.000]  Biblein怎麼翻譯呢?
[00:14:25.000 --> 00:14:29.000]  Biblein的翻譯就是聖經的血數
[00:14:29.000 --> 00:14:34.000]  他說讀聖經就好像聖經已經在你的血裡走
[00:14:34.000 --> 00:14:36.000]  你有聖經的血數
[00:14:36.000 --> 00:14:39.000]  我覺得這個形容非常特別
[00:14:39.000 --> 00:14:42.000]  什麼叫聖經的血數呢?
[00:14:42.000 --> 00:14:44.000]  就是說你遇到一件事
[00:14:44.000 --> 00:14:46.000]  遇到一個問題的時候
[00:14:46.000 --> 00:14:48.000]  你第一個反應是什麼呢?
[00:14:48.000 --> 00:14:50.000]  就是聖經
[00:14:50.000 --> 00:14:52.000]  第一個反應就是聖經
[00:14:52.000 --> 00:14:55.000]  耶穌他遇到十字架
[00:14:55.000 --> 00:14:59.000]  他第一個反應不是他自己到底想怎樣
[00:14:59.000 --> 00:15:05.000]  而是看聖經到底在他身上預言要應驗的是怎樣
[00:15:05.000 --> 00:15:11.000]  這個我覺得我們今天可以檢視一下我們自己
[00:15:11.000 --> 00:15:15.000]  到底當遇到困難、遇到問題
[00:15:15.000 --> 00:15:19.000]  遇到壓迫、遇到不如意的事情的時候
[00:15:19.000 --> 00:15:23.000]  你第一個反應是什麼呢?
[00:15:23.000 --> 00:15:28.000]  我不排除大家可以找人來傾談
[00:15:28.000 --> 00:15:31.000]  我不排除你可以開會
[00:15:31.000 --> 00:15:33.000]  如果教會遇到問題
[00:15:33.000 --> 00:15:35.000]  你可以開會來解決
[00:15:35.000 --> 00:15:37.000]  這些都可以的
[00:15:37.000 --> 00:15:44.000]  但是你有沒有將神的話語、神的心意、神的使命在我們身上
[00:15:44.000 --> 00:15:49.000]  到底那樣怎樣能夠托付在我身上
[00:15:49.000 --> 00:15:52.000]  然後面對這個困難的時候你要成全呢?
[00:15:52.000 --> 00:15:57.000]  這個其實在耶穌基督的身上我們可以看見
[00:15:57.000 --> 00:16:00.000]  當你遇到困難的時候
[00:16:00.000 --> 00:16:02.000]  你第一個反應是什麼呢?
[00:16:02.000 --> 00:16:04.000]  是不是神的話語?
[00:16:04.000 --> 00:16:10.000]  你說是,是,但是也要你裡面有神的話語才行
[00:16:10.000 --> 00:16:14.000]  你第一個反應如果是神的話語
[00:16:14.000 --> 00:16:16.000]  但是你裡面沒有留著聖經的血數
[00:16:16.000 --> 00:16:20.000]  那你神的話語是出不來的
[00:16:20.000 --> 00:16:22.000]  你如果那個時候才去找
[00:16:22.000 --> 00:16:24.000]  你都不知道去哪裡找
[00:16:24.000 --> 00:16:28.000]  所以耶穌對聖經是非常熟悉
[00:16:28.000 --> 00:16:33.000]  在十字架上根本沒有辦法去參考什麼
[00:16:33.000 --> 00:16:35.000]  也沒有人可以提點他
[00:16:35.000 --> 00:16:37.000]  但是他裡面就出來了
[00:16:37.000 --> 00:16:40.000]  說要使聖經應驗在他的身上
[00:16:40.000 --> 00:16:44.000]  他說:我學了
[00:16:44.000 --> 00:16:50.000]  讀經有六個動詞
[00:16:50.000 --> 00:16:52.000]  我希望大家記住
[00:16:52.000 --> 00:16:54.000]  第一個叫做「Dig in」
[00:16:54.000 --> 00:16:56.000]  即是深入去挖
[00:16:56.000 --> 00:17:00.000]  第二個是「Think through」
[00:17:00.000 --> 00:17:03.000]  即是默想,你想,然後就通了
[00:17:03.000 --> 00:17:05.000]  「Think through」
[00:17:05.000 --> 00:17:07.000]  第三個就是「Write down」
[00:17:07.000 --> 00:17:09.000]  為什麼要「Write down」呢?
[00:17:09.000 --> 00:17:12.000]  你說我現在讀了,在腦袋裡就好了
[00:17:12.000 --> 00:17:14.000]  不是的
[00:17:14.000 --> 00:17:19.000]  愛默生說:Writing makes precision
[00:17:19.000 --> 00:17:25.000]  寫東西是讓你的思想更加清晰、更加正確
[00:17:25.000 --> 00:17:27.000]  所以你要「Write down」
[00:17:27.000 --> 00:17:29.000]  你記錄,要寫下
[00:17:29.000 --> 00:17:31.000]  不只是在腦袋裡
[00:17:31.000 --> 00:17:36.000]  有時候在腦袋裡過一會兒就「Gone with the wind」
[00:17:36.000 --> 00:17:38.000]  就沒有了
[00:17:38.000 --> 00:17:42.000]  很多時候我們說:我記完,我死記,記住記住
[00:17:42.000 --> 00:17:44.000]  但是有時候就是沒有了
[00:17:44.000 --> 00:17:47.000]  第四個就是「Pray up」
[00:17:47.000 --> 00:17:50.000]  這個叫做「經土」或者「土獨」
[00:17:50.000 --> 00:17:53.000]  化經文為你的土文
[00:17:53.000 --> 00:17:55.000]  然後「Live out」
[00:17:55.000 --> 00:17:57.000]  最後是什麼呢?
[00:17:57.000 --> 00:17:59.000]  你說了,最後是什麼?
[00:17:59.000 --> 00:18:01.000]  「Pass on」
[00:18:01.000 --> 00:18:03.000]  要跟別人說
