
[00:00:00.000 --> 00:00:08.000]  今天跟大家一起思想的經文是馬太福音第九章
[00:00:08.000 --> 00:00:10.000]  從第一節到第八節
[00:00:10.000 --> 00:00:17.000]  今天跟大家一起思想的題目就是在主裡我們可看見主甚我的呢
[00:00:17.000 --> 00:00:19.000]  談到這條題目的時候
[00:00:19.000 --> 00:00:23.000]  我相信第一件事最惹我們的關注就是
[00:00:23.000 --> 00:00:26.000]  看 看見什麼
[00:00:26.000 --> 00:00:29.000]  其實當我們去讀馬太福音的時候
[00:00:29.000 --> 00:00:33.000]  我們會發覺從第八章開始
[00:00:33.000 --> 00:00:41.000]  耶穌進入到他的社群當中去傳講上帝的天國的信息的時候
[00:00:41.000 --> 00:00:46.000]  其實耶穌很多時候都很細心留意到很多東西
[00:00:46.000 --> 00:00:49.000]  聖經很多時候都用這個字眼看
[00:00:49.000 --> 00:00:53.000]  來描述耶穌有留意到一些事情
[00:00:53.000 --> 00:00:58.000]  所以看或者洞悉這個動詞
[00:00:58.000 --> 00:01:01.000]  其實是一個很重要的活動
[00:01:01.000 --> 00:01:07.000]  甚至可以說是我們每天的生命生活裡面不斷嘗試去做
[00:01:07.000 --> 00:01:11.000]  但問題就是我們怎樣去看
[00:01:11.000 --> 00:01:13.000]  和看到什麼
[00:01:13.000 --> 00:01:18.000]  所以當我在我自己的無論學習也好
[00:01:18.000 --> 00:01:23.000]  或者自己在人生裡面去處事也好
[00:01:23.000 --> 00:01:27.000]  每次當我去看到一些事情的時候
[00:01:27.000 --> 00:01:32.000]  我很多時候都不會先自己做一個定論的
[00:01:32.000 --> 00:01:38.000]  我嘗試去參詳不同人所留意到同一件事件
[00:01:38.000 --> 00:01:41.000]  裡面的特色和特點
[00:01:41.000 --> 00:01:44.000]  然後去藉著他們不同的角度
[00:01:44.000 --> 00:01:50.000]  去給我一個更加全面和更客觀的一種的體驗
[00:01:50.000 --> 00:01:56.000]  然後才作出一個比較準確的決定和處理的方法
[00:01:56.000 --> 00:01:59.000]  但很可惜的一件事就是
[00:01:59.000 --> 00:02:02.000]  自從人犯了罪之後
[00:02:02.000 --> 00:02:11.000]  人這種客觀性和全面去理解事情的特性就損失了
[00:02:11.000 --> 00:02:14.000]  當我們失落了這種特別的
[00:02:14.000 --> 00:02:18.000]  可以說是一種我們應有的悟性的時候
[00:02:18.000 --> 00:02:22.000]  無論你今天你自己有多少個學問也好
[00:02:22.000 --> 00:02:25.000]  或者甚至用今天的標準說法
[00:02:25.000 --> 00:02:27.000]  你有多少個學位
[00:02:27.000 --> 00:02:29.000]  你有多少個學識也好
[00:02:29.000 --> 00:02:36.000]  很容易人就會去執著於自己單方面單角度的觀點
[00:02:36.000 --> 00:02:40.000]  去定一些事情的對與錯
[00:02:40.000 --> 00:02:43.000]  或者怎樣去處理事情
[00:02:43.000 --> 00:02:48.000]  而失去了很多其他同一件事情我們遺留了的資料
[00:02:48.000 --> 00:02:53.000]  造成了很多我們在做人上的盲點
[00:02:53.000 --> 00:02:58.000]  而這些盲點就成為了我們去犯罪
[00:02:58.000 --> 00:03:02.000]  推動我們去做很多攻擊人的事情
[00:03:02.000 --> 00:03:08.000]  所以我們會留意到在這個時代裡面
[00:03:08.000 --> 00:03:12.000]  同一件事情很多人只是單角度去看一件事
[00:03:12.000 --> 00:03:16.000]  而不理會其他人或者事實上那件事發生的時候
[00:03:16.000 --> 00:03:20.000]  其實有很多因素去參與在裡面的時候
[00:03:20.000 --> 00:03:26.000]  就變成了這些盲點就推動了他去嘗試去否定其他人的看法
[00:03:26.000 --> 00:03:28.000]  認為只有自己的看法才是對的
[00:03:28.000 --> 00:03:30.000]  自己所留意觀察到的事情
[00:03:30.000 --> 00:03:34.000]  就是絕對的真理絕對的事情的事實
[00:03:34.000 --> 00:03:40.000]  而忘卻了其實這件事可能有很多的因素在當中是影響著
[00:03:40.000 --> 00:03:46.000]  這種人我們稱之為一種叫做凡事都作出反對的反對者
[00:03:46.000 --> 00:03:48.000]  英文叫做contrarian
[00:03:48.000 --> 00:03:49.000]  什麼都反對的
[00:03:49.000 --> 00:03:51.000]  人說什麼他都要反對的
[00:03:51.000 --> 00:03:53.000]  就算人說的事情是事實也好
[00:03:53.000 --> 00:03:54.000]  只要和自己的看法不同
[00:03:54.000 --> 00:03:57.000]  自己留意到的事情不同都要去反對的
[00:03:57.000 --> 00:04:00.000]  但最可怕的情況是什麼呢
[00:04:00.000 --> 00:04:07.000]  當這種反對人的觀念一直延續和衍生的時候
[00:04:07.000 --> 00:04:10.000]  人就會越來越開始覺得唯我獨尊
[00:04:10.000 --> 00:04:12.000]  只有我才對
[00:04:12.000 --> 00:04:16.000]  為什麼我今天說了這麼一番話呢
[00:04:16.000 --> 00:04:19.000]  來到今天這段經文
[00:04:19.000 --> 00:04:24.000]  我們會發現到原來耶穌看事情
[00:04:24.000 --> 00:04:28.000]  和一般有序的人看事情
[00:04:28.000 --> 00:04:30.000]  可能包括我們
[00:04:30.000 --> 00:04:32.000]  有很大程度上不同
[00:04:32.000 --> 00:04:35.000]  和耶穌看的事情
[00:04:35.000 --> 00:04:37.000]  有時我們甚至我們作為信徒
[00:04:37.000 --> 00:04:39.000]  說已經是耶穌的門徒
[00:04:39.000 --> 00:04:43.000]  都不會願意跟隨耶穌所看的事情
[00:04:43.000 --> 00:04:45.000]  而去作出一個決定
[00:04:45.000 --> 00:04:49.000]  而我們只是仍然執著於自己的觀念
[00:04:49.000 --> 00:04:53.000]  這種情況就左右了很多的信徒
[00:04:53.000 --> 00:04:54.000]  他的屬靈成長
[00:04:54.000 --> 00:04:56.000]  甚至可能反映出
[00:04:56.000 --> 00:04:59.000]  其實我們的信在主的裡面
[00:04:59.000 --> 00:05:02.000]  仍然是只不過表面很膚淺的階段
[00:05:02.000 --> 00:05:05.000]  所以我希望藉著今天這段經文
[00:05:05.000 --> 00:05:07.000]  和大家一起去思想
[00:05:07.000 --> 00:05:10.000]  讓我們再重新進入到主的裡面
[00:05:10.000 --> 00:05:13.000]  用上帝他的獨生兒子耶穌
[00:05:13.000 --> 00:05:16.000]  他那雙眼去看到的事情
[00:05:16.000 --> 00:05:18.000]  的這個屬靈智慧
[00:05:18.000 --> 00:05:22.000]  去學會如何預備我們在往後的日子
[00:05:22.000 --> 00:05:23.000]  甚至在永恆的當中
[00:05:23.000 --> 00:05:25.000]  與主一起交往
[00:05:25.000 --> 00:05:27.000]  我今天會透過這段聖經
[00:05:27.000 --> 00:05:30.000]  從三方面和大家一起去思想
[00:05:30.000 --> 00:05:34.000]  讓我們慢慢地去逐步逐步地去理解一下
[00:05:34.000 --> 00:05:37.000]  我們第一部分會去看的就是
[00:05:37.000 --> 00:05:40.000]  第九章的第一和第二節
[00:05:40.000 --> 00:05:43.000]  我們留意到原來耶穌第一樣東西
[00:05:43.000 --> 00:05:45.000]  看到人的東西
[00:05:45.000 --> 00:05:48.000]  原來就是看見那個人究竟有沒有信
[00:05:48.000 --> 00:05:51.000]  對上帝有沒有信
[00:05:51.000 --> 00:05:53.000]  這個是一個很重要的功課
[00:05:53.000 --> 00:05:55.000]  甚至我們作為基督徒
[00:05:55.000 --> 00:05:56.000]  我們不可以說
[00:05:56.000 --> 00:05:57.000]  我盲目地認為
[00:05:57.000 --> 00:05:59.000]  只要返教會的人
[00:05:59.000 --> 00:06:01.000]  或者那些人自稱為基督徒的人
[00:06:01.000 --> 00:06:05.000]  他們一定就是有信上帝的心
[00:06:05.000 --> 00:06:06.000]  我們有沒有能力
[00:06:06.000 --> 00:06:08.000]  有沒有這樣的智慧
[00:06:08.000 --> 00:06:12.000]  去能夠看到人是不是真的相信上帝呢
[00:06:12.000 --> 00:06:15.000]  耶穌第一樣東西就告訴我們這件事
[00:06:15.000 --> 00:06:18.000]  不如我們再次打開第九章第一和第二節
[00:06:18.000 --> 00:06:20.000]  我們先讀一次
[00:06:20.000 --> 00:06:23.000]  去看看耶穌如何看到人的信
[00:06:23.000 --> 00:06:24.000]  好不好
[00:06:24.000 --> 00:06:29.000]  我們打開《馬太福音》第九章第一和第二節
[00:06:29.000 --> 00:06:31.000]  找到之後我們一起讀
[00:06:31.000 --> 00:06:32.000]  我的眼睛不是很好
[00:06:32.000 --> 00:06:35.000]  所以找一個大字版本
[00:06:35.000 --> 00:06:38.000]  因為我現在老化得很厲害
[00:06:38.000 --> 00:06:42.000]  換眼鏡一年換一對都搞不定
[00:06:42.000 --> 00:06:45.000]  要放大一點字來看
[00:06:45.000 --> 00:06:46.000]  好,我們一起讀
[00:06:46.000 --> 00:06:48.000]  第一和第二節
[00:06:48.000 --> 00:06:49.000]  我們一起讀
[00:06:49.000 --> 00:06:55.000]  耶穌上了船渡過海來到自己的城裡
[00:06:55.000 --> 00:07:01.000]  有人用玉子抬著一個毯子到耶穌庚前來
[00:07:01.000 --> 00:07:04.000]  耶穌見他們的信心
[00:07:04.000 --> 00:07:06.000]  就對毯子說
[00:07:06.000 --> 00:07:08.000]  小子放心吧
[00:07:08.000 --> 00:07:11.000]  你的罪赦了
[00:07:11.000 --> 00:07:14.000]  這節經文很漂亮
[00:07:14.000 --> 00:07:15.000]  不過說回一點前文
[00:07:15.000 --> 00:07:17.000]  說些什麼呢
[00:07:17.000 --> 00:07:20.000]  第九章第一節一開始就說到
[00:07:20.000 --> 00:07:24.000]  耶穌上了船渡過海來到自己的城裡
[00:07:24.000 --> 00:07:28.000]  其實這個回到前文第八章的最後段落
[00:07:28.000 --> 00:07:32.000]  就是說到耶穌基督和眾多的門徒
[00:07:32.000 --> 00:07:35.000]  從加伯隆坐船
[00:07:35.000 --> 00:07:39.000]  由西北角落的加利利海
[00:07:39.000 --> 00:07:45.000]  搭船到東南角的加大拉這個地方
[00:07:45.000 --> 00:07:47.000]  為什麼要這樣做呢
[00:07:47.000 --> 00:07:49.000]  因為耶穌在八章第十一節裡
[00:07:49.000 --> 00:07:53.000]  其實已經告訴我們將來會怎麼樣
[00:07:53.000 --> 00:07:58.000]  從東到西都有很多人來到天國裡
[00:07:58.000 --> 00:08:02.000]  與阿伯拉罕以撒亞各一同坐直
[00:08:02.000 --> 00:08:07.000]  耶穌的侍奉打開了從西到東
[00:08:07.000 --> 00:08:10.000]  再從東走回到西的這條通路
[00:08:10.000 --> 00:08:11.000]  不過很可惜的
[00:08:11.000 --> 00:08:13.000]  我們在上文已經知道
[00:08:13.000 --> 00:08:16.000]  耶穌當去到加大拉船渡的時候
[00:08:16.000 --> 00:08:19.000]  沒錯 祂幫助了兩個在墳營裡走出來
[00:08:19.000 --> 00:08:22.000]  被很多鬼附著的兩個男人
[00:08:22.000 --> 00:08:25.000]  趕走了他們的邪靈
[00:08:25.000 --> 00:08:27.000]  去到一大群豬裡面
[00:08:27.000 --> 00:08:32.000]  但卻是被加大拉的人眾民趕走
[00:08:32.000 --> 00:08:34.000]  上一課我們用了一個題目叫做
[00:08:34.000 --> 00:08:36.000]  撻翹的信仰
[00:08:36.000 --> 00:08:38.000]  就是這幫在加大拉的人
[00:08:38.000 --> 00:08:39.000]  其實很有福氣
[00:08:39.000 --> 00:08:41.000]  耶穌能夠來到他們當中
[00:08:41.000 --> 00:08:43.000]  將這個拯救的信息
[00:08:43.000 --> 00:08:46.000]  帶到他們門口的面前
[00:08:46.000 --> 00:08:49.000]  但是他們卻要將耶穌全部趕走
[00:08:49.000 --> 00:08:51.000]  所以第九章第一節就說到
[00:08:51.000 --> 00:08:55.000]  耶穌在加大拉的人拒絕之下
[00:08:55.000 --> 00:08:57.000]  又再次坐回原船
[00:08:57.000 --> 00:09:02.000]  走回加伯隆的起始點
[00:09:02.000 --> 00:09:06.000]  希望不是像現在那些人坐飛機那樣
[00:09:06.000 --> 00:09:08.000]  坐飛機可能去到某個城市
[00:09:08.000 --> 00:09:10.000]  然後被那個城市的人說
[00:09:10.000 --> 00:09:12.000]  有幾個人患了斯典型肺炎
[00:09:12.000 --> 00:09:14.000]  全部把你趕走了
[00:09:14.000 --> 00:09:16.000]  不是這樣的
[00:09:16.000 --> 00:09:18.000]  耶穌又被迫回到加伯隆
[00:09:18.000 --> 00:09:20.000]  其實這麼說
[00:09:20.000 --> 00:09:22.000]  是加大拉的人
[00:09:22.000 --> 00:09:26.000]  他們根本是拒絕耶穌的後果
[00:09:26.000 --> 00:09:28.000]  將救主趕走
[00:09:28.000 --> 00:09:30.000]  好了 既然耶穌這樣
[00:09:30.000 --> 00:09:32.000]  是不是很沒忍呢
[00:09:32.000 --> 00:09:34.000]  很醜呢
[00:09:34.000 --> 00:09:35.000]  沒有的
[00:09:35.000 --> 00:09:38.000]  人家不接受你的好意
[00:09:38.000 --> 00:09:40.000]  不代表是你不行
[00:09:40.000 --> 00:09:41.000]  你的福音不行
[00:09:41.000 --> 00:09:42.000]  你的拯救不行
[00:09:42.000 --> 00:09:43.000]  不是
[00:09:43.000 --> 00:09:46.000]  而是那個人不是在上帝的祝福裡面
[00:09:46.000 --> 00:09:49.000]  於是第九章第二節就馬上說到
[00:09:49.000 --> 00:09:52.000]  耶穌回到他的城裡的時候
[00:09:52.000 --> 00:09:56.000]  就馬上有人用玉紙
[00:09:56.000 --> 00:10:00.000]  抬著一個毯子來到耶穌基督的根前
[00:10:00.000 --> 00:10:03.000]  究竟耶穌去到哪個城裡
[00:10:03.000 --> 00:10:05.000]  去到哪個人的家裡呢
[00:10:05.000 --> 00:10:08.000]  我們大多數可以推測的
[00:10:08.000 --> 00:10:10.000]  就是應該他回到原本
[00:10:10.000 --> 00:10:13.000]  寫馬太福音的作者
[00:10:13.000 --> 00:10:16.000]  瑞利收稅官員的家裡
[00:10:16.000 --> 00:10:19.000]  耶穌不想這麼多人跟著他
[00:10:19.000 --> 00:10:22.000]  現在既然人都走了
[00:10:22.000 --> 00:10:24.000]  就回到那裡
[00:10:24.000 --> 00:10:28.000]  就馬上有人用玉紙抬一個毯子來到
[00:10:28.000 --> 00:10:31.000]  究竟什麼叫玉紙呢
[00:10:31.000 --> 00:10:34.000]  其實這個物件的名詞
[00:10:34.000 --> 00:10:38.000]  其實就是指一個類似
[00:10:38.000 --> 00:10:42.000]  帆布床的東西
[00:10:42.000 --> 00:10:46.000]  如果大家好像我這樣的年紀
[00:10:46.000 --> 00:10:49.000]  都知道什麼是帆布床
[00:10:49.000 --> 00:10:51.000]  帆布床其實很簡單
[00:10:51.000 --> 00:10:53.000]  就是一塊大布
[00:10:53.000 --> 00:10:54.000]  加兩條棍
[00:10:54.000 --> 00:10:58.000]  然後頂多就加兩個交叉的木條
[00:10:58.000 --> 00:11:00.000]  那兩個交叉的木條
[00:11:00.000 --> 00:11:02.000]  連著兩邊的木棍
[00:11:02.000 --> 00:11:05.000]  然後撐開那塊帆布
[00:11:05.000 --> 00:11:07.000]  就可以在上面睡覺
[00:11:07.000 --> 00:11:10.000]  大家都知道絕對不舒服的
[00:11:10.000 --> 00:11:14.000]  我小時候家裡不是很有錢的時候
[00:11:14.000 --> 00:11:16.000]  那時候我們還睡帆布床
[00:11:16.000 --> 00:11:18.000]  小時候還可以睡帆布床
[00:11:18.000 --> 00:11:19.000]  長大了真的不行了
[00:11:19.000 --> 00:11:22.000]  帆布床整個人重了下來
[00:11:22.000 --> 00:11:24.000]  帆布床有什麼作用呢
[00:11:24.000 --> 00:11:25.000]  在古晉東文化裡面
[00:11:25.000 --> 00:11:28.000]  或者用玉紙這個陳述
[00:11:28.000 --> 00:11:34.000]  是談論到一張專門用來抬死人
[00:11:34.000 --> 00:11:38.000]  或者那些臨睡危的病人
[00:11:38.000 --> 00:11:41.000]  這些人要拿走的
[00:11:41.000 --> 00:11:43.000]  不要在家裡的
[00:11:43.000 --> 00:11:46.000]  或者拿去埋葬的時候
[00:11:46.000 --> 00:11:50.000]  所專用的一些擔架床
[00:11:50.000 --> 00:11:52.000]  在這個時候這個毯子
[00:11:52.000 --> 00:11:55.000]  要弄到用這樣的形式
[00:11:55.000 --> 00:12:01.000]  有人去將它抬到耶穌基督的面前
[00:12:01.000 --> 00:12:04.000]  就是說其實這幾個朋友
[00:12:04.000 --> 00:12:06.000]  或者這幾個人
[00:12:06.000 --> 00:12:11.000]  真的盡最後的一個責任了
[00:12:11.000 --> 00:12:13.000]  這個可能是他相識的朋友
[00:12:13.000 --> 00:12:16.000]  或者可能是他的家人
[00:12:16.000 --> 00:12:20.000]  既然都已經到了睡危的狀態
[00:12:20.000 --> 00:12:22.000]  用廣東話說
[00:12:22.000 --> 00:12:24.000]  治療了沙藥肺的人
[00:12:24.000 --> 00:12:26.000]  不如這樣吧
[00:12:26.000 --> 00:12:29.000]  在這麼窮途末路的時間
[00:12:29.000 --> 00:12:31.000]  拼一拼吧
[00:12:31.000 --> 00:12:34.000]  臨拿到埋葬之前
[00:12:34.000 --> 00:12:38.000]  不如都真的聽聞有一個人
[00:12:38.000 --> 00:12:39.000]  叫做耶穌
[00:12:39.000 --> 00:12:41.000]  他又回來了
[00:12:41.000 --> 00:12:45.000]  不如我們就去找他幫一幫忙吧
[00:12:45.000 --> 00:12:46.000]  在這個時候
[00:12:46.000 --> 00:12:49.000]  當他們抬到這個毯子
[00:12:49.000 --> 00:12:51.000]  去到耶穌基督面前的時候
[00:12:51.000 --> 00:12:56.000]  耶穌就見他們的信心
[00:12:56.000 --> 00:12:58.000]  第一次在這裡
[00:12:58.000 --> 00:12:59.000]  在這段經文
[00:12:59.000 --> 00:13:02.000]  用耶穌見到一些東西
[00:13:02.000 --> 00:13:04.000]  見到這個字眼
[00:13:04.000 --> 00:13:06.000]  Idom
[00:13:06.000 --> 00:13:08.000]  希臘文
[00:13:08.000 --> 00:13:11.000]  除了肉眼看這個行為之外
[00:13:11.000 --> 00:13:14.000]  也可以解釋到一個人
[00:13:14.000 --> 00:13:19.000]  了解到對方心中的思想
[00:13:19.000 --> 00:13:22.000]  所以一個比較文雅的翻譯
[00:13:22.000 --> 00:13:24.000]  叫做洞悉
[00:13:24.000 --> 00:13:27.000]  或者察看
[00:13:27.000 --> 00:13:30.000]  看到這個人
[00:13:30.000 --> 00:13:33.000]  他裡面是怎樣的情況
[00:13:33.000 --> 00:13:36.000]  耶穌很多東西可以看
[00:13:36.000 --> 00:13:39.000]  為什麼不看一看他的床
[00:13:39.000 --> 00:13:41.000]  不看病人病成怎樣
[00:13:41.000 --> 00:13:44.000]  而是一眼看到什麼
[00:13:44.000 --> 00:13:47.000]  他們的信心
[00:13:47.000 --> 00:13:49.000]  這個就是最特別的地方
[00:13:49.000 --> 00:13:53.000]  耶穌不是只是看一個人的信心
[00:13:53.000 --> 00:13:58.000]  在這裡耶穌看到這個隊伍的人
[00:13:58.000 --> 00:14:02.000]  有人這裡是如聖經說的很多個
[00:14:02.000 --> 00:14:05.000]  我們猜測至少有兩個
[00:14:05.000 --> 00:14:07.000]  台頭一尾
[00:14:07.000 --> 00:14:09.000]  我們不知道有多少個
[00:14:09.000 --> 00:14:14.000]  但是耶穌看到他們總共至少三個人
[00:14:14.000 --> 00:14:17.000]  他們就抬頭來到耶穌面前
[00:14:17.000 --> 00:14:20.000]  耶穌不是看病況有多嚴重
[00:14:20.000 --> 00:14:23.000]  而是一眼看到他們的信心
[00:14:23.000 --> 00:14:25.000]  原文叫做Faith
[00:14:25.000 --> 00:14:27.000]  耶穌一眼就看到他們的信
[00:14:27.000 --> 00:14:29.000]  信什麼
[00:14:29.000 --> 00:14:31.000]  信任耶穌
[00:14:31.000 --> 00:14:35.000]  他覺得已經沒有任何的解決方法
[00:14:35.000 --> 00:14:37.000]  這個朋友已經
[00:14:37.000 --> 00:14:39.000]  或者家人已經到了一個
