
[00:00:00.000 --> 00:00:09.200]  好 多謝大家
[00:00:09.200 --> 00:00:14.480]  我今天也聽了Pastor Ming上個星期
[00:00:14.480 --> 00:00:18.560]  原來他也是其中一個希望見到人的目者
[00:00:18.560 --> 00:00:21.520]  我們都是盼望見到有人
[00:00:21.520 --> 00:00:25.440]  就比對著屏幕來講道好
[00:00:25.440 --> 00:00:34.880]  今次這個大綱 大家開了屏幕給我一些顯示
[00:00:34.880 --> 00:00:39.120]  你們有沒有收到大綱的 有 是不是
[00:00:39.120 --> 00:00:44.160]  手上有沒有現在 有
[00:00:44.160 --> 00:00:46.960]  有的話我鼓勵你們看著大綱來聽
[00:00:46.960 --> 00:00:52.320]  因為今天的內容是比較多的 經文也是很多
[00:00:52.320 --> 00:00:56.400]  我發現Pastor Ming已經講了六堂了
[00:00:56.400 --> 00:01:00.000]  我都講了六堂 這是第六堂 但是六個人物
[00:01:00.000 --> 00:01:05.680]  所以能夠這種了陷式的來講人物是很不容易的
[00:01:05.680 --> 00:01:09.920]  當然我事先已經看了每個人物的經文
[00:01:09.920 --> 00:01:11.920]  無論是新約還是舊約
[00:01:11.920 --> 00:01:15.520]  但是有些會眾或者大家知道的未看完
[00:01:15.520 --> 00:01:21.040]  可能對人物的內容或者背景就不是很熟悉
[00:01:21.040 --> 00:01:25.520]  所以我鼓勵大家不單止現在聽的時候可以看著大綱
[00:01:25.520 --> 00:01:29.040]  完了之後大家可以去翻看大綱
[00:01:29.040 --> 00:01:31.040]  特別是裡面引用的經文
[00:01:31.040 --> 00:01:34.640]  因為如果要讀完時間真的不夠
[00:01:34.640 --> 00:01:38.640]  因為關於約瑟的新評除了37章之外
[00:01:38.640 --> 00:01:42.320]  還有39至50章都是講約瑟
[00:01:42.320 --> 00:01:46.480]  如果很細緻的講真的沒辦法講
[00:01:46.480 --> 00:01:50.880]  除非真的講三四堂五六堂會清楚一點
[00:01:50.880 --> 00:01:53.920]  過去聖經人物的系列
[00:01:53.920 --> 00:01:56.160]  今年跟大家會講12個人物
[00:01:56.160 --> 00:01:59.520]  我沒記錯應該是六個是舊約人物
[00:01:59.520 --> 00:02:01.040]  這個是最後一個
[00:02:01.040 --> 00:02:04.480]  七月開始講新約人物又會講六個
[00:02:04.480 --> 00:02:07.760]  就是今年要講的聖經人物系列
[00:02:07.760 --> 00:02:10.400]  我第一堂跟大家講的是亞當
[00:02:10.400 --> 00:02:13.760]  亞當提到聽神所言從神而行
[00:02:13.760 --> 00:02:15.360]  第二個是羅亞
[00:02:15.360 --> 00:02:17.360]  就是不容易不是不可能
[00:02:17.360 --> 00:02:18.880]  第三個阿不拉罕
[00:02:18.880 --> 00:02:21.920]  提到神有恩典人要成長
[00:02:21.920 --> 00:02:23.920]  第四個是以撒
[00:02:23.920 --> 00:02:25.520]  神的英女是要信的
[00:02:25.520 --> 00:02:27.520]  神的主權是要服的
[00:02:27.520 --> 00:02:32.080]  亞各的題目應該是聰明反被聰明誤
[00:02:32.080 --> 00:02:33.600]  但我記得我提了一句說話
[00:02:33.600 --> 00:02:35.840]  我覺得我更喜歡這句說話
[00:02:35.840 --> 00:02:38.080]  叫做寧可壯士斷臂
[00:02:38.080 --> 00:02:40.080]  切勿得不常失
[00:02:40.080 --> 00:02:42.960]  不要聰明反被聰明誤
[00:02:42.960 --> 00:02:45.680]  人生中我們想得很多東西
[00:02:45.680 --> 00:02:48.880]  但有些人說得來全不費功夫
[00:02:48.880 --> 00:02:53.360]  有些人得了之後會後悔莫及
[00:02:53.360 --> 00:02:56.560]  所以亞各給我學的信息就是
[00:02:56.560 --> 00:02:58.560]  我情願當壯士斷臂
[00:02:58.560 --> 00:03:00.960]  我都不要得不常失
[00:03:00.960 --> 00:03:03.280]  今天講的約瑟有個主題叫做
[00:03:03.280 --> 00:03:06.240]  信謀逆流 神事主流
[00:03:06.240 --> 00:03:10.320]  我想有些人可能知道
[00:03:10.320 --> 00:03:14.720]  如果像我這樣的年齡
[00:03:14.720 --> 00:03:16.080]  可能也看過一齣戲
[00:03:16.080 --> 00:03:19.600]  1994年有齣戲的金正傳
[00:03:19.600 --> 00:03:20.800]  Forrest Gump
[00:03:20.800 --> 00:03:23.040]  是Tom Hanks 演的
[00:03:23.040 --> 00:03:26.480]  他在7月6日上演
[00:03:26.480 --> 00:03:27.920]  1994年
[00:03:27.920 --> 00:03:30.240]  後來拿了奧斯卡金像獎
[00:03:30.240 --> 00:03:33.680]  最佳影片最佳導演最佳男主角
[00:03:33.680 --> 00:03:35.680]  六個大獎
[00:03:35.680 --> 00:03:37.440]  在裡面有一句台詞
[00:03:37.440 --> 00:03:39.200]  是Forrest Gump 講的
[00:03:39.200 --> 00:03:40.800]  他說他媽媽跟他說
[00:03:40.800 --> 00:03:42.400]  英文是這樣說的
[00:03:42.400 --> 00:03:44.560]  Life is like a box of chocolate
[00:03:44.560 --> 00:03:47.120]  You never know what you gonna get
[00:03:47.120 --> 00:03:48.640]  人生就像一盒巧克力
[00:03:48.640 --> 00:03:52.240]  你不知道你拿的那顆是什麼味道
[00:03:52.240 --> 00:03:55.760]  他說的是當時他媽媽給他的巧克力
[00:03:55.760 --> 00:03:57.520]  我剛剛去完德國回來
[00:03:57.520 --> 00:04:00.400]  德國很出名的就是巧克力
[00:04:00.400 --> 00:04:02.000]  我拿了一盒巧克力回來
[00:04:02.000 --> 00:04:03.760]  不知道你看不看到
[00:04:03.760 --> 00:04:07.760]  後面就說了那些巧克力是什麼味道
[00:04:07.760 --> 00:04:09.280]  你就不會拿錯
[00:04:09.280 --> 00:04:10.880]  你又不會吃錯
[00:04:10.880 --> 00:04:11.760]  你還沒咬下去
[00:04:11.760 --> 00:04:13.120]  都知道裡面有沒有果仁
[00:04:13.120 --> 00:04:15.120]  你都知道是薄荷
[00:04:15.120 --> 00:04:16.320]  是甜的
[00:04:16.320 --> 00:04:18.400]  甚至有些苦的
[00:04:18.400 --> 00:04:20.000]  都知道的
[00:04:20.000 --> 00:04:22.960]  但是Forrest Gump 當時的時代就說
[00:04:22.960 --> 00:04:24.480]  有時拿上來
[00:04:24.480 --> 00:04:26.560]  不知道那一塊是甜的
[00:04:26.560 --> 00:04:27.520]  還是苦的
[00:04:27.520 --> 00:04:28.880]  是不知道的
[00:04:28.880 --> 00:04:32.320]  而這句話就代表了Forrest Gump的一生
[00:04:32.320 --> 00:04:34.160]  大家知道他本身
[00:04:34.160 --> 00:04:36.800]  這個人本身是有些問題
[00:04:36.800 --> 00:04:40.080]  但是其實是一個非常聰明
[00:04:40.080 --> 00:04:42.160]  記性非常好的一個人
[00:04:42.160 --> 00:04:45.680]  但是Gump的人生就像巧克力
[00:04:45.680 --> 00:04:47.280]  有苦有甜
[00:04:47.280 --> 00:04:49.200]  而我們的人生都是一樣的
[00:04:49.200 --> 00:04:50.800]  會有高高低低
[00:04:50.800 --> 00:04:52.240]  順流逆流
[00:04:52.240 --> 00:04:54.880]  人生就像一條彎曲的長河
[00:04:54.880 --> 00:04:56.480]  有時闊有時窄
[00:04:56.480 --> 00:04:57.520]  有時會急流
[00:04:57.520 --> 00:04:59.120]  有時會緩流
[00:04:59.120 --> 00:05:00.720]  面對人生高高低低
[00:05:00.720 --> 00:05:01.600]  快快慢慢
[00:05:01.600 --> 00:05:02.960]  起起落落的時候
[00:05:02.960 --> 00:05:06.080]  我們怎樣渡過人生不同的節奏
[00:05:06.080 --> 00:05:08.640]  或者不同的階段呢
[00:05:08.640 --> 00:05:12.560]  當我自己在準備講這篇講道的時候
[00:05:12.560 --> 00:05:14.160]  都想起我自己
[00:05:14.160 --> 00:05:16.560]  無論是今年或者過去
[00:05:16.560 --> 00:05:18.640]  特別是過去幾年的疫情
[00:05:18.640 --> 00:05:21.120]  或者是不同的事情發生
[00:05:21.120 --> 00:05:23.440]  單單看回最近一年
[00:05:23.440 --> 00:05:25.920]  都有很多順很多逆的事情
[00:05:25.920 --> 00:05:28.160]  有些事情我覺得我真的很開心
[00:05:28.160 --> 00:05:30.080]  因為很順利
[00:05:30.080 --> 00:05:32.800]  有時開心得得意忘形
[00:05:32.800 --> 00:05:34.560]  但我又有些事情
[00:05:34.560 --> 00:05:37.440]  我今年裡面是很不想看到發生
[00:05:37.440 --> 00:05:38.880]  但我又要面對
[00:05:38.880 --> 00:05:40.800]  有些人有些事
[00:05:40.800 --> 00:05:42.240]  有些決定
[00:05:42.240 --> 00:05:43.680]  是避無可避
[00:05:43.680 --> 00:05:44.960]  硬著頭皮
[00:05:44.960 --> 00:05:46.080]  厚著面皮
[00:05:46.080 --> 00:05:47.120]  都要去做
[00:05:47.120 --> 00:05:48.160]  都要去講
[00:05:48.160 --> 00:05:50.320]  都要去處理
[00:05:50.320 --> 00:05:52.880]  所以有時我看回今天這篇約瑟
[00:05:52.880 --> 00:05:54.080]  對我自己來說
[00:05:54.080 --> 00:05:55.840]  都是一個很好的提醒
[00:05:55.840 --> 00:05:58.720]  無論今天我是順或者是逆
[00:05:58.720 --> 00:06:01.600]  無論我今天遇到的是闊的
[00:06:01.600 --> 00:06:02.720]  是窄的
[00:06:02.720 --> 00:06:04.880]  無論是高的是低的
[00:06:04.880 --> 00:06:08.000]  我都要以神為我的主流
[00:06:08.000 --> 00:06:09.360]  為我的主線
[00:06:09.360 --> 00:06:10.960]  順流逆流
[00:06:10.960 --> 00:06:13.520]  一定要以神為我們的主流
[00:06:13.520 --> 00:06:15.280]  大概兩年前
[00:06:15.280 --> 00:06:17.520]  我幫美國Maryland一間教會
[00:06:17.520 --> 00:06:20.240]  講了一個網上退休會
[00:06:20.240 --> 00:06:21.840]  他們給我的題目叫
[00:06:21.840 --> 00:06:24.720]  順流逆流與誰同行
[00:06:24.720 --> 00:06:26.800]  我記得我回覆他
[00:06:26.800 --> 00:06:30.160]  其實人在順流當中
[00:06:30.160 --> 00:06:31.280]  逆流當中
[00:06:31.280 --> 00:06:32.560]  有好有壞
[00:06:32.560 --> 00:06:33.760]  可好可壞
[00:06:33.760 --> 00:06:36.000]  順不一定會好
[00:06:36.000 --> 00:06:37.600]  壞不一定會壞
[00:06:37.600 --> 00:06:39.440]  人在順流當中
[00:06:39.440 --> 00:06:40.800]  原來可以放縱
[00:06:40.800 --> 00:06:43.200]  逆流當中又會放棄
[00:06:43.200 --> 00:06:44.960]  順流的時候
[00:06:44.960 --> 00:06:46.880]  他都可以成功
[00:06:46.880 --> 00:06:48.160]  不一定會失敗
[00:06:48.160 --> 00:06:49.520]  逆流當中
[00:06:49.520 --> 00:06:51.040]  原來都是一樣的
[00:06:51.040 --> 00:06:52.640]  原來順流逆流
[00:06:52.640 --> 00:06:55.600]  最重要不是問與誰
[00:06:55.600 --> 00:06:58.960]  應該說最重要是與誰同行
[00:06:58.960 --> 00:07:00.160]  是最重要的
[00:07:00.160 --> 00:07:01.680]  順流逆流當中
[00:07:01.680 --> 00:07:04.240]  同樣我們都要以神為主流
[00:07:04.240 --> 00:07:05.760]  才是最重要的
