
[00:00:00.000 --> 00:00:07.000]  歡迎收看 靈聽主導義 先與神爺道個歉
[00:00:07.000 --> 00:00:12.000]  父神多謝您 多謝您給我們生命有氣息
[00:00:12.000 --> 00:00:17.000]  讓我們可以一同記下上帝的說話
[00:00:17.000 --> 00:00:20.000]  為一同領受上主您的心思意念
[00:00:20.000 --> 00:00:24.000]  求您幫助帶領 藉著聖靈的引導
[00:00:24.000 --> 00:00:28.000]  讓我們能夠掌握準確上主您的心思
[00:00:28.000 --> 00:00:35.000]  從中看見真正上帝的智慧是如何活現於人間
[00:00:35.000 --> 00:00:39.000]  讓我們能夠同樣學習
[00:00:39.000 --> 00:00:45.000]  如何在我們今天人生的基督徒道路過程中
[00:00:45.000 --> 00:00:50.000]  知道如何活出有上帝的智慧
[00:00:50.000 --> 00:00:54.000]  禱告奉靠主耶穌基督的名字 救命
[00:00:54.000 --> 00:00:59.000]  最近我看了一套電影
[00:00:59.000 --> 00:01:06.000]  這套電影講述一宗法庭審訊的電影
[00:01:06.000 --> 00:01:15.000]  這套電影講述男主角作為律師
[00:01:15.000 --> 00:01:18.000]  原本他是法官
[00:01:18.000 --> 00:01:22.000]  為了找到人生一些出路
[00:01:22.000 --> 00:01:27.000]  他想賺到錢 名成利就
[00:01:27.000 --> 00:01:33.000]  於是他就去做了一宗案件的辯護律師
[00:01:33.000 --> 00:01:37.000]  但在辯護律師的過程當中
[00:01:37.000 --> 00:01:43.000]  他因為趕著要將自己成為名成利就的律師
[00:01:43.000 --> 00:01:47.000]  於是他在頭一宗案件裡
[00:01:47.000 --> 00:01:53.000]  做到一個地步就是寧願依仗有錢人的權勢
[00:01:53.000 --> 00:02:01.000]  最後這個需要辯護的被控者
[00:02:01.000 --> 00:02:07.000]  竟然沒有一個恰當辯護的理由被收監
[00:02:07.000 --> 00:02:11.000]  在這個案件裡
[00:02:11.000 --> 00:02:18.000]  表面上他以為可以借助自己的權勢
[00:02:18.000 --> 00:02:20.000]  從中得到利益
[00:02:20.000 --> 00:02:24.000]  但結果反而是因為他輸了這場官司
[00:02:24.000 --> 00:02:29.000]  讓他陷入一個更大的侮辱
[00:02:29.000 --> 00:02:36.000]  行內在法律界認為這個律師根本沒本事
[00:02:36.000 --> 00:02:42.000]  因為他所陷害的是一個無辜的母親
[00:02:42.000 --> 00:02:47.000]  也令這個母親有很大的痛楚
[00:02:47.000 --> 00:02:49.000]  當他看到這個現象
[00:02:49.000 --> 00:02:52.000]  外來的掙扎
[00:02:52.000 --> 00:02:54.000]  這個故事就說到
[00:02:54.000 --> 00:02:57.000]  在電影裡說到這個律師
[00:02:57.000 --> 00:03:03.000]  為了這個緣故就做了一些很低下階層的辯護律師
[00:03:03.000 --> 00:03:07.000]  成為普羅大眾的人物
[00:03:07.000 --> 00:03:14.000]  甚至是黑社會的人物去做一些辯護
[00:03:14.000 --> 00:03:16.000]  這套戲詳細怎麼說呢
[00:03:16.000 --> 00:03:18.000]  就不在這裡介紹
[00:03:18.000 --> 00:03:20.000]  不過在這套戲裡
[00:03:20.000 --> 00:03:25.000]  這個男主角因為本有內疚
[00:03:25.000 --> 00:03:28.000]  於是他就用盡自己的努力
[00:03:28.000 --> 00:03:34.000]  甚至用出差不多可以說犧牲他自己很多的
[00:03:34.000 --> 00:03:39.000]  生命危險的狀態去面對
[00:03:39.000 --> 00:03:42.000]  希望將這單案件重新翻案
[00:03:42.000 --> 00:03:46.000]  結局當然在這套戲裡表現出
[00:03:46.000 --> 00:03:51.000]  最後權貴被指出的黑暗
[00:03:51.000 --> 00:03:58.000]  如何利用金錢收買人去做假的見證
[00:03:58.000 --> 00:04:01.000]  在這套電影裡說了這麼多
[00:04:01.000 --> 00:04:03.000]  其實我想說的是
[00:04:03.000 --> 00:04:08.000]  原來在這個世界當中有很多的狀態
[00:04:08.000 --> 00:04:11.000]  我們處在一種
[00:04:11.000 --> 00:04:20.000]  頂證和求證這兩者之間的掙扎
[00:04:20.000 --> 00:04:24.000]  而今天我們去看的這段聖經
[00:04:24.000 --> 00:04:27.000]  應該大家很熟悉的
[00:04:27.000 --> 00:04:30.000]  談及到有關於耶穌基督
[00:04:30.000 --> 00:04:37.000]  開始在被捕之後進入審判的階段
[00:04:37.000 --> 00:04:46.000]  在這個過程當中也有很多辯護的求證和頂證的狀態
[00:04:46.000 --> 00:04:54.000]  讓我們有不同層次對耶穌基督的拯救的看法
[00:04:54.000 --> 00:05:00.000]  甚至對耶穌基督的身份的理解
[00:05:00.000 --> 00:05:03.000]  所以今天我想和大家透過這段聖經
[00:05:03.000 --> 00:05:07.000]  第26章第57至68節一起思想的題目
[00:05:07.000 --> 00:05:10.000]  叫求證與頂證
[00:05:10.000 --> 00:05:15.000]  讓我們去看看在這樣的狀態之下
[00:05:15.000 --> 00:05:18.000]  或者在這些活動當中
[00:05:18.000 --> 00:05:21.000]  耶穌如何能夠發揮出
[00:05:21.000 --> 00:05:26.000]  他真正屬於上帝兒子的身份
[00:05:26.000 --> 00:05:31.000]  而顯露出上帝的拯救智慧的特點
[00:05:31.000 --> 00:05:35.000]  今天我想和大家一起去看這段經文
[00:05:35.000 --> 00:05:37.000]  一起讀這段聖經
[00:05:37.000 --> 00:05:43.000]  熟悉一下內文裡的一些仔細細節的地方
[00:05:43.000 --> 00:05:46.000]  好看我們也能夠更細味到
[00:05:46.000 --> 00:05:50.000]  上帝在當中的那份特別的工作
[00:05:50.000 --> 00:05:56.000]  一起打開馬太福音第26章第57至68節
[00:05:56.000 --> 00:06:03.000]  拿耶穌的人把他帶到大祭司該亞發那裡去
[00:06:03.000 --> 00:06:07.000]  問是和長老已經在那裡聚會
[00:06:07.000 --> 00:06:10.000]  彼得與願地跟著耶穌
[00:06:10.000 --> 00:06:15.000]  直到大祭司的養子進到裡面
[00:06:15.000 --> 00:06:18.000]  就和差役同座
[00:06:18.000 --> 00:06:21.000]  要看這事到底怎樣
[00:06:21.000 --> 00:06:29.000]  祭司長和全工會尋找假見證控告耶穌要致死他
[00:06:29.000 --> 00:06:32.000]  需要好些人來作假見證
[00:06:32.000 --> 00:06:35.000]  總得不著實在廢
[00:06:35.000 --> 00:06:39.000]  末後有兩個人前來說
[00:06:39.000 --> 00:06:43.000]  這個人曾說我能拆毀上帝的殿
[00:06:43.000 --> 00:06:47.000]  三日內又建造起來
[00:06:47.000 --> 00:06:50.000]  大祭司就站起來對耶穌說
[00:06:50.000 --> 00:06:53.000]  你什麼都不回答嗎
[00:06:53.000 --> 00:06:57.000]  這人作假見證控告你的是什麼呢
[00:06:57.000 --> 00:06:59.000]  耶穌卻不言語
[00:06:59.000 --> 00:07:02.000]  大祭司就對他說
[00:07:02.000 --> 00:07:05.000]  我指著永生神叫你起誓
[00:07:05.000 --> 00:07:09.000]  告訴我們你是神的兒子基督不是
[00:07:09.000 --> 00:07:11.000]  耶穌對他說
[00:07:11.000 --> 00:07:13.000]  你說的是
[00:07:13.000 --> 00:07:15.000]  然而我告訴你們
[00:07:15.000 --> 00:07:21.000]  後來你們要看見人子坐在那權能者的右邊
[00:07:21.000 --> 00:07:24.000]  加上天上的宏光能
[00:07:24.000 --> 00:07:27.000]  大祭司就撕開衣服說
[00:07:27.000 --> 00:07:30.000]  他說了說我的話
