
[00:00:00.000 --> 00:00:05.000]  各位港福堂弟兄姊妹平安
[00:00:05.000 --> 00:00:10.000]  很可惜這次我不能親自來到大家當中跟大家分享
[00:00:10.000 --> 00:00:14.000]  只能夠透過錄像跟大家分享神的話語
[00:00:14.000 --> 00:00:16.000]  今天是一個猜拳的主日
[00:00:16.000 --> 00:00:18.000]  我們盼望在猜拳主日當中
[00:00:18.000 --> 00:00:21.000]  我們再一次被神的話語激勵提醒
[00:00:21.000 --> 00:00:25.000]  有關猜拳的使命 有關猜拳的承擔
[00:00:25.000 --> 00:00:27.000]  讓我們先一起祈禱
[00:00:27.000 --> 00:00:30.000]  求主耶穌幫助我們 你是猜拳的主
[00:00:30.000 --> 00:00:32.000]  你是成就救恩的主
[00:00:32.000 --> 00:00:34.000]  我們是祢的僕人
[00:00:34.000 --> 00:00:35.000]  我們是屬於祢的
[00:00:35.000 --> 00:00:36.000]  求祢使用我們
[00:00:36.000 --> 00:00:40.000]  能夠在祢的使命上我們繼續的承擔
[00:00:40.000 --> 00:00:42.000]  我們忠於祢所託付給我們的
[00:00:42.000 --> 00:00:44.000]  讓我們在我們的社區
[00:00:44.000 --> 00:00:46.000]  在我們的環境當中
[00:00:46.000 --> 00:00:48.000]  在我們的群體當中
[00:00:48.000 --> 00:00:50.000]  我們好好去履行我們猜拳的使命
[00:00:50.000 --> 00:00:52.000]  帶領我們以下時間
[00:00:52.000 --> 00:00:54.000]  奉耶穌的名祈禱 阿們
[00:00:55.000 --> 00:00:58.000]  有一次有位太太和我分享
[00:00:58.000 --> 00:01:00.000]  她說有一次她剛碰到車
[00:01:00.000 --> 00:01:02.000]  碰到車沒多久她和我說
[00:01:02.000 --> 00:01:04.000]  她說前幾天碰到車
[00:01:04.000 --> 00:01:06.000]  我第一個就給電話我老公
[00:01:06.000 --> 00:01:08.000]  跟他說 碰到車很嚴重
[00:01:08.000 --> 00:01:11.000]  我老公很緊張 馬上就問
[00:01:11.000 --> 00:01:13.000]  那輛車怎麼樣
[00:01:13.000 --> 00:01:15.000]  這位太太說聽完我老公這樣說
[00:01:15.000 --> 00:01:17.000]  她說我真是心灰意冷
[00:01:17.000 --> 00:01:20.000]  想不到我跟他說 碰到車很嚴重
[00:01:20.000 --> 00:01:22.000]  她關心的不是我 是那輛車
[00:01:22.000 --> 00:01:25.000]  有時候人在情急之下
[00:01:25.000 --> 00:01:27.000]  會顯出他的真相
[00:01:27.000 --> 00:01:30.000]  我們有人說 走後會吐真言
[00:01:30.000 --> 00:01:32.000]  其實今天我們在疫情當中
[00:01:32.000 --> 00:01:34.000]  經歷了差不多一年時間
[00:01:34.000 --> 00:01:37.000]  患難真的會見真情
[00:01:37.000 --> 00:01:40.000]  苦難真的應該會顯出我們的信仰
[00:01:40.000 --> 00:01:43.000]  我們應該在這個時候團結互助
[00:01:43.000 --> 00:01:48.000]  但很多時候看到的是人性的自私和醜惡
[00:01:48.000 --> 00:01:50.000]  我們應該表現出我們的信仰
[00:01:50.000 --> 00:01:53.000]  但又看到很多教會束手無策
[00:01:53.000 --> 00:01:56.000]  甚至有些在坐以待斃
[00:01:56.000 --> 00:01:59.000]  上星期我在一間教會講道
[00:01:59.000 --> 00:02:02.000]  講完道跟一個目者來聊天
[00:02:02.000 --> 00:02:04.000]  在聊天當中他跟我說
[00:02:04.000 --> 00:02:08.000]  為什麼大家在講教會全面重開的事
[00:02:08.000 --> 00:02:10.000]  他說在這個聊天當中
[00:02:10.000 --> 00:02:16.000]  看到信徒的質素 真實的情況是怎麼樣
[00:02:16.000 --> 00:02:19.000]  他後來給了我一個電郵寫了一句話
[00:02:19.000 --> 00:02:21.000]  我也覺得很特別
[00:02:21.000 --> 00:02:23.000]  他說退朝之後
[00:02:23.000 --> 00:02:28.000]  我們就會看到誰在裸泳
[00:02:28.000 --> 00:02:31.000]  看到一個人的信仰到底是怎麼樣
[00:02:31.000 --> 00:02:35.000]  信徒在這個時候不是抱著我們所擁有的
[00:02:35.000 --> 00:02:38.000]  怕死失去我們所有的
[00:02:38.000 --> 00:02:41.000]  而是應該善用我們所有的
[00:02:41.000 --> 00:02:44.000]  要出去用我們所有的
[00:02:44.000 --> 00:02:47.000]  很多信徒忘記了自己的身份
[00:02:47.000 --> 00:02:49.000]  忘記了自己的信仰
[00:02:49.000 --> 00:02:51.000]  忘記了自己的使命
[00:02:51.000 --> 00:02:53.000]  很多時候只顧著保命
[00:02:53.000 --> 00:02:55.000]  忘記了使命
[00:02:55.000 --> 00:02:58.000]  盼望今天猜拳主日再一次提醒我們
[00:02:58.000 --> 00:03:01.000]  再一次重溫一下我們的使命
[00:03:01.000 --> 00:03:04.000]  有兩個說話在我神學院讀宣教學的時候
[00:03:04.000 --> 00:03:07.000]  我留下在我心中一直到今天
[00:03:07.000 --> 00:03:09.000]  這兩個說話怎麼說呢
[00:03:09.000 --> 00:03:11.000]  教會是為宣教而生
[00:03:11.000 --> 00:03:14.000]  教會也是為宣教而傳
[00:03:14.000 --> 00:03:17.000]  沒有宣教沒有教會
[00:03:17.000 --> 00:03:19.000]  有教會為宣教
[00:03:19.000 --> 00:03:21.000]  我也是因為有人傳福音給我
[00:03:21.000 --> 00:03:23.000]  以致我信耶穌
[00:03:23.000 --> 00:03:25.000]  我是因為有人傳福音給我
[00:03:25.000 --> 00:03:26.000]  我信耶穌
[00:03:26.000 --> 00:03:28.000]  我信耶穌我要去傳福音
[00:03:28.000 --> 00:03:30.000]  今天在全世界
[00:03:30.000 --> 00:03:31.000]  在中國海外
[00:03:31.000 --> 00:03:33.000]  中國本土海外
[00:03:33.000 --> 00:03:35.000]  有大概九千間華人教會
[00:03:35.000 --> 00:03:40.000]  但是全球四十二萬五千宣教士裡面
[00:03:40.000 --> 00:03:44.000]  只有接近一千位華人宣教士
[00:03:44.000 --> 00:03:47.000]  到底華人教會在猜拳宣教時
[00:03:47.000 --> 00:03:50.000]  在宣教事工上的參與
[00:03:50.000 --> 00:03:52.000]  為什麼這麼弱呢
[00:03:52.000 --> 00:03:58.000]  教會要怎樣才能成為一間忠於猜拳的教會
[00:03:58.000 --> 00:04:01.000]  今天跟大家會看一間教會
[00:04:01.000 --> 00:04:03.000]  這間教會不是在香港
[00:04:03.000 --> 00:04:05.000]  不是在加拿大
[00:04:05.000 --> 00:04:09.000]  是在耶路撒冷以北五百公里的地方
[00:04:09.000 --> 00:04:12.000]  這間教會叫安提亞教會
[00:04:12.000 --> 00:04:14.000]  剛才我讀了《史萊恆主義》十一章和十三章
[00:04:14.000 --> 00:04:16.000]  提到這個教會的情況
[00:04:16.000 --> 00:04:19.000]  我們從這個教會的身上學習兩件事
[00:04:19.000 --> 00:04:21.000]  一個教會要忠於猜拳
[00:04:21.000 --> 00:04:24.000]  它必須要勤於傳道
[00:04:24.000 --> 00:04:26.000]  同時它要體重猜拳
[00:04:26.000 --> 00:04:28.000]  我們先看《史萊恆主義》十一章
[00:04:28.000 --> 00:04:30.000]  十九節至二十六節
[00:04:30.000 --> 00:04:32.000]  剛才讀了這段經文
[00:04:32.000 --> 00:04:34.000]  十一章提到
[00:04:34.000 --> 00:04:36.000]  十九節提到
[00:04:36.000 --> 00:04:39.000]  很多人因為史提反
[00:04:39.000 --> 00:04:40.000]  殉道的事
[00:04:40.000 --> 00:04:42.000]  他們就四散
[00:04:42.000 --> 00:04:44.000]  四散的人去到菲利基
[00:04:44.000 --> 00:04:45.000]  去到居比路
[00:04:45.000 --> 00:04:47.000]  又去到安提亞
[00:04:47.000 --> 00:04:49.000]  然後說到他們去那裡傳福音
[00:04:49.000 --> 00:04:51.000]  傳講主耶穌
[00:04:51.000 --> 00:04:52.000]  說到二十一節說
[00:04:52.000 --> 00:04:53.000]  主於他們同在
[00:04:53.000 --> 00:04:55.000]  信而歸主的人就很多
[00:04:55.000 --> 00:04:58.000]  福音去到安提亞
[00:04:58.000 --> 00:05:00.000]  安提亞很多人信主
[00:05:00.000 --> 00:05:02.000]  之後二十二章
[00:05:02.000 --> 00:05:05.000]  說這個風聲傳到耶路撒冷的教會
[00:05:05.000 --> 00:05:08.000]  教會就差派巴拿巴去到那個地方
[00:05:08.000 --> 00:05:10.000]  去到那個地方之後
[00:05:10.000 --> 00:05:12.000]  他就在那裡勸勉眾人
[00:05:12.000 --> 00:05:14.000]  叫他們立定心智
[00:05:14.000 --> 00:05:16.000]  恆久靠主
[00:05:16.000 --> 00:05:19.000]  意思就是他幫助信徒成長
[00:05:19.000 --> 00:05:21.000]  建立他們的生命
[00:05:21.000 --> 00:05:22.000]  鞏固他們的信仰
[00:05:22.000 --> 00:05:24.000]  去到二十五節就說
[00:05:24.000 --> 00:05:26.000]  巴拿巴就去到大掃找了掃羅
[00:05:26.000 --> 00:05:28.000]  掃羅就是後來保羅
[00:05:28.000 --> 00:05:30.000]  將他帶去安提亞
[00:05:30.000 --> 00:05:32.000]  他們在那個地方足足有一年的時間
[00:05:32.000 --> 00:05:34.000]  和教會一起聚集
[00:05:34.000 --> 00:05:35.000]  做什麼呢?
[00:05:35.000 --> 00:05:37.000]  教訓很多人
[00:05:37.000 --> 00:05:39.000]  那裡有人信主
[00:05:39.000 --> 00:05:40.000]  有人被詛咒
[00:05:40.000 --> 00:05:42.000]  最後下面提到
[00:05:42.000 --> 00:05:45.000]  他說門徒稱為基督徒
[00:05:45.000 --> 00:05:47.000]  是由安提亞起手
[00:05:47.000 --> 00:05:49.000]  可見他們的生活
[00:05:49.000 --> 00:05:51.000]  他們的生命的影響
[00:05:51.000 --> 00:05:54.000]  以至那裡的人就叫這幫人
[00:05:54.000 --> 00:05:56.000]  叫做基督徒
[00:05:56.000 --> 00:05:59.000]  就是跟隨基督的門徒
[00:05:59.000 --> 00:06:03.000]  去到十三章就提到
[00:06:04.000 --> 00:06:06.000]  他們差派
[00:06:06.000 --> 00:06:08.000]  差派兩個人出去
[00:06:08.000 --> 00:06:12.000]  就是巴拿巴和掃羅
[00:06:12.000 --> 00:06:14.000]  將他們差出去
[00:06:14.000 --> 00:06:16.000]  去做宣教的工作
[00:06:16.000 --> 00:06:17.000]  於是安提亞教會
[00:06:17.000 --> 00:06:19.000]  巴拿巴和掃羅
[00:06:19.000 --> 00:06:21.000]  是去那裡教導他們的
[00:06:21.000 --> 00:06:23.000]  可以說是他們的老師
[00:06:23.000 --> 00:06:24.000]  是他們的領袖
[00:06:24.000 --> 00:06:26.000]  今天神要他們將這兩個
[00:06:26.000 --> 00:06:28.000]  很有恩賜的
[00:06:28.000 --> 00:06:31.000]  在裡面很有貢獻的
[00:06:31.000 --> 00:06:33.000]  兩位弟兄差出去
[00:06:33.000 --> 00:06:35.000]  他們沒有反對
[00:06:35.000 --> 00:06:36.000]  他們沒有保留
[00:06:36.000 --> 00:06:37.000]  既然神這樣差派
[00:06:37.000 --> 00:06:38.000]  他們就這樣做
[00:06:38.000 --> 00:06:40.000]  他們按手禱告
[00:06:40.000 --> 00:06:42.000]  就將他們打發出去
[00:06:42.000 --> 00:06:44.000]  你看到安提亞教會十一章
[00:06:44.000 --> 00:06:46.000]  十三章裡面我們看到
[00:06:46.000 --> 00:06:48.000]  福音去到安提亞
[00:06:48.000 --> 00:06:50.000]  信徒在那裡被建立
[00:06:50.000 --> 00:06:51.000]  有人成長
[00:06:51.000 --> 00:06:53.000]  有人信主
[00:06:53.000 --> 00:06:56.000]  接著有人承擔宣教的工作
[00:06:56.000 --> 00:06:58.000]  他們不是單單在一個地方
[00:06:58.000 --> 00:07:00.000]  他們明白福音要普傳的
[00:07:00.000 --> 00:07:03.000]  他們明白福音要擴張的
[00:07:03.000 --> 00:07:05.000]  生命要成長
[00:07:05.000 --> 00:07:07.000]  生命要培真的
[00:07:07.000 --> 00:07:10.000]  在安提亞有人信主
[00:07:10.000 --> 00:07:12.000]  在安提亞有人成長
[00:07:12.000 --> 00:07:15.000]  在安提亞有人被差派
[00:07:15.000 --> 00:07:17.000]  有人承擔
[00:07:17.000 --> 00:07:19.000]  很多年前我看過一篇文章
[00:07:19.000 --> 00:07:23.000]  叫做進中國在中國出中國
[00:07:23.000 --> 00:07:25.000]  講到福音怎樣去到中國
[00:07:25.000 --> 00:07:26.000]  在中國怎樣成長
[00:07:26.000 --> 00:07:28.000]  然後現在在中國裡面
[00:07:28.000 --> 00:07:31.000]  上上提到要差派宣教士
[00:07:31.000 --> 00:07:36.000]  廣福堂是1984年成立
[00:07:36.000 --> 00:07:38.000]  當時有一個口號
[00:07:38.000 --> 00:07:41.000]  有一個心願或者心志
[00:07:41.000 --> 00:07:45.000]  就是直跟中環傳揚主恩
[00:07:45.000 --> 00:07:47.000]  不知道大家當時有多少人起導
[00:07:47.000 --> 00:07:51.000]  到2003年廣福堂又堂止
[00:07:51.000 --> 00:07:54.000]  那時候的宣教使命是兩句話
[00:07:54.000 --> 00:07:59.000]  向業界作見證往商區傳福音
[00:07:59.000 --> 00:08:02.000]  這就是教會成立的目的
[00:08:02.000 --> 00:08:07.000]  也是神將廣福堂擺在這個地方的目的
[00:08:07.000 --> 00:08:08.000]  他的使命
[00:08:08.000 --> 00:08:10.000]  也是大家願意承擔的使命
[00:08:10.000 --> 00:08:14.000]  向業界作見證往商區傳福音
[00:08:14.000 --> 00:08:17.000]  2014年是廣福堂30週年
[00:08:17.000 --> 00:08:20.000]  當時教會領袖有一個新意象
[00:08:20.000 --> 00:08:22.000]  是四句話
[00:08:22.000 --> 00:08:25.000]  改變生命 建立教會
[00:08:25.000 --> 00:08:28.000]  祝福香港 恩澤萬邦
[00:08:28.000 --> 00:08:33.000]  這個和我剛才所說的安提亞教會的歷史很接近
[00:08:33.000 --> 00:08:36.000]  改變生命是有人信主
[00:08:36.000 --> 00:08:39.000]  他們去到安提亞有人信主
[00:08:39.000 --> 00:08:43.000]  建立教會巴拿巴和保羅都在教導信徒
[00:08:43.000 --> 00:08:45.000]  讓他們生命成長
[00:08:45.000 --> 00:08:48.000]  有新的生命 有成長的生命
[00:08:48.000 --> 00:08:51.000]  然後下面提到他們承擔使命
[00:08:51.000 --> 00:08:53.000]  廣福堂最後那兩句
[00:08:53.000 --> 00:08:56.000]  祝福香港 恩澤萬邦
[00:08:56.000 --> 00:08:58.000]  很感恩大家不只是說祝福金鐘
[00:08:58.000 --> 00:09:00.000]  不只是祝福中環
[00:09:00.000 --> 00:09:03.000]  而且是祝福香港 恩澤萬邦
[00:09:03.000 --> 00:09:07.000]  然後教會有提到
[00:09:07.000 --> 00:09:09.000]  如何達到這些意象
[00:09:09.000 --> 00:09:11.000]  使命是什麼呢
[00:09:11.000 --> 00:09:13.000]  就是傳揚福音 訓練門徒
[00:09:13.000 --> 00:09:17.000]  服侍社群 擴展神覺
[00:09:17.000 --> 00:09:20.000]  廣福堂和安提亞很接近
[00:09:20.000 --> 00:09:22.000]  有這樣的體現
[00:09:22.000 --> 00:09:25.000]  教會是因為宣教而生
[00:09:25.000 --> 00:09:28.000]  教會是為宣教而存
[00:09:28.000 --> 00:09:31.000]  我也是因為有人傳福音給我
[00:09:31.000 --> 00:09:32.000]  以致我信主
[00:09:32.000 --> 00:09:34.000]  我信主我要去傳福音
[00:09:34.000 --> 00:09:38.000]  廣福堂是因為有人有宣教而生
[00:09:38.000 --> 00:09:40.000]  有人在這裡織堂建立了教會
[00:09:40.000 --> 00:09:44.000]  而建立教會是為了宣教 是為了傳福音
[00:09:44.000 --> 00:09:48.000]  哥倫多後書第五章十七節和十八節
[00:09:48.000 --> 00:09:50.000]  也是我自己信主到今天
[00:09:50.000 --> 00:09:52.000]  兩節很重要的聖經
[00:09:52.000 --> 00:09:53.000]  十七節告訴我
[00:09:53.000 --> 00:09:55.000]  信主是一個新造的人
[00:09:55.000 --> 00:09:58.000]  舊事已過都變成新的了
[00:09:58.000 --> 00:10:00.000]  但是十八節告訴我
[00:10:00.000 --> 00:10:04.000]  神將和好的積分託付給我
[00:10:04.000 --> 00:10:07.000]  不僅領受和好的生命
[00:10:07.000 --> 00:10:10.000]  我同時領受和好的積分
[00:10:10.000 --> 00:10:14.000]  每一個蒙恩的人同時蒙召
[00:10:14.000 --> 00:10:17.000]  他有新的生命 有新的使命
[00:10:17.000 --> 00:10:20.000]  這個生命是為了這個使命
[00:10:20.000 --> 00:10:23.000]  這個使命是需要這個生命
[00:10:23.000 --> 00:10:27.000]  而生命要成長才可以承擔這個使命
[00:10:27.000 --> 00:10:29.000]  所以不僅有人要信主
[00:10:29.000 --> 00:10:31.000]  而且有人要成長
[00:10:31.000 --> 00:10:34.000]  以致有人會承擔
[00:10:34.000 --> 00:10:38.000]  教會起希臘文的字叫做acrisia
[00:10:38.000 --> 00:10:41.000]  意思就是呼召出來的意思
[00:10:41.000 --> 00:10:44.000]  其實教會就是你和我就是弟兄姊妹
[00:10:44.000 --> 00:10:46.000]  教會不僅呼召出來
[00:10:46.000 --> 00:10:50.000]  蒙恩得救 出黑暗 入光明
[00:10:50.000 --> 00:10:54.000]  而且入了光明也要回到黑暗之地
[00:10:54.000 --> 00:10:58.000]  讓光能夠照亮坐在黑暗之地的人
[00:10:58.000 --> 00:11:00.000]  我們是被呼召出來
[00:11:00.000 --> 00:11:02.000]  也是被呼召出去
[00:11:02.000 --> 00:11:05.000]  港福堂要做好猜拳
[00:11:05.000 --> 00:11:07.000]  我們要進港福
[00:11:07.000 --> 00:11:09.000]  有人進入港福堂
[00:11:09.000 --> 00:11:11.000]  在港福堂信主
[00:11:11.000 --> 00:11:15.000]  我們要在港福堂好好栽培弟兄姊妹
[00:11:15.000 --> 00:11:18.000]  讓他們生命成長可以承擔
[00:11:18.000 --> 00:11:20.000]  以致我們能夠出港福
[00:11:20.000 --> 00:11:22.000]  在港福以外
[00:11:22.000 --> 00:11:24.000]  能夠更多人蒙恩
[00:11:24.000 --> 00:11:26.000]  能夠真的可以祝福香港
[00:11:26.000 --> 00:11:29.000]  恩澤萬邦
[00:11:29.000 --> 00:11:31.000]  如果教會不傳福音
[00:11:31.000 --> 00:11:34.000]  不可能是忠於猜拳的教會
[00:11:34.000 --> 00:11:36.000]  如果教會不栽培信徒
[00:11:36.000 --> 00:11:40.000]  不可能成為忠於猜拳的教會
[00:11:40.000 --> 00:11:43.000]  傳揚福音 訓練門徒
[00:11:43.000 --> 00:11:47.000]  福施社群 擴展神覺
[00:11:47.000 --> 00:11:49.000]  教會要這樣做
[00:11:49.000 --> 00:11:52.000]  我們對信徒要說得很清楚
[00:11:52.000 --> 00:11:56.000]  我們的遺訓 積訓 使命
[00:11:56.000 --> 00:11:58.000]  我有一次在教會研討會
[00:11:58.000 --> 00:12:00.000]  也跟一班牧者分享
[00:12:00.000 --> 00:12:02.000]  有時候教會對弟兄姊妹非常好
[00:12:02.000 --> 00:12:04.000]  很疼愛他們 很保護他們
[00:12:04.000 --> 00:12:06.000]  慢慢來 慢慢來
[00:12:06.000 --> 00:12:08.000]  當然我們不可以走得太快
[00:12:08.000 --> 00:12:10.000]  但是不可以不動
[00:12:10.000 --> 00:12:12.000]  我跟他們說
[00:12:12.000 --> 00:12:15.000]  有時候我們對子女也會有要求
[00:12:15.000 --> 00:12:17.000]  我們對朋友也會有要求
[00:12:17.000 --> 00:12:19.000]  盼望我們會進步
[00:12:19.000 --> 00:12:21.000]  我們能夠長大 能夠承擔
[00:12:21.000 --> 00:12:24.000]  教會對信徒也應當有要求
[00:12:24.000 --> 00:12:26.000]  有要求不是虐待
