
[00:00:00.000 --> 00:00:02.000]  我們低頭走的禱告
[00:00:02.000 --> 00:00:06.000]  主耶穌多謝祢的恩典
[00:00:06.000 --> 00:00:10.000]  過去一直未停過要我們同濟
[00:00:10.000 --> 00:00:14.000]  求祢幫助我們知道如何回應祢的恩典
[00:00:14.000 --> 00:00:16.000]  特別幫助我們認定
[00:00:16.000 --> 00:00:19.000]  如果我們的生活是信仰化
[00:00:19.000 --> 00:00:22.000]  我們的信仰是生活化的時候
[00:00:22.000 --> 00:00:28.000]  我們一定可以在我們的親朋戚友當中
[00:00:28.000 --> 00:00:30.000]  留下一個好的印象
[00:00:30.000 --> 00:00:33.000]  以致我們和他們分享福音的時候
[00:00:33.000 --> 00:00:35.000]  就會輕而易舉
[00:00:35.000 --> 00:00:36.000]  求祢帶領我們
[00:00:36.000 --> 00:00:38.000]  聽我們的禱告
[00:00:38.000 --> 00:00:40.000]  因待下面說的聽的
[00:00:40.000 --> 00:00:43.000]  都是因為祢的說話被建立
[00:00:43.000 --> 00:00:44.000]  多謝祢
[00:00:44.000 --> 00:00:46.000]  奉耶穌基督的名
[00:00:46.000 --> 00:00:53.000]  今天會和大家分享門徒得與失的選擇
[00:00:53.000 --> 00:00:56.000]  首先我會給一些是非提
[00:00:56.000 --> 00:00:58.000]  是否值得
[00:00:58.000 --> 00:01:02.000]  第一個
[00:01:02.000 --> 00:01:04.000]  台灣有一個家庭
[00:01:04.000 --> 00:01:09.000]  最近因為開始去想
[00:01:09.000 --> 00:01:12.000]  到底選誰做總統呢?
[00:01:12.000 --> 00:01:15.000]  這個是真人真事
[00:01:15.000 --> 00:01:18.000]  是台灣一個弟兄
[00:01:18.000 --> 00:01:20.000]  我以前的會友告訴我
[00:01:20.000 --> 00:01:22.000]  他現在正在幫這個家庭
[00:01:22.000 --> 00:01:27.000]  兒女支持民進黨
[00:01:27.000 --> 00:01:31.000]  父母支持國民黨
[00:01:31.000 --> 00:01:33.000]  吃飯的時候
[00:01:33.000 --> 00:01:36.000]  就是因為最近副總統的辯論
[00:01:36.000 --> 00:01:37.000]  報章的評論
[00:01:37.000 --> 00:01:40.000]  然後接著今天總統的辯論
[00:01:40.000 --> 00:01:44.000]  就叫得臉紅耳熱
[00:01:44.000 --> 00:01:49.000]  所以好幾頓飯都吃得很不開心
[00:01:49.000 --> 00:01:52.000]  最近甚至兒女說
[00:01:52.000 --> 00:01:56.000]  這段時間不會回家吃飯
[00:01:56.000 --> 00:01:59.000]  老父聽完很不開心
[00:01:59.000 --> 00:02:01.000]  我想問大家
[00:02:01.000 --> 00:02:06.000]  是因為支持政黨的不同取向
[00:02:06.000 --> 00:02:09.000]  而搞到父子父女不和
[00:02:09.000 --> 00:02:11.000]  母子母女不和
[00:02:11.000 --> 00:02:13.000]  值不值得?
[00:02:13.000 --> 00:02:15.000]  有多少人認為不值得的?
[00:02:15.000 --> 00:02:17.000]  讓我看看
[00:02:17.000 --> 00:02:22.000]  我希望這些show hand
[00:02:22.000 --> 00:02:24.000]  能夠告訴這個家庭
[00:02:24.000 --> 00:02:26.000]  接著第二件事
[00:02:26.000 --> 00:02:28.000]  我們過去一年
[00:02:28.000 --> 00:02:30.000]  因為佔中反中
[00:02:30.000 --> 00:02:34.000]  很多父母子女不和
[00:02:34.000 --> 00:02:37.000]  甚至有些子女不回家睡
[00:02:37.000 --> 00:02:39.000]  全都走去佔
[00:02:39.000 --> 00:02:41.000]  我又想問問大家
[00:02:41.000 --> 00:02:43.000]  值不值得?
[00:02:43.000 --> 00:02:45.000]  有多少人認為不值得的?
[00:02:45.000 --> 00:02:47.000]  可不可以舉手?
[00:02:47.000 --> 00:02:49.000]  讓我看看
[00:02:49.000 --> 00:02:51.000]  不值得
[00:02:51.000 --> 00:02:53.000]  第三
[00:02:53.000 --> 00:02:57.000]  就是說到郊野公園
[00:02:57.000 --> 00:03:00.000]  可不可以其中一些比較方圓的
[00:03:00.000 --> 00:03:03.000]  可以用來建屋給人住呢?
[00:03:03.000 --> 00:03:10.000]  家裡的太太是環保的
[00:03:10.000 --> 00:03:13.000]  丈夫就經常怨政府
[00:03:13.000 --> 00:03:15.000]  這麼多人
[00:03:15.000 --> 00:03:17.000]  特別是子女長大了
[00:03:17.000 --> 00:03:19.000]  連找一間屋子住都很難
[00:03:19.000 --> 00:03:21.000]  所以就覺得
[00:03:21.000 --> 00:03:23.000]  搞什麼呀
[00:03:23.000 --> 00:03:25.000]  全部建屋吧
[00:03:25.000 --> 00:03:26.000]  這樣
[00:03:26.000 --> 00:03:28.000]  太太就很不開心
[00:03:28.000 --> 00:03:30.000]  每次都跟她爭論
[00:03:30.000 --> 00:03:32.000]  不如你睡垃圾桶吧
[00:03:32.000 --> 00:03:36.000]  整個香港變成怎樣呢?
[00:03:36.000 --> 00:03:38.000]  我們是不是要住這樣的地方呢?
[00:03:38.000 --> 00:03:40.000]  最後兩夫妻在爭論
[00:03:40.000 --> 00:03:42.000]  爭論到臉紅耳熱
[00:03:42.000 --> 00:03:43.000]  問問大家
[00:03:43.000 --> 00:03:45.000]  值不值得?
[00:03:45.000 --> 00:03:47.000]  不值得的讓我看看
[00:03:47.000 --> 00:03:49.000]  不值得的讓我看看
[00:03:49.000 --> 00:03:51.000]  好嗎?謝謝
[00:03:51.000 --> 00:03:52.000]  接著
[00:03:52.000 --> 00:03:54.000]  鄉下爸爸死了
[00:03:54.000 --> 00:03:58.000]  兒子就回去奔喪
[00:03:58.000 --> 00:04:00.000]  四兄弟姐妹
[00:04:00.000 --> 00:04:04.000]  就為了爸爸喪禮
[00:04:04.000 --> 00:04:06.000]  誰出多少錢
[00:04:06.000 --> 00:04:08.000]  誰出多少錢
[00:04:08.000 --> 00:04:10.000]  搞得很不開心
[00:04:10.000 --> 00:04:12.000]  大哥就說
[00:04:12.000 --> 00:04:16.000]  當然是香港那些出多一點
[00:04:16.000 --> 00:04:18.000]  我們在裏面有什麼錢呢?
[00:04:18.000 --> 00:04:20.000]  香港那個就說
[00:04:20.000 --> 00:04:22.000]  你們這麼多地賣了
[00:04:22.000 --> 00:04:24.000]  還說沒錢?
[00:04:24.000 --> 00:04:26.000]  你們有很多錢
[00:04:26.000 --> 00:04:28.000]  應該平均分配
[00:04:28.000 --> 00:04:30.000]  每個都是這麼多
[00:04:30.000 --> 00:04:32.000]  最後
[00:04:32.000 --> 00:04:34.000]  連吃第一餐的飯
[00:04:34.000 --> 00:04:36.000]  都吃不下去
[00:04:36.000 --> 00:04:38.000]  在桌上吵架
[00:04:38.000 --> 00:04:42.000]  那些太太團加入戰圍
[00:04:42.000 --> 00:04:44.000]  太太和太太叫
[00:04:44.000 --> 00:04:46.000]  丈夫和丈夫叫
[00:04:46.000 --> 00:04:48.000]  我又想問一問大家
[00:04:48.000 --> 00:04:50.000]  值不值得?
[00:04:50.000 --> 00:04:52.000]  有多少人認為不值得的
[00:04:52.000 --> 00:04:54.000]  讓我看看
[00:04:54.000 --> 00:04:56.000]  OK 感恩
[00:04:56.000 --> 00:04:58.000]  你們今天聽這場道
[00:04:58.000 --> 00:05:00.000]  你們應該很有感受
[00:05:00.000 --> 00:05:02.000]  我說的就是
[00:05:02.000 --> 00:05:05.000]  完全和你們一致立場的
[00:05:05.000 --> 00:05:07.000]  阿伯拉罕
[00:05:07.000 --> 00:05:09.000]  我們一起去看一看
[00:05:09.000 --> 00:05:11.000]  一段聖經
[00:05:11.000 --> 00:05:13.000]  《創世紀》十三章
[00:05:13.000 --> 00:05:15.000]  第一節
[00:05:15.000 --> 00:05:17.000]  這一段聖經
[00:05:17.000 --> 00:05:21.000]  讓我們看見
[00:05:21.000 --> 00:05:23.000]  阿伯拉罕當聽了神的話
[00:05:23.000 --> 00:05:25.000]  是去一個
[00:05:25.000 --> 00:05:27.000]  神指示他去的地方之後
[00:05:27.000 --> 00:05:29.000]  他就去了
[00:05:29.000 --> 00:05:31.000]  而他去的時間
[00:05:31.000 --> 00:05:33.000]  不只是他去
[00:05:33.000 --> 00:05:35.000]  他也和羅德和他一家去
[00:05:35.000 --> 00:05:37.000]  我們看到
[00:05:37.000 --> 00:05:39.000]  聖經裡記載第二節
[00:05:39.000 --> 00:05:41.000]  阿伯拉罕的金銀生畜極多
[00:05:41.000 --> 00:05:43.000]  他們去了
[00:05:43.000 --> 00:05:45.000]  但另一方面
[00:05:45.000 --> 00:05:47.000]  第五節也告訴我們
[00:05:47.000 --> 00:05:49.000]  與阿伯拉罕同行的羅德
[00:05:49.000 --> 00:05:51.000]  也有牛群羊群和象棚
[00:05:51.000 --> 00:05:53.000]  我們一起讀第六節
[00:05:53.000 --> 00:05:55.000]  第六節開始
[00:05:55.000 --> 00:05:57.000]  一起讀
[00:05:57.000 --> 00:05:59.000]  那地容不下他們
[00:05:59.000 --> 00:06:01.000]  因為他們的財物甚多
[00:06:01.000 --> 00:06:03.000]  使他們不能同居
[00:06:03.000 --> 00:06:05.000]  然後
[00:06:05.000 --> 00:06:07.000]  第八節我們一起讀
[00:06:07.000 --> 00:06:09.000]  阿伯拉罕就對羅德說
[00:06:09.000 --> 00:06:11.000]  你我不可相憎
[00:06:11.000 --> 00:06:13.000]  你的木人和我的木人
[00:06:13.000 --> 00:06:15.000]  也不可相憎
[00:06:15.000 --> 00:06:17.000]  因為我們是骨肉
[00:06:17.000 --> 00:06:19.000]  最後
[00:06:19.000 --> 00:06:21.000]  是因為這樣
[00:06:21.000 --> 00:06:23.000]  第九節一直到十一節
[00:06:23.000 --> 00:06:25.000]  我們一起讀
