
[00:00:00.000 --> 00:00:04.200]  第二節會議 早安
[00:00:04.200 --> 00:00:09.400]  開始聆聽祥主的說話
[00:00:09.400 --> 00:00:11.600]  我們再次以禱告預備
[00:00:11.600 --> 00:00:15.000]  我們身心靈去領受神的教導
[00:00:15.000 --> 00:00:17.600]  親愛的父神 多謝你
[00:00:17.600 --> 00:00:20.200]  讓我們能夠再次打開你的說話
[00:00:20.200 --> 00:00:23.200]  一同學習 明白你的啟示
[00:00:23.200 --> 00:00:26.200]  領受你的差名 求你的帶領
[00:00:26.200 --> 00:00:30.600]  讓每一個無論是先上先下的弟兄姊妹
[00:00:30.600 --> 00:00:32.000]  屬神的子民
[00:00:32.000 --> 00:00:37.200]  都能夠讓我們在今天的講道經文當中
[00:00:37.200 --> 00:00:41.200]  清楚準確領受主你的教導
[00:00:41.200 --> 00:00:44.200]  求你的帶領我們同心的禱告
[00:00:44.200 --> 00:00:47.600]  奉靠主耶穌基督得勝的名字而靠
[00:00:47.600 --> 00:00:48.600]  阿們
[00:00:48.600 --> 00:00:53.400]  今天我們會來到馬太福音最後一講
[00:00:53.400 --> 00:00:59.200]  對於我來說有一種依依不捨的感覺
[00:00:59.200 --> 00:01:03.600]  因為其實馬太福音我不是沒有講過
[00:01:03.600 --> 00:01:08.200]  不過在過去兩年多的講馬太福音
[00:01:08.200 --> 00:01:12.800]  我覺得可以說是將我自己在悉經上
[00:01:12.800 --> 00:01:21.000]  以及在靈性上都有很大的造就和成長
[00:01:21.000 --> 00:01:26.400]  這是我很想和大家一起去感謝主的一件事情
[00:01:26.400 --> 00:01:30.400]  今天我們會一起去看馬太福音最後的這段經文
[00:01:30.400 --> 00:01:34.000]  第28章第16至20節
[00:01:34.000 --> 00:01:38.400]  我給了一個題目叫做領命的條件
[00:01:38.400 --> 00:01:43.200]  Matthew 28:16-20
[00:01:43.200 --> 00:01:44.800]  The title for the sermon is
[00:01:44.800 --> 00:01:48.200]  Requirements of receiving the commission
[00:01:48.200 --> 00:01:50.400]  這段經文很熟悉
[00:01:50.400 --> 00:01:54.000]  我想每一個基督徒都會聽過這段經文
[00:01:54.000 --> 00:01:57.000]  叫做大使命經文
[00:01:57.000 --> 00:01:59.600]  連我們的和合本
[00:01:59.600 --> 00:02:01.800]  有些舊的和合本版本
[00:02:01.800 --> 00:02:05.600]  直接將它給一個標題叫做大使命
[00:02:05.600 --> 00:02:09.200]  當然視乎你的版本
[00:02:09.200 --> 00:02:15.200]  我這個新標點和合本已經改了這個題目
[00:02:15.200 --> 00:02:18.000]  個個都以為是一個大使命
[00:02:18.000 --> 00:02:20.200]  當大家讀到這段大使命的時候
[00:02:20.200 --> 00:02:23.200]  我相信那個腎上腺就飆高了
[00:02:23.200 --> 00:02:26.400]  因為好像我們接受上帝的一個差名
[00:02:26.400 --> 00:02:31.600]  是一個很高的榮譽
[00:02:31.600 --> 00:02:39.000]  差不多好像得到格林美音樂會的頒獎典禮
[00:02:39.000 --> 00:02:42.400]  最高殊榮的情況
[00:02:42.400 --> 00:02:44.600]  究竟是不是這樣呢
[00:02:44.600 --> 00:02:49.400]  今天我想可以說得比很多弟兄姊妹
[00:02:49.400 --> 00:02:53.600]  重新重塑這段聖經的意義
[00:02:53.600 --> 00:02:57.200]  我們環顧一下整個的馬太福音
[00:02:57.200 --> 00:02:59.400]  如果大家還記得馬太福音
[00:02:59.400 --> 00:03:02.800]  由第一章到我們剛剛所看到的
[00:03:02.800 --> 00:03:05.800]  上個禮拜的第28章的經文
[00:03:05.800 --> 00:03:09.200]  耶穌的開始記載
[00:03:09.200 --> 00:03:11.600]  就是由族譜開始
[00:03:11.600 --> 00:03:17.200]  而在先前的我們看到耶穌的復活
[00:03:17.200 --> 00:03:20.600]  耶穌的復活甚至是一個差名
[00:03:20.600 --> 00:03:23.400]  但這個差名的結束
[00:03:23.400 --> 00:03:28.800]  可以說是帶來了一個很大的挑戰
[00:03:28.800 --> 00:03:31.000]  這個挑戰是什麼呢
[00:03:31.000 --> 00:03:34.400]  就是耶穌的門徒接受這個差名
[00:03:34.400 --> 00:03:37.600]  是一個絕不容易的差名
[00:03:37.600 --> 00:03:40.600]  因為在最後我們所看到的
[00:03:40.600 --> 00:03:48.000]  在這段聖經第14和15節的經文裏面
[00:03:48.000 --> 00:03:50.800]  我們就看到這班大祭司
[00:03:50.800 --> 00:03:57.000]  進行了一個很大型的陰謀
[00:03:57.000 --> 00:03:59.000]  這個什麼陰謀呢
[00:03:59.000 --> 00:04:02.000]  他們要傳出一個信息
[00:04:02.000 --> 00:04:07.000]  這個信息就是第13節裏面所說
[00:04:07.000 --> 00:04:10.000]  夜間我們睡覺的時候
[00:04:10.000 --> 00:04:13.000]  他的門徒來把他偷去了
[00:04:13.000 --> 00:04:18.200]  就是把耶穌基督的身體屍體偷去了
[00:04:18.200 --> 00:04:20.600]  將這個消息傳開
[00:04:20.600 --> 00:04:24.800]  這個消息傳開
[00:04:24.800 --> 00:04:27.400]  最可惜的是
[00:04:27.400 --> 00:04:30.000]  是一個假的消息
[00:04:30.000 --> 00:04:32.800]  是一班所謂侍奉上帝
[00:04:32.800 --> 00:04:35.600]  有上帝說話的人
[00:04:35.600 --> 00:04:42.200]  用上帝的人奉獻給上帝的金錢
[00:04:42.200 --> 00:04:43.200]  我們看了
[00:04:43.200 --> 00:04:46.000]  用聖殿裏面的銀錢
[00:04:46.000 --> 00:04:51.400]  提了大量出來去支援這個陰謀
[00:04:51.400 --> 00:04:56.600]  而這個陰謀是恆久地去推行的
[00:04:56.600 --> 00:04:59.400]  如果我們大家看回第15節的時候
[00:04:59.400 --> 00:05:07.200]  他說道 傳到猶太人的中間直到今天
[00:05:07.200 --> 00:05:08.200]  我們說過
[00:05:08.200 --> 00:05:14.400]  馬太福音的成書期在主後的第一世紀
[00:05:14.400 --> 00:05:19.800]  第一世紀我們當是主前100年的時間
[00:05:19.800 --> 00:05:22.000]  如果是這樣的話
[00:05:22.000 --> 00:05:26.000]  耶穌死的我們當是主後的30年
[00:05:26.000 --> 00:05:29.200]  30多30嵩年的時候
[00:05:29.200 --> 00:05:31.800]  如果到馬太福音寫成
[00:05:31.800 --> 00:05:34.400]  即是我們今天所看的馬太福音
[00:05:34.400 --> 00:05:39.800]  我當是主後的80年這樣算了
[00:05:39.800 --> 00:05:43.600]  即是由耶穌死到成書的過程
[00:05:43.600 --> 00:05:47.200]  至少有三四十年的時間
[00:05:47.200 --> 00:05:52.000]  這個陰謀用大量神殿裏面的金錢
[00:05:52.000 --> 00:05:54.400]  推行的一個假的信息
[00:05:54.400 --> 00:05:59.000]  傳遞足足傳了三四十年的時間至少
[00:05:59.000 --> 00:06:00.600]  在這樣的狀態之下
[00:06:00.600 --> 00:06:02.600]  我們就會問一個問題
[00:06:02.600 --> 00:06:09.200]  為什麼神的殿給一群稱為傳主道的人
[00:06:09.200 --> 00:06:12.400]  竟然是這樣使用他的金錢
[00:06:12.400 --> 00:06:17.400]  來傳一個相反上帝要來拯救的信息呢
[00:06:17.400 --> 00:06:21.800]  這是不是一個淒涼可憐的情況
[00:06:21.800 --> 00:06:23.800]  其實也成就了今天
[00:06:23.800 --> 00:06:28.800]  我們今天教會要作出一個很重要的反思
[00:06:28.800 --> 00:06:32.200]  今天教會很多虔誠的進途
[00:06:32.200 --> 00:06:35.400]  回到教會裏面去傳主的道
[00:06:35.400 --> 00:06:39.200]  甚至付出他們的資源
[00:06:39.200 --> 00:06:41.200]  賺取的金錢
[00:06:41.200 --> 00:06:45.000]  他的能力他的智慧等等的事情
[00:06:45.000 --> 00:06:48.800]  但結果是否在做上帝要我們傳講的事情呢
[00:06:48.800 --> 00:06:51.600]  還是只是滿足一批人
[00:06:51.600 --> 00:06:54.800]  叫做宗教領袖的人的思想呢
[00:06:54.800 --> 00:06:56.600]  或者他們的目的呢
[00:06:56.600 --> 00:06:59.600]  這是很值得我們思想的問題
[00:06:59.600 --> 00:07:01.600]  而今天去到最後
[00:07:01.600 --> 00:07:07.000]  就來到這一段領命的時間了
[00:07:07.000 --> 00:07:11.600]  領命的目的
[00:07:11.600 --> 00:07:13.600]  寫得很清楚
[00:07:13.600 --> 00:07:15.600]  順便要我們去做
[00:07:15.600 --> 00:07:17.000]  作主門徒的工作
[00:07:17.000 --> 00:07:19.400]  我一會兒會詳細說的
[00:07:19.400 --> 00:07:23.600]  不過有一樣東西我們經常都沒有留意的
[00:07:23.600 --> 00:07:28.600]  就是在馬太福音一直到最後都提及一樣東西
[00:07:28.600 --> 00:07:32.600]  哪些人可以去領命
[00:07:32.600 --> 00:07:36.600]  而馬太福音結束就談論到
[00:07:36.600 --> 00:07:41.600]  領命的人單是要去領這個命令的內容
[00:07:41.600 --> 00:07:46.600]  而這個領命的人的條件是什麼
[00:07:46.600 --> 00:07:50.600]  如果我們以為什麼人都可以領這個命
[00:07:50.600 --> 00:07:53.600]  我可以很清楚地告訴大家
[00:07:53.600 --> 00:07:54.600]  在未看這段經文
[00:07:54.600 --> 00:07:56.600]  我都很明白地告訴大家
[00:07:56.600 --> 00:07:59.600]  不是這樣的情況
[00:07:59.600 --> 00:08:02.600]  領命是有一個必定的條件
[00:08:02.600 --> 00:08:06.600]  即使我們將這段聖經說成大使命的經文也好
[00:08:06.600 --> 00:08:12.600]  每一個信徒被能夠去領受這個命令的人
[00:08:12.600 --> 00:08:14.600]  不是每個人都做得到的
[00:08:14.600 --> 00:08:17.600]  不是在教會裡面的人一定做得到的
[00:08:17.600 --> 00:08:23.600]  在教會裡面的人很多沒有這段聖經所提到的條件
[00:08:23.600 --> 00:08:26.600]  當我們說到條件的時候
[00:08:26.600 --> 00:08:27.600]  就讓我想起一樣東西
[00:08:27.600 --> 00:08:29.600]  如果大家都知道
[00:08:29.600 --> 00:08:32.600]  剛剛在美國有一個新的總統
[00:08:32.600 --> 00:08:34.600]  新的總統有他新的班底
[00:08:34.600 --> 00:08:37.600]  如果大家去明白一樣東西
[00:08:37.600 --> 00:08:39.600]  就是美國有一個很特別的制度
[00:08:39.600 --> 00:08:43.600]  就是原來美國的領導層
[00:08:43.600 --> 00:08:46.600]  除了總統和副總統是人事
[00:08:46.600 --> 00:08:49.600]  由人民選出來之後
[00:08:49.600 --> 00:08:55.600]  整個領袖在總統領導班子裡面的人
[00:08:55.600 --> 00:08:57.600]  都不是選出來的
[00:08:57.600 --> 00:08:59.600]  你們有沒有留意
[00:08:59.600 --> 00:09:05.600]  而是由總統親自委任一些
[00:09:05.600 --> 00:09:09.600]  基本上都不是選出來的人
[00:09:09.600 --> 00:09:13.600]  但是他有這種獨特的能力的人
[00:09:13.600 --> 00:09:17.600]  在那方面有特別的專長的人
[00:09:17.600 --> 00:09:22.600]  譬如他是做經貿很專長的人
[00:09:22.600 --> 00:09:25.600]  他就找一個專長去處理經貿的人
[00:09:25.600 --> 00:09:29.600]  如果是專長去做科技的人
[00:09:29.600 --> 00:09:32.600]  他就找一個專長去搞科技的人
[00:09:32.600 --> 00:09:35.600]  如果這個專長是做軍事的人
[00:09:35.600 --> 00:09:39.600]  他就會選一個專長去做軍事的人
[00:09:39.600 --> 00:09:43.600]  那你會說這樣都可以嗎?
[00:09:43.600 --> 00:09:44.600]  就是這樣
[00:09:44.600 --> 00:09:47.600]  不過最特別的地方就是
[00:09:47.600 --> 00:09:50.600]  這個不只是總統一個人說的事
[00:09:50.600 --> 00:09:56.600]  而是要經過國會去認證
[00:09:56.600 --> 00:09:58.600]  大家如果留意一點的時候
[00:09:58.600 --> 00:10:00.600]  你就會明白多一點
[00:10:00.600 --> 00:10:06.600]  認證這個過程就是嘗試將這個總統選出來
[00:10:06.600 --> 00:10:08.600]  要他一起去管治國家的人
[00:10:08.600 --> 00:10:11.600]  他有沒有這樣的能力
[00:10:11.600 --> 00:10:13.600]  他是不是真的做得到
[00:10:13.600 --> 00:10:17.600]  要透過一個認證的過程
[00:10:17.600 --> 00:10:20.600]  這個政治的結構有這樣
[00:10:20.600 --> 00:10:25.600]  其實在世界上很多的行業
[00:10:25.600 --> 00:10:28.600]  都有這個情況的要求
[00:10:28.600 --> 00:10:30.600]  不用說什麼
[00:10:30.600 --> 00:10:32.600]  就以在加拿大來計算
[00:10:32.600 --> 00:10:35.600]  我以前曾經在一些移民中心裏面
[00:10:35.600 --> 00:10:39.600]  去負責安排一些認證服務
[00:10:39.600 --> 00:10:44.600]  accreditation服務的時候
[00:10:44.600 --> 00:10:48.600]  要求認證的人
[00:10:48.600 --> 00:10:51.600]  很多他們在世界各地來到
[00:10:51.600 --> 00:10:53.600]  他有律師
[00:10:53.600 --> 00:10:56.600]  他有會計師
[00:10:56.600 --> 00:10:58.600]  他有牙醫
[00:10:58.600 --> 00:10:59.600]  醫生
[00:10:59.600 --> 00:11:05.600]  他有藥劑師
[00:11:05.600 --> 00:11:07.600]  工程師
[00:11:07.600 --> 00:11:09.600]  很多什麼什麼師
[00:11:09.600 --> 00:11:13.600]  他們不是一來到加拿大就可以做的
[00:11:13.600 --> 00:11:15.600]  他們要怎樣
[00:11:15.600 --> 00:11:19.600]  要去重新考取這個牌照
[00:11:19.600 --> 00:11:24.600]  但考取這個牌照之前要有一個資格認證
[00:11:24.600 --> 00:11:26.600]  認實你真的有這方面的背景
[00:11:26.600 --> 00:11:29.600]  然後才可以考取這個試
[00:11:29.600 --> 00:11:34.600]  我當時做的就是做這個認證服務的安排
[00:11:34.600 --> 00:11:36.600]  找一些專業認證的人
[00:11:36.600 --> 00:11:42.600]  去認證他們的專業資格
[00:11:42.600 --> 00:11:46.600]  他們就必須要做很多詳細的分析
[00:11:46.600 --> 00:11:48.600]  他們讀過的課程
[00:11:48.600 --> 00:11:51.600]  我曾經記得有一個人
[00:11:51.600 --> 00:11:54.600]  他在巴基斯坦
[00:11:54.600 --> 00:11:56.600]  他是一個工程師
[00:11:56.600 --> 00:12:00.600]  他想來到加拿大再做工程師
[00:12:00.600 --> 00:12:02.600]  但加拿大的工程師
[00:12:02.600 --> 00:12:08.600]  就要考工程師專業工程師協會的資格
[00:12:08.600 --> 00:12:12.600]  他要將他以前讀過的所有課程的內容
[00:12:12.600 --> 00:12:14.600]  所有
[00:12:14.600 --> 00:12:16.600]  和他的成績
[00:12:16.600 --> 00:12:19.600]  然後拿去認證公司
[00:12:19.600 --> 00:12:27.600]  對應他在巴基斯坦的學歷水平
[00:12:27.600 --> 00:12:30.600]  衡量加拿大的水平
[00:12:30.600 --> 00:12:34.600]  然後量度每一科他能不能拿到學分
[00:12:34.600 --> 00:12:38.600]  然後才決定總學分是差什麼
[00:12:38.600 --> 00:12:39.600]  還差什麼
[00:12:39.600 --> 00:12:41.600]  然後才可以去考
[00:12:41.600 --> 00:12:44.600]  這個工作很多人都知道
[00:12:44.600 --> 00:12:48.600]  但很多時候在教會裏面
[00:12:48.600 --> 00:12:51.600]  這個就沒有人看
[00:12:51.600 --> 00:12:54.600]  教會的人
[00:12:54.600 --> 00:12:58.600]  有時候他以為他讀過神學課程之後
