
[00:00:00.000 --> 00:00:07.440]  今天和大家來到約爾書的最後一章經文
[00:00:07.440 --> 00:00:11.200]  是第三章的第18節至第21節
[00:00:11.200 --> 00:00:13.760]  今天我們所看的主題就是
[00:00:13.760 --> 00:00:16.880]  耶和華日子下的拯救
[00:00:16.880 --> 00:00:23.200]  在我小時候曾經聽過一些長輩在家裡
[00:00:23.200 --> 00:00:26.320]  家常便飯的時候聊天
[00:00:26.320 --> 00:00:29.120]  他曾經說過一句話令我很深刻
[00:00:29.120 --> 00:00:35.680]  他說成王敗寇很多時候只不過是一線之差
[00:00:35.680 --> 00:00:37.200]  或者可以這麼說
[00:00:37.200 --> 00:00:42.000]  很多時候是我們自己怎麼去想和怎麼去接受
[00:00:42.000 --> 00:00:45.440]  如果對一件事情有些扭曲的話
[00:00:45.440 --> 00:00:48.800]  很容易我們就會墮入一個陷阱裡面
[00:00:48.800 --> 00:00:51.200]  其實當我想起這句話的時候
[00:00:51.200 --> 00:00:54.960]  與我們今天屬靈生命的成長
[00:00:54.960 --> 00:00:58.160]  其實也都是有些類似的地方
[00:00:58.160 --> 00:01:03.280]  一個人究竟他是不是在永恆的當中能夠得救的呢?
[00:01:03.280 --> 00:01:07.360]  不是在乎於他知不知道上帝
[00:01:07.360 --> 00:01:11.440]  在今天這個世界裡面資訊發達
[00:01:11.440 --> 00:01:14.160]  我相信在今時今日裡面
[00:01:14.160 --> 00:01:18.400]  還有誰是他不認識或者不知道誰是耶和華
[00:01:18.400 --> 00:01:22.240]  還有誰是他不認識誰是耶穌
[00:01:22.240 --> 00:01:25.760]  關鍵的在於一個人
[00:01:25.760 --> 00:01:30.880]  究竟他能不能夠真的尊上帝為我們的主我們的神
[00:01:30.880 --> 00:01:34.480]  還是他決定否定這位上帝
[00:01:34.480 --> 00:01:39.600]  今天我們一起去看的這個約爾書的最後一段段落
[00:01:39.600 --> 00:01:45.200]  就是讓我們去看看究竟我們的主是怎麼去看待人
[00:01:45.200 --> 00:01:48.000]  也都在這個他的屬性裡面
[00:01:48.000 --> 00:01:54.480]  怎麼去真的盡他的能力去拯救今天每一個活在罪當中的人
[00:01:54.480 --> 00:01:57.040]  好了不如我們在聆聽主導先
[00:01:57.040 --> 00:01:59.600]  我們也都再次打翻開這段聖經
[00:01:59.600 --> 00:02:02.800]  我們會先一起去讀這段經文一次
[00:02:02.800 --> 00:02:07.280]  約爾書第三章第十八節至第二十一節
[00:02:07.280 --> 00:02:11.760]  到那日大山要滴甜酒
[00:02:11.760 --> 00:02:14.480]  小山要流奶子
[00:02:14.480 --> 00:02:17.280]  由大溪河都有水流
[00:02:17.280 --> 00:02:22.640]  必有泉源從耶和華的殿中流出來
[00:02:22.640 --> 00:02:25.440]  知潤雅雜情谷
[00:02:25.440 --> 00:02:27.760]  埃及必然荒涼
[00:02:27.760 --> 00:02:31.120]  以東變為淒涼的曠野
[00:02:31.120 --> 00:02:34.800]  都因向猶大人所行的強暴
[00:02:34.800 --> 00:02:38.720]  又因在本地流無辜人的血
[00:02:38.720 --> 00:02:41.920]  但猶大必存到永遠
[00:02:41.920 --> 00:02:45.120]  耶路撒冷必存到萬代
[00:02:45.120 --> 00:02:48.240]  我未曾報復流血的罪
[00:02:48.240 --> 00:02:50.480]  現在我要報復
[00:02:50.480 --> 00:02:54.000]  因為耶和華住在石安
[00:02:54.000 --> 00:02:57.680]  今天這段經文我們會分為三個部分一起去看
[00:02:57.680 --> 00:03:01.520]  第一個部分我們會去看的就是第三章第十八節
[00:03:01.520 --> 00:03:05.440]  在這段經文裡面我們會看到一個很重要的題目就是
[00:03:05.440 --> 00:03:10.640]  能夠讓我們去展望耶和華日子下的美景
[00:03:10.640 --> 00:03:13.280]  其實在上一堂主日裡面
[00:03:13.280 --> 00:03:17.360]  我們也都已經討論過一個很重要的事實
[00:03:17.360 --> 00:03:21.040]  很多時候我們對耶和華的日子
[00:03:21.040 --> 00:03:25.840]  我們去看它的發展或者它的場景的時候
[00:03:25.840 --> 00:03:28.640]  我們往往只有一種的看法就是
[00:03:28.640 --> 00:03:31.360]  一種非常恐怖可怕
[00:03:31.360 --> 00:03:34.160]  而且充滿暴力血腥
[00:03:34.160 --> 00:03:38.080]  天災橫禍等等這樣的景象
[00:03:38.080 --> 00:03:40.640]  不過這個只不過是一半的
[00:03:40.640 --> 00:03:44.320]  我們所應該理解到的耶和華日子的景象
[00:03:44.320 --> 00:03:51.280]  另一個真正在耶和華日子當中同時也都會出現的就是
[00:03:51.280 --> 00:03:54.080]  當在全面真理之下
[00:03:54.080 --> 00:03:57.760]  我們的上主坐在當中為王
[00:03:57.760 --> 00:04:00.720]  並且當他坐在當中為王之後
[00:04:00.720 --> 00:04:04.880]  整個世界會進行一連串的改變
[00:04:04.880 --> 00:04:08.320]  在今天我們看的這一節的經文裡面
[00:04:08.320 --> 00:04:12.800]  就是要為我們為後來所見到的這個場景
[00:04:12.800 --> 00:04:15.840]  作為一個更進一步的陳述
[00:04:15.840 --> 00:04:20.320]  其實在這段聖經裡面三章十八節說到那一天
[00:04:20.320 --> 00:04:24.320]  其實也是延展在第三章第十四節裡面
[00:04:24.320 --> 00:04:27.600]  耶華的日子的這個題目
[00:04:27.600 --> 00:04:30.080]  不過來到這段聖經裡面的時候
[00:04:30.080 --> 00:04:34.880]  我們會看到整個的氣氛是明顯逆轉了
[00:04:34.880 --> 00:04:40.000]  而且這個情況如果我們更細心去讀一下其他小仙之書的時候
[00:04:40.000 --> 00:04:47.680]  那個情形和亞摩斯書第九章十三章和十四節所形容的情況非常之類似
[00:04:47.680 --> 00:04:50.400]  我們再看看這節聖經說什麼
[00:04:50.400 --> 00:04:53.760]  他說到那一天就是指到耶華的日子
[00:04:53.760 --> 00:04:59.920]  在前面我們說過在耶華的日子已經是談論到已經進入了一個審判的階段
[00:04:59.920 --> 00:05:02.160]  在那裡有很多人的罪
[00:05:02.160 --> 00:05:05.840]  特別當時所特別提到的某一個群體
[00:05:05.840 --> 00:05:14.400]  叫做阿泰爾·西頓和菲利士四警周圍的人
[00:05:14.400 --> 00:05:15.920]  與及他們的同盟
[00:05:15.920 --> 00:05:19.760]  他們和上帝去交力可以這麼說
[00:05:19.760 --> 00:05:21.360]  但是最終他們失敗
[00:05:21.360 --> 00:05:27.440]  上帝用閃電的速度就已經將他們擊潰了他們整個的陣營
