
[00:00:00.000 --> 00:00:04.320]  我們先有祈禱
[00:00:04.320 --> 00:00:06.200]  天父我們感謝你
[00:00:06.200 --> 00:00:09.000]  從帶領我們平安來到你的聖殿當中
[00:00:09.000 --> 00:00:10.680]  在主日的時候
[00:00:10.680 --> 00:00:12.800]  我們紀念主耶穌為我們復活
[00:00:12.800 --> 00:00:16.040]  我們為你給予我們的恩典、生命
[00:00:16.040 --> 00:00:17.240]  我們獻上感恩
[00:00:17.240 --> 00:00:19.760]  求你讓我們明白你的救恩之後
[00:00:19.760 --> 00:00:22.040]  我們能夠明白如何行事為人
[00:00:22.040 --> 00:00:24.200]  如何用我們餘下的人生
[00:00:24.200 --> 00:00:26.120]  我們求你讓今天的經文
[00:00:26.120 --> 00:00:27.640]  對我們眾人說話
[00:00:27.640 --> 00:00:29.720]  讓我們有聰明、有智慧
[00:00:29.720 --> 00:00:31.520]  能夠做合理心意的事
[00:00:31.520 --> 00:00:33.320]  能夠過合理心意的生活
[00:00:33.320 --> 00:00:35.400]  帶領以下聆聽你話語的時間
[00:00:35.400 --> 00:00:37.400]  聽我們祈禱奉耶穌的名字
[00:00:37.400 --> 00:00:38.400]  感恩
[00:00:38.400 --> 00:00:41.680]  今天大家手中有個大綱
[00:00:41.680 --> 00:00:43.880]  在你們的程序表當中
[00:00:43.880 --> 00:00:47.680]  剛才國語堂我發現他們好像完全沒有看大綱
[00:00:47.680 --> 00:00:50.080]  我特意寫了大綱給你們
[00:00:50.080 --> 00:00:52.680]  希望大家有空去看一看
[00:00:52.680 --> 00:00:56.280]  有四堂教會安排
[00:00:56.280 --> 00:00:59.360]  四堂講到基督律的個人生活
[00:00:59.360 --> 00:01:01.280]  第一堂是岑牧師講
[00:01:01.280 --> 00:01:02.400]  他提到說
[00:01:02.400 --> 00:01:03.720]  不要被淘汰
[00:01:03.720 --> 00:01:04.880]  要勝出
[00:01:04.880 --> 00:01:07.680]  不要穿著舊人扮新人
[00:01:07.680 --> 00:01:11.360]  第二堂我不太肯定是誰講的
[00:01:11.360 --> 00:01:13.120]  是不是都是Raymond Mok講的
[00:01:13.120 --> 00:01:14.560]  廣東堂
[00:01:14.560 --> 00:01:15.360]  是不是?
[00:01:15.360 --> 00:01:17.080]  他提到要脫去舊人
[00:01:17.080 --> 00:01:18.440]  穿上新人
[00:01:18.440 --> 00:01:20.640]  上個星期就是岑牧師講
[00:01:20.640 --> 00:01:25.320]  要徹底改變的根基、原則和實踐
[00:01:25.320 --> 00:01:27.120]  沒錯吧?
[00:01:28.200 --> 00:01:30.440]  今天我會講到第四講
[00:01:30.440 --> 00:01:32.160]  基督律個人生活
[00:01:32.160 --> 00:01:35.520]  我選了以弗所書第五章十五節
[00:01:35.520 --> 00:01:36.720]  第一句話
[00:01:36.720 --> 00:01:39.000]  你們要謹慎行事
[00:01:39.000 --> 00:01:40.240]  講完之後
[00:01:40.240 --> 00:01:44.520]  保羅接著講了如何謹慎行事
[00:01:44.520 --> 00:01:47.640]  世界上很多東西都不夠
[00:01:47.640 --> 00:01:49.840]  兩樣東西很普遍
[00:01:49.840 --> 00:01:51.120]  都不足夠
[00:01:51.120 --> 00:01:53.280]  世界上哪兩樣東西不夠?
[00:01:53.280 --> 00:01:56.680]  上上不夠的是什麼?
[00:01:57.760 --> 00:01:58.440]  啊?
[00:01:58.440 --> 00:02:01.440]  不是睡覺?
[00:02:01.440 --> 00:02:04.040]  不是睡覺和吃東西永遠都不夠
[00:02:04.040 --> 00:02:06.280]  時間和金錢
[00:02:06.280 --> 00:02:08.480]  有些人說金錢永遠都不夠
[00:02:08.480 --> 00:02:09.640]  越多越好
[00:02:09.640 --> 00:02:11.440]  時間永遠都不夠用
[00:02:11.440 --> 00:02:14.000]  總是好像時間不夠
[00:02:14.000 --> 00:02:16.000]  有些人的錢不夠
[00:02:16.000 --> 00:02:19.720]  不是因為他需要
[00:02:19.720 --> 00:02:21.520]  而是因為他想要
[00:02:21.520 --> 00:02:24.240]  他想要的比他需要多
[00:02:24.240 --> 00:02:26.640]  所以他的錢永遠都不夠
[00:02:26.640 --> 00:02:28.640]  有些人的時間不夠
[00:02:28.640 --> 00:02:32.160]  是因為他想做的比他應該做的更多
[00:02:32.160 --> 00:02:33.800]  你聽得出分別嗎?
[00:02:33.800 --> 00:02:35.520]  很多人很多東西都想做
[00:02:35.520 --> 00:02:36.920]  但未必是他應該做
[00:02:36.920 --> 00:02:38.160]  你什麼都想做
[00:02:38.160 --> 00:02:39.760]  當然是時間不夠
[00:02:39.760 --> 00:02:42.080]  我試過有一次我兒子
[00:02:42.080 --> 00:02:43.480]  我也佩服他
[00:02:43.480 --> 00:02:46.520]  他第一次坐飛機回香港
[00:02:46.520 --> 00:02:47.400]  很開心
[00:02:47.400 --> 00:02:48.520]  15個小時
[00:02:48.520 --> 00:02:50.480]  我們說坐15個小時
[00:02:50.480 --> 00:02:51.920]  真的很辛苦
[00:02:51.920 --> 00:02:53.000]  他就很開心
[00:02:53.000 --> 00:02:54.520]  他一下飛機告訴我
[00:02:54.520 --> 00:02:56.600]  他說爸爸在飛機上時間不夠
[00:02:56.600 --> 00:02:57.680]  我說為什麼時間不夠
[00:02:57.680 --> 00:02:58.600]  15個小時
[00:02:58.600 --> 00:03:00.760]  他說他不夠時間看完這麼多電影
[00:03:00.760 --> 00:03:04.920]  最後他說他看完
[00:03:04.920 --> 00:03:05.800]  為什麼呢?
[00:03:05.800 --> 00:03:07.240]  他11天沒有睡覺
[00:03:07.240 --> 00:03:10.440]  全部快速看完這麼多電影
[00:03:10.440 --> 00:03:12.760]  終於去到我們住的地方
[00:03:12.760 --> 00:03:15.320]  我和他媽媽和他妹妹出去吃雲吞麵
[00:03:15.320 --> 00:03:17.080]  他就躺在那裡不能動
[00:03:17.080 --> 00:03:18.960]  因為他說飛機裡面的時間不夠
[00:03:18.960 --> 00:03:19.960]  我說兒子
[00:03:19.960 --> 00:03:22.320]  你不需要看完這麼多電影
[00:03:22.320 --> 00:03:24.240]  他會虧本的
[00:03:24.240 --> 00:03:25.560]  給了錢
[00:03:25.560 --> 00:03:28.560]  所以有時候人們說錢不夠時間不夠的問題
[00:03:28.560 --> 00:03:30.200]  不是夠不夠
[00:03:30.200 --> 00:03:32.120]  而是什麼為之夠呢?
[00:03:32.120 --> 00:03:33.920]  人生有一樣東西很重要
[00:03:33.920 --> 00:03:36.400]  就是千萬不要後悔
[00:03:36.400 --> 00:03:38.600]  有時候人們亂花錢
[00:03:38.600 --> 00:03:40.640]  有些人亂花時間
[00:03:40.640 --> 00:03:42.400]  有些人拼命賺錢
[00:03:42.400 --> 00:03:44.200]  有些人拼命省時間
[00:03:44.200 --> 00:03:45.960]  得不償失
[00:03:45.960 --> 00:03:47.880]  做錯之後回頭看
[00:03:47.880 --> 00:03:49.000]  他很後悔
[00:03:49.000 --> 00:03:50.520]  悔不當初
[00:03:50.520 --> 00:03:53.440]  我讀書不是這麼厲害的
[00:03:53.440 --> 00:03:55.280]  但是我過來加拿大
[00:03:55.280 --> 00:03:57.000]  甚至是信耶穌之後
[00:03:57.000 --> 00:03:59.040]  讀書精明了一點
[00:03:59.040 --> 00:04:00.600]  以前讀書真的很差
[00:04:00.600 --> 00:04:03.160]  每一次考試都是靠提示
[00:04:03.160 --> 00:04:04.800]  我不知道你們是不是
[00:04:04.800 --> 00:04:06.440]  我真的是靠提示讀書
[00:04:06.440 --> 00:04:07.760]  經常考完書後
[00:04:07.760 --> 00:04:11.560]  就後悔沒有讀到提示的題目
[00:04:11.560 --> 00:04:13.440]  但是出來的時候已經太遲了
[00:04:13.440 --> 00:04:14.440]  你知不知道?
[00:04:14.440 --> 00:04:16.640]  不可以回去再考
[00:04:16.640 --> 00:04:19.160]  有時候我太太就經常很後悔什麼呢?
[00:04:19.160 --> 00:04:21.760]  就是沒有用到減價的優惠券
[00:04:21.760 --> 00:04:23.920]  有一家店經常寄優惠券給我太太
[00:04:23.920 --> 00:04:25.280]  最近寄了一張10元
[00:04:25.280 --> 00:04:27.080]  再前面有一張15元
[00:04:27.080 --> 00:04:28.440]  拿去想用
[00:04:28.440 --> 00:04:29.320]  只可以用一張
[00:04:29.320 --> 00:04:30.240]  不可以用兩張
[00:04:30.240 --> 00:04:32.480]  還有一張今天到期了
[00:04:32.480 --> 00:04:35.080]  她說怎麼想辦法用掉它
[00:04:35.080 --> 00:04:36.000]  我說為什麼?
[00:04:36.000 --> 00:04:37.840]  因為過了之後就沒用了
[00:04:37.840 --> 00:04:39.800]  你說你需要買嗎?
