
[00:00:00.000 --> 00:00:05.000]  請姐妹主來平安
[00:00:05.000 --> 00:00:12.000]  多謝帶領敬拜師哥
[00:00:12.000 --> 00:00:16.000]  特別我很欣賞伴奏的弟兄
[00:00:16.000 --> 00:00:23.000]  用了幾多種不同的管樂來幫助我們
[00:00:23.000 --> 00:00:30.000]  我最好聽的是Oboe
[00:00:30.000 --> 00:00:40.000]  我記得20年前有一次去到倫敦中華基督教會的大學生春令會
[00:00:40.000 --> 00:00:45.000]  有位弟兄每一次唱詩的時候
[00:00:45.000 --> 00:00:48.000]  他在後面伴奏
[00:00:48.000 --> 00:00:52.000]  所有的管樂他都拿齊出來
[00:00:52.000 --> 00:00:58.000]  我講道的時候忍不住問有沒有Bassoon
[00:00:58.000 --> 00:01:00.000]  很大一部的那些
[00:01:00.000 --> 00:01:02.000]  第二天早上他拿出來
[00:01:02.000 --> 00:01:04.000]  帶了入營
[00:01:04.000 --> 00:01:07.000]  我說你是不是讀音樂系的
[00:01:07.000 --> 00:01:10.000]  他說不是 是我的嗜好
[00:01:10.000 --> 00:01:13.000]  這位弟兄我不知道他叫什麼名字
[00:01:13.000 --> 00:01:20.000]  不過神的恩典真的留下很深刻的印象
[00:01:20.000 --> 00:01:23.000]  我先要道歉
[00:01:23.000 --> 00:01:29.000]  因為在定今年的講道系列
[00:01:29.000 --> 00:01:35.000]  我忽略了今天是壽苦節復活節
[00:01:35.000 --> 00:01:45.000]  中間本來應該按照節期來預備訊息
[00:01:45.000 --> 00:01:51.000]  嚴格來說 如果你早來看到powerpoint的撒孫
[00:01:51.000 --> 00:01:56.000]  復活期是明天才開始的
[00:01:56.000 --> 00:01:58.000]  今天是什麼呢
[00:01:58.000 --> 00:02:04.000]  我們有沒有大公教會西方的傳統呢
[00:02:04.000 --> 00:02:08.000]  明天是Easter Sunday
[00:02:08.000 --> 00:02:11.000]  昨天我們都知道
[00:02:11.000 --> 00:02:15.000]  叫做Good Friday
[00:02:15.000 --> 00:02:22.000]  其實這個編排是由星期四開始的
[00:02:22.000 --> 00:02:24.000]  不過我們從來都不懂
[00:02:24.000 --> 00:02:27.000]  在聖公會的傳統
[00:02:27.000 --> 00:02:32.000]  如果在英文的聚會
[00:02:32.000 --> 00:02:34.000]  Monday Thursday
[00:02:34.000 --> 00:02:36.000]  那個字不是英文
[00:02:36.000 --> 00:02:40.000]  是拉丁文命令
[00:02:40.000 --> 00:02:47.000]  崇拜是紀念主設立聖餐
[00:02:47.000 --> 00:02:49.000]  不是 焦點是
[00:02:49.000 --> 00:02:56.000]  我又賜給你們一條新命令
[00:02:56.000 --> 00:03:00.000]  乃是叫你們彼此相愛
[00:03:00.000 --> 00:03:03.000]  這是星期四崇拜的焦點
[00:03:03.000 --> 00:03:06.000]  那今天呢
[00:03:06.000 --> 00:03:09.000]  今天是Holy Saturday
[00:03:09.000 --> 00:03:12.000]  耶穌在墳墓裡
[00:03:12.000 --> 00:03:15.000]  我們的使徒信經
[00:03:15.000 --> 00:03:20.000]  按照新約保羅書信的教導
[00:03:20.000 --> 00:03:25.000]  基督為我們的罪釘死在十字架上
[00:03:25.000 --> 00:03:29.000]  但不是馬上跳到復活的
[00:03:29.000 --> 00:03:30.000]  你懂得背誦使徒信經
[00:03:30.000 --> 00:03:35.000]  受死埋葬
[00:03:35.000 --> 00:03:39.000]  剛在陰間教會爭論了二千年
[00:03:39.000 --> 00:03:40.000]  我們不提
[00:03:40.000 --> 00:03:44.000]  但這個埋葬Holy Saturday
[00:03:44.000 --> 00:03:48.000]  其實值得以後有機會
[00:03:48.000 --> 00:03:53.000]  跟大家一同思想
[00:03:53.000 --> 00:03:59.000]  這些傳統有時我們似懂非懂
[00:03:59.000 --> 00:04:02.000]  我最近看到一個笑話
[00:04:02.000 --> 00:04:04.000]  很神學的笑話
[00:04:04.000 --> 00:04:06.000]  和你分享
[00:04:06.000 --> 00:04:08.000]  和我們今天的講道
[00:04:08.000 --> 00:04:12.000]  一個很基本的出發點
[00:04:12.000 --> 00:04:14.000]  其實很吻合
[00:04:14.000 --> 00:04:19.000]  這個笑話是猶太人的笑話
[00:04:19.000 --> 00:04:21.000]  猶太人很幽默
[00:04:21.000 --> 00:04:23.000]  所以你要懂得聽
[00:04:23.000 --> 00:04:27.000]  話說在中世紀的時候
[00:04:27.000 --> 00:04:37.000]  意大利羅馬要將猶太人驅逐離開城市
[00:04:37.000 --> 00:04:42.000]  當然沒有具體日期
[00:04:42.000 --> 00:04:44.000]  有沒有發生過呢?
[00:04:44.000 --> 00:04:49.000]  中世紀歐洲猶太人聚居在不同城市
[00:04:49.000 --> 00:04:53.000]  好像北美唐人街的情況
[00:04:53.000 --> 00:04:56.000]  這是很普遍的笑話
[00:04:56.000 --> 00:04:59.000]  當然你要懂得聽
[00:04:59.000 --> 00:05:07.000]  天主教會羅馬教廷教宗出來
[00:05:07.000 --> 00:05:09.000]  他說好
[00:05:09.000 --> 00:05:15.000]  我和猶太會堂選一個代表辯論
[00:05:15.000 --> 00:05:17.000]  如果他們贏了
[00:05:17.000 --> 00:05:22.000]  就讓他們繼續留在羅馬
[00:05:22.000 --> 00:05:24.000]  猶太人很緊張
[00:05:24.000 --> 00:05:26.000]  結果他們商量完後
[00:05:26.000 --> 00:05:29.000]  就選了一個最老資格
[00:05:29.000 --> 00:05:33.000]  當然年紀最老的拉比出來
[00:05:33.000 --> 00:05:38.000]  代表他們和教宗辯論
[00:05:38.000 --> 00:05:43.000]  但困難是猶太拉比不懂拉丁文
[00:05:43.000 --> 00:05:46.000]  教宗也不懂猶太人說
[00:05:46.000 --> 00:05:48.000]  不是希伯來文是Yiddish
[00:05:48.000 --> 00:05:54.000]  在歐洲他們好像台山話
[00:05:54.000 --> 00:05:56.000]  在北美華僑
[00:05:56.000 --> 00:05:59.000]  如何辯論如何溝通
[00:05:59.000 --> 00:06:02.000]  於是他們就有一個君子協定
[00:06:02.000 --> 00:06:05.000]  就Silence Debate
[00:06:05.000 --> 00:06:07.000]  不出聲
[00:06:07.000 --> 00:06:12.000]  結果真的兩個人坐在一起
[00:06:12.000 --> 00:06:15.000]  大家都不出聲沉默
[00:06:15.000 --> 00:06:18.000]  但最終要開始
[00:06:18.000 --> 00:06:26.000]  所以教宗就很嚴肅地舉起三隻手指
[00:06:26.000 --> 00:06:30.000]  拉比等了很久
[00:06:30.000 --> 00:06:37.000]  結果他舉起一隻手指
[00:06:37.000 --> 00:06:40.000]  教宗又想了很久
[00:06:40.000 --> 00:06:49.000]  他就用兩隻手指在他的上方繞圈
[00:06:49.000 --> 00:06:54.000]  拉比又沉思了一輪
[00:06:54.000 --> 00:07:01.000]  最後他用手指指著地上
[00:07:01.000 --> 00:07:09.000]  教宗最後拿出餅和杯
[00:07:09.000 --> 00:07:12.000]  拉比這次反應快了很多
[00:07:12.000 --> 00:07:16.000]  他又找出一個蘋果
[00:07:16.000 --> 00:07:20.000]  教宗站起來宣佈
[00:07:20.000 --> 00:07:23.000]  拉比贏了
[00:07:23.000 --> 00:07:24.000]  我們輸了
[00:07:24.000 --> 00:07:26.000]  他們可以留下
[00:07:26.000 --> 00:07:28.000]  回到教廷
[00:07:28.000 --> 00:07:31.000]  紅衣主教圍著教宗
