
[00:00:00.000 --> 00:00:06.000]  今日我們所研讀的經文是烈王記上的第21章
[00:00:06.000 --> 00:00:13.000]  我請大家打開唐用聖經第528頁
[00:00:13.000 --> 00:00:17.000]  528頁 烈王記21章
[00:00:17.000 --> 00:00:20.000]  剛才我們都讀過一段兩段的聖經
[00:00:20.000 --> 00:00:23.000]  但是我希望今天我們全章聖經來看
[00:00:23.000 --> 00:00:29.000]  因為整個21章是記載了一件謀財害命的兇殺案
[00:00:29.000 --> 00:00:35.000]  今天我們一起研究一下這宗兇殺案是怎樣的兇殺案
[00:00:35.000 --> 00:00:41.000]  剛才我們所讀的聖經都差不多將整個過程都講了
[00:00:41.000 --> 00:00:44.000]  現在我們很簡單將案情重組一下
[00:00:44.000 --> 00:00:51.000]  主要我們看到整個謀財害命的案件裏面
[00:00:51.000 --> 00:00:58.000]  有三個集團或三幫人他們同謀合污
[00:00:58.000 --> 00:01:00.000]  第一個是阿哈王
[00:01:00.000 --> 00:01:05.000]  第二就是他的太太皇后耶洗別
[00:01:05.000 --> 00:01:12.000]  第三就是那幫在那白城的所謂聖經裏面記載他們的長老和貴就
[00:01:12.000 --> 00:01:14.000]  即是那些官員
[00:01:14.000 --> 00:01:20.000]  三幫來合作同謀來產生了這件案件
[00:01:20.000 --> 00:01:30.000]  神就派先知以利亞去代神去斥責他們發出公義的審判
[00:01:30.000 --> 00:01:37.000]  雖然我們北宣家一直以來都是以以利亞作為最近每堂講道的重心
[00:01:37.000 --> 00:01:42.000]  不過今天主角我們特別要研究的就是那三幫的人
[00:01:42.000 --> 00:01:44.000]  以利亞當然都重要
[00:01:44.000 --> 00:01:47.000]  但是我們今天暫時將以利亞放在一邊
[00:01:47.000 --> 00:01:51.000]  我們留意一下這三幫人做了什麼事出來
[00:01:51.000 --> 00:01:54.000]  為什麼會搞成這樣
[00:01:54.000 --> 00:02:01.000]  剛才我們講到整件事就是阿哈王開始的
[00:02:01.000 --> 00:02:04.000]  阿哈王做皇帝就不心足
[00:02:04.000 --> 00:02:08.000]  經常在皇宮旁邊見到人家的那塊田
[00:02:08.000 --> 00:02:11.000]  人家的葡萄園那叫那白的葡萄園
[00:02:11.000 --> 00:02:14.000]  那白人的葡萄園很大
[00:02:14.000 --> 00:02:17.000]  因為聖經後來講這個叫那白城
[00:02:17.000 --> 00:02:19.000]  整個城那麼大
[00:02:19.000 --> 00:02:23.000]  不是我們後花園那一幢那麼多
[00:02:23.000 --> 00:02:24.000]  很大的
[00:02:24.000 --> 00:02:27.000]  整個城就屬於那白的
[00:02:27.000 --> 00:02:30.000]  阿哈王就心思思
[00:02:30.000 --> 00:02:35.000]  經常看著如果這裡的地給我種下菜就好了
[00:02:35.000 --> 00:02:39.000]  於是就找那白來跟他談
[00:02:39.000 --> 00:02:40.000]  那也不是太差的
[00:02:40.000 --> 00:02:43.000]  也不是一開始就搶人家的東西
[00:02:43.000 --> 00:02:45.000]  就說不如這樣吧
[00:02:45.000 --> 00:02:49.000]  我找個更好的一塊田一塊地幫你換
[00:02:49.000 --> 00:02:52.000]  因為這個很近皇宮
[00:02:52.000 --> 00:02:54.000]  應該遠一點的大一點的給你
[00:02:54.000 --> 00:02:57.000]  如果你不喜歡給你一個好的價錢
[00:02:57.000 --> 00:02:58.000]  我幫你買
[00:02:58.000 --> 00:02:59.000]  也算是這樣
[00:02:59.000 --> 00:03:02.000]  但是那白就不領情
[00:03:02.000 --> 00:03:05.000]  聖經說那白說這個是我祖宗傳下來給我的
[00:03:05.000 --> 00:03:07.000]  不賣給你又不幫你換
[00:03:07.000 --> 00:03:11.000]  那時候那些扭計的本相就出來了
[00:03:11.000 --> 00:03:13.000]  一出來就很生氣的
[00:03:13.000 --> 00:03:15.000]  於是聖經說他就開始扭計了
[00:03:15.000 --> 00:03:16.000]  第四次那裡說
[00:03:16.000 --> 00:03:19.000]  阿哈回到皇宮就悶悶不樂
[00:03:19.000 --> 00:03:21.000]  就睡在床上
[00:03:21.000 --> 00:03:23.000]  臉就向著牆跟著不肯吃飯
[00:03:23.000 --> 00:03:27.000]  這些是典型的扭計刁蠻仔的樣子
[00:03:27.000 --> 00:03:29.000]  幾十歲的人都還是搞成這樣
[00:03:29.000 --> 00:03:31.000]  扭不到那白
[00:03:31.000 --> 00:03:33.000]  那就扭他老婆
[00:03:33.000 --> 00:03:36.000]  誰知道這個皇后就厲害
[00:03:36.000 --> 00:03:38.000]  雄才大略
[00:03:38.000 --> 00:03:39.000]  什麼都有辦法的
[00:03:39.000 --> 00:03:41.000]  到她手上什麼都搞定
[00:03:41.000 --> 00:03:42.000]  有膽識
[00:03:42.000 --> 00:03:45.000]  做皇帝搞到好像你這麼水皮的
[00:03:45.000 --> 00:03:47.000]  起床吃飯
[00:03:47.000 --> 00:03:48.000]  開心點
[00:03:48.000 --> 00:03:50.000]  不要這麼不開心
[00:03:50.000 --> 00:03:52.000]  等我今天搞定她
[00:03:52.000 --> 00:03:55.000]  這個皇后起碼也有一樣好處
[00:03:55.000 --> 00:03:57.000]  她也疼她老公的
[00:03:57.000 --> 00:03:59.000]  看到她老公這麼不開心
[00:03:59.000 --> 00:04:01.000]  於是她就想辦法
[00:04:01.000 --> 00:04:03.000]  聖經說她剛才就讀過了
[00:04:03.000 --> 00:04:04.000]  就寫了封信
[00:04:04.000 --> 00:04:06.000]  就量度了一個陰謀出來
[00:04:06.000 --> 00:04:10.000]  就叫那白城裏面的官員
[00:04:10.000 --> 00:04:11.000]  做假見證
[00:04:11.000 --> 00:04:13.000]  找兩個匪徒來
[00:04:13.000 --> 00:04:15.000]  做假見證
[00:04:15.000 --> 00:04:17.000]  就說那白是周作臣
[00:04:17.000 --> 00:04:18.000]  有周作皇帝
[00:04:18.000 --> 00:04:21.000]  於是就把他抓出去用石頭打死
[00:04:21.000 --> 00:04:27.000]  然後臣就派先知以利亞去斥責阿哈
[00:04:27.000 --> 00:04:29.000]  其實不是單單斥責阿哈
[00:04:29.000 --> 00:04:30.000]  大家知道
[00:04:30.000 --> 00:04:32.000]  三幫人都有份的
[00:04:32.000 --> 00:04:35.000]  都是同樣一起夾份來犯了這個罪
[00:04:35.000 --> 00:04:37.000]  不過今天我們要分析
[00:04:37.000 --> 00:04:40.000]  這三幫人的錯誤和罪的時候
[00:04:40.000 --> 00:04:43.000]  我們都是應該從神自己的觀點角度
[00:04:43.000 --> 00:04:44.000]  而不是我們用什麼社會學
[00:04:44.000 --> 00:04:46.000]  犯罪心理學來研究
[00:04:46.000 --> 00:04:47.000]  是吧
[00:04:47.000 --> 00:04:49.000]  神的觀點是怎樣的呢
[00:04:49.000 --> 00:04:51.000]  聖經有兩節聖經記載了
[00:04:51.000 --> 00:04:53.000]  神審判的時候
[00:04:53.000 --> 00:04:54.000]  宣判的時候
[00:04:54.000 --> 00:04:58.000]  那個罪名和核心的重點在哪裏
[00:04:58.000 --> 00:05:00.000]  關鍵性的錯誤在哪裏呢
[00:05:00.000 --> 00:05:01.000]  第20節
[00:05:01.000 --> 00:05:03.000]  第20節
[00:05:03.000 --> 00:05:04.000]  剛才我們讀過了
[00:05:04.000 --> 00:05:07.000]  當以利亞見到阿哈的時候
[00:05:07.000 --> 00:05:08.000]  就說什麼
[00:05:08.000 --> 00:05:11.000]  因為你出賣了你自己
[00:05:11.000 --> 00:05:14.000]  行耶和華看為惡的事
[00:05:14.000 --> 00:05:16.000]  你出賣了你自己
[00:05:16.000 --> 00:05:18.000]  第25節又再說的
[00:05:18.000 --> 00:05:19.000]  你翻過去後面
[00:05:19.000 --> 00:05:21.000]  所以剛才讀到還沒讀到這裏
[00:05:21.000 --> 00:05:23.000]  如果你搞了聖經就應該看了
[00:05:23.000 --> 00:05:25.000]  25節那裏一樣再說的
[00:05:25.000 --> 00:05:26.000]  阿哈做什麼錯事
[00:05:26.000 --> 00:05:29.000]  因為他出賣了自己
[00:05:29.000 --> 00:05:32.000]  行耶和華看為惡的事26節
[00:05:32.000 --> 00:05:35.000]  他隨從跟從這些偶像
[00:05:35.000 --> 00:05:39.000]  行了非常可憎的事
[00:05:39.000 --> 00:05:41.000]  所以我們說從這個角度
[00:05:41.000 --> 00:05:44.000]  我們試一下從神自己的角度去問
[00:05:44.000 --> 00:05:46.000]  這幫人這幾幫人
[00:05:46.000 --> 00:05:48.000]  他犯最大的錯誤最嚴重在哪裏呢
[00:05:48.000 --> 00:05:50.000]  關鍵的錯誤在哪裏呢
[00:05:50.000 --> 00:05:52.000]  就是聖經裏面所說的
[00:05:52.000 --> 00:05:55.000]  他們出賣了自己
[00:05:55.000 --> 00:05:56.000]  出賣了自己
[00:05:56.000 --> 00:06:00.000]  行耶和華神眼中看為惡的事
[00:06:00.000 --> 00:06:02.000]  那什麼叫出賣了自己
[00:06:02.000 --> 00:06:04.000]  究竟這幫人怎樣出賣了自己呢
[00:06:04.000 --> 00:06:06.000]  我們試一下深入一點
[00:06:06.000 --> 00:06:08.000]  逐個case來看一看
[00:06:08.000 --> 00:06:10.000]  我們先看阿哈
[00:06:10.000 --> 00:06:14.000]  剛才我們說阿哈就是一個典型的扭計
[00:06:14.000 --> 00:06:16.000]  刁蠻仔
[00:06:16.000 --> 00:06:17.000]  他怎樣扭計呢
[00:06:17.000 --> 00:06:21.000]  他扭到要做到要得到的為止
[00:06:21.000 --> 00:06:22.000]  如果你留心讀聖經
[00:06:22.000 --> 00:06:23.000]  你會看到的
[00:06:23.000 --> 00:06:24.000]  第4節剛才說了
[00:06:24.000 --> 00:06:26.000]  他得不到那塊地
[00:06:26.000 --> 00:06:28.000]  得不到人家的葡萄園
[00:06:28.000 --> 00:06:29.000]  他就扭計
[00:06:29.000 --> 00:06:31.000]  不肯吃飯
[00:06:31.000 --> 00:06:32.000]  睡在床上
[00:06:32.000 --> 00:06:35.000]  典型男人可能不剃鬚
