
[00:00:00.000 --> 00:00:04.160]  這兩三個星期
[00:00:04.160 --> 00:00:07.800]  現在又回來要在空中和大家見面
[00:00:07.800 --> 00:00:11.480]  不過神的話語不受這些東西捆綁
[00:00:11.480 --> 00:00:14.120]  無論空中 無論是實體的境界
[00:00:14.120 --> 00:00:16.120]  相信聖靈都會對我們說話
[00:00:16.120 --> 00:00:19.800]  今天我們繼續去哥林多後書
[00:00:19.800 --> 00:00:21.320]  上次看了第一章
[00:00:21.320 --> 00:00:24.400]  這次就由第二章十四節開始
[00:00:24.400 --> 00:00:26.160]  看到第三章六節
[00:00:26.160 --> 00:00:29.000]  開始的時候我會讀經文
[00:00:29.000 --> 00:00:31.200]  我都鼓勵你在家中的話
[00:00:31.200 --> 00:00:33.200]  和我一起讀聖經
[00:00:33.200 --> 00:00:36.760]  如果你最好就打開你的聖經
[00:00:36.760 --> 00:00:40.400]  不過讀經的時候看著螢光幕也可以
[00:00:40.400 --> 00:00:44.560]  我們由哥林多後書二章十四節開始
[00:00:44.560 --> 00:00:49.080]  感謝神常率領我們在基督裡跨城
[00:00:49.080 --> 00:00:52.280]  並藉著我們在各處顯揚
[00:00:52.280 --> 00:00:56.280]  乃因認識基督而有的香氣
[00:00:56.280 --> 00:00:58.800]  因為我們在神面前
[00:00:58.800 --> 00:01:01.320]  無論在得救的人身上
[00:01:01.320 --> 00:01:03.600]  或滅亡的人身上
[00:01:03.600 --> 00:01:06.960]  都有基督輕香之氣
[00:01:06.960 --> 00:01:12.640]  在這等人就作了死的香氣叫他死
[00:01:12.640 --> 00:01:18.000]  在那等人就作了活的香氣叫他活
[00:01:18.000 --> 00:01:21.560]  這是誰能當得起呢?
[00:01:21.560 --> 00:01:27.040]  我們不像那許多人為利混亂神的道
[00:01:27.040 --> 00:01:29.280]  乃是由於誠實
[00:01:29.280 --> 00:01:35.680]  由於神在神面前憑著基督講道
[00:01:35.680 --> 00:01:39.920]  我們豈是又推薦自己嗎?
[00:01:39.920 --> 00:01:44.240]  豈像別人用人的戰訊給你們
[00:01:44.240 --> 00:01:47.840]  或用你們的戰訊給人嗎?
[00:01:47.840 --> 00:01:50.840]  你們就是我們的戰訊
[00:01:50.840 --> 00:01:53.280]  寫在我們的心裡
[00:01:53.280 --> 00:01:57.920]  被眾人所知道所念頌的
[00:01:57.920 --> 00:02:01.480]  你們明顯是基督的信
[00:02:01.480 --> 00:02:04.400]  藉著我們修成的
[00:02:04.400 --> 00:02:06.920]  不是用墨寫的
[00:02:06.920 --> 00:02:10.560]  乃是用永生神的靈寫的
[00:02:10.560 --> 00:02:12.760]  不是寫在石板上
[00:02:12.760 --> 00:02:17.480]  乃是寫在心板上
[00:02:17.480 --> 00:02:23.480]  我們因基督所以在神面前才有這樣的信心
[00:02:23.480 --> 00:02:28.800]  並不是我們憑幾能承擔什麼事
[00:02:28.800 --> 00:02:33.800]  我們所能承擔的乃是出於神
[00:02:33.800 --> 00:02:38.880]  他叫我們能承擔這生約的執事
[00:02:38.880 --> 00:02:41.120]  不是憑著字句
[00:02:41.120 --> 00:02:43.840]  乃是憑著正義
[00:02:43.840 --> 00:02:47.560]  因為那字句是叫人死
[00:02:47.560 --> 00:02:50.520]  正義叫人活
[00:02:50.520 --> 00:02:53.320]  我們低頭再做一個禱告
[00:02:53.320 --> 00:02:57.080]  主耶穌祢差遣我們來到這個世界上
[00:02:57.080 --> 00:02:59.160]  好像剛才師哥所唱
[00:02:59.160 --> 00:03:03.760]  這個世界有充滿很多欺壓人的事情
[00:03:03.760 --> 00:03:05.480]  充滿很多的罪惡
[00:03:05.480 --> 00:03:08.120]  我們就是來到這個世界上
[00:03:08.120 --> 00:03:12.320]  祢不是要差遣我們去一個天堂裡
[00:03:12.320 --> 00:03:15.680]  祢差遣我們來這個有罪的世界
[00:03:15.680 --> 00:03:20.680]  以致我們能夠在這個有罪的世界裡成為祢的使者
[00:03:20.680 --> 00:03:21.880]  求祢幫助我們
[00:03:21.880 --> 00:03:24.600]  讓我們可以有誠實的見證
[00:03:24.600 --> 00:03:27.400]  讓我們可以成為基督的輕香
[00:03:27.400 --> 00:03:30.440]  讓我們可以大給世人盼望
[00:03:30.440 --> 00:03:32.200]  今天一段聽到的時間
[00:03:32.200 --> 00:03:35.200]  求祢祝福部分的小基督徒
[00:03:35.200 --> 00:03:36.600]  好
[00:03:36.600 --> 00:03:41.040]  我們回到最初那裡
[00:03:41.040 --> 00:03:43.240]  這段經文
[00:03:43.240 --> 00:03:45.360]  其實如果你有機會
[00:03:45.360 --> 00:03:46.880]  如果你有聖經
[00:03:46.880 --> 00:03:48.280]  你可以看回第二節
[00:03:48.280 --> 00:03:49.720]  我們跳了一點點的經文
[00:03:49.720 --> 00:03:51.040]  因為第二節
[00:03:51.040 --> 00:03:52.640]  第二章
[00:03:52.640 --> 00:03:54.440]  第二章開始的時候
[00:03:54.440 --> 00:03:56.320]  一到第十一節
[00:03:56.320 --> 00:04:00.480]  其實提到有一個弟兄曾經犯罪
[00:04:00.480 --> 00:04:01.360]  在哥倫比亞教會
[00:04:01.360 --> 00:04:02.480]  他被懲罰了
[00:04:02.480 --> 00:04:04.400]  他似乎懺悔了
[00:04:04.400 --> 00:04:06.520]  這個我們跳了這段
[00:04:06.520 --> 00:04:09.960]  有機會再回來說一些所謂罪的問題
[00:04:09.960 --> 00:04:11.560]  我們從第十二節
[00:04:11.560 --> 00:04:13.920]  第二章十二節開始
[00:04:13.920 --> 00:04:16.120]  十二、十三節
[00:04:16.120 --> 00:04:17.120]  如果你有聖經
[00:04:17.120 --> 00:04:17.960]  你會看到
[00:04:17.960 --> 00:04:21.800]  說到保羅將福音傳到特羅亞
[00:04:21.800 --> 00:04:23.960]  然後主級我們開了門
[00:04:23.960 --> 00:04:26.240]  因為沒有見到兄弟提多心理不安
[00:04:26.240 --> 00:04:29.000]  便辭別那裡的人往馬其頓去了
[00:04:29.000 --> 00:04:31.040]  基本上由一章一節
[00:04:31.040 --> 00:04:32.440]  一直到十二節
[00:04:32.440 --> 00:04:33.680]  二章十二節
[00:04:33.680 --> 00:04:35.440]  保羅都是在說一些
[00:04:35.440 --> 00:04:38.680]  跟哥倫多人直接有關的事情
[00:04:38.680 --> 00:04:41.480]  記得上次跟你分享那邊說到
[00:04:41.480 --> 00:04:44.760]  因為保羅說過去哥倫多
