
[00:00:00.000 --> 00:00:03.000]  請我們再打開我們剛才思想的經文
[00:00:03.000 --> 00:00:08.000]  是哥林多後書第十二章
[00:00:08.000 --> 00:00:15.000]  我們第九節和第十節是我們今天的金句
[00:00:15.000 --> 00:00:18.000]  我們找到的時候我們一起中讀這兩節聖經好不好
[00:00:18.000 --> 00:00:22.000]  他對我說 我的恩典是夠你用的
[00:00:22.000 --> 00:00:26.000]  因為我的能力是在人的軟弱上顯得完全
[00:00:26.000 --> 00:00:29.000]  所以我更喜歡誇耀自己的軟弱
[00:00:29.000 --> 00:00:31.000]  好像基督的能力浮避我
[00:00:31.000 --> 00:00:38.000]  為基督的緣故 我以軟弱、凌辱、艱難、迫害、困苦為可喜樂的事
[00:00:38.000 --> 00:00:43.000]  因為我什麼時候軟弱 什麼時候就剛強了
[00:00:43.000 --> 00:00:45.000]  請我們再一次同心和同情
[00:00:45.000 --> 00:00:48.000]  天父我們再一次感謝你
[00:00:48.000 --> 00:00:51.000]  給你寶貴的話語作為我們生命的指引
[00:00:51.000 --> 00:00:55.000]  我們所誇的只不過是我們的軟弱
[00:00:55.000 --> 00:00:59.000]  我們受難節就來的時候
[00:00:59.000 --> 00:01:04.000]  求你給我們的眼光、我們的思想、我們的人生觀
[00:01:04.000 --> 00:01:08.000]  都擺在十字架上
[00:01:08.000 --> 00:01:13.000]  希臘人要求智慧 猶太人要求神蹟
[00:01:13.000 --> 00:01:17.000]  但我們所誇的是這個十字架
[00:01:17.000 --> 00:01:23.000]  在人看來是軟弱羞辱 但對我們來說卻是榮耀
[00:01:23.000 --> 00:01:27.000]  讓我們明白你自己的話語
[00:01:27.000 --> 00:01:37.000]  藉著你的話語去挑戰我們 改變我們 勸勉我們 安慰我們 提醒我們
[00:01:37.000 --> 00:01:41.000]  求聖靈在我們每個人心裡做你所做的事
[00:01:41.000 --> 00:01:45.000]  我們這樣的祈禱是奉耶穌基督的名求 阿們
[00:01:45.000 --> 00:01:49.000]  兩個星期前我回來窩福的時候
[00:01:49.000 --> 00:01:53.000]  就在晚堂和大家講到哥林多後書第十一章後半段
[00:01:53.000 --> 00:01:59.000]  今天繼續講哥林多後書第十二章這段聖經
[00:01:59.000 --> 00:02:03.000]  在兩個星期前在晚堂我都提到
[00:02:03.000 --> 00:02:09.000]  我一回來的時候金少溫姐妹給了柳俊濤寫一篇文章給我
[00:02:09.000 --> 00:02:14.000]  大家都知道柳俊濤是明報的總編
[00:02:14.000 --> 00:02:17.000]  但是被人砍得重傷
[00:02:17.000 --> 00:02:21.000]  他就在明報一年發表過十三篇文章
[00:02:21.000 --> 00:02:26.000]  這篇文章是第六篇叫受苦的意義 生命的反思
[00:02:26.000 --> 00:02:34.000]  我看了之後都有很多的感想
[00:02:34.000 --> 00:02:39.000]  也都很欣賞柳俊濤他這個生命的反思
[00:02:39.000 --> 00:02:45.000]  他說他有朋友來探望他的時候
[00:02:45.000 --> 00:02:52.000]  一提起這件事他的朋友覺得很憤怒很哀傷很悲痛
[00:02:52.000 --> 00:02:57.000]  悲痛就是香港是一個法治和新聞自由的社會現在受到踐踏
[00:02:57.000 --> 00:03:01.000]  憤怒就是一個政治無辜的人被傷害
[00:03:01.000 --> 00:03:04.000]  哀傷就是一個好朋友遭遇不測
[00:03:04.000 --> 00:03:07.000]  他想如果我去探一個這樣的朋友
[00:03:07.000 --> 00:03:10.000]  他們有這樣的反應是非常容易了解明白
[00:03:10.000 --> 00:03:12.000]  我自己都會有這樣的反應
[00:03:12.000 --> 00:03:15.000]  但是作為一個當事人的我
[00:03:15.000 --> 00:03:19.000]  自己反省一下沒有這些反應
[00:03:19.000 --> 00:03:24.000]  沒有悲痛沒有憤怒沒有哀傷
[00:03:24.000 --> 00:03:26.000]  為什麼呢?
[00:03:26.000 --> 00:03:31.000]  因為在我內心裡面有更強烈的思緒在抓著我
[00:03:31.000 --> 00:03:36.000]  以至沒有空間留給我有這種悲痛憤怒和哀傷的感受
