
[00:00:00.000 --> 00:00:03.000]  各位弟兄姊妹 主內平安
[00:00:03.000 --> 00:00:09.380]  今天上午我們要一同思想的經文
[00:00:09.380 --> 00:00:11.380]  PowerPoint打了出來
[00:00:11.380 --> 00:00:17.180]  《二十四封書》第49章的第一節到第六節
[00:00:17.180 --> 00:00:20.420]  我不應該說找到 大家看到的
[00:00:20.420 --> 00:00:24.580]  跟我一起同聲讀出神的話 好嗎?
[00:00:24.580 --> 00:00:26.100]  我們一起讀
[00:00:26.100 --> 00:00:33.700]  縱海島說 當聽我言 遠方的眾民留心而聽
[00:00:33.700 --> 00:00:37.500]  自我出胎 亦或說就選照我
[00:00:37.500 --> 00:00:41.000]  自出母腹 她就提我的名
[00:00:41.000 --> 00:00:46.500]  她使我的口如塊刀 將我藏在她手刃之下
[00:00:46.500 --> 00:00:52.100]  又使我成為無量的箭 將我藏在她箭袋之中
[00:00:52.100 --> 00:00:58.100]  對我說 你是我的僕人以色列 我必因你得榮耀
[00:00:58.100 --> 00:01:04.100]  我卻說 我勞碌是徒然 我盡力是虛無虛空
[00:01:04.100 --> 00:01:08.100]  然而我東登的你必在耶和華那裏
[00:01:08.100 --> 00:01:11.600]  我的賞賜必在我神那裏
[00:01:11.600 --> 00:01:16.600]  耶和華從我出胎 造就我作她的僕人
[00:01:16.600 --> 00:01:22.600]  要使雅各歸向她 使以色列到她那裏聚集
[00:01:22.600 --> 00:01:28.600]  原來耶和華看我為尊貴 我的神也成為我的力量
[00:01:28.600 --> 00:01:34.600]  現在她說 你作我的僕人 使雅各還支派復興
[00:01:34.600 --> 00:01:40.100]  使以色列中得保存的貴會尚為小事
[00:01:40.100 --> 00:01:43.600]  我還要使你作外邦人的光
[00:01:43.600 --> 00:01:48.600]  叫你施行我的救恩直到地極
[00:01:48.600 --> 00:01:53.600]  以創下書 我們通常會在聖誕節
[00:01:53.600 --> 00:01:58.600]  或者受苦節讀的舊約先之書
[00:01:58.600 --> 00:02:03.600]  所以我們很熟悉的經文 它名稱為奇妙策士
[00:02:03.600 --> 00:02:07.600]  必有童女懷孕生子
[00:02:07.600 --> 00:02:15.600]  跳到他無家營美容 因他受鞭傷 我們得醫治
[00:02:15.600 --> 00:02:21.600]  前面說甚麼 中間說甚麼 後面說甚麼呢
[00:02:21.600 --> 00:02:27.600]  沒甚麼時間 也沒甚麼興趣去問
[00:02:27.600 --> 00:02:33.600]  夠了 說耶穌降生 預言耶穌受苦
[00:02:33.600 --> 00:02:38.600]  這就是先知書的目的
[00:02:38.600 --> 00:02:44.600]  所以今天我和大家提出的一同思想的經文
[00:02:44.600 --> 00:02:49.600]  可能是你從來都沒有讀過的
[00:02:49.600 --> 00:02:54.600]  或者你讀過也沒甚麼留意的
[00:02:54.600 --> 00:02:58.600]  肯定不會背的
[00:02:58.600 --> 00:03:01.600]  以創下書這段聖經說甚麼呢?
[00:03:01.600 --> 00:03:04.600]  其實有幾個很特別的地方
[00:03:04.600 --> 00:03:10.600]  我們嘗試掌握得好 幫助我們去明白
[00:03:10.600 --> 00:03:16.600]  你會留意到當中這個僕人說話
[00:03:16.600 --> 00:03:22.600]  他有些牢騷 通常我們讀的時候就很快就過了
[00:03:22.600 --> 00:03:24.600]  當作聽不到
[00:03:24.600 --> 00:03:26.600]  他在第四節說甚麼呢?
[00:03:26.600 --> 00:03:38.600]  「我卻說 我勞碌是徒然 我盡力是虛無虛空」
[00:03:38.600 --> 00:03:46.600]  所以上帝用了一個比喻去說他的僕人
[00:03:46.600 --> 00:03:52.600]  我們不是很詳細明白理解的
[00:03:52.600 --> 00:03:55.600]  上帝在前面怎麼說呢?
[00:03:55.600 --> 00:03:57.600]  第二節
[00:03:57.600 --> 00:04:03.600]  「他使我的口如快刀 將我藏在他手刃之下」
[00:04:03.600 --> 00:04:11.600]  「使我成為無量的箭 將我藏在他箭袋之中」
[00:04:11.600 --> 00:04:14.600]  每個字都懂得解釋 加起來懂得解釋嗎?
[00:04:14.600 --> 00:04:19.600]  這個僕人是武器
[00:04:19.600 --> 00:04:22.600]  是一個殺人的武器
[00:04:22.600 --> 00:04:26.600]  戰場上很厲害的武器
[00:04:26.600 --> 00:04:32.600]  快刀利箭 無量的弓箭
[00:04:32.600 --> 00:04:34.600]  不僅如此
[00:04:34.600 --> 00:04:39.600]  他是隱藏在手刃之下
[00:04:39.600 --> 00:04:44.600]  藏在箭袋之中
[00:04:44.600 --> 00:04:46.600]  甚麼意思呢?
[00:04:46.600 --> 00:04:48.600]  看了太多電影了
[00:04:48.600 --> 00:04:50.600]  也有些類似的電影
[00:04:50.600 --> 00:04:53.600]  不過有沒有看武俠小說的?
[00:04:53.600 --> 00:04:56.600]  這些是暗器
[00:04:56.600 --> 00:04:58.600]  知道甚麼是暗器嗎?
[00:04:58.600 --> 00:05:02.600]  弓箭不是鳴槍鳴刀
[00:05:02.600 --> 00:05:06.600]  它是藏在角落
[00:05:06.600 --> 00:05:10.600]  你在明 它在暗
[00:05:10.600 --> 00:05:13.600]  一支箭射過來
[00:05:13.600 --> 00:05:15.600]  你都不知道是從哪裡來的
[00:05:15.600 --> 00:05:18.600]  縱箭身亡
[00:05:18.600 --> 00:05:22.600]  手刃下的快刀
[00:05:22.600 --> 00:05:27.600]  這個快字我們常以為是快慢的意思
[00:05:27.600 --> 00:05:30.600]  其實是利刃
[00:05:30.600 --> 00:05:33.600]  削鐵如泥
[00:05:33.600 --> 00:05:38.600]  這樣的刀鋒 劍刃
[00:05:38.600 --> 00:05:42.600]  在手刃之下 你看不到的
[00:05:42.600 --> 00:05:45.600]  可能你都沒有聽過
[00:05:45.600 --> 00:05:48.600]  小李飛刀有沒有聽過?
[00:05:48.600 --> 00:05:50.600]  下面那四個字是甚麼?
[00:05:50.600 --> 00:05:54.600]  厲不虛發
[00:05:54.600 --> 00:06:00.600]  這是古龍成名的武俠小說
[00:06:00.600 --> 00:06:04.600]  暗器 血滴子
[00:06:04.600 --> 00:06:08.600]  一用出來就是殺雀
[00:06:08.600 --> 00:06:12.600]  很奇怪 聖經裏面怎會說這些?
[00:06:12.600 --> 00:06:15.600]  這不是在說武俠小說
[00:06:15.600 --> 00:06:18.600]  所以你不讀舊約聖經會有很大損失
[00:06:18.600 --> 00:06:21.600]  上帝用這個僕人
[00:06:21.600 --> 00:06:23.600]  他在發牢騷
[00:06:23.600 --> 00:06:25.600]  他說我沒有用的
[00:06:25.600 --> 00:06:29.600]  上帝說不是沒有用 是留著
[00:06:29.600 --> 00:06:34.600]  養兵千日 用在一朝
[00:06:34.600 --> 00:06:40.600]  不出又是可 一出就要你的命
[00:06:40.600 --> 00:06:45.600]  這是僕人在上半段所說的
[00:06:45.600 --> 00:06:49.600]  我們應該小心掌握
[00:06:49.600 --> 00:06:54.600]  不過更重要的是下半
[00:06:54.600 --> 00:06:57.600]  特別是最後第六節
[00:06:57.600 --> 00:07:01.600]  現在上帝說甚麼?
