
[00:00:00.000 --> 00:00:10.000]  各位朋友,你們好,歡迎大家參加我們三藩市播道會網上的五堂崇拜
[00:00:10.000 --> 00:00:22.000]  我們今天繼續思想大衛的信息,我們來到第三講,三號耳機上第十七章,題目叫做《生命中的哥尼亞》
[00:00:22.000 --> 00:00:39.000]  我們開始思想這段事情之前,我們同心低頭,同肚子高,天父,我們多謝你,雖然在我們的心靈裏面,有不少像哥尼亞的敵人圍困著我們,攻擊我們
[00:00:39.000 --> 00:00:59.000]  無論疾病,苦楚,艱難,問題,挑戰,但我們知道有主在我們裏面,我們必能戰勝,我們不是靠勢力,不是靠我們自己的力量,不是靠我們的智慧,潛才
[00:00:59.000 --> 00:01:15.000]  原來是靠著萬軍的野和華,我們必能得勝,求你藉著我們的話語去提醒我們,無論我們遇到有什麼生命中的哥尼亞,都叫我們能夠心裏面有平安,有信心
[00:01:15.000 --> 00:01:20.000]  我們這樣討告,是奉耶穌基督命求,阿門
[00:01:20.000 --> 00:01:30.000]  在舊約當中,最燦爛最刺激的一場戰爭,不是兩軍對壘,而是兩個人爭戰
[00:01:30.000 --> 00:01:53.000]  他的燦爛和刺激的地方,並不是因為他們勢均力敵,打得難分難解,而是強弱懸殊,一個是巨無霸,九尺九寸的哥尼亞,一個是身材矮小的孩童,一個是全副軍裝,威武至極
[00:01:53.000 --> 00:02:09.000]  一個是牧羊仔,只是拿著五塊石頭,一條繩子,但他燦爛的地方,就是那個牧羊仔,何不膽怯,對著這個巨無霸哥尼亞這樣說
[00:02:09.000 --> 00:02:31.000]  不是用刀,不是用槍,因為爭戰勝敗存在乎耶穌說,他必將你們交在我們的手裏,他憑著一個無畏的信心,五塊石頭,將巨人哥尼亞打死,將菲律師人打到片甲不留
[00:02:31.000 --> 00:02:57.000]  其實這場戰爭不住在我們的生命裏面重演,在我們一生中,如果不少的敵人好像哥尼亞一樣,看來我們好像很渺小,但是不少的信徒都經歷過,是靠著上帝的能力,就算我們只有五塊石頭,一條繩子都可以能夠戰勝
[00:02:57.000 --> 00:03:17.000]  回想起,2000年,我和太太決定回香港,回到香港不夠一年,太太發覺患上了林巴牙,經了半年艱辛的醫治,終於說是醫好了
[00:03:17.000 --> 00:03:36.000]  但不夠一年,癌病復發,醫生建議我們要接受骨髓移植,他告訴我們,有一半的機會是可以醫好,反過來說,有一半的機會是會喪命的
[00:03:36.000 --> 00:03:59.000]  在他病痛的時候,我太太寫了一篇文章,文章名叫做《生命中的哥尼亞》,形容在這次的癌病復發這場戰役裏面,我們面對一個巨大的敵人,就好像哥尼亞一樣
[00:03:59.000 --> 00:04:06.000]  但是,神都保守我們,正如他保守大衛,戰勝哥尼亞一樣
[00:04:06.000 --> 00:04:22.000]  對你來說,你生命的哥尼亞又是什麼呢?可能是婚姻的破裂,可能子女不聽話,令到你非常擔心,可能是經濟不景,失業的恐懼,徬徨
[00:04:22.000 --> 00:04:31.000]  又或者是一些令你茶飯不思,左思右想的大難,的問題在面對著你
[00:04:31.000 --> 00:04:42.000]  記住,這些都是你生命中的哥尼亞,今天神要對你和對我,不要看哥尼亞的巨木壩,不要被它嚇倒
[00:04:42.000 --> 00:04:52.000]  今天我們所需要的,可能只是五塊石頭,不是因為那些石頭戰勝,是因為耶和華
[00:04:52.000 --> 00:05:10.000]  我們的信心,信不信神自己會保守?上帝說,你相信我,你會看到一場又燦爛又刺激的征戰,你也會看到神在我們身上的作為
[00:05:10.000 --> 00:05:17.000]  今天我們就試試從舊約這段著名的戰爭來看一看戰勝哥尼亞的秘訣
[00:05:17.000 --> 00:05:28.000]  首先我們看第一節至十一節,生命中的哥尼亞,我們看看背景,17章1至3節告訴我們
[00:05:28.000 --> 00:05:45.000]  這場戰爭是發生在疏哥和阿西加中間的以北大敏,而以色列軍隊在爾拉谷安營,爾拉谷是一個廣闊的山谷,大概有1英里之闊
[00:05:45.000 --> 00:06:04.000]  谷底是一條溪,大衛在溪澗中找到五塊石頭,在谷的兩旁就是山坡,山坡不是特別斜,而且也挺廣闊的,是有半里至一里之闊
[00:06:04.000 --> 00:06:18.000]  一邊的山坡是菲律士人的陣地,另一邊的山坡就是爾拉谷,就是以色列人的陣地,兩軍隊裏情勢非常緊張
[00:06:18.000 --> 00:06:42.000]  請跟著描述菲律士人的晚將哥尼亞,他說從菲律士營中出來的一個土戰的人名叫哥尼亞,是加達人身高六袖零一虎口,口大同盔,身穿海甲,甲重五千射克勒
[00:06:42.000 --> 00:07:01.000]  他上有同步室,兩邊之中背負同激槍刊粗如織布的機奏,鐵槍頭重六八射克勒,由一個拿盾馬的人到他面前移走
[00:07:01.000 --> 00:07:19.000]  我們聽上來這些盜量行,什麼袖,虎口,射克勒,我們不知道是什麼,但是如果我們知道的時候,真的發覺這個描述是很誇張,他身高是多少?
[00:07:19.000 --> 00:07:45.000]  他說六袖零一虎口,用我們現在的尺度來說,是九尺九寸,可以說這樣的身材一定是NBA的搶手貨,很厲害,很厲害,他全身穿上盔甲,用銅做的,大約重175至200磅,這個只不過是盔甲
[00:07:45.000 --> 00:08:08.000]  再加上頭盔,腳的同步室,肩的保護,我相信加起來有三百磅,我們沒有一個人有三百磅這麼重,他手拿著鐵槍頭有二十五磅,還有一個人拿著盾牌在他前面保護著
[00:08:08.000 --> 00:08:26.000]  這個巨無霸的裝備,難怪一出場以色列就嚇得腳都軟了,但是哥里亞最厲害的道坊,都不是他身材,他的樣貌,而是他的馬戰,你看看第八節至十一節他怎麼說的
[00:08:26.000 --> 00:08:43.000]  哥里亞對著以色列的軍隊站著,呼叫說,你們出來擺列隊五做什麼呢?我不是非裏人嗎?你們不是數羅的僕人嗎?可以從你們中間揀算一人,使他嚇到我這裡來
[00:08:43.000 --> 00:08:56.000]  他若能與我戰鬥,將我殺死,我們就作你們的僕人,我若勝了他,將他殺死,你們就作我們的僕人,服侍我們
[00:08:56.000 --> 00:09:14.000]  那非裏人又說,我今日向以色列人的軍隊罵陣,你們叫一個人出來與我戰鬥,數羅和以色列人聽見非裏人的說話就害怕,甚至害怕
[00:09:14.000 --> 00:09:34.000]  你看看哥里亞的侮辱,帶來以色列人的恐懼,哥里亞整個的形象就是瞎巴巴的,他在做什麼?英文有個字,我叫做Intimidating,生你的氣,小看你,咫笑你
[00:09:34.000 --> 00:09:55.000]  你看看十六節,他四十天以來,日日如是去罵陣,然後漸漸進入以色列人的地盤,數羅應該出來迎戰,聖經告訴你,他也是高人一個頭,又是以色列王,又是一個勇士
[00:09:55.000 --> 00:10:12.000]  他不出來作戰,誰出來?你看看第十一節,數羅和以色列眾人聽見非裏人的這些話,驚惶,極其恐怕,二十四節又說,以色列人眾人看見那人就逃跑,極其害怕
[00:10:12.000 --> 00:10:28.000]  第十一節,你看到撒旦是一個最厲害的武器嗎?就是恐嚇,求嚇,威嚇,叫你失去信心,哥里亞的麻箭一直在我們心裏搞亂我們
[00:10:28.000 --> 00:10:44.000]  很多時候他說,你活該,你做人沒意思,你沒面子,你又怎會有感覺,你怎會抬起頭來,一次失敗,永遠失敗,令到我們心裏面很多恐懼,擔心,憂慮
[00:10:44.000 --> 00:10:59.000]  他又對我們說,如果你太太依然不好,你又怎辦?神真的保護你?他真的聽你討好過?未必的,這些話叫你恐懼,叫你憂慮
[00:10:59.000 --> 00:11:13.000]  又或者對你說,你的子女有問題?是你的錯,是你的問題,有其父就必有其子,叫你抬不起頭,叫你擔心,叫你羞愧
[00:11:13.000 --> 00:11:28.000]  又或者對你說,你婚姻失敗,你事業失敗,你信什麼?上帝都不保護你,哥里亞不是一次,兩次麻箭,而是天天如是控告你,Intimate地你
[00:11:28.000 --> 00:11:51.000]  你會不會像蘇羅和以色列人一樣驚慌,逃跑?我告訴你,沙丹最厲害的武器,叫你活在恐懼當中,Live in fear,叫你擔心,叫你失去信心,叫你放棄,叫你玩完,叫你走路
[00:11:51.000 --> 00:12:08.000]  我們就上了去當,今天你會不會遇到這個哥里亞,這個巨無霸的哥里亞,在想令你憂慮,恐懼
[00:12:08.000 --> 00:12:25.000]  我們再來看看,增戰勝敗,全負在乎這個《野禍華》12至47節,但以色列人真的上了哥里亞的當,他們害怕,恐懼逃跑,擔憂
[00:12:25.000 --> 00:12:38.000]  本來蘇羅自己應該出戰,但他成為一個懦夫,沒用,他用人的方法去解決,去逃避他的責任,25節他就告訴你,他以重想之下必有勇夫
[00:12:38.000 --> 00:12:49.000]  告訴你誰可以打這個哥里亞,賜大財,把自己的女兒嫁給他為妻,永遠不用交稅,以為這些就必有勇夫
[00:12:49.000 --> 00:13:04.000]  但事實上不是,個個都嚇到腳都軟,聖經告訴你,到第41日,大衛父親耶西吩咐大衛帶著食物去戰場給他三個哥吃
[00:13:04.000 --> 00:13:24.000]  第22節就說,大衛把他帶來的食物留在看守物件人的手下,跑到戰場,問他哥哥們安,與他們說話的時候,那土戰哥里亞從菲律士隊中出來,馬尊,以色列人都逃跑
[00:13:24.000 --> 00:13:34.000]  你看看大衛的反應是什麼,他不是跟著那些人跑,他不是恐懼,他是憤怒
[00:13:34.000 --> 00:13:46.000]  第26節,你還未受國禮的菲律士人賜誰,竟敢向永生神的軍隊罵賤嗎?他因為神的命受到羞辱而憤怒
[00:13:46.000 --> 00:13:57.000]  他要向這個迎戰的巨無霸,對大衛來說,哥里亞不是巨無霸,不是一個值得害怕的人,神才是一個真正的巨人
[00:13:57.000 --> 00:14:19.000]  但當我們決定不再被撒旦如玉,不再被我們生命中的哥里亞嚇怕的時候,當我們要靠神去反擊的時候,你想都想不到潑冷水擾亂你,叫你失去信心的,竟然之間是來自你最親密的人
[00:14:19.000 --> 00:14:40.000]  28節,大衛的掌兄以里亞聽見大衛以他們所說的話,就向他發弄說,你下來做什麼?就是擴野了,你靠托了誰?我知道你的驕傲和你的惡意,你下來得為要看征戰
[00:14:40.000 --> 00:14:52.000]  你看看,身為哥哥,身為軍隊中的一員,竟然之間是對他的弟弟說了這樣的說話
[00:14:52.000 --> 00:15:08.000]  反對的弟弟竟然是來自大衛的兄長,一個他要問安的哥哥,一個應該要出來迎戰的逃兵,你看看他說什麼?你來做什麼?你回鄉下看養吧
[00:15:08.000 --> 00:15:26.000]  看小,然後說,應該來看養,偷懶嗎?你的動機何在?我知道你的驕傲和惡意,想來看打仗,他又罵又冤枉又屈又指責,完全不認同大衛那種的意怒
[00:15:26.000 --> 00:15:41.000]  你有沒有遇過這樣的環境?有沒有遇過這樣的對待?當你動機被親愛的人懷疑,當你發覺你得不到他們的接納,你會怎樣?你會其他人在理論,甚至大打出手
[00:15:41.000 --> 00:15:49.000]  結果哥里亞見都未見,自己人就打死自己人,兩白俱傷,這種的情形,幾通常
[00:15:49.000 --> 00:16:03.000]  但大衛的反應不是這樣,他叫我們欽佩的地方就是第29者,大衛算了,我做什麼?我來豈沒有緣故呢?大衛就離開他轉向別人
[00:16:03.000 --> 00:16:25.000]  大衛沒有跟他爭論,也沒有跟他大打出手,只是簡單的告訴你,我來豈沒有緣故呢?他就離開了轉向別人,因為大衛看得清楚,他的敵人不是他的哥,不是以色列人,而是耶利哥和菲律師人
[00:16:25.000 --> 00:16:42.000]  蘇羅知道大衛要出去迎戰哥里亞,就去見大衛,他見到大衛的時候就說,你不能去與菲律師人戰鬥,因為你年紀太輕,他自由就作戰士
[00:16:42.000 --> 00:16:59.000]  蘇羅失敗的地方,是因為他只是看外表,看外貌,他不是看神,他只是看外表,看環境的時候他就懼怕了,他就逃避了,如果他是看神,他就勇往直前了
[00:16:59.000 --> 00:17:19.000]  我想我們很多時候都是這樣,我記得我去到佛羅德維德維亞神學院,其中一個老師叫做很出名的神學家,叫做Wentzel,他講的東西我不是很明白,因為我沒有西洋哲學的背景
[00:17:19.000 --> 00:17:34.000]  再加上聽到一些同學說,誰來自哈佛,誰來自耶和,很厲害的,他問的問題我都不知道他說什麼,心都怯了,但有一次,我在一個組會的時候,聽到一個教授講道
[00:17:34.000 --> 00:18:02.000]  他就告訴我,如果是上帝呼召你來神學院,他就給你有足夠的智慧能力去完成你要完成的,所以神就是這樣鼓勵了我,要我完成課程,不單止完成課程,還名列前茅,獲得獎學金,繼續去Princeton讀書
[00:18:02.000 --> 00:18:11.000]  這個不是我有什麼,是神的恩典,你看看大衛的反應是怎樣,34至37節
[00:18:11.000 --> 00:18:28.000]  李伯仁為父親放藥,有時奈了獅子,有時奈了紅,從群中吃一隻羊膏去,我就追趕他,擊打他,把羊膏從他口中救出來
[00:18:28.000 --> 00:18:45.000]  他起來要害我,我就抽了他的鬍子,把他打死,李伯仁曾打死獅子和紅,這未受國禮的菲律師人向永生的軍隊罵陣,也必將獅子和紅一半
[00:18:45.000 --> 00:19:01.000]  大衛又這樣說,夜和華救我脫離,獅子和紅的爪,也必救我脫離這菲律師人的手,我們不是靠刀,不是靠槍,因為曾戰勝負存在乎夜和華
[00:19:01.000 --> 00:19:21.000]  還有一件事我想提一提,是38節,蘇羅把自己的戰衣銅盔交給大衛穿,大衛不習慣走不動,他不用,只拿著五塊石頭,一個機緣去迎戰哥里亞
[00:19:21.000 --> 00:19:34.000]  去迎戰,並不是要穿上別人的盔甲,而是特大的,而你也是小馬的,別人的方法未必適合你
[00:19:34.000 --> 00:19:56.000]  別人學過一套,別人用了一套,未必適合你,我想我們很多時候是,看到某某牧師,教會那麼興旺,於是,肯定有秘訣的,拿秘訣來抄,來學,沒用的,真正的曾戰,不是在乎盔甲
[00:19:56.000 --> 00:20:16.000]  而是在乎萬軍的夜和華,大衛就靠著五塊石頭,打死了哥里亞,第五節大衛跑去站在菲律師人旁邊,將他的刀從兆中拔出來,殺死了他,割了他的頭,菲律師人又潰不成軍了
[00:20:16.000 --> 00:20:36.000]  他的得勝秘訣就是第四十五節,大衛對菲律師人傳,你來攻擊我是靠著刀槍和銅箕,我來攻擊你是靠著萬軍之夜和華的命,就是你所怒罵帶領以色列軍隊的神
