
[00:00:00.000 --> 00:00:05.000]  各位弟兄姊妹好
[00:00:05.000 --> 00:00:08.000]  剛才好像發生了意外
[00:00:08.000 --> 00:00:10.000]  我害怕了很久
[00:00:10.000 --> 00:00:15.000]  不過幸好可以回來和大家一起
[00:00:15.000 --> 00:00:20.000]  今天跟大家說希伯來書已經是第八講
[00:00:20.000 --> 00:00:22.000]  剛才在我預備的時候
[00:00:22.000 --> 00:00:25.000]  準備今天崇拜的時候
[00:00:25.000 --> 00:00:27.000]  我再看一看
[00:00:27.000 --> 00:00:30.000]  我希望如果大家方便的話
[00:00:30.000 --> 00:00:35.000]  我都很喜歡大家能夠打開螢幕
[00:00:35.000 --> 00:00:37.000]  讓我可以見到大家
[00:00:37.000 --> 00:00:39.000]  謝謝
[00:00:39.000 --> 00:00:43.000]  如果你有這個
[00:00:43.000 --> 00:00:46.000]  打開了,不是很多人
[00:00:46.000 --> 00:00:50.000]  見到大家說話,我就覺得我實在一點
[00:00:50.000 --> 00:00:52.000]  因為現在我這裡是夜闌人靜
[00:00:52.000 --> 00:00:54.000]  已經快十二時了
[00:00:54.000 --> 00:00:56.000]  有一點孤單感
[00:00:56.000 --> 00:00:58.000]  大家開了鏡頭
[00:00:58.000 --> 00:01:00.000]  讓我覺得不會在這裡自言自語
[00:01:00.000 --> 00:01:02.000]  我有時候很擔心傳到人
[00:01:02.000 --> 00:01:03.000]  過了疫情之後
[00:01:03.000 --> 00:01:05.000]  個個都在家自言自語
[00:01:05.000 --> 00:01:07.000]  那就不是很好
[00:01:07.000 --> 00:01:09.000]  我鼓勵大家如果有聖經
[00:01:09.000 --> 00:01:12.000]  請大家打開希伯來書第九章
[00:01:12.000 --> 00:01:15.000]  十五節至十章十八節
[00:01:15.000 --> 00:01:20.000]  因為希伯來書不是容易說的一本書
[00:01:20.000 --> 00:01:23.000]  我見有些人都在打開螢幕
[00:01:23.000 --> 00:01:25.000]  第二版的人全部沒有開
[00:01:25.000 --> 00:01:28.000]  盡量你們打開,我都會看到大家
[00:01:28.000 --> 00:01:31.000]  希伯來書不容易說
[00:01:31.000 --> 00:01:34.000]  所以我都會很小心
[00:01:34.000 --> 00:01:36.000]  盡量說得清楚
[00:01:36.000 --> 00:01:39.000]  所以我由前次開始
[00:01:39.000 --> 00:01:41.000]  或者是三次之前開始
[00:01:41.000 --> 00:01:43.000]  第五講到開始
[00:01:43.000 --> 00:01:45.000]  我就盡量和大家總結了
[00:01:45.000 --> 00:01:48.000]  我每一堂中心的信息
[00:01:48.000 --> 00:01:51.000]  所以大家手上應該有筆記
[00:01:51.000 --> 00:01:53.000]  我是給了大家的
[00:01:53.000 --> 00:01:55.000]  大家能夠看著筆記
[00:01:55.000 --> 00:01:57.000]  看著經文來聽會好一點
[00:01:57.000 --> 00:01:59.000]  如果你不方便有聖經
