
[00:00:00.000 --> 00:00:06.800]  我們從法國講到繼續基督徒的核心美德
[00:00:06.800 --> 00:00:10.300]  今天我們講到彼此相愛
[00:00:10.300 --> 00:00:14.060]  請大家再打開剛才我們所讀的那段聖經
[00:00:14.060 --> 00:00:19.420]  因為那段聖經我們會比較再深入一點去思想
[00:00:19.420 --> 00:00:23.300]  這段也是不容易了解的聖經
[00:00:23.300 --> 00:00:25.400]  但是就好像一個寶藏那樣
[00:00:25.400 --> 00:00:27.800]  你發掘的時候要掘下去
[00:00:27.800 --> 00:00:32.200]  就有一些更加精彩的寶物在裡面
[00:00:32.200 --> 00:00:36.500]  所以今天我們一起思想關於愛的真理
[00:00:36.500 --> 00:00:40.960]  愛的真理就是用我們剛才所讀的那段聖經
[00:00:40.960 --> 00:00:43.040]  約翰一書的第三章
[00:00:43.040 --> 00:00:45.140]  一起打開約翰一書的第三章
[00:00:45.140 --> 00:00:47.760]  我們一起來思想
[00:00:47.760 --> 00:00:49.260]  如果你們前一個星期在這裡的話
[00:00:49.260 --> 00:00:53.720]  我跟大家講了基督徒核心的美德裡面的信和望
[00:00:53.720 --> 00:00:56.280]  今天講愛了 這個也是很自然的
[00:00:56.280 --> 00:00:58.280]  這個也是我自己的心意
[00:00:58.280 --> 00:01:01.600]  希望可以將信望和愛跟大家一起分享
[00:01:01.600 --> 00:01:03.920]  剛才你們讀這段聖經的時候
[00:01:03.920 --> 00:01:05.700]  發覺這段聖經也不是很熟悉的
[00:01:05.700 --> 00:01:07.040]  因為講到愛
[00:01:07.040 --> 00:01:09.120]  我想基督徒就說我也很熟悉的了
[00:01:09.120 --> 00:01:11.700]  基督徒沒有誰不知道什麼叫做
[00:01:11.700 --> 00:01:14.320]  關於聖經裡面講到愛
[00:01:14.320 --> 00:01:18.400]  但是究竟我們知道所謂的愛
[00:01:18.400 --> 00:01:21.520]  和聖經裡面的教訓
[00:01:21.520 --> 00:01:24.200]  是不是完全已經明白了呢?
[00:01:24.200 --> 00:01:26.640]  今天我就選了一段不是很熟悉
[00:01:26.640 --> 00:01:28.640]  不是很尋常的經文
[00:01:28.640 --> 00:01:32.920]  但是當中提及一些非常重要的關於愛的真理
[00:01:32.920 --> 00:01:33.480]  好不好?
[00:01:33.480 --> 00:01:35.360]  待會我們一起研究一下
[00:01:35.360 --> 00:01:36.640]  用一個研究的心
[00:01:36.640 --> 00:01:38.880]  但是希望這些聖經的說話
[00:01:38.880 --> 00:01:41.160]  是對著我們每一個人講
[00:01:41.160 --> 00:01:43.200]  對著我們有台上的我
[00:01:43.200 --> 00:01:44.600]  也對著你自己
[00:01:44.600 --> 00:01:46.880]  究竟有些什麼的提醒
[00:01:46.880 --> 00:01:52.480]  和看出一個什麼我們可能沒有想過的方向和要求
[00:01:52.480 --> 00:01:56.080]  我們剛才所讀的這一段是《約翰一書》第三章
[00:01:56.080 --> 00:01:59.360]  第十一節至二十四節
[00:01:59.360 --> 00:02:02.480]  這裡可以大概分為三個段落
[00:02:02.480 --> 00:02:05.440]  第十一節一直到十八節是第一個段落
[00:02:05.440 --> 00:02:09.200]  第二個段落是十九節至二十一或二十二節
[00:02:09.200 --> 00:02:10.120]  一個段落
[00:02:10.120 --> 00:02:13.520]  然後第二十三節到二十四節
[00:02:13.520 --> 00:02:15.280]  有另外一個段落
[00:02:15.280 --> 00:02:17.160]  這三個段落裡面
[00:02:17.160 --> 00:02:21.280]  就有三個關於愛很重要的真理
[00:02:21.280 --> 00:02:24.240]  今天我們將講道的大綱
[00:02:24.240 --> 00:02:26.400]  寫在我們的第二頁
[00:02:26.400 --> 00:02:27.840]  大家可以打出來看
[00:02:27.840 --> 00:02:31.920]  因為當中有些比較複雜的經文
[00:02:31.920 --> 00:02:34.160]  我就畫了一個圖案出來
[00:02:34.160 --> 00:02:35.440]  我不知道這樣畫
[00:02:35.440 --> 00:02:37.120]  你會不會清楚一點
[00:02:37.120 --> 00:02:38.560]  起碼對於我來說
[00:02:38.560 --> 00:02:40.320]  幫助到我和大家一起解釋
[00:02:40.320 --> 00:02:42.320]  所以我們看著一個大綱
[00:02:42.320 --> 00:02:43.840]  我們也看著一段聖經
[00:02:43.840 --> 00:02:45.520]  大家一起思想
[00:02:45.520 --> 00:02:47.280]  剛才我們說我們對於愛
[00:02:47.280 --> 00:02:48.760]  我們好像很認識
[00:02:48.760 --> 00:02:50.120]  很熟悉的一個題目
[00:02:50.120 --> 00:02:52.600]  但不一定我們真的知道
[00:02:52.600 --> 00:02:56.360]  聖經裡面神要求的愛是怎樣
[00:02:56.360 --> 00:02:58.520]  因為我們今天已經到了一個地步
