
[00:00:00.000 --> 00:00:05.000]  各位電影主媒你們好
[00:00:05.000 --> 00:00:07.000]  歡迎大家參觀我們三藩市播道會
[00:00:07.000 --> 00:00:09.000]  網上的五堂崇拜
[00:00:09.000 --> 00:00:12.000]  我們今天繼續思想希伯來書的訊息
[00:00:12.000 --> 00:00:14.000]  我們去到希伯來書第九章
[00:00:14.000 --> 00:00:16.000]  第六節至第十節
[00:00:16.000 --> 00:00:19.000]  題目叫做「恥怒不痛」
[00:00:19.000 --> 00:00:21.000]  開始的時候請我們同心低頭
[00:00:21.000 --> 00:00:23.000]  我們要同禱告
[00:00:23.000 --> 00:00:25.000]  慈悲人我天父我們本心感謝你
[00:00:25.000 --> 00:00:30.000]  多謝你為我們的罪的緣故釘身十字架
[00:00:30.000 --> 00:00:32.000]  打開一條新的路
[00:00:32.000 --> 00:00:34.000]  又新又活的路
[00:00:34.000 --> 00:00:36.000]  以致我們生命有意義
[00:00:36.000 --> 00:00:38.000]  有方向有盼望
[00:00:38.000 --> 00:00:40.000]  多謝你
[00:00:40.000 --> 00:00:42.000]  求你打開我們的心門
[00:00:42.000 --> 00:00:44.000]  用謙卑的心能夠明白你的話語
[00:00:44.000 --> 00:00:46.000]  有存著一個敬畏的心
[00:00:46.000 --> 00:00:49.000]  聆聽和遵守你的道
[00:00:49.000 --> 00:00:51.000]  我們這樣禱告
[00:00:51.000 --> 00:00:53.000]  那是奉耶穌基督命求
[00:00:53.000 --> 00:00:55.000]  我們就要做到
[00:00:55.000 --> 00:00:57.000]  在1973年10月6日
[00:00:57.000 --> 00:01:00.000]  埃及和敘利亞突然發難
[00:01:00.000 --> 00:01:02.000]  向以色列突襲
[00:01:02.000 --> 00:01:05.000]  埃及用迅雷不及掩耳的方式
[00:01:05.000 --> 00:01:07.000]  大軍越過蘇伊士運河
[00:01:07.000 --> 00:01:10.000]  擊毀了毫無預備的以色列防軍
[00:01:10.000 --> 00:01:14.000]  並且沿著蘇伊士運河的東岸
[00:01:14.000 --> 00:01:16.000]  築起一條防線
[00:01:16.000 --> 00:01:18.000]  在同一期間
[00:01:18.000 --> 00:01:21.000]  敘利亞揮軍奪取了高蘭高地
[00:01:21.000 --> 00:01:23.000]  高蘭高地
[00:01:23.000 --> 00:01:25.000]  直搗加利利海
[00:01:25.000 --> 00:01:27.000]  以色列一時措手不及
[00:01:27.000 --> 00:01:29.000]  趕不及召喚
[00:01:29.000 --> 00:01:31.000]  形勢非常危殆
[00:01:31.000 --> 00:01:33.000]  但幾天後
[00:01:33.000 --> 00:01:35.000]  形勢完全反轉過來
[00:01:35.000 --> 00:01:39.000]  以色列軍隊立即召集全國後備軍人反攻
[00:01:39.000 --> 00:01:43.000]  大洋將軍率領部隊越過運河
[00:01:43.000 --> 00:01:45.000]  切斷了埃及的補給
[00:01:45.000 --> 00:01:47.000]  數十萬紅絲被困在沙漠
[00:01:47.000 --> 00:01:53.000]  而且以色列軍隊一路攻佔很近開羅
[00:01:53.000 --> 00:01:57.000]  當時以色列軍不夠100公里
[00:01:57.000 --> 00:01:59.000]  就可以不用幾個小時
[00:01:59.000 --> 00:02:01.000]  就可以攻陷開羅
[00:02:01.000 --> 00:02:03.000]  與此同時
[00:02:03.000 --> 00:02:07.000]  以色列軍不進攻敘利亞
[00:02:07.000 --> 00:02:09.000]  收回失地
[00:02:09.000 --> 00:02:11.000]  直搗大馬士革
[00:02:11.000 --> 00:02:13.000]  埃及變個大勢已去
[00:02:13.000 --> 00:02:15.000]  只有接受停火建議
[00:02:15.000 --> 00:02:17.000]  與以色列講和
[00:02:17.000 --> 00:02:21.000]  敘利亞也同樣與以色列停火
[00:02:21.000 --> 00:02:23.000]  這場戰爭稱為
[00:02:23.000 --> 00:02:25.000]  Yom Kippur War
[00:02:25.000 --> 00:02:27.000]  Yom在希伯來文叫日
[00:02:27.000 --> 00:02:29.000]  Kippur是贖罪日
[00:02:29.000 --> 00:02:31.000]  原來10月6日
[00:02:31.000 --> 00:02:35.000]  是以色列人的贖罪日
[00:02:35.000 --> 00:02:37.000]  在這場戰役中
[00:02:37.000 --> 00:02:41.000]  以色列反攻無疑是精彩的軍事行動
[00:02:41.000 --> 00:02:43.000]  但同時也打破了
[00:02:43.000 --> 00:02:47.000]  以色列人以為自己是長勝軍的夢
[00:02:47.000 --> 00:02:51.000]  他們不是戰無不勝
[00:02:51.000 --> 00:02:53.000]  這場戰爭暴露了
[00:02:53.000 --> 00:02:57.000]  不少以色列軍隊和整個國家的弱點
[00:02:57.000 --> 00:03:01.000]  事實上在以色列近代歷史中
[00:03:01.000 --> 00:03:03.000]  贖罪日之戰
[00:03:03.000 --> 00:03:07.000]  是以色列損失最大的
[00:03:07.000 --> 00:03:11.000]  而且是付上非常沉重的代價
[00:03:11.000 --> 00:03:15.000]  有2688名士兵陣亡
[00:03:15.000 --> 00:03:21.000]  有很多以色列戰機被蘇制的地對空飛彈擊落
[00:03:21.000 --> 00:03:25.000]  在戰爭初期265架坦克參戰
[00:03:25.000 --> 00:03:28.000]  只有100架倖存
[00:03:28.000 --> 00:03:33.000]  其餘都遭受埃及或敘利亞軍所滅絕
[00:03:33.000 --> 00:03:35.000]  這場戰役
[00:03:35.000 --> 00:03:38.000]  只有以色列海軍稱霸
[00:03:38.000 --> 00:03:40.000]  擊沉了對方34艘艦
[00:03:40.000 --> 00:03:44.000]  而以色列一隻艦都沒有損失
[00:03:44.000 --> 00:03:51.000]  為何埃及和敘利亞會在這次戰爭初期如此成功呢?
[00:03:51.000 --> 00:03:56.000]  因為他們選擇全年最悉讀的一天
[00:03:56.000 --> 00:04:00.000]  這一天就是以色列所謂的贖罪日
[00:04:00.000 --> 00:04:02.000]  在以色列當中
[00:04:02.000 --> 00:04:07.000]  全年最神聖的一天就是贖罪日
[00:04:07.000 --> 00:04:12.000]  埃及和敘利亞就趁著以色列軍在這個節日
[00:04:12.000 --> 00:04:15.000]  在毫無預備之下突襲成功
[00:04:15.000 --> 00:04:18.000]  究竟贖罪日是什麼日子呢?
[00:04:18.000 --> 00:04:20.000]  是什麼節日呢?
[00:04:20.000 --> 00:04:24.000]  為何以色列人如此看重這一天呢?
[00:04:24.000 --> 00:04:27.000]  正如我們在上一回說過
[00:04:27.000 --> 00:04:30.000]  以色列人相信他們是神的選民
[00:04:30.000 --> 00:04:33.000]  他們和耶和華有一個約的關係
[00:04:33.000 --> 00:04:36.000]  神頒佈律法叫他們遵守
[00:04:36.000 --> 00:04:38.000]  他們背了約犯了罪
[00:04:38.000 --> 00:04:42.000]  因此他們和神的關係破碎了
[00:04:42.000 --> 00:04:44.000]  為了重修這個關係
[00:04:44.000 --> 00:04:47.000]  他們一定要解決他們罪的問題
[00:04:47.000 --> 00:04:52.000]  所以摩西訂了一連串的獻祭律例
[00:04:52.000 --> 00:04:57.000]  百姓因著祭司為他們獻上贖罪祭而蒙赦免
[00:04:57.000 --> 00:05:01.000]  他們與神的關係得以修補
[00:05:01.000 --> 00:05:06.000]  但是很多時候有些罪是隱而未然的
[00:05:06.000 --> 00:05:10.000]  是沒有察覺到的 是沒有熟悉過的
[00:05:10.000 --> 00:05:13.000]  甚至那些祭司自己本身都犯了罪
[00:05:13.000 --> 00:05:17.000]  不是聖結的 他們只能夠看百姓熟悉的罪
[00:05:17.000 --> 00:05:21.000]  如果那個祭司自己本身都有罪
[00:05:21.000 --> 00:05:25.000]  又有很多隱而不見的罪出現
[00:05:25.000 --> 00:05:29.000]  那麼整個獻祭的系統就失靈了
[00:05:29.000 --> 00:05:31.000]  在這樣的情形下
[00:05:31.000 --> 00:05:35.000]  他們就決定要補救這個情況
[00:05:35.000 --> 00:05:38.000]  每年有一天叫做贖罪日
[00:05:38.000 --> 00:05:42.000]  在利美記十六章三十三有這樣說
[00:05:42.000 --> 00:05:49.000]  他(大祭司)要在至聖所和會幕與壇行贖罪之禮
[00:05:49.000 --> 00:05:54.000]  並要為眾祭司和會眾的百姓贖罪
[00:05:54.000 --> 00:05:56.000]  一年一次
[00:05:56.000 --> 00:05:59.000]  大祭司進入至聖所
[00:05:59.000 --> 00:06:04.000]  為眾百姓 為他自己 為眾祭司贖罪
[00:06:04.000 --> 00:06:07.000]  這一天就是所謂的贖罪日
[00:06:07.000 --> 00:06:09.000]  這一天怎樣呢?
[00:06:09.000 --> 00:06:12.000]  聖經這樣說 你們要刻苦己心
[00:06:12.000 --> 00:06:16.000]  無論是本地人 自己居在你們中間的外人
[00:06:16.000 --> 00:06:18.000]  什麼功都不可作
[00:06:18.000 --> 00:06:23.000]  且要作你們永遠的定例
[00:06:23.000 --> 00:06:25.000]  這一天全國都要禁食
[00:06:25.000 --> 00:06:27.000]  對每一個大祭司來說
[00:06:27.000 --> 00:06:29.000]  這是最重要的一個日子
[00:06:29.000 --> 00:06:31.000]  他一早要起身自見
[00:06:31.000 --> 00:06:33.000]  然後穿上祭司袍
[00:06:33.000 --> 00:06:34.000]  正如平常一樣
[00:06:34.000 --> 00:06:37.000]  首先進入聖所 召香 獻祭
[00:06:37.000 --> 00:06:41.000]  然後載一隻公牛 七隻羊羔
[00:06:41.000 --> 00:06:43.000]  然後再自見
[00:06:43.000 --> 00:06:48.000]  然後穿上另外一套白色的衣裳
[00:06:48.000 --> 00:06:51.000]  並且拿著香進入至聖所
[00:06:51.000 --> 00:06:53.000]  為百姓贖罪
[00:06:53.000 --> 00:06:58.000]  然後再到聖所將公牛的血帶進至聖所
[00:06:58.000 --> 00:07:00.000]  七次灑在上面
[00:07:00.000 --> 00:07:02.000]  七次灑在下面
[00:07:02.000 --> 00:07:06.000]  在金香爐的上下和角上
[00:07:06.000 --> 00:07:08.000]  再從聖所出來
[00:07:08.000 --> 00:07:11.000]  將山羊載了獻給耶和華
[00:07:11.000 --> 00:07:14.000]  將羊的血帶進到聖所
[00:07:14.000 --> 00:07:18.000]  並且以公牛的血一同灑在祭壇上
[00:07:18.000 --> 00:07:20.000]  有七次之多
[00:07:20.000 --> 00:07:25.000]  神透過波西詳細將贖罪日的條件
[00:07:25.000 --> 00:07:27.000]  和需要所做的事
[00:07:27.000 --> 00:07:29.000]  告訴以色列人
[00:07:29.000 --> 00:07:35.000]  不是說公牛的血 羊羔的血
[00:07:35.000 --> 00:07:38.000]  就可以洗淨我們的罪
[00:07:38.000 --> 00:07:42.000]  這些祭物是永遠不能贖罪的
[00:07:42.000 --> 00:07:44.000]  既然如此
[00:07:44.000 --> 00:07:47.000]  為何神要將這些律例告訴以色列人呢?
[00:07:47.000 --> 00:07:48.000]  很簡單
[00:07:48.000 --> 00:07:52.000]  這些獻公牛、獻羊羔
[00:07:52.000 --> 00:07:55.000]  只不過是一個預表
[00:07:55.000 --> 00:07:57.000]  是一個影像
