
[00:00:00.000 --> 00:00:06.400]  今天又和大家繼續講《文書記》
[00:00:06.400 --> 00:00:10.940]  30章和31章是我們今天要分享的經文
[00:00:10.940 --> 00:00:14.720]  題目是許願是公民
[00:00:14.720 --> 00:00:22.080]  我們講《文書記》其實可以說是兩代以色列人的故事
[00:00:22.080 --> 00:00:26.480]  第一代的以色列人他們是做得好不好
[00:00:26.480 --> 00:00:28.960]  有很多是不服從的地方
[00:00:28.960 --> 00:00:31.560]  他們埋怨他們叛逆
[00:00:31.560 --> 00:00:33.160]  他們分黨
[00:00:33.160 --> 00:00:35.680]  甚至很多時候連領袖
[00:00:35.680 --> 00:00:40.560]  好像摩西、阿倫和米利安都不例外
[00:00:40.560 --> 00:00:45.360]  我們見到第二代的以色列人就很不同
[00:00:45.360 --> 00:00:49.560]  《文書記》是用律例典章
[00:00:49.560 --> 00:00:55.080]  反映出第二代的以色列人有很多可取之處
[00:00:55.080 --> 00:00:57.080]  就好像他們的服從
[00:00:57.080 --> 00:01:00.480]  服從是一個很重要的信息
[00:01:00.480 --> 00:01:04.240]  28章一直到35章
[00:01:04.240 --> 00:01:08.640]  上一次我們和大家講的是憲制、節旗
[00:01:08.640 --> 00:01:10.640]  我們見到以色列人
[00:01:10.640 --> 00:01:15.200]  神叫他們要用很多時間來憲制
[00:01:15.200 --> 00:01:21.600]  每天早上、晚上、每個星期、每個月甚至每一年
[00:01:21.600 --> 00:01:25.760]  我們見到從憲制和節旗
[00:01:25.760 --> 00:01:29.360]  看到以色列人是非常信服神
[00:01:29.360 --> 00:01:33.440]  今天要和大家講的是許願和共默
[00:01:33.440 --> 00:01:35.440]  還有一個信息
[00:01:35.440 --> 00:01:37.440]  下個星期會和大家講分地
[00:01:37.440 --> 00:01:39.440]  講土地和成衣
[00:01:39.440 --> 00:01:41.440]  就講完了
[00:01:41.440 --> 00:01:45.440]  其實今天要和大家講
[00:01:45.440 --> 00:01:49.440]  會講兩件很具爭拗性
[00:01:49.440 --> 00:01:51.440]  兩個熱門的話題
[00:01:51.440 --> 00:01:53.440]  第一個話題是許願
[00:01:53.440 --> 00:01:58.240]  我們知道有很多基督徒說
[00:01:58.240 --> 00:02:01.280]  舊約是教我們要許願
[00:02:01.280 --> 00:02:06.560]  但是新約就告訴我們不准許許願
[00:02:06.560 --> 00:02:08.560]  有很多基督徒會這樣說
[00:02:08.560 --> 00:02:10.560]  所以這個話題就是
[00:02:10.560 --> 00:02:13.760]  基督徒和基督徒當中可能有很多時候會爭拗
[00:02:13.760 --> 00:02:16.320]  我們看看聖經是怎麼說的
[00:02:16.320 --> 00:02:19.120]  第二個熱門話題
[00:02:19.120 --> 00:02:22.880]  就是基督徒和非基督徒很多時候會有爭拗
[00:02:22.880 --> 00:02:24.880]  講到公物的時候
[00:02:24.880 --> 00:02:28.880]  就是打仗回來的一些公物當中
[00:02:28.880 --> 00:02:30.880]  取一些出來做公物
[00:02:30.880 --> 00:02:32.880]  這就涉及到打仗
[00:02:32.880 --> 00:02:34.880]  我們看到聖經
[00:02:34.880 --> 00:02:36.880]  尤其是舊約
[00:02:36.880 --> 00:02:38.880]  講到很殘忍
[00:02:38.880 --> 00:02:42.880]  神叫以色列人要滅絕他們的敵人
[00:02:42.880 --> 00:02:44.880]  很多經文都是這樣說
[00:02:44.880 --> 00:02:46.880]  很多非基督徒會問我們
[00:02:46.880 --> 00:02:50.880]  你們的神又說是愛的神
[00:02:50.880 --> 00:02:52.880]  又說是救贖的神
[00:02:52.880 --> 00:02:54.880]  為什麼會這麼殘忍
[00:02:54.880 --> 00:02:56.880]  要滅絕他們的敵人
[00:02:56.880 --> 00:02:58.880]  我們不妨由今天來看看
[00:02:58.880 --> 00:03:06.880]  究竟聖經對滅絕這個命令有什麼教導
[00:03:06.880 --> 00:03:08.880]  我們首先看看
[00:03:08.880 --> 00:03:16.080]  究竟聖經說許願是怎麼為之正確的許願
[00:03:16.080 --> 00:03:18.880]  我們看到生命記錄將十三節
[00:03:18.880 --> 00:03:22.880]  告訴我們你要敬畏耶和華你的神
[00:03:22.880 --> 00:03:26.880]  侍奉他 指著他的名起世
[00:03:26.880 --> 00:03:30.880]  我們是要指著神的名來起世
[00:03:30.880 --> 00:03:32.880]  這是舊約的教導
[00:03:32.880 --> 00:03:34.880]  新約呢?
[00:03:34.880 --> 00:03:36.880]  新約怎麼教我們
[00:03:36.880 --> 00:03:40.880]  希伯來書在新約六章十六節怎麼說
[00:03:40.880 --> 00:03:43.880]  人都是指著給自己大的起世
[00:03:43.880 --> 00:03:46.880]  並且以起世為實據
[00:03:46.880 --> 00:03:49.880]  了結各樣的真倫
[00:03:49.880 --> 00:03:51.880]  當有很多真倫的時候
[00:03:51.880 --> 00:03:53.880]  怎麼樣呢?
[00:03:53.880 --> 00:03:55.880]  指著給自己大的
[00:03:55.880 --> 00:03:57.880]  指著神 神是最大的
[00:03:57.880 --> 00:04:01.880]  指著神來起世了結所有的真倫
[00:04:01.880 --> 00:04:03.880]  這是新約教導我們
[00:04:03.880 --> 00:04:05.880]  當有人不信我們的時候
[00:04:05.880 --> 00:04:08.880]  我們就說我指著神來起世
[00:04:08.880 --> 00:04:10.880]  如果你是基督徒
[00:04:10.880 --> 00:04:12.880]  人家說好 我信你
[00:04:12.880 --> 00:04:14.880]  那就了結了真倫
[00:04:14.880 --> 00:04:16.880]  舊約也是這樣教
[00:04:16.880 --> 00:04:18.880]  新約也是這樣教
[00:04:18.880 --> 00:04:22.880]  你看看還有以塞亞書四十五章二十三節怎麼說
[00:04:22.880 --> 00:04:24.880]  神說我指著自己起世
[00:04:24.880 --> 00:04:26.880]  我口所出的
[00:04:26.880 --> 00:04:28.880]  話是憑公義
[00:04:28.880 --> 00:04:30.880]  並不反悔
[00:04:30.880 --> 00:04:32.880]  萬失必向我跪拜
[00:04:32.880 --> 00:04:35.880]  萬口必憑我起世
[00:04:35.880 --> 00:04:39.880]  不單止神說他指著自己起世
[00:04:39.880 --> 00:04:41.880]  他還說什麼
[00:04:41.880 --> 00:04:43.880]  萬口必憑我起世
[00:04:43.880 --> 00:04:46.880]  聖經里很清楚告訴我們
[00:04:46.880 --> 00:04:48.880]  如果我們要起世
[00:04:48.880 --> 00:04:52.880]  正確的方法就是指著神來起世
[00:04:52.880 --> 00:04:55.880]  無論舊約和新約都是這樣
[00:04:55.880 --> 00:04:59.880]  為什麼會有那麼多基督徒說
[00:04:59.880 --> 00:05:02.880]  新約是教我們不要起世呢?
[00:05:02.880 --> 00:05:06.880]  我們就要看看大致上有兩節經文
[00:05:06.880 --> 00:05:09.880]  兩節經文是
[00:05:09.880 --> 00:05:13.880]  馬太福音五章三十三至三十六
[00:05:13.880 --> 00:05:16.880]  第二段經文在雅各書五章十二
[00:05:16.880 --> 00:05:19.880]  都和馬太福音很相似
