
[00:00:00.000 --> 00:00:07.680]  今日呢係呢個世紀開始好多人諗嘅問題呢就係
[00:00:07.680 --> 00:00:11.520]  搵軟件嘅時代即係話呢搵題材
[00:00:11.520 --> 00:00:15.040]  我記得呢社會工作呢
[00:00:15.040 --> 00:00:18.560]  一路以來呢都係用人去訓練人
[00:00:18.560 --> 00:00:23.280]  突然間發現到呢原來呢而家個時代嘅人呢
[00:00:23.280 --> 00:00:28.160]  要追求呢一啲視覺聽覺呢感官呢
[00:00:28.160 --> 00:00:32.320]  發現到呢連嗰啲投影機嘅投影片都冇人睇呀
[00:00:32.320 --> 00:00:35.360]  睇powerpoint打出嚟嗰啲
[00:00:35.360 --> 00:00:37.760]  但當發明曬呢啲之後呢
[00:00:37.760 --> 00:00:40.800]  有好靚嘅VCD呀乜都出嘅時候呢
[00:00:40.800 --> 00:00:42.960]  就發現到冇劇本喎
[00:00:42.960 --> 00:00:45.760]  即係話呢教啲乜嘢呢
[00:00:45.760 --> 00:00:47.840]  點作呢啲嘢呢
[00:00:47.840 --> 00:00:50.160]  我相信今日呢文藝出版社
[00:00:50.160 --> 00:00:54.560]  做呢個講座呢其實係一個基督教嘅驕傲嚟嘅
[00:00:54.560 --> 00:00:56.560]  就因為基督徒呢
[00:00:56.560 --> 00:00:58.080]  係有好多劇本嘅
[00:00:58.080 --> 00:00:59.120]  查本聖經
[00:00:59.120 --> 00:01:00.560]  我哋有軟件嘅
[00:01:00.560 --> 00:01:02.720]  去回應呢個世界嘅問題
[00:01:02.720 --> 00:01:05.520]  但事實上呢如果畀一個教育工作者呢
[00:01:05.520 --> 00:01:09.360]  唔係容易用舊有嘅嘢呢去解釋即係而家嘅問題
[00:01:09.360 --> 00:01:11.920]  所以我今日呢就好短嘅時間
[00:01:11.920 --> 00:01:14.480]  即係八個字到啫唔係好悶
[00:01:14.480 --> 00:01:18.080]  咁呢就想同大家分享下呢就我自己睇到呢
[00:01:18.080 --> 00:01:20.880]  就呢個時代特別香港嘅
[00:01:20.880 --> 00:01:22.960]  反映到兒童呢
[00:01:22.960 --> 00:01:24.320]  嗰五個呢
[00:01:24.320 --> 00:01:28.160]  我哋要做工作嘅現象即係好貼手嘅問題
[00:01:28.160 --> 00:01:30.160]  即係如果我哋嘅軟件呢
[00:01:30.160 --> 00:01:33.920]  唔係針對呢個背景呢我哋冇時代感嘅
[00:01:33.920 --> 00:01:37.760]  第二樣嘢呢就係我想問五個問題
[00:01:37.760 --> 00:01:42.800]  即係我哋如果要做一個好嘅主要學或者係呢
[00:01:42.800 --> 00:01:44.800]  宗教科學教師呢
[00:01:44.800 --> 00:01:48.640]  一定要有一個懷抱要解決呢個問題
[00:01:48.640 --> 00:01:51.200]  如果你冇冇呢個咁嘅動力呢
[00:01:51.200 --> 00:01:53.760]  你返到你做啲嘢呢嗰個學生
[00:01:53.760 --> 00:01:57.360]  或者係呢嗰個主要學嘅
[00:01:57.360 --> 00:01:59.520]  聽你講嘅無論係十幾歲嘅朋友
[00:01:59.520 --> 00:02:00.800]  亦或幾歲呢
[00:02:00.800 --> 00:02:03.040]  佢係無動於衷嘅
[00:02:03.040 --> 00:02:06.720]  咁最後呢我就試圖呢就係諗五個答案
[00:02:06.720 --> 00:02:09.280]  不過呢五個答案呢就唔係好權威
[00:02:09.280 --> 00:02:13.040]  可能要靠你呢就幫我再建立落去嘅
[00:02:13.040 --> 00:02:15.440]  我只係希望呢問個好嘅問題
[00:02:15.440 --> 00:02:17.760]  嚟結束今日嘅講座
[00:02:17.760 --> 00:02:20.800]  咁呢喺我諗嘅時候呢我就諗返好多年
[00:02:20.800 --> 00:02:22.000]  真係好多年
[00:02:22.000 --> 00:02:26.640]  我自己呢喺四歲半讀主要學
[00:02:26.640 --> 00:02:28.240]  讀到畀人趕走啦
[00:02:28.240 --> 00:02:30.320]  即係年經班都完埋
[00:02:30.320 --> 00:02:32.080]  咁就教主要學
[00:02:32.080 --> 00:02:33.200]  教到畀人趕走啦
[00:02:33.200 --> 00:02:35.040]  一老一仔退休
[00:02:35.040 --> 00:02:37.200]  咁而家教成人
[00:02:37.200 --> 00:02:40.160]  宗教課程嘅教會
[00:02:40.160 --> 00:02:42.800]  但係好難過呢就見到呢
[00:02:42.800 --> 00:02:44.000]  即係以前呢
[00:02:44.000 --> 00:02:45.680]  即係主要學呢
[00:02:45.680 --> 00:02:46.720]  係好多人
[00:02:46.720 --> 00:02:50.480]  多到呢係分甲乙丙班
[00:02:50.480 --> 00:02:52.720]  仲跟學校制度呢
[00:02:52.720 --> 00:02:55.280]  由一年班至到六年班
[00:02:55.280 --> 00:02:57.760]  由中一至中三
[00:02:57.760 --> 00:02:59.600]  高一至高三
[00:02:59.600 --> 00:03:00.640]  然後嚴經班
[00:03:00.640 --> 00:03:03.920]  嘩! 直情好似間學校咁樣嘅
[00:03:03.920 --> 00:03:06.240]  但係而家呢乜都合班㗎啦
[00:03:06.240 --> 00:03:08.800]  合到就係兒童一班就算啦咁樣
[00:03:08.800 --> 00:03:11.600]  你發現到呢呢個係好違反嘅
[00:03:11.600 --> 00:03:13.200]  即係教育嗰個特點嘅
[00:03:13.200 --> 00:03:15.120]  就係按零嚟教育嘅
[00:03:15.120 --> 00:03:16.320]  即係睇年齡嚟教育嘅
[00:03:16.320 --> 00:03:17.360]  冇理由呢
[00:03:17.360 --> 00:03:19.520]  爭幾歲都仲坐埋一齊聽
[00:03:19.520 --> 00:03:21.200]  同一個先生講嘅嘢嘅
[00:03:21.200 --> 00:03:22.320]  但係呢個係個現象
[00:03:22.320 --> 00:03:24.000]  因為太少人
[00:03:24.000 --> 00:03:25.120]  咁我哋會諗嘅問題
[00:03:25.120 --> 00:03:27.040]  點解佢哋唔去呢
[00:03:27.040 --> 00:03:28.240]  咁當然你話呢
[00:03:28.240 --> 00:03:29.680]  好彩教育學校呢
[00:03:29.680 --> 00:03:31.440]  聖經科呢唔到佢唔聽
[00:03:31.440 --> 00:03:32.800]  要考試咁嘅
[00:03:32.800 --> 00:03:34.640]  但係我擔心問題就係呢
[00:03:34.640 --> 00:03:36.320]  嗰啲學生呢
[00:03:36.320 --> 00:03:38.640]  排列聖經科呢係佢
[00:03:38.640 --> 00:03:40.000]  喺學校裏面呢
[00:03:40.000 --> 00:03:42.720]  係咪好好鍾意一種學校生活呢
[00:03:42.720 --> 00:03:44.720]  因為裏面係個被迫感呢
[00:03:44.720 --> 00:03:45.760]  老實講呢
[00:03:45.760 --> 00:03:47.680]  被迫感唔代表咗呢
[00:03:47.680 --> 00:03:49.120]  係好高參與嘅
[00:03:49.120 --> 00:03:51.040]  我諗大家都好明呢個道理
[00:03:51.040 --> 00:03:52.560]  所以呢我哋要睇到呢就係
[00:03:52.560 --> 00:03:54.560]  點解會產生咁樣出嚟呢
[00:03:54.560 --> 00:03:55.840]  我相信呢唔會
[00:03:55.840 --> 00:03:57.440]  我哋唔好太內疚呢
[00:03:57.440 --> 00:03:58.960]  係自己個課程唔好
[00:03:58.960 --> 00:04:00.080]  首先要了解下呢
[00:04:00.080 --> 00:04:01.760]  有少少社會背景唔同
[00:04:01.760 --> 00:04:02.800]  嗱比如話呢
[00:04:02.800 --> 00:04:05.360]  如果從一個好心理學角度睇呢
[00:04:05.360 --> 00:04:06.880]  就第一個唔同呢
[00:04:06.880 --> 00:04:09.120]  就係而家好多人稱呼香港
[00:04:09.120 --> 00:04:09.920]  或者話呢
[00:04:09.920 --> 00:04:12.800]  呢一種嘅所謂先進國家嘅地方呢
[00:04:12.800 --> 00:04:15.680]  係叫一個叫父創嘅時代
