
[00:00:00.000 --> 00:00:04.000]  很快我們來到最後一課
[00:00:04.000 --> 00:00:07.000]  所以都是一個很好的機會
[00:00:07.000 --> 00:00:12.000]  我們可以從十誡的開頭稍微溫習一下
[00:00:12.000 --> 00:00:22.000]  時間不容許我們太多放在過去說過的八條誡命上
[00:00:22.000 --> 00:00:29.000]  我們一開始的時候就強調一個事實
[00:00:29.000 --> 00:00:41.000]  這個事實就是十誡是從上帝介紹他自己是那一位釋放人
[00:00:41.000 --> 00:00:50.000]  從危牢之家,埃及危牢之家領我們出來的上帝
[00:00:50.000 --> 00:00:56.000]  我們說這個介紹是十誡的開頭
[00:00:56.000 --> 00:01:02.000]  也是為十誡定位的一個主題
[00:01:02.000 --> 00:01:04.000]  這個很重要的
[00:01:04.000 --> 00:01:06.000]  因為如果離開了這句話
[00:01:06.000 --> 00:01:10.000]  我們一開始就說除我以外不可
[00:01:10.000 --> 00:01:24.000]  整個十誡的mood,中文說的味道就是一個很負面的禁止
[00:01:24.000 --> 00:01:31.000]  不是,上帝看到我們落在很多的束縛當中
[00:01:31.000 --> 00:01:38.000]  他要在我們作為他的子民,在我們的生命當中釋放我們
[00:01:38.000 --> 00:01:43.000]  所以我們解釋過第一句說話
[00:01:43.000 --> 00:01:52.000]  不是你不可,你從來都不是subject,不是主體,不是主宰
[00:01:52.000 --> 00:01:56.000]  不是你決定你要有多少個上帝
[00:01:56.000 --> 00:02:02.000]  事實就是人是活在很多的主人底下
[00:02:02.000 --> 00:02:11.000]  在我們的生命當中有太多的神掌管著束縛著牽制著我們的生命
[00:02:11.000 --> 00:02:13.000]  你或者不叫他做神
[00:02:13.000 --> 00:02:19.000]  人也好,事也好,迷信也好,科學的理論也好
[00:02:19.000 --> 00:02:25.000]  但總之我們的生命就是受制於很多的力量
[00:02:25.000 --> 00:02:35.000]  我們很怕錯失了或者得罪了某一些控制我們的力量
[00:02:35.000 --> 00:02:44.000]  上帝在這裏釋放我們,對你來說再沒有其他的神明
[00:02:44.000 --> 00:02:48.000]  這是一個宣佈,不是要你做決定的
[00:02:48.000 --> 00:02:52.000]  你沒有資格做決定的,你沒有能力去做選擇的
[00:02:52.000 --> 00:02:58.000]  上帝作為你的上帝,我是也好,你的神
[00:02:58.000 --> 00:03:02.000]  後果就是從今之後你只有一個老闆
[00:03:02.000 --> 00:03:05.000]  你不再需要聽這麼多的聲音
[00:03:05.000 --> 00:03:10.000]  你不再需要在生命當中,騰來騰去,我們說這四個字
[00:03:10.000 --> 00:03:14.000]  怕這樣,怕那樣,不是不需要
[00:03:14.000 --> 00:03:26.000]  第二,我們說從第一句說話,專一愛上帝,沒有其他的牽掛
[00:03:26.000 --> 00:03:33.000]  第二,我們不是說偶像,第二,我們說的是雕刻神像
[00:03:33.000 --> 00:03:38.000]  這個神像從上下文,無論生命記,無論春埃及記
[00:03:38.000 --> 00:03:44.000]  都是在說敬拜耶和華,金牛讀的故事,讓我們看到
[00:03:44.000 --> 00:03:53.000]  這個是第二屆的焦點,第二屆的焦點,所以不是上帝很多秘技
[00:03:53.000 --> 00:04:03.000]  你千萬不要招惹邪靈,以致上帝生氣你,自父及子,直到三四代
[00:04:03.000 --> 00:04:08.000]  我們說過這是一個文學誇張的手法
[00:04:08.000 --> 00:04:14.000]  這句話只是經文想要表達的真理的襯托
[00:04:14.000 --> 00:04:24.000]  只是極力裝空作勢的起點,焦點的重點是上帝的愛
[00:04:24.000 --> 00:04:34.000]  所以記邪這個字,我們參考英文的譯本是說疾度,和愛有關的情緒
[00:04:34.000 --> 00:04:40.000]  上帝是愛我們的上帝,他是很樂意施恩的上帝
[00:04:40.000 --> 00:04:52.000]  和他的愛相比,他的審判只是三四代與一千代的對照
[00:04:52.000 --> 00:04:59.000]  轉眼間是他的怒氣,但他的恩典是一生之久
[00:04:59.000 --> 00:05:06.000]  這些對照是文學的手法,我們不可以斷章取義
[00:05:06.000 --> 00:05:14.000]  我只要上半,那事實上是說上帝最好,自父及子直到三四代
[00:05:14.000 --> 00:05:19.000]  我們說蚊比和牛比,廣東話,香港人都懂得這句話
[00:05:19.000 --> 00:05:25.000]  我們總是抓住蚊的比去研究,用放大鏡量度有多少毫米
[00:05:25.000 --> 00:05:31.000]  完全抓錯用神,不怪你不怪我,因為以色列人都有這樣的錯
[00:05:31.000 --> 00:05:37.000]  所以以西傑書十八章,在他們被擄的時候
[00:05:37.000 --> 00:05:43.000]  上帝特別透過以西傑澄清這個誤會
[00:05:43.000 --> 00:05:51.000]  第二屆講的是一個愛的上帝,不是一個給我們的敬虔
[00:05:51.000 --> 00:06:00.000]  將最好的,我們說過金牛獨棄神的百姓在曠野裏能夠做出最好的
[00:06:00.000 --> 00:06:06.000]  借用一首我們熟悉的聖詩,將你最好的獻與主
[00:06:06.000 --> 00:06:11.000]  不是說不應該將最好的拿給主,不要誤會我的意思
[00:06:11.000 --> 00:06:14.000]  相信你很聰明,你大概不會聽錯
[00:06:14.000 --> 00:06:19.000]  但是不要將上帝困在我們的最好裏面
[00:06:19.000 --> 00:06:22.000]  因為祂不是偶像,祂不是一個象
[00:06:22.000 --> 00:06:28.000]  祂不是由我們的最好投射出去,這樣叫做上帝
[00:06:28.000 --> 00:06:36.000]  相反,上帝是超越我們的能力範圍以外
[00:06:36.000 --> 00:06:43.000]  我們最好的都不等於上帝,所以金牛獨永不能代表耶和華上帝
[00:06:43.000 --> 00:06:47.000]  上帝就是上帝,所以祂愛我們,祂要將最好的給我們
[00:06:47.000 --> 00:06:54.000]  祂要改變我們,不在於我們能夠拿什麼出來給祂,跟祂交換
[00:06:54.000 --> 00:07:00.000]  儘管我們有敬虔,儘管我們有熱心,儘管我們拿很多我們認為最好的東西
[00:07:00.000 --> 00:07:05.000]  但是我們的義,都只不過好像破爛的衣服
[00:07:05.000 --> 00:07:07.000]  所以這是恩典的意思
[00:07:07.000 --> 00:07:16.000]  敬拜耶和華上帝是從恩典出發,不是從虔誠出發
[00:07:16.000 --> 00:07:22.000]  這個都是釋放,做了基督徒之後,其實這個束縛都很厲害
[00:07:22.000 --> 00:07:30.000]  我們經常覺得上帝怎樣對待我,就要看我那個時候怎樣對待他
[00:07:30.000 --> 00:07:37.000]  不是,這個束縛將我們帶入到律法主義,行為主義
[00:07:37.000 --> 00:07:43.000]  和上帝的關係仍然是一個交易的關係
[00:07:43.000 --> 00:07:48.000]  同一個主題,第三屆提醒我們
[00:07:48.000 --> 00:07:57.000]  上帝的名字,不要你稱呼祂為主,但是你自己又要做主
[00:07:57.000 --> 00:08:04.000]  因為事實上在我們的人生當中,我們不能作上帝
[00:08:04.000 --> 00:08:10.000]  我們連主都不能做,我們連自己的主人都沒有資格做
