
[00:00:00.000 --> 00:00:02.000]  (字幕: 孫盛希)
[00:00:03.000 --> 00:00:05.400]  《仕途運轉》如果你們留意的話
[00:00:05.400 --> 00:00:09.200]  我都是將幾章的經文放在一起
[00:00:09.200 --> 00:00:11.200]  找一個主題出來
[00:00:11.200 --> 00:00:14.400]  例如13和14章是講到
[00:00:14.400 --> 00:00:16.400]  有很多神蹟奇事
[00:00:16.400 --> 00:00:20.800]  但是神蹟奇事不能使人真正的相信
[00:00:20.800 --> 00:00:25.000]  神蹟奇事是將人帶領到神的話語
[00:00:25.000 --> 00:00:28.200]  這個就是13和14章的主題
[00:00:28.200 --> 00:00:31.600]  15和16章上次跟大家講過
[00:00:31.600 --> 00:00:34.800]  是教會怎樣處理問題
[00:00:34.800 --> 00:00:36.400]  教會有很多問題
[00:00:36.400 --> 00:00:39.000]  內在外在方向的問題
[00:00:39.000 --> 00:00:42.800]  早期的教會都給我們教導
[00:00:42.800 --> 00:00:45.800]  怎樣來面對同樣的問題
[00:00:45.800 --> 00:00:48.800]  今天17至20章
[00:00:48.800 --> 00:00:52.200]  又是有共同的主題
[00:00:52.200 --> 00:00:55.000]  都是奉了什麼名
[00:00:55.000 --> 00:00:57.800]  奉了什麼來做這些事
[00:00:57.800 --> 00:01:00.800]  我們看到有什麼內容
[00:01:00.800 --> 00:01:05.800]  例如藉著什麼來傳講福音
[00:01:05.800 --> 00:01:07.800]  例如第二點
[00:01:07.800 --> 00:01:10.800]  一個人憑什麼來接受聖靈
[00:01:10.800 --> 00:01:17.800]  第三點是奉誰的名來行神蹟奇事
[00:01:17.800 --> 00:01:22.800]  第四點是奉誰的旨意來行事
[00:01:22.800 --> 00:01:27.400]  這些其實都和傳福音有關
[00:01:27.400 --> 00:01:30.800]  所以我本來想叫今天的題目
[00:01:30.800 --> 00:01:34.800]  做傳福音正確的手法
[00:01:34.800 --> 00:01:35.800]  但後來想想
[00:01:35.800 --> 00:01:38.800]  都是藉著什麼來行者些事
[00:01:38.800 --> 00:01:41.800]  這個題目比較適合
[00:01:41.800 --> 00:01:45.800]  今天我們讀的經文也很有趣
[00:01:45.800 --> 00:01:49.800]  使徒行傳的18章22節和23節
[00:01:49.800 --> 00:01:52.800]  其實給我們看到是一個轉捩點
[00:01:52.800 --> 00:01:57.800]  18章22節是第二次報道的結束
[00:01:57.800 --> 00:02:03.800]  18章23節是第三次保羅旅程的開始
[00:02:03.800 --> 00:02:05.800]  所以是一個轉捩點
[00:02:05.800 --> 00:02:07.800]  今天看到這五點
[00:02:07.800 --> 00:02:09.800]  憑著什麼來做這些事
[00:02:09.800 --> 00:02:14.800]  其實是橫跨保羅兩次的報道旅程
[00:02:14.800 --> 00:02:17.800]  我們首先來看看第一點
[00:02:17.800 --> 00:02:20.800]  憑著什麼來傳福音
[00:02:20.800 --> 00:02:23.800]  首先給我有靈感的
[00:02:23.800 --> 00:02:26.800]  將17至20章放在一起
[00:02:26.800 --> 00:02:27.800]  是一個字
[00:02:27.800 --> 00:02:29.800]  就是辯論這個字
[00:02:29.800 --> 00:02:32.800]  辯論這個字慢慢演變成
[00:02:32.800 --> 00:02:35.800]  我們英文的dialogue這個字
[00:02:35.800 --> 00:02:38.800]  就是對話 從人家傳福音
[00:02:38.800 --> 00:02:43.800]  在17至20章一共出現了七次
[00:02:43.800 --> 00:02:45.800]  我們先看看第一個例子
[00:02:45.800 --> 00:02:47.800]  傳福音的例子
[00:02:47.800 --> 00:02:50.800]  是在鐵薩羅尼加的會堂
[00:02:50.800 --> 00:02:53.800]  保羅和人家辯論
[00:02:53.800 --> 00:02:57.800]  我相信他在這裡用了聖經的權柄
[00:02:57.800 --> 00:02:59.800]  來傳福音
[00:02:59.800 --> 00:03:03.800]  在使徒行傳的17章第三節
[00:03:03.800 --> 00:03:07.800]  用到「陳明」或「正明」這個字
[00:03:07.800 --> 00:03:10.800]  「陳明」或「正明」這個字
[00:03:10.800 --> 00:03:13.800]  是將兩件事放在一起來比較
[00:03:13.800 --> 00:03:16.800]  一方面是舊約裏所說的尼塞亞
[00:03:16.800 --> 00:03:20.800]  另一方面是拿撒勒人耶穌基督
[00:03:20.800 --> 00:03:25.800]  所以保羅是正明舊約所說的尼塞亞
[00:03:25.800 --> 00:03:28.800]  就是拿撒勒人耶穌基督
[00:03:28.800 --> 00:03:32.800]  保羅是很慎重地宣佈
[00:03:32.800 --> 00:03:35.800]  耶穌基督的死和復活
[00:03:35.800 --> 00:03:38.800]  這個正是福音的訊息
[00:03:38.800 --> 00:03:42.800]  就是哥倫多前書的15章2至4節
[00:03:42.800 --> 00:03:46.800]  耶穌基督為我們的罪死了
[00:03:46.800 --> 00:03:48.800]  被埋葬三天復活
[00:03:48.800 --> 00:03:51.800]  這個就是福音的訊息
[00:03:51.800 --> 00:03:54.800]  在使徒行傳裏面提到
[00:03:54.800 --> 00:03:55.800]  如果你留意的話
[00:03:55.800 --> 00:03:58.800]  是很著重耶穌基督的復活
[00:03:58.800 --> 00:04:03.800]  因為使徒是耶穌基督復活的見證人
[00:04:03.800 --> 00:04:05.800]  約翰·斯多克
[00:04:05.800 --> 00:04:09.800]  一個我非常喜歡的牧師
[00:04:09.800 --> 00:04:11.800]  他曾經說過
[00:04:11.800 --> 00:04:13.800]  基督教是復活的宗教
[00:04:13.800 --> 00:04:16.800]  復活是基督教的核心
[00:04:16.800 --> 00:04:18.800]  如果你拿走了復活
[00:04:18.800 --> 00:04:21.800]  就會毀滅了基督教
[00:04:21.800 --> 00:04:25.800]  所以我們看到福音的訊息
[00:04:25.800 --> 00:04:29.800]  就是耶穌基督為我們的罪死三天復活
[00:04:29.800 --> 00:04:31.800]  給了我們有永生的盼望
[00:04:31.800 --> 00:04:34.800]  保羅經過了三個星期
[00:04:34.800 --> 00:04:37.800]  在鐵薩羅尼加傳福音
[00:04:37.800 --> 00:04:40.800]  有很多人相信了非常之成功
[00:04:40.800 --> 00:04:42.800]  在使徒行傳的十七章
[00:04:42.800 --> 00:04:44.800]  聖義節告訴我們
[00:04:44.800 --> 00:04:47.800]  並有許多虔敬的希利尼人
[00:04:47.800 --> 00:04:50.800]  尊貴的婦女也不少
[00:04:50.800 --> 00:04:52.800]  全部這些人都相信了
[00:04:52.800 --> 00:04:53.800]  很成功
[00:04:53.800 --> 00:04:58.800]  這些人當中有阿利伯古和西宮都
[00:04:58.800 --> 00:05:01.800]  在第三次保羅的旅程
[00:05:01.800 --> 00:05:03.800]  我們會看到這些人都和保羅
[00:05:03.800 --> 00:05:07.800]  一起踏上第三次的步道旅程
[00:05:07.800 --> 00:05:10.800]  所以我們看到當保羅用福音
[00:05:10.800 --> 00:05:13.800]  用神的話語來傳道
[00:05:13.800 --> 00:05:15.800]  非常之成功
[00:05:15.800 --> 00:05:17.800]  很多人相信
[00:05:17.800 --> 00:05:20.800]  第二次 第二個例子
[00:05:20.800 --> 00:05:22.800]  是他在雅典這個地方
[00:05:22.800 --> 00:05:25.800]  使徒行傳的十七章十七節
[00:05:25.800 --> 00:05:28.800]  是他第二次和人辯論
[00:05:28.800 --> 00:05:30.800]  又是來辯論這個字
[00:05:30.800 --> 00:05:33.800]  他一個人去到雅典
[00:05:33.800 --> 00:05:35.800]  看到滿天神佛
[00:05:35.800 --> 00:05:38.800]  看到很多很多的偶像
[00:05:38.800 --> 00:05:40.800]  根據統計
[00:05:40.800 --> 00:05:43.800]  當時雅典的人口大概是一萬人
[00:05:43.800 --> 00:05:46.800]  居然你猜有多少個偶像
[00:05:46.800 --> 00:05:48.800]  三萬個偶像
[00:05:48.800 --> 00:05:50.800]  他們拜三萬個神
[00:05:50.800 --> 00:05:53.800]  即是說一個人就拜三個偶像
[00:05:53.800 --> 00:05:56.800]  如果你是用比例來比較的話
[00:05:56.800 --> 00:05:58.800]  他就很著急
[00:05:58.800 --> 00:06:00.800]  在會堂 在街市上
[00:06:00.800 --> 00:06:03.800]  不斷地和人辯論
[00:06:03.800 --> 00:06:07.800]  很快那些哲學家就來找保羅
[00:06:07.800 --> 00:06:11.800]  因為我們知道雅典充滿哲學家
[00:06:11.800 --> 00:06:14.800]  希臘很著重哲學
[00:06:14.800 --> 00:06:18.800]  當時的人對保羅所說的
[00:06:18.800 --> 00:06:20.800]  有兩種不同的反應
[00:06:20.800 --> 00:06:24.800]  第一種就是他們嘲笑保羅
[00:06:24.800 --> 00:06:26.800]  說他胡言亂語
[00:06:26.800 --> 00:06:28.800]  胡言亂語這個字
[00:06:28.800 --> 00:06:32.800]  是用來給小鳥撿起的種子
[00:06:32.800 --> 00:06:34.800]  用來給小鳥撿起的種子
[00:06:34.800 --> 00:06:36.800]  一顆一顆地收集
[00:06:36.800 --> 00:06:39.800]  他們說是保羅將人們不同的教道
[00:06:39.800 --> 00:06:41.800]  收集在一起
[00:06:41.800 --> 00:06:43.800]  變成他自己的教道
