
[00:00:00.000 --> 00:00:05.200]  各位電影姐妹各位朋友你們好
[00:00:05.200 --> 00:00:10.000]  歡迎大家參加我們三藩市播道會網上的五堂崇拜
[00:00:10.000 --> 00:00:15.200]  我們今天繼續思想論盡人生這個系列
[00:00:15.200 --> 00:00:20.000]  我們來到23講題目叫做別歲
[00:00:20.000 --> 00:00:24.800]  別是分別的別離別的別歲是歲月的歲
[00:00:24.800 --> 00:00:31.800]  今日繼續在路加福音第十二章49-59節
[00:00:31.800 --> 00:00:35.800]  開始思想這段聖經之前請同心低頭
[00:00:35.800 --> 00:00:39.800]  我們同禱告慈悲讓下天父我們多謝你
[00:00:39.800 --> 00:00:47.800]  在一年新的開始亦都是過去一年的結束
[00:00:47.800 --> 00:00:52.800]  在時間匆匆而逝的時候
[00:00:52.800 --> 00:00:56.800]  讓我們認識我們處於一個什麼時代
[00:00:56.800 --> 00:01:01.800]  求聖靈聚集你的話語去提醒怨念教導安慰督責我們
[00:01:01.800 --> 00:01:04.800]  勸我們能夠把握良機
[00:01:04.800 --> 00:01:06.800]  求主祝福帶領我們
[00:01:06.800 --> 00:01:09.800]  祈禱奉耶穌基督命求
[00:01:09.800 --> 00:01:10.800]  阿們
[00:01:10.800 --> 00:01:15.800]  蘇德摩寫過一首詩叫做別歲
[00:01:15.800 --> 00:01:18.800]  別歲即是告別歲月
[00:01:18.800 --> 00:01:20.800]  這首詩是這樣寫的
[00:01:20.800 --> 00:01:24.800]  父人識天理臨別尚遲遲
[00:01:24.800 --> 00:01:28.800]  人行猶可復歲行哪可追
[00:01:28.800 --> 00:01:31.800]  問誰安所知
[00:01:31.800 --> 00:01:33.800]  遠在天一涯
[00:01:33.800 --> 00:01:35.800]  以逐東流水
[00:01:35.800 --> 00:01:37.800]  赴海歸母時
[00:01:37.800 --> 00:01:40.800]  東鄰走初熟
[00:01:40.800 --> 00:01:42.800]  西舍諸亦肥
[00:01:42.800 --> 00:01:44.800]  且為一日歡
[00:01:44.800 --> 00:01:46.800]  為此窮年悲
[00:01:46.800 --> 00:01:48.800]  勿借舊歲別
[00:01:48.800 --> 00:01:50.800]  行於新歲池
[00:01:50.800 --> 00:01:52.800]  去去勿回顧
[00:01:52.800 --> 00:01:55.800]  還君老如歲
[00:01:55.800 --> 00:01:57.800]  在這首詩中
[00:01:57.800 --> 00:02:01.800]  蘇德摩先寫人與危人之間的告別
[00:02:01.800 --> 00:02:03.800]  老朋友要去別處
[00:02:03.800 --> 00:02:06.800]  雖日後還可以再見
[00:02:06.800 --> 00:02:11.800]  但總是臨別之時有依依不捨的感覺
[00:02:11.800 --> 00:02:14.800]  更何況那些一去不回頭的歲月
[00:02:14.800 --> 00:02:16.800]  與他告別呢?
[00:02:16.800 --> 00:02:18.800]  歲月一離去
[00:02:18.800 --> 00:02:20.800]  流到天涯那邊
[00:02:20.800 --> 00:02:23.800]  就好像水永遠都在東流
[00:02:23.800 --> 00:02:26.800]  一分一秒都不能流下來
[00:02:26.800 --> 00:02:28.800]  這就是蘇德摩所說的
[00:02:28.800 --> 00:02:32.800]  父人識天理臨別尚遲遲
[00:02:32.800 --> 00:02:36.800]  人行猶可復歲行哪可追
[00:02:36.800 --> 00:02:38.800]  問誰安所知
[00:02:38.800 --> 00:02:39.800]  遠在天一涯
[00:02:39.800 --> 00:02:41.800]  以逐東流水
[00:02:41.800 --> 00:02:43.800]  赴海歸母時
[00:02:43.800 --> 00:02:45.800]  既然如此
[00:02:45.800 --> 00:02:48.800]  倒不如一起飲酒
[00:02:48.800 --> 00:02:50.800]  東家酒已釀好
[00:02:50.800 --> 00:02:53.800]  西家豬也宰了
[00:02:53.800 --> 00:02:55.800]  趁新年這日子
[00:02:55.800 --> 00:02:58.800]  不如開開心心快樂
[00:02:58.800 --> 00:03:02.800]  忘掉一年來的悲哀和痛苦
[00:03:02.800 --> 00:03:06.800]  也不需要感嘆時間過得真快
[00:03:06.800 --> 00:03:09.800]  無論你喜歡好不喜歡好
[00:03:09.800 --> 00:03:12.800]  一天天一年年都要過去
[00:03:12.800 --> 00:03:15.800]  流下來的只有歲老
[00:03:15.800 --> 00:03:17.800]  這就是蘇德摩所說的
[00:03:17.800 --> 00:03:20.800]  東論酒初熟
[00:03:20.800 --> 00:03:22.800]  西寫豬亦肥
[00:03:22.800 --> 00:03:24.800]  且為一日歡
[00:03:24.800 --> 00:03:26.800]  為此窮年悲
[00:03:26.800 --> 00:03:28.800]  勿遮舊歲別
[00:03:28.800 --> 00:03:30.800]  行於新歲辭
[00:03:30.800 --> 00:03:32.800]  去去勿回顧
[00:03:32.800 --> 00:03:34.800]  還君老遇歲
[00:03:34.800 --> 00:03:36.800]  就是這個意思
[00:03:36.800 --> 00:03:39.800]  我想想我自己都快八十了
[00:03:39.800 --> 00:03:42.800]  讀起蘇德摩這首詩
[00:03:42.800 --> 00:03:44.800]  真是感慨良多
[00:03:44.800 --> 00:03:47.800]  事實上歌年表明一個事實
[00:03:47.800 --> 00:03:49.800]  從時間而言
[00:03:49.800 --> 00:03:51.800]  就好像年年都有歲首
[00:03:51.800 --> 00:03:53.800]  年年都有年終
[00:03:53.800 --> 00:03:55.800]  但從人的生命來說
[00:03:55.800 --> 00:03:58.800]  始終都有終而的日
[00:03:58.800 --> 00:04:00.800]  就像蘇德摩說
[00:04:00.800 --> 00:04:02.800]  勿遮舊歲別
[00:04:02.800 --> 00:04:04.800]  行於新歲辭
[00:04:04.800 --> 00:04:06.800]  去去勿回顧
[00:04:06.800 --> 00:04:08.800]  還君老遇歲
[00:04:08.800 --> 00:04:10.800]  單止老和衰
[00:04:10.800 --> 00:04:12.800]  還會死亡
[00:04:12.800 --> 00:04:14.800]  想到過去一年
[00:04:14.800 --> 00:04:16.800]  有些與我們年紀相若的朋友
[00:04:16.800 --> 00:04:18.800]  息怒歸主
[00:04:18.800 --> 00:04:21.800]  心裏總覺得有些唏噓
[00:04:21.800 --> 00:04:23.800]  中國人對終這個字
[00:04:23.800 --> 00:04:26.800]  始終帶著一種悲哀和神秘的感覺
[00:04:26.800 --> 00:04:30.800]  原來中文這個終字是一個古字
[00:04:30.800 --> 00:04:34.800]  幸好甲骨文時代已經有了
[00:04:34.800 --> 00:04:36.800]  最初甲骨文這個終字
[00:04:36.800 --> 00:04:38.800]  就像一條繩子
[00:04:38.800 --> 00:04:41.800]  在這條繩子的兩個末端
[00:04:41.800 --> 00:04:43.800]  有一塊東西
[00:04:43.800 --> 00:04:45.800]  後來漸漸演變成
[00:04:45.800 --> 00:04:48.800]  今天我們所寫的終字
[00:04:48.800 --> 00:04:50.800]  有些文字學家
[00:04:50.800 --> 00:04:53.800]  將這個古字的終字解釋為
[00:04:53.800 --> 00:04:56.800]  將成端終結之形
[00:04:56.800 --> 00:04:59.800]  以前未有文字的時候
[00:04:59.800 --> 00:05:02.800]  古人就是以成中打結記事
[00:05:02.800 --> 00:05:04.800]  當成末打成一個結
[00:05:04.800 --> 00:05:06.800]  就表示已經終結了
[00:05:06.800 --> 00:05:09.800]  然後有些文字學家就說
[00:05:09.800 --> 00:05:11.800]  不是這樣的
[00:05:11.800 --> 00:05:12.800]  他就解釋說
[00:05:12.800 --> 00:05:14.800]  這兩塊東西是樂器
[00:05:14.800 --> 00:05:16.800]  在音樂終結的時候
[00:05:16.800 --> 00:05:18.800]  亨然一聲
[00:05:18.800 --> 00:05:19.800]  然後歸於靜寂
[00:05:19.800 --> 00:05:21.800]  這就是所謂的終字
[00:05:21.800 --> 00:05:22.800]  無論怎樣
[00:05:22.800 --> 00:05:24.800]  終這個字在中國文字裏
[00:05:24.800 --> 00:05:26.800]  有一個極有詩意的字
[00:05:26.800 --> 00:05:28.800]  無論是結成幾時
[00:05:28.800 --> 00:05:29.800]  下垂的結
[00:05:29.800 --> 00:05:31.800]  又或者是音樂的終結
[00:05:31.800 --> 00:05:34.800]  兩者都有說不出的一種莊嚴
[00:05:34.800 --> 00:05:38.800]  事實上終結是一個既莊嚴又神秘
[00:05:38.800 --> 00:05:40.800]  亦帶有傷感的事
[00:05:40.800 --> 00:05:43.800]  我想到杜甫所寫的一首詩
[00:05:43.800 --> 00:05:45.800]  叫作《國庭》
[00:05:45.800 --> 00:05:47.800]  將這個終這幅圖畫
