
[00:00:00.000 --> 00:00:05.000]  各位弟兄姐妹平安
[00:00:05.000 --> 00:00:09.000]  我們相信大家安坐家中可以好舒適
[00:00:09.000 --> 00:00:12.000]  望住你的手機或者望住電視機
[00:00:12.000 --> 00:00:14.000]  可以一齊來敬拜
[00:00:14.000 --> 00:00:17.000]  我們願意我們能夠從上帝的話語裏面
[00:00:17.000 --> 00:00:20.000]  能夠得到警醒得到幫助
[00:00:20.000 --> 00:00:24.000]  今日所讀這段聖經和路加福音第一章
[00:00:24.000 --> 00:00:27.000]  一開始的時候講施洗約翰的出生
[00:00:27.000 --> 00:00:31.000]  這兩段經文或者路加福音第一章第二章
[00:00:31.000 --> 00:00:34.000]  很多時候我們只是聖誕節的時候才讀
[00:00:34.000 --> 00:00:36.000]  有很多時候我們很不耐煩
[00:00:36.000 --> 00:00:40.000]  為什麼有些經文在聖誕節的時候才讀
[00:00:40.000 --> 00:00:42.000]  一來有好處的
[00:00:42.000 --> 00:00:44.000]  到聖誕節的時候起碼提醒我們
[00:00:44.000 --> 00:00:46.000]  耶穌基督是怎樣降生的
[00:00:46.000 --> 00:00:49.000]  但這些經文是不是在聖誕節之外
[00:00:49.000 --> 00:00:51.000]  對我們沒有產生任何意義呢
[00:00:51.000 --> 00:00:55.000]  如果有的話它的意義又是哪個地方來的呢
[00:00:55.000 --> 00:00:58.000]  對我們此時此地的香港
[00:00:58.000 --> 00:01:01.000]  到底有什麼提醒呢
[00:01:01.000 --> 00:01:03.000]  所以我會給今日講的題目
[00:01:03.000 --> 00:01:06.000]  跨越這個困難的一個信心
[00:01:06.000 --> 00:01:14.000]  我們很多時候發現到有一個問題
[00:01:14.000 --> 00:01:18.000]  就是我們自己的生命怎樣產生意義
[00:01:18.000 --> 00:01:21.000]  在後面我們就必須了解一件事
[00:01:21.000 --> 00:01:24.000]  我們的生命不是能夠自動產生意義的
[00:01:24.000 --> 00:01:26.000]  我們的生命能夠有意義
[00:01:26.000 --> 00:01:27.000]  make sense
[00:01:27.000 --> 00:01:29.000]  遇到很多困難
[00:01:29.000 --> 00:01:30.000]  make sense的話
[00:01:30.000 --> 00:01:33.000]  後面必須有一個龐大的故事
[00:01:33.000 --> 00:01:36.000]  有一個龐大的救贖的故事
[00:01:36.000 --> 00:01:38.000]  讓我們的生命產生意義的
[00:01:38.000 --> 00:01:42.000]  如果我們只是看那幅圖畫而沒有任何的解釋的話
[00:01:42.000 --> 00:01:44.000]  我們不知道那幅圖畫是什麼意思
[00:01:44.000 --> 00:01:47.000]  解釋圖畫後面一定有意義的
[00:01:47.000 --> 00:01:49.000]  如果今天我給你看一幅圖畫
[00:01:49.000 --> 00:01:52.000]  有一隻烏鴉在樹上釘著一塊肉
[00:01:52.000 --> 00:01:53.000]  下面有一個狐狸在那裡
[00:01:53.000 --> 00:01:54.000]  只有一幅圖畫
[00:01:54.000 --> 00:01:56.000]  如果你熟悉雌狩語言
[00:01:56.000 --> 00:01:59.000]  熟悉狐狸與烏鴉的話
[00:01:59.000 --> 00:02:02.000]  你就知道這個故事後面的意義是什麼了
[00:02:02.000 --> 00:02:07.000]  無論那個狐狸怎樣跟那個烏鴉說
[00:02:07.000 --> 00:02:09.000]  多好聽的話
[00:02:09.000 --> 00:02:11.000]  後面有一個前關
[00:02:11.000 --> 00:02:13.000]  後面有一個故事在後面
[00:02:13.000 --> 00:02:15.000]  那個故事就是說
[00:02:15.000 --> 00:02:18.000]  那個狐狸在下面不停地哄那個烏鴉
[00:02:18.000 --> 00:02:20.000]  他不是真的在讚他
[00:02:20.000 --> 00:02:22.000]  你的毛色真的很漂亮
[00:02:22.000 --> 00:02:26.000]  你唱歌是全個心裡面最好聽的
[00:02:26.000 --> 00:02:28.000]  我們讀到這些故事就知道
[00:02:28.000 --> 00:02:30.000]  你當然是別有用心了
[00:02:30.000 --> 00:02:32.000]  烏鴉的聲音
[00:02:32.000 --> 00:02:33.000]  呱呱呱
[00:02:33.000 --> 00:02:35.000]  只有一個聲音
[00:02:35.000 --> 00:02:37.000]  只有一個調子
[00:02:37.000 --> 00:02:39.000]  怎樣才算好聽呢
[00:02:39.000 --> 00:02:41.000]  當我們看到這個故事的時候
[00:02:41.000 --> 00:02:44.000]  我們知道故事後面的背景
[00:02:44.000 --> 00:02:46.000]  我們就會跟那個烏鴉說
[00:02:46.000 --> 00:02:48.000]  你千萬不要說話
[00:02:48.000 --> 00:02:49.000]  你千萬不要說話
[00:02:49.000 --> 00:02:51.000]  他不是在讚你的聲音
[00:02:51.000 --> 00:02:53.000]  他不是在讚你的樣子
[00:02:53.000 --> 00:02:55.000]  他不是在讚你的毛色
[00:02:55.000 --> 00:02:57.000]  他主要是想哄你開口唱歌的時候
[00:02:57.000 --> 00:02:59.000]  那個烏鴉掉下來
[00:02:59.000 --> 00:03:01.000]  可以滿足他的食慾
[00:03:01.000 --> 00:03:03.000]  你不要聽他說話
[00:03:03.000 --> 00:03:05.000]  故事後面是有一個大故事
[00:03:05.000 --> 00:03:07.000]  讓我們看清楚這個故事
[00:03:07.000 --> 00:03:09.000]  或者這個狐狸
[00:03:09.000 --> 00:03:11.000]  是用這樣的方法
[00:03:11.000 --> 00:03:13.000]  哄那個烏鴉開口
[00:03:13.000 --> 00:03:15.000]  然後他吃到那個烏鴉
[00:03:15.000 --> 00:03:17.000]  才是故事的重點
[00:03:17.000 --> 00:03:19.000]  但在這幅畫裡面
[00:03:19.000 --> 00:03:21.000]  他坐在下面
[00:03:21.000 --> 00:03:23.000]  看著樹上的烏鴉
[00:03:23.000 --> 00:03:25.000]  口裡掉了一塊東西
[00:03:25.000 --> 00:03:27.000]  今天我們看到這個故事
[00:03:27.000 --> 00:03:29.000]  上帝差遣加巴力
[00:03:29.000 --> 00:03:33.000]  去報信息給瑪利亞
[00:03:33.000 --> 00:03:37.000]  到底他後面有什麼龐大的故事
[00:03:37.000 --> 00:03:39.000]  當我們一聽
[00:03:39.000 --> 00:03:41.000]  蒙大恩的女子
[00:03:41.000 --> 00:03:43.000]  不單止我們今天的讀者
[00:03:43.000 --> 00:03:45.000]  我們今天讀聖經的人
[00:03:45.000 --> 00:03:47.000]  會覺得很驚訝
[00:03:47.000 --> 00:03:49.000]  蒙大恩的女子
[00:03:49.000 --> 00:03:51.000]  我問你安
[00:03:51.000 --> 00:03:53.000]  為什麼要這樣問
[00:03:53.000 --> 00:03:55.000]  連瑪利亞自己也說
[00:03:55.000 --> 00:03:57.000]  為什麼你會這樣問我安
[00:03:57.000 --> 00:03:59.000]  然後天使對他說
[00:03:59.000 --> 00:04:01.000]  瑪利亞不要害怕
[00:04:01.000 --> 00:04:03.000]  你在神明前已經蒙恩了
[00:04:03.000 --> 00:04:05.000]  你要懷孕生一個兒子
[00:04:05.000 --> 00:04:07.000]  當我們讀到這些聖誕節的時候
[00:04:07.000 --> 00:04:09.000]  讀這些經文的時候
[00:04:09.000 --> 00:04:11.000]  我們自己也會說
[00:04:11.000 --> 00:04:15.000]  她是一個鄰家小女孩
[00:04:15.000 --> 00:04:17.000]  十多歲
[00:04:17.000 --> 00:04:19.000]  突然間天上有一個天使
[00:04:19.000 --> 00:04:21.000]  站在她的窗口
[00:04:21.000 --> 00:04:23.000]  站在她面前跟她說
[00:04:23.000 --> 00:04:25.000]  蒙大恩的女子
[00:04:25.000 --> 00:04:27.000]  我問你安
[00:04:27.000 --> 00:04:29.000]  天父上帝的恩典臨到你
[00:04:29.000 --> 00:04:31.000]  叫你懷孕生子
