
[00:00:00.000 --> 00:00:04.200]  各位電視姊妹早安
[00:00:04.200 --> 00:00:06.600]  在我還沒開始講之前
[00:00:06.600 --> 00:00:08.800]  首先要講幾件事
[00:00:08.800 --> 00:00:12.800]  第一件事就是因為上星期
[00:00:12.800 --> 00:00:15.800]  過了幾天就感冒
[00:00:15.800 --> 00:00:18.800]  所以可能講不清楚
[00:00:18.800 --> 00:00:21.800]  或者會喝水 咳嗽兩句
[00:00:21.800 --> 00:00:26.800]  希望大家原諒
[00:00:26.800 --> 00:00:35.800]  我今早已經繼續吃了消炎藥
[00:00:35.800 --> 00:00:45.800]  咳藥 咳丸 昨晚吃了粒contact
[00:00:45.800 --> 00:00:51.800]  盡量壓著 應該都講到的
[00:00:51.800 --> 00:00:54.800]  希望大家繼續來祈禱
[00:00:54.800 --> 00:00:57.800]  我記得見過家庭醫生
[00:00:57.800 --> 00:00:59.800]  他未曾試過這樣說
[00:00:59.800 --> 00:01:01.800]  你臨走回香港前
[00:01:01.800 --> 00:01:03.800]  我幫你打支肺炎針
[00:01:03.800 --> 00:01:05.800]  我想都是重要的
[00:01:05.800 --> 00:01:07.800]  年紀大了可能都
[00:01:07.800 --> 00:01:10.800]  因為今年香港差不多五百人死
[00:01:10.800 --> 00:01:12.800]  那些流感
[00:01:12.800 --> 00:01:15.800]  所以我想都或者大家要保重身體
[00:01:15.800 --> 00:01:20.800]  我還記得在這裡都可能講過
[00:01:20.800 --> 00:01:23.800]  簡耀陀牧師有一次打電話問候我
[00:01:23.800 --> 00:01:26.800]  因為提醒我去教會講道
[00:01:26.800 --> 00:01:28.800]  問候我
[00:01:28.800 --> 00:01:31.800]  我都不介意死在港台
[00:01:31.800 --> 00:01:33.800]  他就跟著說
[00:01:33.800 --> 00:01:36.800]  不要死在我的港台
[00:01:36.800 --> 00:01:39.800]  我想如果我真的要死在港台
[00:01:39.800 --> 00:01:41.800]  我就寧願死在總統的港台
[00:01:41.800 --> 00:01:43.800]  當然你們說不要
[00:01:43.800 --> 00:01:45.800]  你們死遠一點
[00:01:45.800 --> 00:01:46.800]  無論怎樣都好
[00:01:46.800 --> 00:01:48.800]  應該死不去的
[00:01:48.800 --> 00:01:50.800]  都不敢說
[00:01:50.800 --> 00:01:55.800]  另外亦都多謝大家
[00:01:55.800 --> 00:01:57.800]  不過大家一會儘量
[00:01:57.800 --> 00:02:00.800]  如果見到我就不用跟我握手
[00:02:00.800 --> 00:02:02.800]  我雖然應該沒有H5N1
[00:02:02.800 --> 00:02:04.800]  或者H7N9
[00:02:04.800 --> 00:02:06.800]  但我想都有些感冒不是太好
[00:02:06.800 --> 00:02:08.800]  仍然都鼓勵大家
