
[00:00:00.000 --> 00:00:04.720]  [掌声]
[00:00:04.720 --> 00:00:09.160]  很欢喜和大家可以在福音主日的崇拜
[00:00:09.160 --> 00:00:12.080]  一起思想基督教的信仰
[00:00:12.080 --> 00:00:20.960]  福音主日的意思就是将基督教的福音再去讲解明白
[00:00:20.960 --> 00:00:25.040]  福音的意思在英文就是Good News
[00:00:25.040 --> 00:00:26.920]  是好的消息
[00:00:26.920 --> 00:00:30.400]  究竟今天有什么好的消息在信仰上
[00:00:30.400 --> 00:00:32.640]  我一会儿当然会和大家讲
[00:00:32.640 --> 00:00:35.040]  今天我给了一个题目
[00:00:35.040 --> 00:00:39.400]  就是从这个题目开始展开我们的思想
[00:00:39.400 --> 00:00:44.560]  就是在外里就没有惧怕
[00:00:44.560 --> 00:00:46.400]  我相信你都不会怪我
[00:00:46.400 --> 00:00:48.560]  以为我在哗众取宠
[00:00:48.560 --> 00:00:54.040]  用一个恐惧、惧怕作为我的题目的起始点
[00:00:54.040 --> 00:01:00.000]  今天恐惧或者用一些比较现代的说法
[00:01:00.000 --> 00:01:03.440]  就是焦虑的情绪
[00:01:03.440 --> 00:01:09.120]  其实是弥漫着我们今天整个时代最严重的问题
[00:01:09.120 --> 00:01:14.240]  三年前在多伦多大学的教授Edward Schroeder
[00:01:14.240 --> 00:01:15.960]  他出了一本书
[00:01:15.960 --> 00:01:22.400]  他是一位研究人类心理历史的专家
[00:01:22.400 --> 00:01:27.080]  他写了一本书叫How Everyone Became Depressed
[00:01:27.080 --> 00:01:32.120]  就是说为什么现在搞到个个都这么情绪低落呢
[00:01:32.120 --> 00:01:34.920]  他就是用他的历史研究发现
[00:01:34.920 --> 00:01:37.640]  原来人类历史里从来没有试过
[00:01:37.640 --> 00:01:42.120]  像现在这样是全球性的疾病
[00:01:42.120 --> 00:01:44.800]  这种焦虑的情绪
[00:01:44.800 --> 00:01:47.760]  甚至有病态的情况
[00:01:47.760 --> 00:01:49.560]  这个全球性的疾病
[00:01:49.560 --> 00:01:54.040]  在美国已经超过了20%的人
[00:01:54.040 --> 00:01:58.720]  在情绪低落的状态
[00:01:58.720 --> 00:02:02.440]  所以这个绝对不是一个很轻的问题
[00:02:02.440 --> 00:02:03.600]  是一个严重的问题
[00:02:03.600 --> 00:02:05.720]  我们隐隐约约都猜到为什么
[00:02:05.720 --> 00:02:09.200]  因为今天其实是很矛盾的
[00:02:09.200 --> 00:02:10.680]  在现代的社会里面
[00:02:10.680 --> 00:02:13.680]  我们应该是最有控制、最能够操纵
[00:02:13.680 --> 00:02:16.120]  因为我们的科技、我们的资讯
[00:02:16.120 --> 00:02:19.960]  一样东西都可以让我们很有效地操控
[00:02:19.960 --> 00:02:23.840]  但是今天也是一个完全失控的时代
[00:02:23.840 --> 00:02:27.160]  我们发现我们的资金
[00:02:27.160 --> 00:02:30.840]  或者我们生活的资讯是很丰富的
[00:02:30.840 --> 00:02:31.760]  很进步的
[00:02:31.760 --> 00:02:33.320]  我们什么都有
[00:02:33.320 --> 00:02:39.560]  但是我们生活的心灵似乎越来越退步
[00:02:39.560 --> 00:02:41.080]  这些不是我说的
[00:02:41.080 --> 00:02:43.080]  不是说要哗众取宠
[00:02:43.080 --> 00:02:44.600]  不需要我说的
[00:02:44.600 --> 00:02:45.840]  在过去这几天
[00:02:45.840 --> 00:02:48.200]  你看报纸、你看新闻都知道
[00:02:48.200 --> 00:02:52.360]  由巴塞隆拿西班牙的那个地方
[00:02:52.360 --> 00:02:54.160]  那些人这样去
[00:02:54.160 --> 00:02:55.760]  开车撞过去
[00:02:55.760 --> 00:02:59.920]  这种恐怖主义者
[00:02:59.920 --> 00:03:03.080]  其实是令我们心里面很痛
[00:03:03.080 --> 00:03:05.120]  并且有一种惶恐
[00:03:05.120 --> 00:03:08.280]  不知道什么时候会发生在我的身上
[00:03:08.280 --> 00:03:08.960]  会不会?
[00:03:08.960 --> 00:03:09.400]  会的
[00:03:09.400 --> 00:03:10.240]  因为那个地方
[00:03:10.240 --> 00:03:12.640]  我相信有些人去西班牙旅游
[00:03:12.640 --> 00:03:14.200]  都去那里买东西的
[00:03:14.200 --> 00:03:15.600]  就是那家店
[00:03:15.600 --> 00:03:17.000]  就是这样撞过去
[00:03:17.000 --> 00:03:20.480]  其实在那天发生到现在
[00:03:20.480 --> 00:03:21.440]  还有八宗的
[00:03:21.440 --> 00:03:23.440]  不过那宗太大了
[00:03:23.440 --> 00:03:25.240]  我都没有时间听到其他的
[00:03:25.240 --> 00:03:26.480]  在芬兰也有
[00:03:26.480 --> 00:03:27.920]  在俄罗斯也有
[00:03:27.920 --> 00:03:29.080]  在德国也有
[00:03:29.080 --> 00:03:30.200]  在美国也有
[00:03:30.200 --> 00:03:32.040]  我不知道香港什么时候有
[00:03:32.040 --> 00:03:34.840]  不过我不是真的拿来说
[00:03:34.840 --> 00:03:36.320]  如果你有机会
[00:03:36.320 --> 00:03:37.440]  好像我这样
[00:03:37.440 --> 00:03:41.040]  去看到那些年轻青少年
[00:03:41.040 --> 00:03:42.520]  他们的Facebook
[00:03:42.520 --> 00:03:44.920]  和他们交换的信息
[00:03:44.920 --> 00:03:46.720]  吓得你很厉害
[00:03:46.720 --> 00:03:48.240]  我不是说吓你
[00:03:48.240 --> 00:03:50.400]  你想不到原来他们这样想事情
[00:03:50.400 --> 00:03:53.040]  还有这样那种仇恨的火
[00:03:53.040 --> 00:03:55.440]  那种仇恨的火
[00:03:55.440 --> 00:03:57.320]  你想不到他们十几岁
[00:03:57.320 --> 00:04:00.080]  可以这样爆发
[00:04:00.080 --> 00:04:02.840]  你可以抓13个坐牢
[00:04:02.840 --> 00:04:05.560]  但是继续有无千无万在想爆发
[00:04:05.560 --> 00:04:06.960]  我不知道什么时候爆发
[00:04:06.960 --> 00:04:08.160]  我自己心里很担心
[00:04:08.160 --> 00:04:10.840]  因为我和我太太都很关心青少年人
[00:04:10.840 --> 00:04:12.160]  我跟他说也没用
[00:04:12.160 --> 00:04:13.320]  因为他们不会听
[00:04:13.320 --> 00:04:16.360]  禁止他就更加看他什么时候爆发
[00:04:16.360 --> 00:04:19.200]  就是那个开车撞人的那个19岁而已
[00:04:19.200 --> 00:04:22.720]  没得去防备的
[00:04:22.720 --> 00:04:24.840]  你说那个风扇不让人入境
[00:04:24.840 --> 00:04:25.720]  他都不在外面
[00:04:25.720 --> 00:04:27.000]  现在是自己人
[00:04:27.000 --> 00:04:28.560]  他里面那种火
[00:04:28.560 --> 00:04:30.240]  那种仇恨
[00:04:30.240 --> 00:04:31.440]  产生了一个地步
[00:04:31.440 --> 00:04:33.000]  究竟我们搞了什么出来
[00:04:33.000 --> 00:04:34.160]  我们为什么会这样
[00:04:34.160 --> 00:04:36.480]  今天早上我不是和大家
[00:04:36.480 --> 00:04:38.360]  去用社会学和心理学
[00:04:38.360 --> 00:04:39.920]  去分析这些现象
[00:04:39.920 --> 00:04:42.120]  因为你可以再看书
[00:04:42.120 --> 00:04:44.040]  或者今天早上根本说不完
[00:04:44.040 --> 00:04:45.200]  今天我想问的就是
[00:04:45.200 --> 00:04:48.880]  究竟我们怎么去摆脱这个困局
[00:04:48.880 --> 00:04:52.720]  这个困局不单只是今天社会发生
[00:04:52.720 --> 00:04:55.600]  我相信可能在你现在坐在这的时候
[00:04:55.600 --> 00:04:56.320]  对不起
[00:04:56.320 --> 00:04:59.360]  可能你心里面都是同样一路挣扎
[00:04:59.360 --> 00:05:00.680]  这个很安静的环境
[00:05:00.680 --> 00:05:03.560]  但是你心里面仍然有很多的忧虑
[00:05:03.560 --> 00:05:05.480]  很多的焦虑在这里
[00:05:05.480 --> 00:05:07.000]  你不知道什么时候
[00:05:07.000 --> 00:05:09.560]  你的身体又会出变化
[00:05:10.560 --> 00:05:13.600]  你去旅行
