
[00:00:00.000 --> 00:00:05.520]  我們開始今晚查第八章
[00:00:05.520 --> 00:00:09.920]  第八章是高揚撇開第七個人
[00:00:09.920 --> 00:00:13.120]  我們很快速複習一下
[00:00:13.120 --> 00:00:14.720]  前面那幾章
[00:00:14.720 --> 00:00:19.680]  由第四章開始約翰看到天上的敬拜
[00:00:19.680 --> 00:00:22.080]  他看到神的寶座
[00:00:22.080 --> 00:00:24.320]  有二十四個長老
[00:00:24.320 --> 00:00:28.080]  我認為這二十四個長老是代表教會
[00:00:28.080 --> 00:00:30.080]  有四個活物
[00:00:30.080 --> 00:00:33.120]  活物不用猜了一定是天使
[00:00:33.120 --> 00:00:37.680]  而且聖經告訴我們那些是基魯柏天使
[00:00:37.680 --> 00:00:44.720]  第五章約翰看到坐在寶座上的聖父手中有書卷
[00:00:44.720 --> 00:00:49.760]  我們解釋這個書卷被七個印封住
[00:00:49.760 --> 00:00:54.960]  這個書卷代表了天地的管治權
[00:00:54.960 --> 00:01:02.080]  天使大聲問有誰配剪開書卷
[00:01:02.080 --> 00:01:04.000]  揭開這七個印
[00:01:04.000 --> 00:01:06.080]  沒有一個人配
[00:01:06.080 --> 00:01:07.760]  人是不配的
[00:01:07.760 --> 00:01:11.840]  所以約翰看到的時候大哭
[00:01:11.840 --> 00:01:15.520]  約翰的靈被提上天
[00:01:15.520 --> 00:01:16.960]  可能身體也提上去
[00:01:16.960 --> 00:01:18.160]  我們不知道
[00:01:18.160 --> 00:01:20.960]  但他不只是看到異象
[00:01:20.960 --> 00:01:23.760]  他甚至參加了
[00:01:23.760 --> 00:01:26.480]  所以他看到的時候大聲地哭
[00:01:26.480 --> 00:01:30.800]  而二十四個長老裏面有一個人告訴他不用哭
[00:01:30.800 --> 00:01:38.480]  因為高揚(主耶穌)有資格打開書卷
[00:01:38.480 --> 00:01:45.040]  果然主耶穌在聖父的右手中接過了書卷
[00:01:45.040 --> 00:01:50.000]  第六章高揚開始揭開這七個印
[00:01:50.000 --> 00:01:52.560]  揭開前面的六個印
[00:01:52.560 --> 00:01:58.240]  大家記得第一至第四個印是四匹馬
[00:01:58.240 --> 00:02:01.280]  第一匹馬是一匹白馬
[00:02:01.280 --> 00:02:04.240]  白馬是一個假的和平
[00:02:04.240 --> 00:02:08.560]  是基督用這個來欺騙全世界的人
[00:02:08.560 --> 00:02:11.520]  他為世界帶來和平
[00:02:11.520 --> 00:02:16.480]  甚至和以色列簽了七年的合約
[00:02:16.480 --> 00:02:18.720]  地上一片好景
[00:02:19.200 --> 00:02:23.840]  如果真是教會在大災難之前被提
[00:02:23.840 --> 00:02:27.440]  地球上突然間不見了很多人
[00:02:27.440 --> 00:02:33.520]  但基督用世界和平經濟繁盛
[00:02:33.520 --> 00:02:36.640]  來讓人覺得沒有緊要
[00:02:36.640 --> 00:02:39.680]  沒有這些基督徒更好
[00:02:39.680 --> 00:02:42.720]  但不久後就是紅馬
[00:02:42.720 --> 00:02:45.600]  紅馬代表戰爭
[00:02:45.600 --> 00:02:47.840]  然後就是黑馬
[00:02:47.840 --> 00:02:50.400]  黑馬代表饑荒
[00:02:50.400 --> 00:02:54.480]  第四匹灰馬代表死亡
[00:02:54.480 --> 00:02:57.040]  怎樣死呢?很多人死
[00:02:57.040 --> 00:03:00.240]  聖經說四分之一的人會死
[00:03:00.240 --> 00:03:07.840]  死在刀劍、饑荒、瘟疫、野獸
[00:03:07.840 --> 00:03:11.920]  令地上四分之一死亡
[00:03:11.920 --> 00:03:18.320]  第五印就是在天上祭壇下
[00:03:18.320 --> 00:03:22.160]  有很多殉道者的靈魂在呼冤
[00:03:22.160 --> 00:03:26.800]  這些靈魂是怎樣在祭壇下呢?
[00:03:26.800 --> 00:03:33.840]  相信是在大災難裡信主的人被迫
[00:03:33.840 --> 00:03:39.360]  所以這是講到地上對信徒的迫不得
[00:03:39.360 --> 00:03:43.920]  我覺得這個第五印應該在三年半
[00:03:43.920 --> 00:03:45.520]  即是中間那裡
[00:03:45.520 --> 00:03:49.840]  甚至已經過了三年半也不一定
[00:03:49.840 --> 00:03:52.400]  然後就是第六印
[00:03:52.400 --> 00:03:55.280]  第六印開始天變
[00:03:55.280 --> 00:03:59.200]  地震、日頭變黑、月亮變血紅
[00:03:59.200 --> 00:04:02.000]  天上的星辰跌下來
[00:04:02.000 --> 00:04:04.240]  天地挪移
[00:04:04.240 --> 00:04:08.400]  人們害怕到要藏在山洞裡
[00:04:08.400 --> 00:04:13.680]  而在山洞裡他們知道這是上帝對他們的刑罰
[00:04:13.680 --> 00:04:17.600]  然後他們在叫誰可以逃避呢?
[00:04:17.600 --> 00:04:21.200]  上一次我們查第七章
[00:04:21.200 --> 00:04:27.600]  我們找到答案是哪些人可以逃避神的憤怒呢?
[00:04:27.600 --> 00:04:29.840]  我們說有兩組人
[00:04:29.840 --> 00:04:32.240]  第七章說到有兩組人
[00:04:32.240 --> 00:04:34.480]  但未說這兩組人的時候
[00:04:34.480 --> 00:04:41.600]  先說有四個天使在地的四角角停止了風
[00:04:41.600 --> 00:04:43.760]  我們上次分析說
[00:04:43.760 --> 00:04:50.000]  它停止了風其實很可能是第六印災的延續
[00:04:50.000 --> 00:04:52.080]  因為地上沒有風的時候
[00:04:52.080 --> 00:04:54.000]  雨水就沒有了
[00:04:54.000 --> 00:04:57.120]  地上就大旱災
[00:04:57.120 --> 00:05:02.960]  然後我們看到14萬4千個猶太人的宣教士
[00:05:02.960 --> 00:05:07.680]  在額頭上擺上神的記號
[00:05:07.680 --> 00:05:14.240]  在大災難當中保證他們不受到敵基督的侵害
[00:05:14.240 --> 00:05:21.200]  然後除了14萬4千個宣教士之外
[00:05:21.200 --> 00:05:29.040]  還有很多國方、國族、國國的人在天上敬拜
[00:05:29.040 --> 00:05:35.840]  我們說這些人很可能包括第六章第九節第五印那裡
[00:05:35.840 --> 00:05:37.840]  即是那些殉道者的靈魂
[00:05:37.840 --> 00:05:44.400]  全部這些靈魂在天上很可能都是殉道者的靈魂在那裡
[00:05:44.400 --> 00:05:48.480]  這兩批人一批在地上受到保護
[00:05:48.480 --> 00:05:52.000]  一批在天上敬拜
[00:05:52.000 --> 00:05:55.760]  今天我們就要進入第八章
[00:05:55.760 --> 00:06:00.720]  第八章就是高揚要揭開最後一個印
[00:06:00.720 --> 00:06:04.240]  書卷六個印已經揭開了
[00:06:04.240 --> 00:06:08.800]  現在我們要來看他揭開第七個印
[00:06:08.800 --> 00:06:14.160]  但他揭開這個印之前還有一點點的事情發生
[00:06:14.160 --> 00:06:16.160]  我們看第八章第一節
[00:06:16.160 --> 00:06:19.840]  高揚揭開第七個印的時候
[00:06:19.840 --> 00:06:24.640]  天上是寂靜了有兩刻
[00:06:24.640 --> 00:06:28.800]  兩刻即是我們地上的時間就是半個小時
[00:06:28.800 --> 00:06:34.320]  這個天上的寂靜我可以說是非常不尋常的
[00:06:34.320 --> 00:06:39.120]  因為由第四章開始我們看到天上的敬拜
[00:06:39.120 --> 00:06:42.320]  敬拜是充滿了讚美的聲音
[00:06:42.320 --> 00:06:45.280]  是二十四個長老、四活脈
[00:06:45.280 --> 00:06:48.560]  然後是所有的天君、天使
[00:06:48.560 --> 00:06:52.640]  後來還加上所有信徒的靈魂
[00:06:52.640 --> 00:06:55.840]  是一起大聲的在讚美
[00:06:55.840 --> 00:06:58.240]  所以在天上是沒有靜寂的
[00:06:58.240 --> 00:07:00.720]  第二天我們和神在一起的時候
[00:07:00.720 --> 00:07:03.040]  和所有的信徒在一起的時候
[00:07:03.040 --> 00:07:05.680]  我相信都是有很大的聲音
[00:07:05.680 --> 00:07:07.680]  是一起的來讚美的
[00:07:07.680 --> 00:07:12.720]  但是現在在第七個印揭開的時候
[00:07:12.720 --> 00:07:18.240]  天上才有半個小時的時間是沒有聲音的
[00:07:18.240 --> 00:07:20.000]  為什麼要沒有聲音呢?
[00:07:20.000 --> 00:07:22.560]  這段寂靜的時間是做什麼呢?
[00:07:22.560 --> 00:07:27.680]  聖經是沒有說到為什麼有這段寂靜的時間
[00:07:27.680 --> 00:07:29.920]  但是我們猜想
[00:07:29.920 --> 00:07:34.000]  第一寂靜的時間就好像是暴風雨的前夕
[00:07:34.000 --> 00:07:37.200]  在很大件事發生之前
[00:07:37.200 --> 00:07:43.040]  是有預先出現的
[00:07:43.040 --> 00:07:47.680]  是讓你知道有不尋常的事情是要出現的
[00:07:47.680 --> 00:07:51.280]  這個寂靜我不知道真正的時間是多長
[00:07:51.280 --> 00:07:54.320]  我在想天上是沒有時間的
[00:07:54.320 --> 00:07:57.120]  第二天我們上到天是不用看著一個鐘的
[00:07:57.120 --> 00:08:00.800]  我們不知道天上是什麼叫做半個鐘
[00:08:00.800 --> 00:08:04.320]  因為在永恆裡面是沒有時間的
[00:08:04.320 --> 00:08:09.120]  這個時間是神為我們在地上來創造
[00:08:09.120 --> 00:08:11.680]  因為我們在地上是暫時的
[00:08:11.680 --> 00:08:14.320]  是有一個時間要數著的時間
[00:08:14.320 --> 00:08:16.640]  我們要數算我們的日子
[00:08:16.640 --> 00:08:19.200]  但是在天上我們是無窮無盡
[00:08:19.200 --> 00:08:21.760]  是不需要數日子的
[00:08:21.760 --> 00:08:25.360]  所以這個兩刻就不應該是天上的時間
[00:08:25.360 --> 00:08:28.160]  我開頭想會不會是天上的兩刻
[00:08:28.160 --> 00:08:30.720]  在地上是一段比較長的時間
[00:08:30.720 --> 00:08:32.000]  可能是幾年
[00:08:32.000 --> 00:08:35.200]  我們現在進入大災難的第二個部分了
[00:08:35.200 --> 00:08:36.880]  會不會第七個印
[00:08:36.880 --> 00:08:40.720]  因為第七個印打開就不是只有一件事發生的
[00:08:40.720 --> 00:08:43.280]  我們會看到第七個印打開
[00:08:43.280 --> 00:08:46.400]  裡面是有七個號
[00:08:46.400 --> 00:08:48.560]  每一個號是一個災
[00:08:48.560 --> 00:08:50.640]  到第七個號的時候
[00:08:50.640 --> 00:08:54.880]  其實引出來的是最後七個碗的災
[00:08:54.880 --> 00:08:57.840]  所以可以說這個七個印裡面
[00:08:57.840 --> 00:09:01.680]  是有十幾個災一個一個傾倒下來
[00:09:01.680 --> 00:09:04.880]  是神的憤怒要傾倒在地上
[00:09:04.880 --> 00:09:08.560]  所以這個第七個印雖然說是最後的一個印
[00:09:08.560 --> 00:09:10.400]  但是這個印的災
[00:09:10.400 --> 00:09:15.040]  是耶穌說是之前沒有以後也沒有的
[00:09:15.040 --> 00:09:17.920]  所以這個會不會在地上
[00:09:17.920 --> 00:09:22.880]  是佔了後面的三年半的兩年或者三年呢
[00:09:22.880 --> 00:09:24.240]  但是後來我想
[00:09:24.240 --> 00:09:27.200]  這裡說天上寂靜若有兩刻
[00:09:27.200 --> 00:09:29.200]  這個兩刻不是天上的時間
[00:09:29.200 --> 00:09:30.720]  天上沒有時間的
[00:09:30.720 --> 00:09:34.720]  這個兩刻的而且確是說在地上
[00:09:34.720 --> 00:09:38.240]  神有半個小時靜寂的時間
[00:09:38.240 --> 00:09:42.640]  這個也是一個很嚴重的警告
[00:09:42.640 --> 00:09:46.160]  是告訴人聽這是一個最後的機會了
[00:09:46.160 --> 00:09:48.800]  因為當第七個印一開始
[00:09:48.800 --> 00:09:51.040]  第一個號一吹的時候
[00:09:51.040 --> 00:09:55.120]  以後的災是一個一個傾倒下來
[00:09:55.120 --> 00:09:58.720]  就好像婦人生孩子的疼痛那樣
[00:09:58.720 --> 00:10:00.880]  是越來越快越來越快
[00:10:00.880 --> 00:10:03.840]  而且我相信從現在開始
[00:10:03.840 --> 00:10:07.840]  那些豪災那些碗災
[00:10:07.840 --> 00:10:09.440]  一個一個下來
[00:10:09.440 --> 00:10:12.160]  而不是停了然後下一個
[00:10:12.160 --> 00:10:14.880]  是還沒停然後下一個又下來
[00:10:14.880 --> 00:10:19.360]  即是十幾個災一起會下來地上的
[00:10:19.360 --> 00:10:21.920]  所以這個真的是一個大災難
[00:10:21.920 --> 00:10:25.600]  所以神在這裡給人一個最後的機會
[00:10:25.600 --> 00:10:26.880]  你可以接受
[00:10:26.880 --> 00:10:28.320]  你在最後的機會
[00:10:28.320 --> 00:10:32.800]  你是可以避過這些災害的
[00:10:32.800 --> 00:10:37.920]  這半個小時過去之後
[00:10:37.920 --> 00:10:39.840]  第二節到第六節
[00:10:39.840 --> 00:10:44.080]  我這裡說是八個天使
[00:10:44.080 --> 00:10:45.760]  七個天使
[00:10:45.760 --> 00:10:47.040]  第二節說
[00:10:47.040 --> 00:10:52.240]  約翰看到是站在神面前的七個天使
[00:10:52.240 --> 00:10:54.800]  站在神面前
[00:10:54.800 --> 00:10:58.560]  讓我們看到這些天使是獨特的天使
[00:10:58.560 --> 00:11:00.560]  這些是特別的天使
[00:11:00.560 --> 00:11:02.480]  不是所有的天使
[00:11:02.480 --> 00:11:06.800]  都是能夠站在神的面前的
[00:11:06.800 --> 00:11:09.040]  我相信這七個天使
[00:11:09.040 --> 00:11:13.120]  都是比較高級或者是天使長
[00:11:13.120 --> 00:11:15.920]  而裡面我相信是包括
[00:11:15.920 --> 00:11:18.480]  我們查但爾利書的時候
[00:11:18.480 --> 00:11:22.000]  是出現過幾次的加帕尼天使
[00:11:22.000 --> 00:11:26.480]  也都在但爾利書出現的米加勒、麥可
[00:11:26.480 --> 00:11:28.400]  這兩個是天使長
[00:11:28.400 --> 00:11:32.320]  另外還有五個特別地位的天使
[00:11:32.320 --> 00:11:35.920]  聖經沒有把他們的名字擺出來
[00:11:35.920 --> 00:11:38.240]  但你可能會看到
[00:11:38.240 --> 00:11:41.840]  是有七個天使長的名字出現
[00:11:41.840 --> 00:11:44.000]  原來在《賜經》裡面
[00:11:44.000 --> 00:11:46.960]  是有提到另外五個天使的名字
[00:11:46.960 --> 00:11:50.640]  但既然這是《新舊約》中間的《賜經》
[00:11:50.640 --> 00:11:52.240]  不是《Canon》
[00:11:52.240 --> 00:11:55.040]  我們就不當它是聖經的一部分
[00:11:55.040 --> 00:11:58.560]  所以我們是不提另外五個天使的名字
[00:11:58.560 --> 00:12:01.360]  因為聖經是沒有提到
[00:12:01.360 --> 00:12:03.360]  這七個天使
[00:12:03.360 --> 00:12:07.920]  神賜了七個號角給他們
[00:12:07.920 --> 00:12:11.920]  猶太人的號角是很特別的
[00:12:11.920 --> 00:12:18.640]  猶太人的名字叫做Shofar
[00:12:18.640 --> 00:12:21.840]  是用羊的角來做的
[00:12:21.840 --> 00:12:23.360]  是很有特色的
[00:12:23.360 --> 00:12:27.280]  吹起來的聲音是很特別的
[00:12:27.280 --> 00:12:30.080]  這個號角在猶太人來說
[00:12:30.080 --> 00:12:33.280]  是有幾個情況下
[00:12:33.280 --> 00:12:35.040]  他們會拿出來吹的
[00:12:35.040 --> 00:12:37.600]  第一個就是預備打仗
[00:12:37.600 --> 00:12:40.160]  《文素記》第十章一至十節
[00:12:40.160 --> 00:12:41.600]  三十一章六節
[00:12:41.600 --> 00:12:44.000]  西亞書第五章第六節
[00:12:44.000 --> 00:12:48.880]  是有提到他們吹起角來打仗的
[00:12:48.880 --> 00:12:52.800]  第二個情況就是當他們要招聚民眾
[00:12:52.800 --> 00:12:54.160]  在一起的時候
[00:12:54.160 --> 00:12:56.240]  他們就吹起這些角
[00:12:56.240 --> 00:12:59.360]  或者他們是一個慶典的時候
[00:12:59.360 --> 00:13:02.080]  或者是君王到臨
[00:13:02.080 --> 00:13:04.480]  他們來歡迎君王
[00:13:04.480 --> 00:13:07.200]  甚至主耶穌回來的時候
[00:13:07.200 --> 00:13:10.400]  都會有號角聲的吹響
[00:13:10.400 --> 00:13:14.720]  所以當貼在我前書的筆記上
[00:13:14.720 --> 00:13:17.920]  就是說「主必親自從天降臨
[00:13:17.920 --> 00:13:19.600]  有呼叫的聲音
[00:13:19.600 --> 00:13:21.360]  和天使掌的聲音
[00:13:21.360 --> 00:13:24.320]  又有神的號吹響」
[00:13:24.320 --> 00:13:26.880]  所以神的號吹響的時候
[00:13:26.880 --> 00:13:29.440]  是有特別的事情發生的
[00:13:29.440 --> 00:13:32.000]  當然在這裡
[00:13:32.000 --> 00:13:36.880]  神的號吹響就是一個一個大的災難
[00:13:36.880 --> 00:13:40.320]  代表著神的憤怒傾倒下來
[00:13:40.320 --> 00:13:43.280]  在他們還沒吹這個號
[00:13:43.280 --> 00:13:44.880]  還在那十分鐘
[00:13:44.880 --> 00:13:48.400]  在那半個小時裡面的時候
[00:13:48.400 --> 00:13:50.800]  就另外有一位天使
[00:13:50.800 --> 00:13:53.360]  這個天使是拿著香爐
[00:13:53.360 --> 00:13:58.480]  這個香爐是代表著眾聖徒的祈禱
[00:13:58.480 --> 00:14:00.800]  是來獻在寶座上
[00:14:00.800 --> 00:14:04.640]  就是將這些聖徒的祈禱
[00:14:04.640 --> 00:14:08.960]  擺在寶座前面的金壇
[00:14:08.960 --> 00:14:13.200]  這些香爐、祭壇、金壇這些
[00:14:13.200 --> 00:14:17.440]  這些都是地上的聖殿裡面
[00:14:17.440 --> 00:14:19.520]  神吩咐要有的
[00:14:19.520 --> 00:14:21.200]  但是上一次我們說
[00:14:21.200 --> 00:14:24.400]  在天上是有聖殿的
[00:14:24.400 --> 00:14:25.840]  這個寶座
[00:14:25.840 --> 00:14:28.800]  神的寶座是在天上的聖殿裡
[00:14:28.800 --> 00:14:30.960]  在天上的聖殿裡
[00:14:30.960 --> 00:14:35.120]  都有祭壇、都有香爐、都有金壇
[00:14:35.120 --> 00:14:37.200]  這裡就是這個天使
[00:14:37.200 --> 00:14:40.720]  這個天使是拿著眾聖徒的祈禱
[00:14:40.720 --> 00:14:43.440]  獻在神的面前
[00:14:43.440 --> 00:14:51.680]  即是在第七號的災難還沒下來的時候
[00:14:51.680 --> 00:14:57.440]  首先聖徒的祈禱是去到神的面前
[00:14:57.440 --> 00:15:00.720]  這些祈禱是誰的祈禱呢?
[00:15:00.720 --> 00:15:02.640]  祈禱的內容是什麼呢?
[00:15:02.640 --> 00:15:05.360]  聖經沒有說
[00:15:05.360 --> 00:15:09.280]  這些祈禱會不會包括在祭壇下面
[00:15:09.280 --> 00:15:14.160]  那些靈魂在呼叫的祈禱呢?
[00:15:14.160 --> 00:15:17.760]  會不會包括我們在地上的祈禱呢?
[00:15:17.760 --> 00:15:20.560]  會不會是包括其他聖徒的祈禱呢?
[00:15:20.560 --> 00:15:21.920]  有些解經家說
[00:15:21.920 --> 00:15:26.160]  這個是有史以來所有聖徒的祈禱
[00:15:26.160 --> 00:15:27.520]  都包括在這裡
[00:15:27.520 --> 00:15:28.960]  都在神的面前
[00:15:28.960 --> 00:15:30.480]  都被紀念的
[00:15:30.480 --> 00:15:32.320]  這個聖經沒有說
[00:15:32.320 --> 00:15:35.840]  但是肯定的就是神是聽我們祈禱的
[00:15:35.840 --> 00:15:38.000]  神是很重視我們祈禱的
[00:15:38.000 --> 00:15:42.880]  用香爐裝著這些香味
[00:15:42.880 --> 00:15:44.400]  到了神的面前
[00:15:44.400 --> 00:15:49.520]  就是說神是很重視我們祈禱的
[00:15:49.520 --> 00:15:53.360]  第八個天使的身份是誰呢?
[00:15:53.360 --> 00:15:55.920]  有些解經家說
[00:15:55.920 --> 00:16:04.640]  這個天使能夠拿著這些聖徒的祈禱獻上
[00:16:04.640 --> 00:16:08.320]  這個是一個大祭司的職份
[00:16:08.320 --> 00:16:10.240]  在地上的聖殿
[00:16:10.240 --> 00:16:15.520]  大祭司是拿著香爐代表信徒的祈禱
[00:16:15.520 --> 00:16:19.440]  進入致聖所獻給神的
[00:16:19.440 --> 00:16:23.840]  如果真正的大祭司是主耶穌的話
[00:16:23.840 --> 00:16:26.560]  他們就覺得這個第八個天使
[00:16:26.560 --> 00:16:31.280]  應該是主耶穌代表著眾聖徒
[00:16:31.280 --> 00:16:35.120]  將我們的祈禱帶到聖父的面前
[00:16:35.120 --> 00:16:37.040]  但是有沒有可能呢?
[00:16:37.040 --> 00:16:39.440]  我相信這裡是沒有可能的
[00:16:39.440 --> 00:16:41.760]  應該這個不是耶穌的
[00:16:41.760 --> 00:16:45.920]  因為原文說到這個天使的時候
[00:16:45.920 --> 00:16:48.720]  說到另一位天使
[00:16:48.720 --> 00:16:54.640]  那個字他用的意思就是同樣性質的
[00:16:54.640 --> 00:16:58.160]  就是和那七個天使是相等的
[00:16:58.160 --> 00:16:59.760]  所以第三節這裡
[00:16:59.760 --> 00:17:02.800]  他說另一位天使的意思
[00:17:02.800 --> 00:17:09.040]  R的原文就是說同樣性質的
[00:17:09.040 --> 00:17:11.920]  是和前面的七位天使是平等的
[00:17:11.920 --> 00:17:15.120]  所以這個也是一個特別的天使
[00:17:15.120 --> 00:17:18.000]  做這個大祭司的職份
[00:17:18.000 --> 00:17:21.920]  用香爐裝著信徒的祈禱
[00:17:21.920 --> 00:17:25.360]  是帶到神的面前
[00:17:25.360 --> 00:17:29.520]  然後就第六節
[00:17:29.520 --> 00:17:35.600]  拿著七支號的七位天使就預備要吹號了
[00:17:35.600 --> 00:17:38.480]  我們就來到第七節
[00:17:38.480 --> 00:17:41.680]  來到第七節就是第一個號
[00:17:41.680 --> 00:17:43.440]  第一個號吹起
[00:17:43.440 --> 00:17:48.480]  就是博子和火是一起
[00:17:48.480 --> 00:17:51.760]  連同血是吊在地上
[00:17:51.760 --> 00:17:54.000]  第一位天使吹號
[00:17:54.000 --> 00:17:59.120]  就有博子和火是踩著血吊在地上
[00:17:59.120 --> 00:18:00.640]  結果是怎樣呢?
[00:18:00.640 --> 00:18:03.840]  在地上的三分之一
[00:18:03.840 --> 00:18:06.960]  樹的三分之一就燒了
[00:18:06.960 --> 00:18:09.840]  然後全部不是三分之一
[00:18:09.840 --> 00:18:16.080]  全部的青草地上的土全部都燒了
[00:18:16.080 --> 00:18:21.120]  這個災就和這個
[00:18:21.120 --> 00:18:30.800]  以前摩西帶他們出埃及的第九章22-25節
[00:18:30.800 --> 00:18:32.720]  那裡所形容的
[00:18:32.720 --> 00:18:36.640]  是向埃及人所施的災是相當相似的
[00:18:36.640 --> 00:18:37.920]  我讀給大家聽
[00:18:37.920 --> 00:18:39.680]  九章22節
[00:18:39.680 --> 00:18:41.840]  神吩咐摩西
[00:18:41.840 --> 00:18:48.480]  你向天伸杖使埃及遍地的人身上和生畜生身上
[00:18:48.480 --> 00:18:52.080]  並田間各樣的菜蔬上都有冰箔
[00:18:52.080 --> 00:18:54.560]  摩西向天伸杖
