
[00:00:00.000 --> 00:00:05.000]  各位大英姐妹 平安
[00:00:05.000 --> 00:00:10.000]  如果有人告訴你 末日就快來到了
[00:00:10.000 --> 00:00:12.000]  你有什麼感覺呢?
[00:00:12.000 --> 00:00:15.000]  你會很害怕? 害怕什麼?
[00:00:15.000 --> 00:00:19.000]  或者你會很擔心? 擔心什麼?
[00:00:19.000 --> 00:00:21.000]  或者我有些未信的朋友
[00:00:21.000 --> 00:00:25.000]  他會說 哎呀 如果知道末日什麼時候來就好了
[00:00:25.000 --> 00:00:29.000]  那我說 如果讓你知道又怎麼樣呢?
[00:00:29.000 --> 00:00:33.000]  不如今天我們看看耶穌
[00:00:33.000 --> 00:00:37.000]  祂告訴我們 末日其實有什麼先兆
[00:00:37.000 --> 00:00:43.000]  我們會集中在馬福音13:1-37
[00:00:43.000 --> 00:00:46.000]  如果你看《和合本聖經》
[00:00:46.000 --> 00:00:50.000]  它會對這章有好幾個標題
[00:00:50.000 --> 00:00:54.000]  第一個是預言聖殿被毀
[00:00:54.000 --> 00:00:57.000]  第二個是災難的起頭
[00:00:57.000 --> 00:01:00.000]  大災難 人子的降臨
[00:01:00.000 --> 00:01:04.000]  為什麼耶穌會提到以上的事情呢?
[00:01:04.000 --> 00:01:08.000]  原來是因為門徒問了一個問題
[00:01:08.000 --> 00:01:10.000]  在馬福音13:4那裡說
[00:01:10.000 --> 00:01:15.000]  請告訴我們什麼時候有這些事呢?
[00:01:15.000 --> 00:01:20.000]  這切事將成的時候有什麼預兆呢?
[00:01:20.000 --> 00:01:24.000]  我們再看馬太福音的記載
[00:01:24.000 --> 00:01:28.000]  在馬太福音24:3原來他們這樣問
[00:01:28.000 --> 00:01:32.000]  請告訴我們什麼時候有這些事呢?
[00:01:32.000 --> 00:01:34.000]  這裡多說了一些東西讓我們知道
[00:01:34.000 --> 00:01:40.000]  就是李降臨和世界的末了有什麼預兆呢?
[00:01:40.000 --> 00:01:43.000]  究竟門徒問了一個什麼問題
[00:01:43.000 --> 00:01:46.000]  耶穌又怎麼回答呢?
[00:01:46.000 --> 00:01:52.000]  在馬福音13:1原來背景是這樣的
[00:01:52.000 --> 00:01:54.000]  耶穌從電裡出來的時候
[00:01:54.000 --> 00:01:56.000]  有一個門徒對他說
[00:01:56.000 --> 00:02:00.000]  夫子請看 這是何等的石頭
[00:02:00.000 --> 00:02:02.000]  何等的電宇
[00:02:02.000 --> 00:02:05.000]  為什麼他這麼讚歎石頭
[00:02:05.000 --> 00:02:08.000]  為什麼他這麼讚歎電宇呢?
[00:02:08.000 --> 00:02:11.000]  原來當我們去到聖地的時候
[00:02:11.000 --> 00:02:15.000]  你會看到很多以前古建築留下的石頭
[00:02:15.000 --> 00:02:19.000]  真的很大塊 是以噸計的
[00:02:19.000 --> 00:02:24.000]  而當時的聖殿 即是當天門徒讚歎的石頭
[00:02:24.000 --> 00:02:28.000]  原來很有名的就是有一大堆石頭
[00:02:28.000 --> 00:02:30.000]  他打磨到什麼程度呢?
[00:02:30.000 --> 00:02:33.000]  是40呎乘12呎乘12呎
[00:02:33.000 --> 00:02:37.000]  全部都是凹凸不平 是很健美的
