
[00:00:00.000 --> 00:00:05.000]  請姐妹主內平安
[00:00:05.000 --> 00:00:12.000]  口裡承認 心裡相信 心口如一
[00:00:12.000 --> 00:00:18.000]  這樣就可以清義 就可以得救
[00:00:18.000 --> 00:00:22.000]  這是我們很熟悉的金句
[00:00:22.000 --> 00:00:27.000]  聖經的應許 我們都知道
[00:00:27.000 --> 00:00:34.000]  不過其實聖經不只是關心我們那個相信
[00:00:34.000 --> 00:00:39.000]  是不是心口如一
[00:00:39.000 --> 00:00:45.000]  聖經其實也關心我們心裡相信甚麼
[00:00:45.000 --> 00:00:49.000]  口裡又承認甚麼
[00:00:49.000 --> 00:00:51.000]  這個很重要的
[00:00:51.000 --> 00:00:55.000]  你來到禮拜堂 甚麼都相信
[00:00:55.000 --> 00:01:00.000]  甚麼都承認 甚麼都噏頭 不是
[00:01:00.000 --> 00:01:02.000]  聖經不是這樣說的
[00:01:02.000 --> 00:01:05.000]  你若口裡承認甚麼
[00:01:05.000 --> 00:01:11.000]  耶穌為主 你心裡相信甚麼
[00:01:11.000 --> 00:01:17.000]  神叫他從死裡復活
[00:01:17.000 --> 00:01:19.000]  那不可以信錯的
[00:01:19.000 --> 00:01:25.000]  如果甚麼都相信的話 就不是聖經的教導
[00:01:25.000 --> 00:01:29.000]  沒錯 耶穌是我們的救主
[00:01:29.000 --> 00:01:33.000]  祂拯救我們脫離罪惡
[00:01:33.000 --> 00:01:38.000]  拯救我們脫離死亡
[00:01:38.000 --> 00:01:40.000]  不過我們都明白
[00:01:40.000 --> 00:01:46.000]  不只是救我們 祂才是我們的主
[00:01:46.000 --> 00:01:51.000]  祂也同時是我們生命的主
[00:01:51.000 --> 00:01:55.000]  所以口裡承認
[00:01:55.000 --> 00:01:59.000]  不只是耶穌是我救主
[00:01:59.000 --> 00:02:04.000]  還有耶穌是我人生
[00:02:04.000 --> 00:02:06.000]  是我生命
[00:02:06.000 --> 00:02:12.000]  是我每天生活的主宰
[00:02:12.000 --> 00:02:27.000]  那就是說 我不再由我自己來作主
[00:02:27.000 --> 00:02:35.000]  這樣才叫做口裡承認 心裡相信
[00:02:35.000 --> 00:02:41.000]  這樣才稱義得救
[00:02:41.000 --> 00:02:43.000]  祂是主
[00:02:43.000 --> 00:02:49.000]  祂掌管我生命、生活
[00:02:49.000 --> 00:02:54.000]  所有的決定
[00:02:54.000 --> 00:03:01.000]  一切大小的事情
[00:03:01.000 --> 00:03:07.000]  信耶穌和拜偶像有甚麼分別呢?
[00:03:07.000 --> 00:03:10.000]  很多人想都不想
[00:03:10.000 --> 00:03:13.000]  耶穌靈一點
[00:03:13.000 --> 00:03:16.000]  耶穌聽祈禱、醫病快一點
[00:03:16.000 --> 00:03:18.000]  你試一下耶穌吧
[00:03:18.000 --> 00:03:20.000]  報道會有時甚至這樣說
[00:03:20.000 --> 00:03:24.000]  不靈一點 才去隔離吧
[00:03:24.000 --> 00:03:26.000]  有沒有搞錯?
[00:03:26.000 --> 00:03:30.000]  不是 你這樣
[00:03:30.000 --> 00:03:35.000]  你擾亂了一個很重要的分別
[00:03:35.000 --> 00:03:43.000]  假的 偶像就是他聽我們
[00:03:43.000 --> 00:03:47.000]  我要甚麼 我簽了香油的
[00:03:47.000 --> 00:03:50.000]  那你就要聽的了
[00:03:50.000 --> 00:03:52.000]  你就要幫的了
[00:03:52.000 --> 00:03:56.000]  你就要跟著我的意思
[00:03:56.000 --> 00:04:00.000]  去為我成就我的願望的了
[00:04:00.000 --> 00:04:07.000]  這個是拜偶像所有民間的宗教
[00:04:07.000 --> 00:04:10.000]  那信耶穌呢?
