
[00:00:00.000 --> 00:00:05.000]  他使人夜更歌唱
[00:00:05.000 --> 00:00:10.000]  人生一定會經歷黑夜
[00:00:10.000 --> 00:00:13.000]  我們知道神造這個世界的時候
[00:00:13.000 --> 00:00:17.000]  有日頭有晚上
[00:00:17.000 --> 00:00:20.000]  人生必須經歷黑夜
[00:00:20.000 --> 00:00:23.000]  在人類的作品裡面
[00:00:23.000 --> 00:00:28.000]  很多都用黑夜來形容困難
[00:00:28.000 --> 00:00:30.000]  形容災難
[00:00:30.000 --> 00:00:32.000]  形容驚嚇
[00:00:32.000 --> 00:00:35.000]  孤單和傷感
[00:00:35.000 --> 00:00:38.000]  人很多時候在黑夜裡面
[00:00:38.000 --> 00:00:41.000]  會產生恐懼
[00:00:41.000 --> 00:00:45.000]  疑惑和發願
[00:00:45.000 --> 00:00:51.000]  很多時候黑夜也可能會發生一些出人意外的事情
[00:00:51.000 --> 00:00:57.000]  人經常在黑夜裡會輾轉反側
[00:00:57.000 --> 00:01:04.000]  不知何時再一次從東方升起
[00:01:04.000 --> 00:01:07.000]  很多時候我們在黑暗裡面
[00:01:07.000 --> 00:01:08.000]  困難裡面
[00:01:08.000 --> 00:01:09.000]  災難裡面
[00:01:09.000 --> 00:01:10.000]  痛苦裡面
[00:01:10.000 --> 00:01:11.000]  孤單裡面
[00:01:11.000 --> 00:01:12.000]  疑惑裡面
[00:01:12.000 --> 00:01:14.000]  我們會問為什麼
[00:01:14.000 --> 00:01:17.000]  我們會問為什麼是我
[00:01:17.000 --> 00:01:20.000]  我們也會問神你到底在哪裡
[00:01:20.000 --> 00:01:23.000]  你為什麼撇下我不管
[00:01:23.000 --> 00:01:27.000]  你到底在哪裡
[00:01:27.000 --> 00:01:30.000]  《約伯記》里有一句很特別的說話
[00:01:30.000 --> 00:01:31.000]  就是這句
[00:01:31.000 --> 00:01:34.000]  他使人夜間歌唱
[00:01:34.000 --> 00:01:37.000]  他使人夜間歌唱
[00:01:37.000 --> 00:01:40.000]  人因多受欺壓受哀求
[00:01:40.000 --> 00:01:43.000]  因為能者的壓制他就求救
[00:01:43.000 --> 00:01:46.000]  沒有人問做我的神在哪裡
[00:01:46.000 --> 00:01:48.000]  他後面說了一句
[00:01:48.000 --> 00:01:51.000]  他使人夜間歌唱
[00:01:51.000 --> 00:01:53.000]  他使人夜間歌唱
[00:01:53.000 --> 00:01:55.000]  指出一個事實
[00:01:55.000 --> 00:01:57.000]  在黑暗裡面
[00:01:57.000 --> 00:02:01.000]  其實沒有人會歌唱
[00:02:01.000 --> 00:02:05.000]  第一當然會吵著別人
[00:02:05.000 --> 00:02:09.000]  第二如果真的說到黑暗
[00:02:09.000 --> 00:02:11.000]  災難痛苦
[00:02:11.000 --> 00:02:14.000]  在那個時候我們都沒有力量
[00:02:14.000 --> 00:02:18.000]  第二沒有心情去唱歌
[00:02:18.000 --> 00:02:21.000]  在痛苦的時候會唱歌
[00:02:21.000 --> 00:02:23.000]  會唱Hallelujah
[00:02:23.000 --> 00:02:24.000]  不會
[00:02:24.000 --> 00:02:27.000]  因為那個時候你沒有力量
[00:02:27.000 --> 00:02:30.000]  在黑夜裡面
[00:02:30.000 --> 00:02:34.000]  其實黑夜就是無歌的日子
[00:02:34.000 --> 00:02:37.000]  就是沒有唱歌的日子
[00:02:37.000 --> 00:02:41.000]  因為人沒有力量去唱歌
[00:02:41.000 --> 00:02:43.000]  在《舊約詩篇》裡面
[00:02:43.000 --> 00:02:47.000]  很多次說到神是我們的力量
[00:02:47.000 --> 00:02:49.000]  也是我們的詩歌
[00:02:49.000 --> 00:02:52.000]  然後又成為我們的拯救
[00:02:52.000 --> 00:02:57.000]  我自己想為什麼力量和詩歌放在一起呢?
[00:02:57.000 --> 00:02:58.000]  為什麼?
[00:02:58.000 --> 00:03:00.000]  因為神是我的力量
[00:03:00.000 --> 00:03:02.000]  我就可以唱歌
[00:03:02.000 --> 00:03:04.000]  因為神是我的力量
[00:03:04.000 --> 00:03:06.000]  所以在困難的時候
[00:03:06.000 --> 00:03:10.000]  我們都可以用積極的心去面對
[00:03:10.000 --> 00:03:13.000]  不單單詩篇118篇
[00:03:13.000 --> 00:03:18.000]  其實它是引用《出拉及記》第15章第二節
[00:03:18.000 --> 00:03:21.000]  米利安的詩歌同樣是這樣開始
[00:03:21.000 --> 00:03:23.000]  耶和華是我的力量
[00:03:23.000 --> 00:03:24.000]  是我的詩歌
[00:03:24.000 --> 00:03:27.000]  它也成為我的拯救
[00:03:27.000 --> 00:03:28.000]  第一姐妹
[00:03:28.000 --> 00:03:31.000]  詩歌是神賜給我們很寶貴的禮物
[00:03:31.000 --> 00:03:33.000]  大家同意嗎?
[00:03:33.000 --> 00:03:37.000]  我們能夠唱歌其實是一種快樂
[00:03:37.000 --> 00:03:42.000]  是一種積極進取的時刻
[00:03:42.000 --> 00:03:47.000]  但是我們經歷很多人生無歌的日子
[00:03:47.000 --> 00:03:50.000]  唱不到歌
[00:03:50.000 --> 00:03:52.000]  不是說我們不懂唱
[00:03:52.000 --> 00:03:55.000]  是因為沒有力量去唱
[00:03:55.000 --> 00:04:00.000]  我不知道我們現在是否也沒有什麼歌可以唱
[00:04:00.000 --> 00:04:06.000]  我知道我們的顏牧師現在在ICU
[00:04:06.000 --> 00:04:11.000]  我相信大家心裡都很沈重
[00:04:11.000 --> 00:04:20.000]  為什麼神所愛的使用的僕人會落到今天這樣的情況
[00:04:20.000 --> 00:04:26.000]  我就想起馬大馬尼亞和主耶穌說
[00:04:26.000 --> 00:04:29.000]  「你所愛的人病了」
[00:04:29.000 --> 00:04:31.000]  我們同樣可以用這句話
[00:04:31.000 --> 00:04:34.000]  主啊!你所愛的人病了
[00:04:34.000 --> 00:04:40.000]  當在病痛和面對死亡的那種威脅的時候
[00:04:40.000 --> 00:04:45.000]  我們更需要顯出我們信仰的力量
[00:04:45.000 --> 00:04:49.000]  我們需要顯出我們對神的主權的信服
[00:04:49.000 --> 00:04:54.000]  而約伯記就是一個很典型的例子
[00:04:54.000 --> 00:05:02.000]  兄弟姐妹,你們知道聖經里苦難說得最多的不是道理
[00:05:02.000 --> 00:05:05.000]  而是一個人活生生的在我們面前
[00:05:05.000 --> 00:05:08.000]  大家明白道理在哪裡嗎?
[00:05:08.000 --> 00:05:11.000]  因為當人在痛苦的時候
[00:05:11.000 --> 00:05:15.000]  他不是很想聽一些很大的道理
[00:05:15.000 --> 00:05:19.000]  你千萬不要在人家痛苦的時候說
[00:05:19.000 --> 00:05:23.000]  「你受苦是與你有益的」
[00:05:23.000 --> 00:05:27.000]  那個人說「那你又不來受啊」
[00:05:27.000 --> 00:05:31.000]  「有益不如給你吧,讓你受吧」
[00:05:31.000 --> 00:05:33.000]  你千萬不要在人家痛苦的時候說
[00:05:33.000 --> 00:05:37.000]  「受苦有益啊,鍛鍊了之後就成精金啊」
[00:05:37.000 --> 00:05:40.000]  「你可珍惜這個時候啊」
[00:05:40.000 --> 00:05:45.000]  在那個時候千萬不要說什麼大道理
[00:05:45.000 --> 00:05:51.000]  最好是有一個活生生的榜樣給他看
[00:05:51.000 --> 00:05:55.000]  他看到了,自然就會有些理解
[00:05:55.000 --> 00:05:57.000]  他有些體會
[00:05:57.000 --> 00:06:03.000]  他看到有血有肉的一個義人竟然都經歷這麼大的苦難的時候
[00:06:03.000 --> 00:06:09.000]  那我們呢?我們都比不上這個義人,經前的人
[00:06:09.000 --> 00:06:13.000]  我們自然就比較容易釋懷一些
[00:06:13.000 --> 00:06:16.000]  大家同意嗎?同意嗎?
[00:06:16.000 --> 00:06:19.000]  所以我感謝神聖經裡面有一本書
[00:06:19.000 --> 00:06:22.000]  這本書是約伯記的
[00:06:22.000 --> 00:06:26.000]  這本書裡面不是和我們說苦難的大道理
[00:06:26.000 --> 00:06:33.000]  這本書是和我們活生生的顯示這個義人受苦的經歷
[00:06:33.000 --> 00:06:36.000]  當然在義人受苦的經歷裡面
[00:06:36.000 --> 00:06:40.000]  他寫下了也有很多道理讓我們可以體會
[00:06:40.000 --> 00:06:45.000]  但是這個榜樣其實就是激勵我們向前
[00:06:45.000 --> 00:06:50.000]  所以今天我要和大家在約伯記裡面說五樣東西
[00:06:50.000 --> 00:06:54.000]  從這個活生生的榜樣裡面我們看五樣東西
[00:06:54.000 --> 00:06:59.000]  五樣東西就是神如何使人夜間過場
[00:06:59.000 --> 00:07:02.000]  神使人夜間過場這句話
[00:07:02.000 --> 00:07:09.000]  我相信不是約伯記刻意用來做整本書的主題
[00:07:09.000 --> 00:07:12.000]  但是這句話是以利物所講
[00:07:12.000 --> 00:07:20.000]  而這句話很明顯地可以成為約伯記的一個總結的結語
[00:07:20.000 --> 00:07:25.000]  神使人夜間過場
[00:07:25.000 --> 00:07:28.000]  認定人生必定有黑夜
[00:07:28.000 --> 00:07:30.000]  人生一定有黑夜
[00:07:30.000 --> 00:07:31.000]  剛才我們已經說了
[00:07:31.000 --> 00:07:33.000]  有白日有黑夜
[00:07:33.000 --> 00:07:35.000]  那就是一日
[00:07:35.000 --> 00:07:41.000]  我們來看看約伯如何體會人生的苦難
[00:07:41.000 --> 00:07:47.000]  其實他說了一句話是向他的太太說
[00:07:47.000 --> 00:07:51.000]  他對太太說
[00:07:51.000 --> 00:07:54.000]  你說話好像愚頑的苦人一樣
[00:07:54.000 --> 00:07:58.000]  難道我們從神手裡得福
[00:07:58.000 --> 00:08:01.000]  不也受禍嗎
[00:08:01.000 --> 00:08:06.000]  在這一切的事上約伯並不以後犯罪
[00:08:06.000 --> 00:08:12.000]  等於約伯一日里失去了他的十個兒女
