
[00:00:00.000 --> 00:00:05.000]  各位電影姐妹平安
[00:00:05.000 --> 00:00:09.000]  我們在講談分享啟示錄的訊息
[00:00:09.000 --> 00:00:13.000]  不知不覺差不多已經去到尾聲
[00:00:13.000 --> 00:00:16.000]  今日和大家分享的是甚麼呢
[00:00:16.000 --> 00:00:19.000]  就是有關你信不信這個世界
[00:00:19.000 --> 00:00:23.000]  是會有國家稱霸全球
[00:00:23.000 --> 00:00:28.000]  或者它的欲念就是霸佔全世界
[00:00:28.000 --> 00:00:31.000]  留意第二次世界大戰的時間
[00:00:31.000 --> 00:00:34.000]  就是因為三個軸心國
[00:00:34.000 --> 00:00:37.000]  他們將整個世界劃分
[00:00:37.000 --> 00:00:39.000]  就想瓜分整個世界
[00:00:39.000 --> 00:00:41.000]  野心之大
[00:00:41.000 --> 00:00:46.000]  我們相信令到很多人都出乎意料之外
[00:00:46.000 --> 00:00:49.000]  特別是德國和日本
[00:00:49.000 --> 00:00:53.000]  你看到他們德國方面將整個歐洲
[00:00:53.000 --> 00:00:58.000]  甚至希望將俄羅斯甚至包括英國
[00:00:58.000 --> 00:01:00.000]  全部要立實
[00:01:00.000 --> 00:01:04.000]  而且他們打的時候是打到非洲和北部
[00:01:04.000 --> 00:01:09.000]  而日本本身是要將全個亞洲的地方
[00:01:09.000 --> 00:01:11.000]  全部具為己有
[00:01:11.000 --> 00:01:16.000]  甚至後來他的野心不只是止於亞洲
[00:01:16.000 --> 00:01:20.000]  就是因為石油的缺乏
[00:01:20.000 --> 00:01:24.000]  甚至要將珍珠港都要襲擊
[00:01:24.000 --> 00:01:28.000]  整個夏威夷都要具為己有
[00:01:28.000 --> 00:01:33.000]  換句話來說已經正式向美國宣戰
[00:01:33.000 --> 00:01:36.000]  所以當我們看到第二次世界大戰
[00:01:36.000 --> 00:01:40.000]  這些軸心國全部打敗
[00:01:40.000 --> 00:01:43.000]  要無條件投降
[00:01:43.000 --> 00:01:49.000]  但將來這個世界還有沒有這樣的大霸主出現呢
[00:01:49.000 --> 00:01:51.000]  各位兄弟姐妹
[00:01:51.000 --> 00:01:53.000]  你相信也好
[00:01:53.000 --> 00:01:55.000]  你不相信也好
[00:01:55.000 --> 00:01:57.000]  我們今天看看
[00:01:57.000 --> 00:01:59.000]  看視錄告訴我們
[00:01:59.000 --> 00:02:02.000]  末後必成的事
[00:02:02.000 --> 00:02:04.000]  將來必成的事
[00:02:04.000 --> 00:02:07.000]  是有這一點產生的
[00:02:07.000 --> 00:02:14.000]  我們首先看看過去世界的霸主的興與衰
[00:02:14.000 --> 00:02:17.000]  原來這些所謂世界霸主
[00:02:17.000 --> 00:02:21.000]  不是到了第二次世界大戰才開始的
[00:02:21.000 --> 00:02:24.000]  從舊約旦的預言
[00:02:24.000 --> 00:02:26.000]  我們看得很清楚
[00:02:26.000 --> 00:02:32.000]  其實一早在巴比倫大帝國開始的時候
[00:02:32.000 --> 00:02:37.000]  那個年代已經有這種的欲念
