
[00:00:00.000 --> 00:00:06.560]  上星期趙棣兄講道
[00:00:06.560 --> 00:00:08.560]  我還未聽到那篇道
[00:00:08.560 --> 00:00:10.560]  我都很期望他放上網
[00:00:10.560 --> 00:00:11.560]  我可以聽
[00:00:11.560 --> 00:00:13.560]  裡面講到三節十一節
[00:00:13.560 --> 00:00:15.560]  我大概問了一些人
[00:00:15.560 --> 00:00:17.560]  主要都是講一些假師傅
[00:00:17.560 --> 00:00:19.560]  講了一些不對的道理
[00:00:19.560 --> 00:00:21.560]  是不是講那些話
[00:00:21.560 --> 00:00:23.560]  你們站不站得起來
[00:00:23.560 --> 00:00:25.560]  站不站得起來
[00:00:25.560 --> 00:00:27.560]  都是講那些話
[00:00:27.560 --> 00:00:29.560]  對不對
[00:00:29.560 --> 00:00:31.560]  就是講這件事
[00:00:31.560 --> 00:00:33.560]  保羅一直講
[00:00:33.560 --> 00:00:35.560]  你看這裡有些人
[00:00:35.560 --> 00:00:37.560]  你看提摩太前書
[00:00:37.560 --> 00:00:39.560]  祝福幾個人
[00:00:39.560 --> 00:00:41.560]  不要傳異教
[00:00:41.560 --> 00:00:43.560]  提醒信徒不要聽荒謬無憑的話語
[00:00:43.560 --> 00:00:45.560]  無情的家譜
[00:00:45.560 --> 00:00:47.560]  不要新辯論
[00:00:47.560 --> 00:00:49.560]  下面又講到
[00:00:49.560 --> 00:00:51.560]  有些人偏離這些
[00:00:51.560 --> 00:00:53.560]  偏離清潔的心
[00:00:53.560 --> 00:00:55.560]  無愧的良心無愧的信心
[00:00:55.560 --> 00:00:57.560]  反而去講虛浮的東西
[00:00:57.560 --> 00:00:59.560]  又不明白自己所講的
[00:00:59.560 --> 00:01:01.560]  所論定的
[00:01:01.560 --> 00:01:03.560]  下面又講有些人偏離了
[00:01:03.560 --> 00:01:05.560]  這些的真道
[00:01:05.560 --> 00:01:07.560]  所以一路講講這些人
[00:01:07.560 --> 00:01:09.560]  當保羅講完之後警告完之後
[00:01:09.560 --> 00:01:11.560]  突然之間十二節
[00:01:11.560 --> 00:01:13.560]  他講回他自己
[00:01:13.560 --> 00:01:15.560]  我發現人很有趣
[00:01:15.560 --> 00:01:17.560]  人懂得講人不懂得講自己
[00:01:17.560 --> 00:01:19.560]  我以前
[00:01:19.560 --> 00:01:21.560]  提過的故事是什麼
[00:01:21.560 --> 00:01:23.560]  我和我太太去吃麵的時候
[00:01:23.560 --> 00:01:25.560]  發現有個爸爸罵兒子
[00:01:25.560 --> 00:01:27.560]  突然之間我們在香港付錢
[00:01:27.560 --> 00:01:29.560]  在一間拉麵店
[00:01:29.560 --> 00:01:31.560]  剛剛付錢
[00:01:31.560 --> 00:01:33.560]  聽到爸爸突然很大聲罵兒子
[00:01:33.560 --> 00:01:35.560]  我和他說了很多次
[00:01:35.560 --> 00:01:37.560]  公眾場所說不要那麼大聲
[00:01:37.560 --> 00:01:39.560]  你聽不到嗎
[00:01:39.560 --> 00:01:41.560]  我說其實我聽不到兩個兒子說
[00:01:41.560 --> 00:01:43.560]  我聽到爸爸罵兒子
[00:01:43.560 --> 00:01:45.560]  真的懂得講人很多時候
[00:01:45.560 --> 00:01:47.560]  人不懂得講自己
[00:01:47.560 --> 00:01:49.560]  保羅講完之後
[00:01:49.560 --> 00:01:51.560]  突然十二節他講回他自己
[00:01:51.560 --> 00:01:53.560]  他說我感謝大家給我力量
[00:01:53.560 --> 00:01:55.560]  他以我又派我服侍他
[00:01:55.560 --> 00:01:57.560]  他說我從前是怎樣的人
[00:01:57.560 --> 00:02:01.560]  保羅沒有忘記他以前是怎樣的人
[00:02:01.560 --> 00:02:04.560]  有些人真的忘記了你以前是怎樣的人
[00:02:04.560 --> 00:02:06.560]  今天可能信耶穌一段日子
[00:02:06.560 --> 00:02:08.560]  今天可能有很多的改變
[00:02:08.560 --> 00:02:10.560]  有一定程度
[00:02:10.560 --> 00:02:12.560]  就忘記了自己是蒙連問的人
[00:02:12.560 --> 00:02:14.560]  所以你發現保羅
[00:02:14.560 --> 00:02:16.560]  他想起他自己過去
[00:02:16.560 --> 00:02:18.560]  十三節十六節他兩次講
[00:02:18.560 --> 00:02:21.560]  他說然而我還蒙了連問
[00:02:21.560 --> 00:02:24.560]  十六節然而我蒙了連問
[00:02:24.560 --> 00:02:26.560]  怎樣是然而呢
[00:02:26.560 --> 00:02:28.560]  雖然我那麼壞
[00:02:28.560 --> 00:02:30.560]  雖然我是這樣
[00:02:30.560 --> 00:02:32.560]  但他說我真的蒙了連問
[00:02:32.560 --> 00:02:34.560]  但我這樣的人
[00:02:34.560 --> 00:02:36.560]  我都蒙了連問
[00:02:36.560 --> 00:02:38.560]  保羅想起自己的過去
[00:02:38.560 --> 00:02:40.560]  又看見自己的現在
[00:02:40.560 --> 00:02:42.560]  我的過去蒙了連問
[00:02:42.560 --> 00:02:45.560]  我今天之所以能夠成為神的僕人
[00:02:45.560 --> 00:02:47.560]  亦都是蒙了神的恩
[00:02:47.560 --> 00:02:50.560]  人往往對神沒有感恩
[00:02:50.560 --> 00:02:52.560]  對自己沒有謙卑
[00:02:52.560 --> 00:02:54.560]  對人沒有憐憫
[00:02:54.560 --> 00:02:56.560]  對人沒有忍耐
[00:02:56.560 --> 00:02:59.560]  往往是因為忘了自己的過去是如何
[00:02:59.560 --> 00:03:02.560]  忘了自己的現在是為何
[00:03:02.560 --> 00:03:04.560]  以致見到很多事情的時候
[00:03:04.560 --> 00:03:06.560]  就沒有辦法忍受
[00:03:06.560 --> 00:03:08.560]  沒有辦法接受
[00:03:08.560 --> 00:03:10.560]  沒有忍耐亦沒有憐憫
[00:03:10.560 --> 00:03:13.560]  其實這篇道對我自己來說是很適合的
[00:03:13.560 --> 00:03:17.560]  因為我這個人很多時候有人說我沒有耐性
[00:03:17.560 --> 00:03:19.560]  有時候沒有耐性
[00:03:19.560 --> 00:03:21.560]  有時候看見人的問題
[00:03:21.560 --> 00:03:22.560]  看不見自己的問題
[00:03:22.560 --> 00:03:24.560]  今天和大家分享有兩點很重要
[00:03:24.560 --> 00:03:26.560]  第一就是人是要連問的
[00:03:26.560 --> 00:03:28.560]  第二是人要有連問
[00:03:28.560 --> 00:03:30.560]  第二是人要蒙連問
[00:03:30.560 --> 00:03:32.560]  十二節十七節給我們看到
[00:03:32.560 --> 00:03:34.560]  人是要有連問
[00:03:34.560 --> 00:03:36.560]  十八節二十節給我們看到
[00:03:36.560 --> 00:03:38.560]  人要蒙連問
[00:03:38.560 --> 00:03:40.560]  當然裏面有很多其他的內容可以提
[00:03:40.560 --> 00:03:43.560]  但今天我主要針對的是連問這兩個字
[00:03:43.560 --> 00:03:45.560]  第一先講人要有連問
[00:03:45.560 --> 00:03:48.560]  十二節保羅以感謝開始
[00:03:48.560 --> 00:03:51.560]  十七節以讚美結束
[00:03:51.560 --> 00:03:53.560]  為什麼呢?因為保羅講回他的過去
[00:03:53.560 --> 00:03:55.560]  他沒有忘記他的過去
[00:03:55.560 --> 00:03:57.560]  十三節講到他的過去是怎樣呢?
[00:03:57.560 --> 00:03:59.560]  他說以前他是褻瀆神的
[00:03:59.560 --> 00:04:00.560]  逼白人的
[00:04:00.560 --> 00:04:01.560]  冒慢人的
[00:04:01.560 --> 00:04:05.560]  冒慢這個字英文翻譯叫暴力
[00:04:05.560 --> 00:04:08.560]  大家知道保羅以前是叫掃羅
[00:04:08.560 --> 00:04:09.560]  他去抓基督徒
[00:04:09.560 --> 00:04:12.560]  他將基督徒關在監獄裏面
[00:04:12.560 --> 00:04:14.560]  甚至看見基督徒受害
[00:04:14.560 --> 00:04:15.560]  他都開心
[00:04:15.560 --> 00:04:17.560]  保羅是這樣的人
[00:04:17.560 --> 00:04:20.560]  十五節他就講了一句話
[00:04:20.560 --> 00:04:24.560]  他說基督耶穌降世為要拯救罪人
[00:04:24.560 --> 00:04:26.560]  這話是可信十分可佩服
[00:04:26.560 --> 00:04:28.560]  罪人中我是罪魁
[00:04:28.560 --> 00:04:31.560]  他提到耶穌基督對他的恩典是格外的
[00:04:31.560 --> 00:04:35.560]  他說耶穌拯救的是罪人
[00:04:35.560 --> 00:04:37.560]  耶穌拯救的不是義人
[00:04:37.560 --> 00:04:39.560]  以前我撞過一個老人家
[00:04:39.560 --> 00:04:40.560]  叫他信耶穌
[00:04:40.560 --> 00:04:41.560]  死都不肯信
[00:04:41.560 --> 00:04:43.560]  姓林的這位朋友
[00:04:43.560 --> 00:04:45.560]  現在是弟兄
[00:04:45.560 --> 00:04:47.560]  我就問他為何不肯信
[00:04:47.560 --> 00:04:49.560]  他說因為我很多事還未改
[00:04:49.560 --> 00:04:51.560]  我還未好
[00:04:51.560 --> 00:04:54.560]  他說等我好了再改才信耶穌
[00:04:54.560 --> 00:04:56.560]  我問這位林伯
[00:04:56.560 --> 00:05:01.560]  林伯你看醫生是有病看醫生還是痊癒看醫生
[00:05:01.560 --> 00:05:03.560]  他說當然是有病看醫生
[00:05:03.560 --> 00:05:04.560]  怎會痊癒看醫生
[00:05:04.560 --> 00:05:05.560]  那就是了
[00:05:05.560 --> 00:05:07.560]  你是不得才信耶穌
[00:05:07.560 --> 00:05:09.560]  怎會得了才信耶穌
[00:05:09.560 --> 00:05:10.560]  他聽得明白
[00:05:10.560 --> 00:05:12.560]  保羅怎樣說
[00:05:12.560 --> 00:05:14.560]  耶穌救的是罪人
[00:05:14.560 --> 00:05:15.560]  甚麼人需要憐憫
[00:05:15.560 --> 00:05:18.560]  就是需要憐憫的人才需要憐憫
[00:05:18.560 --> 00:05:19.560]  是不是
[00:05:19.560 --> 00:05:21.560]  耶穌救的是罪人
[00:05:21.560 --> 00:05:23.560]  十三說他不好
[00:05:23.560 --> 00:05:24.560]  他真是很不好
[00:05:24.560 --> 00:05:26.560]  他蒙神憐憫為何在這裡說
[00:05:26.560 --> 00:05:29.560]  因為他不明白他不信的時候所做的
[00:05:29.560 --> 00:05:32.560]  你知當初保羅以為自己是為神大發熱心
[00:05:32.560 --> 00:05:35.560]  他不知道自己做的事是錯的
[00:05:35.560 --> 00:05:37.560]  今天很多人做錯事
[00:05:37.560 --> 00:05:38.560]  真的不知道自己錯
[00:05:38.560 --> 00:05:41.560]  人需要憐憫是因為人錯而不知道
[00:05:41.560 --> 00:05:43.560]  人真的不知道自己壞
[00:05:43.560 --> 00:05:46.560]  有沒有發現很多人真的看不到自己壞
[00:05:46.560 --> 00:05:48.560]  看到自己壞有時就不會壞
[00:05:48.560 --> 00:05:53.560]  我都是很多時是看到自己壞才改
[00:05:53.560 --> 00:05:54.560]  怎樣可以看到自己壞
[00:05:54.560 --> 00:05:56.560]  就是人家讓你看你怎樣壞
[00:05:56.560 --> 00:05:57.560]  人怎樣讓你看你怎樣壞
[00:05:57.560 --> 00:05:58.560]  今天就很方便
[00:05:58.560 --> 00:06:00.560]  用手機就可以了
[00:06:00.560 --> 00:06:03.560]  剛剛過去的那個星期尾
[00:06:03.560 --> 00:06:05.560]  就在多倫多有個門訓營
[00:06:05.560 --> 00:06:07.560]  是我以前的機構恩福辦
[00:06:07.560 --> 00:06:09.560]  很多國語人就去了
[00:06:09.560 --> 00:06:11.560]  很多年前有個門訓營
[00:06:11.560 --> 00:06:15.560]  完了之後有個同工就發了個短片給我
[00:06:15.560 --> 00:06:17.560]  就是用手機拍的短片
[00:06:17.560 --> 00:06:20.560]  我看的時候就很生氣
[00:06:20.560 --> 00:06:22.560]  為何拍這些東西
[00:06:22.560 --> 00:06:23.560]  偷拍我
[00:06:23.560 --> 00:06:25.560]  拍什麼呢
[00:06:25.560 --> 00:06:26.560]  就是我們中午吃飯的時候
[00:06:26.560 --> 00:06:28.560]  中國人不吃飯不舒服
[00:06:28.560 --> 00:06:29.560]  所以就買了很多飯盒
[00:06:29.560 --> 00:06:32.560]  一輛車來
[00:06:32.560 --> 00:06:35.560]  就好像600個飯盒這樣排
[00:06:35.560 --> 00:06:37.560]  7月
[00:06:37.560 --> 00:06:39.560]  你知道這兩天都很熱
[00:06:39.560 --> 00:06:43.560]  那一年的門訓營都很熱
[00:06:43.560 --> 00:06:45.560]  我就負責排
[00:06:45.560 --> 00:06:47.560]  其實我自己有少少是懶謙卑
[00:06:47.560 --> 00:06:49.560]  那時候是機構的總幹事
[00:06:49.560 --> 00:06:51.560]  等總幹事來排飯
[00:06:51.560 --> 00:06:53.560]  就真的很感動
[00:06:53.560 --> 00:06:55.560]  所以你們全部都不要排
[00:06:55.560 --> 00:06:56.560]  等我來排
[00:06:56.560 --> 00:06:57.560]  就站在車後面
[00:06:57.560 --> 00:06:59.560]  拿著飯盒一盒一盒排
[00:06:59.560 --> 00:07:01.560]  同工就拍了它發給我
[00:07:01.560 --> 00:07:02.560]  拍什麼呢
[00:07:02.560 --> 00:07:04.560]  就拍到我的醜態
[00:07:04.560 --> 00:07:05.560]  怎樣醜態呢
[00:07:05.560 --> 00:07:06.560]  樣子很醜
[00:07:06.560 --> 00:07:07.560]  你知不知道
[00:07:07.560 --> 00:07:09.560]  語氣又很差
[00:07:09.560 --> 00:07:10.560]  因為人多
[00:07:10.560 --> 00:07:11.560]  排了隊
[00:07:11.560 --> 00:07:13.560]  我站在那裡排
[00:07:13.560 --> 00:07:15.560]  那些人一路過就給飯盒
[00:07:15.560 --> 00:07:17.560]  有些人是沒有心的
[00:07:17.560 --> 00:07:18.560]  就問
[00:07:18.560 --> 00:07:19.560]  拿去吧
[00:07:19.560 --> 00:07:20.560]  什麼飯
[00:07:20.560 --> 00:07:21.560]  我說你不要理
[00:07:21.560 --> 00:07:22.560]  不會吃死你的
[00:07:22.560 --> 00:07:23.560]  你拿吧
[00:07:23.560 --> 00:07:25.560]  有些人就揭開來看
[00:07:25.560 --> 00:07:26.560]  你不要揭了
[00:07:26.560 --> 00:07:27.560]  拿了就走
[00:07:27.560 --> 00:07:28.560]  不適合和別人換
[00:07:28.560 --> 00:07:29.560]  有些人說我吃不完
[00:07:29.560 --> 00:07:30.560]  可不可以分一半
[00:07:30.560 --> 00:07:31.560]  你不要分
