
[00:00:00.000 --> 00:00:08.000]  很高興弟兄加入教會
[00:00:08.000 --> 00:00:10.000]  實在是很大的恩典
[00:00:10.000 --> 00:00:12.000]  主生的祝福
[00:00:12.000 --> 00:00:14.000]  在生命的改變
[00:00:14.000 --> 00:00:16.000]  在聖靈的引導
[00:00:16.000 --> 00:00:20.000]  來一同服侍、見證我們主
[00:00:20.000 --> 00:00:23.000]  今天講這段經文
[00:00:23.000 --> 00:00:26.000]  我想大家看過很多次
[00:00:26.000 --> 00:00:30.000]  這段經文一點都不容易理解
[00:00:30.000 --> 00:00:32.000]  當我們去看的時候
[00:00:32.000 --> 00:00:39.000]  就發現其實中間有很多要再思想
[00:00:39.000 --> 00:00:46.000]  我喜歡和大家細細地去研讀神的話語
[00:00:46.000 --> 00:00:49.000]  剛才的經文大家有些印象
[00:00:49.000 --> 00:00:51.000]  就是有一個叫彌哥底目
[00:00:51.000 --> 00:00:56.000]  新譯本和合本的修訂本
[00:00:56.000 --> 00:00:58.000]  就是彌哥德目
[00:00:58.000 --> 00:01:00.000]  可能會更好
[00:01:00.000 --> 00:01:05.000]  彌哥德目是猶太最高議會的成員
[00:01:05.000 --> 00:01:08.000]  所以他是很有地位的
[00:01:08.000 --> 00:01:10.000]  他晚上來見耶穌
[00:01:10.000 --> 00:01:13.000]  他見耶穌是很複雜的
[00:01:13.000 --> 00:01:17.000]  他不一定是很尊重耶穌
[00:01:17.000 --> 00:01:19.000]  但又不是要反對耶穌
[00:01:19.000 --> 00:01:22.000]  尤其是猶太人和耶穌之間的關係
[00:01:22.000 --> 00:01:24.000]  又不是那麼惡劣
[00:01:24.000 --> 00:01:28.000]  但耶穌又不是他那麼值得尊重
[00:01:28.000 --> 00:01:30.000]  因為他本身已經是律法師
[00:01:30.000 --> 00:01:32.000]  他本身都是很有學問
[00:01:32.000 --> 00:01:35.000]  他並且還在公會上經常去教導
[00:01:35.000 --> 00:01:39.000]  所以他見耶穌可能有些目的
[00:01:39.000 --> 00:01:42.000]  我們都未必即時知道
[00:01:42.000 --> 00:01:44.000]  有人說他晚上見耶穌
[00:01:44.000 --> 00:01:46.000]  可能是怕猶太人
[00:01:46.000 --> 00:01:47.000]  這個不成立的
[00:01:47.000 --> 00:01:51.000]  因為他曾經為耶穌辯護
[00:01:51.000 --> 00:01:54.000]  所以他不是真的要怕耶穌
[00:01:54.000 --> 00:01:56.000]  甚至耶穌過世的時候
[00:01:56.000 --> 00:02:00.000]  他都會在公開的去找耶穌
[00:02:00.000 --> 00:02:01.000]  去孤立耶穌
[00:02:01.000 --> 00:02:03.000]  所以這個不存在
[00:02:03.000 --> 00:02:06.000]  另外有人說他很尊重耶穌
[00:02:06.000 --> 00:02:09.000]  他叫耶穌做拉比
[00:02:09.000 --> 00:02:10.000]  拉比很尊敬
[00:02:10.000 --> 00:02:11.000]  是一個成義
[00:02:11.000 --> 00:02:14.000]  但同時你看馬特輝穆也好
[00:02:14.000 --> 00:02:16.000]  你看路加夫也好
[00:02:16.000 --> 00:02:18.000]  兩次猶太人叫耶穌拉比
[00:02:18.000 --> 00:02:20.000]  不是真的尊重他
[00:02:20.000 --> 00:02:21.000]  是害他的
[00:02:21.000 --> 00:02:23.000]  說你拉比那麼厲害
[00:02:23.000 --> 00:02:24.000]  究竟可不可以納粹比?
[00:02:24.000 --> 00:02:26.000]  該殺了你
[00:02:26.000 --> 00:02:30.000]  所以那個稱謂又未必
[00:02:30.000 --> 00:02:33.000]  究竟是什麼原因呢?
[00:02:33.000 --> 00:02:35.000]  他晚上見耶穌
[00:02:35.000 --> 00:02:38.000]  我們相信有幾個可能性
[00:02:38.000 --> 00:02:42.000]  第一就是猶太人喜歡晚上去討論律法
[00:02:42.000 --> 00:02:45.000]  不過更大的可能性就是
[00:02:45.000 --> 00:02:47.000]  他很忙碌
[00:02:47.000 --> 00:02:48.000]  耶穌很忙碌
[00:02:48.000 --> 00:02:49.000]  白天很難找到他
[00:02:49.000 --> 00:02:50.000]  所以晚上很安靜
[00:02:50.000 --> 00:02:53.000]  這是最合理的解釋
[00:02:53.000 --> 00:02:58.000]  至於其他的我們都不用深究了
[00:02:58.000 --> 00:03:02.000]  當尼哥德姆去問耶穌一個問題
[00:03:02.000 --> 00:03:04.000]  這個問題他說
[00:03:04.000 --> 00:03:08.000]  拉比我知道你從上帝那裡來
[00:03:08.000 --> 00:03:10.000]  因為你所做的神蹟
[00:03:10.000 --> 00:03:14.000]  行了很多的善事
[00:03:14.000 --> 00:03:16.000]  不是普通人做到的
[00:03:16.000 --> 00:03:19.000]  所以一定有上帝與你同在
[00:03:19.000 --> 00:03:23.000]  他開場白說這件事
[00:03:23.000 --> 00:03:26.000]  其實是一個開場白
[00:03:26.000 --> 00:03:29.000]  而這個開場白也代表了善意
[00:03:29.000 --> 00:03:31.000]  不過耶穌回答很奇怪
[00:03:31.000 --> 00:03:33.000]  耶穌說
[00:03:33.000 --> 00:03:35.000]  我實實在在告訴你
[00:03:35.000 --> 00:03:39.000]  人若不從生就不能見上帝的國
[00:03:39.000 --> 00:03:42.000]  你覺得牛頭不對馬嘴嗎?
[00:03:42.000 --> 00:03:44.000]  是不是願意牛頭不對馬嘴?
[00:03:44.000 --> 00:03:46.000]  他說你很厲害
[00:03:46.000 --> 00:03:47.000]  你做事有神童在
[00:03:47.000 --> 00:03:50.000]  你要從生不然就不見上帝的國
[00:03:50.000 --> 00:03:55.000]  其實耶穌的回答不是牛頭不對馬嘴
[00:03:55.000 --> 00:04:00.000]  是完全跟著他的問題去回答的
[00:04:00.000 --> 00:04:02.000]  為什麼這樣說呢?
[00:04:02.000 --> 00:04:06.000]  表面的文字是沒有辦法讓我們看到背後的意義
[00:04:06.000 --> 00:04:08.000]  耶穌這樣回答
[00:04:08.000 --> 00:04:10.000]  我實實在在告訴你
[00:04:10.000 --> 00:04:14.000]  人若不從生就不能見上帝的國
[00:04:14.000 --> 00:04:16.000]  原來耶穌當時與尼哥德姆
[00:04:16.000 --> 00:04:21.000]  大致應該是用希臘文對話
[00:04:21.000 --> 00:04:24.000]  因為當時的希臘文是流行的
[00:04:24.000 --> 00:04:28.000]  約翰福音是用希臘文寫的
[00:04:28.000 --> 00:04:30.000]  不是用阿蘭文寫的
[00:04:30.000 --> 00:04:34.000]  如果我們將希臘文再重新翻譯
[00:04:34.000 --> 00:04:35.000]  呂鎮忠的翻譯
[00:04:35.000 --> 00:04:39.000]  他就按照希臘文的原意去翻譯
[00:04:39.000 --> 00:04:42.000]  他說我實實在在告訴你
[00:04:42.000 --> 00:04:46.000]  人若沒有從上頭來
[00:04:46.000 --> 00:04:49.000]  就不能看見上帝的國
[00:04:49.000 --> 00:04:51.000]  所以耶穌回答
[00:04:51.000 --> 00:04:53.000]  如果你不從上頭來
[00:04:53.000 --> 00:04:57.000]  就不能見上帝的國
[00:04:57.000 --> 00:05:00.000]  上頭來是在回應他的問題
[00:05:00.000 --> 00:05:02.000]  為什麼呢?我們看下去
[00:05:02.000 --> 00:05:07.000]  重生的字阿蘭文就只有再生
[00:05:07.000 --> 00:05:11.000]  希臘文就有從上變
[00:05:11.000 --> 00:05:16.000]  所以我們相信耶穌是在說
[00:05:16.000 --> 00:05:18.000]  如果不從上頭來
[00:05:18.000 --> 00:05:23.000]  就不能見上帝的國
[00:05:23.000 --> 00:05:30.000]  還有尼哥德姆他的問題是這麼問的
[00:05:30.000 --> 00:05:35.000]  他不是用我知道你所做的事
[00:05:35.000 --> 00:05:38.000]  他是用我們知道
[00:05:38.000 --> 00:05:40.000]  所以尼哥德姆見耶穌
[00:05:40.000 --> 00:05:42.000]  就不是一個人
[00:05:42.000 --> 00:05:44.000]  他是用代表一幫人
[00:05:44.000 --> 00:05:47.000]  尼哥德姆是工會的人
[00:05:47.000 --> 00:05:50.000]  現在工會派他去見耶穌
[00:05:50.000 --> 00:05:54.000]  去見耶穌就說我們知道
[00:05:54.000 --> 00:05:55.000]  他不是說我知道
[00:05:55.000 --> 00:05:56.000]  他不是個人
[00:05:56.000 --> 00:05:59.000]  他說我們知道你做了這麼多事
[00:05:59.000 --> 00:06:01.000]  如果不是從上帝來
[00:06:01.000 --> 00:06:03.000]  就沒有人能做
[00:06:03.000 --> 00:06:04.000]  背後有很多問題
[00:06:04.000 --> 00:06:07.000]  究竟是不是上頭來的呢?
[00:06:07.000 --> 00:06:10.000]  我們就代表了有名望
[00:06:10.000 --> 00:06:11.000]  有地位
[00:06:11.000 --> 00:06:12.000]  有學識
[00:06:12.000 --> 00:06:14.000]  意思就是我們一幫人
[00:06:14.000 --> 00:06:16.000]  工會的人已經留意到
[00:06:16.000 --> 00:06:18.000]  你做了這麼多事
[00:06:18.000 --> 00:06:23.000]  所以他是要求耶穌要解釋
[00:06:23.000 --> 00:06:27.000]  所以背後不是這麼善意
[00:06:27.000 --> 00:06:29.000]  他背後其實是代表一幫人
[00:06:29.000 --> 00:06:33.000]  其實就是要來審查這個年輕人
[00:06:33.000 --> 00:06:36.000]  剛出來為何這麼厲害呢?
[00:06:36.000 --> 00:06:38.000]  真是來自上帝?
[00:06:38.000 --> 00:06:39.000]  還是來自鬼王?
[00:06:39.000 --> 00:06:41.000]  都有可能的
[00:06:41.000 --> 00:06:43.000]  所以他是要來審查
[00:06:43.000 --> 00:06:45.000]  如果我們這樣看
[00:06:45.000 --> 00:06:49.000]  尼哥德姆又不是真的追求好事
[00:06:49.000 --> 00:06:50.000]  問我們怎樣得救
[00:06:50.000 --> 00:06:52.000]  其實不是
[00:06:52.000 --> 00:06:57.000]  所以耶穌回答不是尼哥德姆的問題
[00:06:57.000 --> 00:07:00.000]  是回答整個集團的問題
[00:07:00.000 --> 00:07:06.000]  是回答整幫背後的工會上
[00:07:06.000 --> 00:07:09.000]  有地位的、有學問的人
[00:07:09.000 --> 00:07:10.000]  我就問了
[00:07:10.000 --> 00:07:12.000]  工會上整幫人
[00:07:12.000 --> 00:07:14.000]  他們所重視的是甚麼呢?
[00:07:14.000 --> 00:07:16.000]  就是行律法
[00:07:16.000 --> 00:07:18.000]  就是遵守律法
[00:07:18.000 --> 00:07:21.000]  而這個問題去問耶穌
[00:07:21.000 --> 00:07:22.000]  這幫人就說
[00:07:22.000 --> 00:07:25.000]  究竟你做這麼多事
[00:07:25.000 --> 00:07:31.000]  與我們所標榜的行律法有甚麼關係?
[00:07:31.000 --> 00:07:33.000]  而耶穌去針對這個問題
[00:07:33.000 --> 00:07:37.000]  就是因為他們關心的是行律法
[00:07:37.000 --> 00:07:38.000]  路加分你看到
[00:07:38.000 --> 00:07:41.000]  少年的官就問耶穌
[00:07:41.000 --> 00:07:43.000]  怎樣可以得到永生
[00:07:43.000 --> 00:07:44.000]  耶穌怎樣回答他?
[00:07:44.000 --> 00:07:48.000]  就說你有沒有行這麼多律法?
[00:07:48.000 --> 00:07:49.000]  周濟窮人
[00:07:49.000 --> 00:07:50.000]  做各樣事
[00:07:50.000 --> 00:07:51.000]  少年的官就說
[00:07:51.000 --> 00:07:52.000]  我一切都做了
[00:07:52.000 --> 00:07:58.000]  所以其實他們一直對應是講律法問題
[00:07:58.000 --> 00:08:01.000]  現在尼哥德姆代表這幫人問
[00:08:01.000 --> 00:08:03.000]  耶穌回答的問題
[00:08:03.000 --> 00:08:06.000]  就是我實實在在告訴你
[00:08:06.000 --> 00:08:09.000]  人若不是從水和聖靈生
[00:08:09.000 --> 00:08:11.000]  就不能進神的國
[00:08:11.000 --> 00:08:12.000]  剛才耶穌說
[00:08:12.000 --> 00:08:14.000]  我實實在在告訴你
[00:08:14.000 --> 00:08:15.000]  如果不是從上頭來
[00:08:15.000 --> 00:08:17.000]  就不能進神的國
[00:08:17.000 --> 00:08:18.000]  猶太人的集團就是
[00:08:18.000 --> 00:08:21.000]  行律法就可以進神的國
[00:08:21.000 --> 00:08:23.000]  耶穌就針對他說
[00:08:23.000 --> 00:08:26.000]  如果不是從上頭來
[00:08:26.000 --> 00:08:28.000]  就不能進神的國
[00:08:28.000 --> 00:08:29.000]  然後尼哥德姆
[00:08:29.000 --> 00:08:31.000]  甚麼叫從上頭來?
[00:08:31.000 --> 00:08:33.000]  耶穌就說
[00:08:33.000 --> 00:08:36.000]  從水和聖靈生
[00:08:36.000 --> 00:08:39.000]  就不能進上帝國
[00:08:39.000 --> 00:08:41.000]  這個正正就是回應
[00:08:41.000 --> 00:08:44.000]  這個集團認為行律法就可以進上帝國
[00:08:44.000 --> 00:08:45.000]  耶穌說
[00:08:45.000 --> 00:08:47.000]  要從上頭來
[00:08:47.000 --> 00:08:49.000]  從上頭來
[00:08:49.000 --> 00:08:52.000]  和從水和聖靈生
[00:08:52.000 --> 00:08:54.000]  就可以進上帝國
[00:08:54.000 --> 00:08:57.000]  是回應整個集團最關心的問題
[00:08:57.000 --> 00:09:01.000]  如何進上帝國
[00:09:01.000 --> 00:09:06.000]  當耶穌說到從水和聖靈而生
[00:09:06.000 --> 00:09:12.000]  尼哥德姆就回答他
[00:09:12.000 --> 00:09:15.000]  怎麼可能有這樣的事?
[00:09:15.000 --> 00:09:17.000]  人老了
[00:09:17.000 --> 00:09:19.000]  怎麼可能從母腹而生
[00:09:19.000 --> 00:09:21.000]  耶穌就覺得很奇怪
[00:09:21.000 --> 00:09:23.000]  以色列人才知道
[00:09:23.000 --> 00:09:25.000]  你都不明白我說甚麼
[00:09:25.000 --> 00:09:27.000]  他說你應該明白
[00:09:27.000 --> 00:09:28.000]  為甚麼不明白呢?
[00:09:28.000 --> 00:09:30.000]  是故意不明白
[00:09:30.000 --> 00:09:33.000]  因為耶穌回答他
[00:09:33.000 --> 00:09:35.000]  從水和聖靈而生
[00:09:35.000 --> 00:09:36.000]  要從生
[00:09:36.000 --> 00:09:38.000]  尼哥德姆就說
[00:09:38.000 --> 00:09:39.000]  從生
[00:09:39.000 --> 00:09:42.000]  進媽媽的肚子再生出來
[00:09:42.000 --> 00:09:48.000]  他完全將耶穌說的字扭曲了
[00:09:48.000 --> 00:09:52.000]  因為耶穌不是用born
[00:09:52.000 --> 00:09:54.000]  在希臘文很清楚
[00:09:54.000 --> 00:09:56.000]  凡是女人所生
[00:09:56.000 --> 00:09:58.000]  就是從徒福生出來
[00:09:58.000 --> 00:09:59.000]  就是born
[00:09:59.000 --> 00:10:01.000]  從子宮出來
[00:10:01.000 --> 00:10:02.000]  就是born
[00:10:02.000 --> 00:10:05.000]  男人就不用born
[00:10:05.000 --> 00:10:08.000]  男人永遠不會生孩子
[00:10:08.000 --> 00:10:10.000]  是要太太生孩子
[00:10:10.000 --> 00:10:17.000]  所以兒子成為男人的兒女
[00:10:17.000 --> 00:10:19.000]  是要透過母親
[00:10:19.000 --> 00:10:23.000]  成為他的兒女
[00:10:23.000 --> 00:10:25.000]  因此用三章十六節
[00:10:25.000 --> 00:10:27.000]  耶穌是上的兒子是誰?
[00:10:27.000 --> 00:10:29.000]  Be Gottenson
[00:10:29.000 --> 00:10:31.000]  不是born
[00:10:31.000 --> 00:10:35.000]  這個在拉比是清楚的
[00:10:35.000 --> 00:10:36.000]  是知道的
[00:10:36.000 --> 00:10:38.000]  所以耶穌說:怎麼搞的?
[00:10:38.000 --> 00:10:39.000]  你是老師
[00:10:39.000 --> 00:10:40.000]  我說從生
[00:10:40.000 --> 00:10:42.000]  你都會想到女人的
[00:10:42.000 --> 00:10:43.000]  從子宮生出來
[00:10:43.000 --> 00:10:44.000]  你是不是搞錯了?
[00:10:44.000 --> 00:10:46.000]  耶穌很驚訝
[00:10:46.000 --> 00:10:48.000]  這樣回答我的
[00:10:48.000 --> 00:10:53.000]  因為尼哥德姆是用to be born
[00:10:53.000 --> 00:10:56.000]  就不是聖靈所生
[00:10:56.000 --> 00:10:58.000]  這個寫的字
[00:10:58.000 --> 00:10:59.000]  耶穌很清楚
[00:10:59.000 --> 00:11:03.000]  聖靈是男性
[00:11:03.000 --> 00:11:04.000]  聖靈是男性
[00:11:04.000 --> 00:11:05.000]  是上帝
[00:11:05.000 --> 00:11:07.000]  所以就不是born
[00:11:07.000 --> 00:11:09.000]  就是be gotten
[00:11:09.000 --> 00:11:13.000]  be gotten就是成為他的兒女
[00:11:13.000 --> 00:11:17.000]  很明顯耶穌說的和他理解的不同
[00:11:17.000 --> 00:11:21.000]  而且他不應該這樣理解
[00:11:21.000 --> 00:11:23.000]  他這樣理解是完全錯誤
[00:11:23.000 --> 00:11:26.000]  所以耶穌說:你是猶太人的先生
[00:11:26.000 --> 00:11:28.000]  你為什麼不明白?
[00:11:28.000 --> 00:11:30.000]  你怎麼會想錯呢?
[00:11:30.000 --> 00:11:32.000]  我們今天成為上帝的兒女
[00:11:32.000 --> 00:11:33.000]  是be gotten
[00:11:33.000 --> 00:11:35.000]  成為上帝的兒女
[00:11:35.000 --> 00:11:36.000]  我們怎麼成為上帝的兒女?
[00:11:36.000 --> 00:11:38.000]  是要透過中界
[00:11:38.000 --> 00:11:41.000]  就是水和聖靈成為上帝的兒女
[00:11:41.000 --> 00:11:45.000]  而不是由母腹生出來
[00:11:45.000 --> 00:11:48.000]  尼哥德姆沒有話說了
[00:11:48.000 --> 00:11:49.000]  他沒有話說的時候
[00:11:49.000 --> 00:11:52.000]  耶穌就繼續說了
[00:11:52.000 --> 00:11:54.000]  耶穌怎麼繼續說呢?
[00:11:54.000 --> 00:11:58.000]  耶穌說水和聖靈
[00:11:58.000 --> 00:12:00.000]  這兩樣東西
[00:12:00.000 --> 00:12:02.000]  尼哥德姆很明白
[00:12:02.000 --> 00:12:04.000]  舊約聖經一直說
[00:12:04.000 --> 00:12:06.000]  水和聖靈是不可以分的
[00:12:06.000 --> 00:12:09.000]  無論以西傑書所說
[00:12:09.000 --> 00:12:11.000]  水是可以潔淨
[00:12:11.000 --> 00:12:16.000]  聖靈是可以使你生命改變
[00:12:16.000 --> 00:12:18.000]  以塞亞書是這樣說的
[00:12:18.000 --> 00:12:22.000]  主前兩世紀的昆蘭社團也說
[00:12:22.000 --> 00:12:26.000]  主要潔淨你們就用水去潔淨
[00:12:26.000 --> 00:12:28.000]  靈就進入裡面
[00:12:28.000 --> 00:12:30.000]  所以水和聖靈
[00:12:30.000 --> 00:12:32.000]  在尼哥德姆來看
[00:12:32.000 --> 00:12:33.000]  是很明白的
[00:12:33.000 --> 00:12:35.000]  是不分開的
[00:12:35.000 --> 00:12:37.000]  所以耶穌說水和聖靈
[00:12:37.000 --> 00:12:39.000]  都是說將來的洗禮
[00:12:39.000 --> 00:12:42.000]  並且被聖靈充滿
[00:12:42.000 --> 00:12:44.000]  耶穌這麼說的時候
[00:12:44.000 --> 00:12:47.000]  尼哥德姆很可能會問
[00:12:47.000 --> 00:12:49.000]  水是什麼?
[00:12:49.000 --> 00:12:52.000]  是否公財水滴兩下就是呢?
[00:12:52.000 --> 00:12:53.000]  沒錯
[00:12:53.000 --> 00:12:55.000]  這是聖洗禮
[00:12:55.000 --> 00:12:58.000]  靠水而分乎
[00:12:58.000 --> 00:13:00.000]  但是舊約聖經
[00:13:00.000 --> 00:13:02.000]  尼哥德姆也很明白
[00:13:02.000 --> 00:13:03.000]  水是什麼?
[00:13:03.000 --> 00:13:07.000]  就是主的話語道
[00:13:07.000 --> 00:13:10.000]  如果水沒有道
[00:13:10.000 --> 00:13:12.000]  那就是普通的水
[00:13:12.000 --> 00:13:13.000]  路德的教導
[00:13:13.000 --> 00:13:16.000]  水不可以叫人重生
[00:13:16.000 --> 00:13:18.000]  洗禮不可以叫人得救
[00:13:18.000 --> 00:13:20.000]  如果洗禮可以叫人得救的話
[00:13:20.000 --> 00:13:23.000]  那水就有效力了
[00:13:23.000 --> 00:13:24.000]  路德怎麼說?
[00:13:24.000 --> 00:13:29.000]  如果洗禮的水沒有神的話語
[00:13:29.000 --> 00:13:30.000]  奉主的名
[00:13:30.000 --> 00:13:36.000]  而你接受主的話語去悔改重生
[00:13:36.000 --> 00:13:38.000]  那水就只是普通的水
[00:13:38.000 --> 00:13:40.000]  你洗一次、十次、一百次
[00:13:40.000 --> 00:13:43.000]  那些水都不會清洗
[00:13:43.000 --> 00:13:46.000]  被你浸到皮膚脫落
[00:13:46.000 --> 00:13:48.000]  那些水都不會清洗
[00:13:48.000 --> 00:13:50.000]  因為只有神的說話
[00:13:50.000 --> 00:13:52.000]  透過主的道
[00:13:52.000 --> 00:13:54.000]  明白主的道
[00:13:54.000 --> 00:13:56.000]  我們心意更生改變
[00:13:56.000 --> 00:14:02.000]  因此耶穌基督對尼哥德姆所說
[00:14:02.000 --> 00:14:04.000]  就很清楚了
[00:14:04.000 --> 00:14:07.000]  然後他說
[00:14:07.000 --> 00:14:09.000]  從肉生生的就是肉生
[00:14:09.000 --> 00:14:12.000]  從靈生的就是靈
[00:14:12.000 --> 00:14:14.000]  今天我們有兩個身份
