
[00:00:00.000 --> 00:00:11.000]  今天跟大家一起思想的經文是出自於約爾書第一章第17節至第20節
[00:00:11.000 --> 00:00:18.500]  今天我們一起同心看的題目就是我們看到世界正在哀悼嗎?
[00:00:18.500 --> 00:00:22.000]  我們會一起去中文讀一次
[00:00:22.000 --> 00:00:23.000]  我一起讀
[00:00:23.000 --> 00:00:44.000]  谷種在土塊下流爛,蒼也荒涼,稟也破壞,因為五谷枯乾了,生畜哀鳴,牛群混亂,因為無草,羊群也受了困苦。
[00:00:44.000 --> 00:01:04.000]  耶和,我向你求告,因為火消滅曠野的草場,火焰燒盡田野的樹林,田野的走獸向你髮喘,因為溪水乾固,火也消滅曠野的草場。
[00:01:04.000 --> 00:01:14.000]  第17節的品字也可以讀作「林」字,希望大家留意這個字可以有兩個讀音。
[00:01:14.000 --> 00:01:17.000]  這就是今天所看的經文。
[00:01:17.000 --> 00:01:26.000]  在聖經裡有一個人物是我在聖經研究裡經常提到的,就是仕途保羅。
[00:01:26.000 --> 00:01:42.000]  仕途保羅曾經在羅馬書第8章第18至第22節裡訴說過他對整個創作在他當時刻的理解。
[00:01:42.000 --> 00:01:45.000]  我覺得很值得我們一起思想。
[00:01:45.000 --> 00:01:52.000]  在羅馬書Romans 8第18至第22節是這樣介紹的。
[00:01:52.000 --> 00:02:01.000]  他說:「我想,現在苦楚若比起將來要顯於我們的榮耀,就不足介意了。
[00:02:01.000 --> 00:02:16.000]  受造之物切忘等候上帝的眾子顯出來,因為受造之物伏在虛空之下,不是自己願意,乃是因那叫他而止的。
[00:02:16.000 --> 00:02:25.000]  但受造之物仍然指望脫離敗壞的痕跡,得享上帝兒女自由的榮耀。
[00:02:25.000 --> 00:02:33.000]  我們知道一切受造之物一同嘆息,勞苦直到如今。」
[00:02:33.000 --> 00:02:37.000]  在這段聖經裡給我一個很深的體會。
[00:02:37.000 --> 00:02:45.000]  保羅對於今天我們所處的這個世界有一個很獨特的世界觀。
[00:02:45.000 --> 00:02:49.000]  究竟我們今天怎麼看這個世界呢?
[00:02:49.000 --> 00:02:58.000]  特別當我們現在在這個新冠狀病毒疫情好像一場無止境的爭戰的時候,
[00:02:58.000 --> 00:03:03.000]  而這個病毒正是很無情地這樣發展下去,
[00:03:03.000 --> 00:03:09.000]  在這種趨勢之下,有很多人就在不斷的衝擊,
[00:03:09.000 --> 00:03:17.000]  究竟怎樣才能回復到昔日我們能夠自由自在的生活呢?
[00:03:17.000 --> 00:03:25.000]  享受很多物質上的供應,或者物質上提供的滿足感呢?
[00:03:25.000 --> 00:03:34.000]  其實在這些陳述裡,我聽了之後,很多時候就會有自己內心的反省,
[00:03:34.000 --> 00:03:40.000]  究竟今天的人有沒有真正認真地去了解一下,
[00:03:40.000 --> 00:03:47.000]  到底我們經常說要口口聲聲回復的所謂自由自在的生活,
[00:03:47.000 --> 00:03:59.000]  其實這種所謂自由自在,其實會不會是只不過是一種延續長久以來的一種哀悼的世界觀呢?
[00:03:59.000 --> 00:04:04.000]  因為其實實際上在今天這個世界的上面,
[00:04:04.000 --> 00:04:10.000]  當很多人以為他在享受很多從這個世界裡得著的東西的時候,
[00:04:10.000 --> 00:04:16.000]  其實有大批的人是在不斷的犧牲的。
[00:04:16.000 --> 00:04:21.000]  最簡單的例子就是我們經常去買的時裝,
[00:04:21.000 --> 00:04:26.000]  有些時裝可以說只不過是一種即食的時裝,
[00:04:26.000 --> 00:04:31.000]  我們真是叫做fast fashion,什麼叫做fast fashion呢?
[00:04:31.000 --> 00:04:35.000]  其實就是說這衣服不是很耐用,不過樣子好像表面挺漂亮的,
[00:04:35.000 --> 00:04:43.000]  穿兩穿其實就丟掉的,丟掉之後這些衣服的材料也都不可以循環再用,
[00:04:43.000 --> 00:04:47.000]  因為它混合了很多其他的不能夠循環再用的物質,
[00:04:47.000 --> 00:04:51.000]  造成了一個現象就是世界越來越污染,
[00:04:51.000 --> 00:04:56.000]  但更重要的一點就是做這些時裝的時候,
[00:04:56.000 --> 00:04:59.000]  這些時裝很便宜的,但是為什麼會這麼便宜呢?
[00:04:59.000 --> 00:05:04.000]  因為其實是動用了很大量的那些家勞工,
[00:05:04.000 --> 00:05:10.000]  可以簡單一點來說某程度上是一些富裕的人士,
[00:05:10.000 --> 00:05:14.000]  在剝削一些真是在貧苦的裡面,
[00:05:14.000 --> 00:05:18.000]  但是只祈求可以得到溫飽的人,
[00:05:18.000 --> 00:05:23.000]  從他們的身上剝削下來,成為我們今天的享受,
[00:05:23.000 --> 00:05:27.000]  或者滿足了很多人自己購買的慾望。
[00:05:27.000 --> 00:05:34.000]  有一次我就和一位印度裔的朋友談話,
[00:05:34.000 --> 00:05:37.000]  雖然現在在疫情過程當中,
[00:05:37.000 --> 00:05:41.000]  但是很多時候我都嘗試去接觸一些不同的朋友,
[00:05:41.000 --> 00:05:44.000]  希望可以從對話當中,
[00:05:44.000 --> 00:05:46.000]  他將我作為一個基督徒的看法,
[00:05:46.000 --> 00:05:52.000]  作為一個基督徒可以做到的對人靈魂的關懷,
[00:05:52.000 --> 00:05:55.000]  可以透過很多的聯絡上面可以和他們接觸得到。
[00:05:55.000 --> 00:06:01.000]  有一次我就和一位我印度裔的朋友去聯絡的時候,
[00:06:01.000 --> 00:06:05.000]  他就和我分享到其實他現在最怕的,
[00:06:05.000 --> 00:06:10.000]  每一天就是收到從印度那邊打過來的一些電話,
[00:06:10.000 --> 00:06:12.000]  或者是一些的短信,
[00:06:12.000 --> 00:06:16.000]  他就說為什麼他這麼害怕呢?
[00:06:16.000 --> 00:06:20.000]  因為每一次接到這些短信或者電話的時候,
[00:06:20.000 --> 00:06:24.000]  第一樣誘發了的,雖然不知道內容是什麼,
[00:06:24.000 --> 00:06:28.000]  第一樣誘發他的,就是想到其實是很接近死亡,
[00:06:28.000 --> 00:06:31.000]  究竟是不是又有哪一個他的親人,
[00:06:31.000 --> 00:06:34.000]  或者他哪一個的朋友,
[00:06:34.000 --> 00:06:37.000]  或者他以前的同事,
[00:06:37.000 --> 00:06:41.000]  是真的因為這一段時間,因為這個疫情的緣故,
[00:06:41.000 --> 00:06:46.000]  是藉著這些短信或者電話傳來一些惡號呢?
[00:06:46.000 --> 00:06:48.000]  所以他就很不願意接的,
[00:06:48.000 --> 00:06:52.000]  但是都要看了,因為這些短信打來的時候,
[00:06:52.000 --> 00:06:54.000]  但是從他的對話當中,
[00:06:54.000 --> 00:06:58.000]  其實的而且確,真是今天能夠生存,
