
[00:00:00.000 --> 00:00:02.000]  (廣東話)
[00:00:03.000 --> 00:00:05.000]  各位午安
[00:00:05.000 --> 00:00:08.000]  我們繼續思想羅家福音的訊息
[00:00:08.000 --> 00:00:11.000]  請我們同心,我們一同祈禱
[00:00:11.000 --> 00:00:12.000]  天父我們再次感謝你
[00:00:12.000 --> 00:00:15.000]  給你寶貴的話語作為我們生命的指引
[00:00:15.000 --> 00:00:21.000]  求你藉著你的話語去提醒、勸勉、教導、安慰、督責、改變我們
[00:00:21.000 --> 00:00:24.000]  求聖靈在我們心裏面說你所說的話
[00:00:24.000 --> 00:00:27.000]  奉耶穌基督名求,阿門
[00:00:27.000 --> 00:00:31.000]  在十多二十年前,中國有一個很流行的故事
[00:00:31.000 --> 00:00:35.000]  故事叫做「淫之初」
[00:00:35.000 --> 00:00:38.000]  中國有一個農村很窮
[00:00:38.000 --> 00:00:42.000]  父母都沒有什麼知識
[00:00:42.000 --> 00:00:46.000]  上帝祝福他們生了一個兒子
[00:00:46.000 --> 00:00:50.000]  最重要是想想兒子改什麼名字呢
[00:00:50.000 --> 00:00:54.000]  這個父親就記得以前聽人說過
[00:00:54.000 --> 00:00:58.000]  古書說「淫之初,勝本善」
[00:00:58.000 --> 00:01:01.000]  所以就改了他的名字叫做知初
[00:01:01.000 --> 00:01:04.000]  他姓淫,所以叫淫之初
[00:01:04.000 --> 00:01:08.000]  這個淫之初的姓確是很本善
[00:01:08.000 --> 00:01:11.000]  但是就蠢蠢的、呆呆的
[00:01:11.000 --> 00:01:14.000]  讀書又不聰明,做人又不聰明
[00:01:14.000 --> 00:01:17.000]  令父母非常擔心
[00:01:17.000 --> 00:01:20.000]  父母都想想,我快老了
[00:01:20.000 --> 00:01:25.000]  剩下這個知初在這裏,真是吃不飽
[00:01:25.000 --> 00:01:29.000]  父親就說,我教他幾套做人的散手
[00:01:29.000 --> 00:01:31.000]  保證他不會有事
[00:01:31.000 --> 00:01:33.000]  於是就叫了知初來
[00:01:33.000 --> 00:01:37.000]  「知初,我快要走了」
[00:01:37.000 --> 00:01:41.000]  「你要記住我說的話」
[00:01:41.000 --> 00:01:44.000]  「你這樣做人就保證不會遇到麻煩」
[00:01:44.000 --> 00:01:47.000]  「知初,記住什麼?」
[00:01:47.000 --> 00:01:53.000]  「記住這句,見官莫在詞,送客莫在口」
[00:01:53.000 --> 00:01:56.000]  凡事就站在中間
[00:01:56.000 --> 00:02:01.000]  他說凡是出頭的算字,就一定會被人踢走
[00:02:01.000 --> 00:02:04.000]  所以你就不要想著出頭
[00:02:04.000 --> 00:02:09.000]  見官,凡是見到有兩個口的官
[00:02:09.000 --> 00:02:11.000]  千萬不要走在前面
[00:02:11.000 --> 00:02:14.000]  所以我不是官,第一行都沒有人錯
[00:02:14.000 --> 00:02:17.000]  送客莫在後
[00:02:17.000 --> 00:02:20.000]  千萬不要吃虧,送客
[00:02:20.000 --> 00:02:23.000]  凡事就站在中間
[00:02:23.000 --> 00:02:27.000]  你如果是出頭的,那些算字就一定會被人砍
[00:02:27.000 --> 00:02:32.000]  「你記住,任知初,記得記得」
[00:02:32.000 --> 00:02:36.000]  父親就過世了,媽媽也過世了
[00:02:36.000 --> 00:02:38.000]  只剩下任知初在這裏
[00:02:38.000 --> 00:02:42.000]  在這時候,那條村有很多土匪來搞事
[00:02:42.000 --> 00:02:45.000]  又去搶劫
[00:02:45.000 --> 00:02:50.000]  那地主就想,不行,就組織一個防衛軍
[00:02:50.000 --> 00:02:58.000]  所有年輕人都可以參加維護我們這條村的護衛隊
[00:02:58.000 --> 00:03:05.000]  如果你要這樣做的時候
[00:03:05.000 --> 00:03:09.000]  你一定要有些訓練,有些軍訓
[00:03:09.000 --> 00:03:13.000]  要操練,於是任知初去操練
[00:03:13.000 --> 00:03:15.000]  他就記起了父親的這句話
[00:03:15.000 --> 00:03:17.000]  見官莫在前
[00:03:17.000 --> 00:03:19.000]  所以選擇最後的位置站
[00:03:19.000 --> 00:03:23.000]  教官就算了,就開始操練
[00:03:23.000 --> 00:03:26.000]  左右左右左右
[00:03:26.000 --> 00:03:28.000]  閃後轉
[00:03:28.000 --> 00:03:31.000]  就是反過來
[00:03:31.000 --> 00:03:34.000]  任知初一閃後轉就發覺,糟了
[00:03:34.000 --> 00:03:37.000]  本來排在最後的,現在變成排在第一
[00:03:37.000 --> 00:03:39.000]  就害怕了
[00:03:39.000 --> 00:03:41.000]  那又怎樣呢?他就記起了第二句
[00:03:41.000 --> 00:03:44.000]  凡事就要站在中間
[00:03:44.000 --> 00:03:48.000]  於是就趕快走去,劈開人家,把他塞進去
