
[00:00:00.000 --> 00:00:03.080]  今天是年初三
[00:00:03.080 --> 00:00:07.160]  一般人說這是赤口的日子
[00:00:07.160 --> 00:00:08.960]  先不要去拜年了
[00:00:08.960 --> 00:00:10.760]  來崇拜就最好了
[00:00:10.760 --> 00:00:13.560]  在主內我們可以勝過赤口
[00:00:13.560 --> 00:00:18.440]  來到教會大家在愛的團契裏祝賀大家
[00:00:18.440 --> 00:00:21.240]  今天除了是新年的日子
[00:00:21.240 --> 00:00:27.080]  應該是我來第一次見到那邊的容祿
[00:00:27.080 --> 00:00:30.360]  不是第一次見到容祿
[00:00:30.360 --> 00:00:36.760]  希望新的盼望很快就坐滿那邊
[00:00:36.760 --> 00:00:38.920]  讓執事會多點事情做
[00:00:38.920 --> 00:00:40.640]  想想如何猶在見堂
[00:00:40.640 --> 00:00:42.760]  給他們多點麻煩
[00:00:42.760 --> 00:00:44.640]  希望大家新的一年
[00:00:44.640 --> 00:00:49.680]  我們就不需要說恭喜發財
[00:00:49.680 --> 00:00:53.480]  希望體會主的恩典更多
[00:00:53.480 --> 00:00:57.440]  也想過在新年說道
[00:00:57.440 --> 00:01:00.000]  不過羅馬書已經很長了
[00:01:00.000 --> 00:01:01.280]  不想再拖下去
[00:01:01.280 --> 00:01:04.040]  所以還是繼續羅馬書
[00:01:04.040 --> 00:01:06.320]  今天就說到第五章
[00:01:06.320 --> 00:01:10.040]  新年的原因
[00:01:10.040 --> 00:01:14.920]  所以今天穿了這件粉紅色的衣服
[00:01:14.920 --> 00:01:18.040]  有點賀年的氣氛
[00:01:18.040 --> 00:01:20.560]  我們還是回到經文
[00:01:20.560 --> 00:01:23.720]  我們跟以往一樣
[00:01:23.720 --> 00:01:25.720]  首先讀一次經文
[00:01:25.720 --> 00:01:28.000]  羅馬書五章一到十一節
[00:01:28.000 --> 00:01:29.160]  我們讀完它
[00:01:29.160 --> 00:01:30.360]  預備起
[00:01:30.360 --> 00:01:32.600]  「我們既因信清義
[00:01:32.600 --> 00:01:37.440]  就藉著我們主耶穌基督得以臣相和
[00:01:37.440 --> 00:01:40.600]  我們又藉著他因信得進入
[00:01:40.600 --> 00:01:43.560]  現在所站的恩典中
[00:01:43.560 --> 00:01:45.360]  並且歡歡喜喜
[00:01:45.360 --> 00:01:47.560]  盼望臣的榮耀
[00:01:47.560 --> 00:01:49.040]  不但如此
[00:01:49.040 --> 00:01:52.840]  就是在患難中也是歡歡喜喜的
[00:01:52.840 --> 00:01:55.520]  因為知道患難生忍耐
[00:01:55.520 --> 00:01:57.240]  忍耐生老練
[00:01:57.240 --> 00:01:59.240]  沒有練生盼望
[00:01:59.240 --> 00:02:01.680]  盼望不至於羞恥
[00:02:01.680 --> 00:02:04.560]  因為神所賜給我們的聖名
[00:02:04.560 --> 00:02:08.040]  將神的愛擾灌在我們心裡
[00:02:08.040 --> 00:02:10.640]  因我們還軟弱的時候
[00:02:10.640 --> 00:02:14.840]  基督就按所定的日期為罪人死
[00:02:14.840 --> 00:02:17.760]  為二人死是少有的
[00:02:17.760 --> 00:02:21.360]  為人人死或者有感造的
[00:02:21.360 --> 00:02:25.400]  唯有基督在我們還作罪人的時候
[00:02:25.400 --> 00:02:26.800]  為我們死
[00:02:26.800 --> 00:02:31.120]  神的愛就在此向我們顯明了
[00:02:31.120 --> 00:02:35.360]  現在我們既靠著他的血清義
[00:02:35.360 --> 00:02:39.400]  就更要藉著他免去神的憤怒
[00:02:39.400 --> 00:02:42.280]  因為我們作仇的時候
[00:02:42.280 --> 00:02:44.920]  且藉著神的兒子的體
[00:02:44.920 --> 00:02:46.840]  德與神和好
[00:02:46.840 --> 00:02:48.320]  罪與和好
[00:02:48.320 --> 00:02:51.600]  就更加因他的生不救了
[00:02:51.600 --> 00:02:53.200]  不但如此
[00:02:53.200 --> 00:02:56.120]  我們既藉著我們主耶穌基督
[00:02:56.120 --> 00:02:57.960]  德與神和好
[00:02:57.960 --> 00:03:01.080]  也藉著他以神為樂
[00:03:01.080 --> 00:03:02.440]  我們做個禱告吧
[00:03:02.440 --> 00:03:04.240]  主耶穌真的幫助我們
[00:03:04.240 --> 00:03:07.840]  讓我們新的一年學習以神為樂
[00:03:07.840 --> 00:03:11.160]  你有你在我們生命當中
[00:03:11.160 --> 00:03:12.720]  這就是我們的滿足
[00:03:12.720 --> 00:03:14.480]  就是我們的盼望
[00:03:14.480 --> 00:03:17.720]  在新的一年我們更加體會
[00:03:17.720 --> 00:03:20.120]  經歷你恩典的實在
[00:03:20.120 --> 00:03:23.440]  學習怎樣去跟隨你
[00:03:23.440 --> 00:03:27.280]  以你的愛作為我們生命中的誇耀
[00:03:27.280 --> 00:03:29.960]  我們將今天聽到的時間
[00:03:29.960 --> 00:03:30.960]  交託給你
[00:03:30.960 --> 00:03:31.720]  求你祝福
[00:03:31.720 --> 00:03:33.400]  禱告奉耶穌基督的名
[00:03:33.400 --> 00:03:34.680]  謝謝
[00:03:34.680 --> 00:03:35.440]  好
[00:03:35.440 --> 00:03:39.440]  我們繼續去羅馬書
[00:03:39.440 --> 00:03:41.440]  可能大家記得
[00:03:41.440 --> 00:03:45.680]  羅馬書是由寶羅寫給一個
[00:03:45.680 --> 00:03:48.600]  他不太熟悉的羅馬教會
[00:03:48.600 --> 00:03:51.320]  所以他比較詳細地解釋
[00:03:51.320 --> 00:03:53.760]  他所傳的福音
[00:03:53.760 --> 00:03:55.440]  到底是什麼福音
[00:03:55.440 --> 00:03:59.080]  第一章到第四章
[00:03:59.080 --> 00:04:02.640]  基本上都是所謂恩訊清義的道理
[00:04:02.640 --> 00:04:04.240]  所以第五章一開始
[00:04:04.240 --> 00:04:06.320]  我們既恩訊清義
[00:04:06.840 --> 00:04:10.280]  假設第一到第四章已經解釋了這個道理
[00:04:10.280 --> 00:04:12.880]  某程度第一到第四章
[00:04:12.880 --> 00:04:15.200]  所謂這個恩訊清義的道理
[00:04:15.200 --> 00:04:16.720]  某程度你可以說是一個
[00:04:16.720 --> 00:04:20.200]  反面或者負面的一個主旨
[00:04:20.200 --> 00:04:22.080]  負面的意思就是說
[00:04:22.080 --> 00:04:24.520]  他是在說一些不是什麼
[00:04:24.520 --> 00:04:26.880]  我們不是靠行為清義的
[00:04:26.880 --> 00:04:28.600]  沒有人可以誇口的
[00:04:28.600 --> 00:04:30.600]  你們這些猶太人不要這麼驕傲
[00:04:30.600 --> 00:04:32.920]  你們這些外邦人當然也不要驕傲
[00:04:33.080 --> 00:04:36.840]  主要是說了世人都犯了罪
[00:04:36.840 --> 00:04:38.920]  犯了罪是一種負面的東西
[00:04:38.920 --> 00:04:43.120]  我們沒有達到神對我們的期盼
[00:04:43.120 --> 00:04:46.240]  所以是在說我們的失敗
[00:04:46.240 --> 00:04:47.160]  可以這麼說
[00:04:47.160 --> 00:04:50.320]  第一到第四章都是說人類的失敗
[00:04:50.320 --> 00:04:52.560]  所以我們唯有恆信
[00:04:52.560 --> 00:04:55.840]  信其實都不是一些可以誇口的東西
[00:04:55.840 --> 00:04:58.360]  信心都是來自神的
[00:04:58.360 --> 00:05:00.760]  然後就說了我們
[00:05:00.760 --> 00:05:03.480]  不可以誇口什麼東西之後
[00:05:03.480 --> 00:05:05.280]  第五到第八章其實就是
[00:05:05.280 --> 00:05:09.400]  所謂一個比較正面的一個部分
[00:05:09.400 --> 00:05:11.080]  正面的意思就是說
[00:05:11.080 --> 00:05:14.240]  OK 現在我們做了一個基督徒
[00:05:14.240 --> 00:05:16.120]  我們做了神的兒女
[00:05:16.120 --> 00:05:20.640]  我們是怎麼經驗這種基督徒的生活的呢?
[00:05:20.640 --> 00:05:22.800]  第五章到第八章都是說
[00:05:22.800 --> 00:05:25.160]  基督徒怎麼去體會
[00:05:25.160 --> 00:05:26.840]  我們和神的關係
[00:05:26.840 --> 00:05:31.360]  聖靈是怎麼讓我們能夠經歷神的愛的
[00:05:31.360 --> 00:05:34.480]  第五章就開始這一部分
[00:05:34.480 --> 00:05:35.200]  就說OK
[00:05:35.200 --> 00:05:38.760]  既然大家都明白了恩信稱義的道理
[00:05:38.760 --> 00:05:40.600]  因為我們稱了義
[00:05:40.600 --> 00:05:44.720]  然後我們就與神相和
[00:05:44.720 --> 00:05:47.920]  這個和合本都是舊中文
[00:05:47.920 --> 00:05:51.200]  我想今天我們就很少用相和這個字
[00:05:51.200 --> 00:05:55.280]  你跟別人說我跟你關係相和
[00:05:55.280 --> 00:05:58.120]  別人會覺得很奇怪是什麼中文
[00:05:58.120 --> 00:06:00.400]  不過這裡大概的意思
[00:06:00.400 --> 00:06:02.160]  其實相和這個字
[00:06:02.160 --> 00:06:03.840]  希臘文就是Irene
[00:06:03.840 --> 00:06:06.400]  就是Peace 平安的意思
[00:06:06.400 --> 00:06:10.720]  如果當中不知道有沒有姐妹的名字是Irene
[00:06:10.720 --> 00:06:14.160]  叫做Irene這個名字就來自Peace
[00:06:14.160 --> 00:06:17.160]  Irene 希臘文就是平安這個字
[00:06:17.160 --> 00:06:19.040]  後來就主要說
[00:06:19.040 --> 00:06:21.400]  OK 既然恩信稱義了
[00:06:21.400 --> 00:06:25.680]  那我怎麼正面去形容我們現在和神的關係呢
[00:06:25.680 --> 00:06:27.760]  這個關係就是一個Peace
[00:06:27.760 --> 00:06:30.520]  一個平安的關係
[00:06:30.520 --> 00:06:34.280]  中國人都很喜歡說平安的
[00:06:34.280 --> 00:06:37.400]  新年就出入平安
[00:06:37.400 --> 00:06:40.560]  不過猶太人說的平安
[00:06:40.560 --> 00:06:44.840]  就比中國人說的平安的意思更加豐富
[00:06:44.840 --> 00:06:47.720]  我們說平安好像都是指
[00:06:47.720 --> 00:06:48.720]  沒有事發生
[00:06:48.720 --> 00:06:49.720]  沒有意外發生
[00:06:49.720 --> 00:06:50.960]  不會跌到腳
[00:06:50.960 --> 00:06:51.960]  就出入了
[00:06:51.960 --> 00:06:54.800]  平安 沒什麼事發生
[00:06:54.800 --> 00:06:57.320]  但是猶太人說平安
[00:06:57.320 --> 00:06:59.600]  不是單單指沒有什麼事發生
[00:06:59.600 --> 00:07:02.160]  是指關係很圓滿的
[00:07:02.160 --> 00:07:04.160]  猶太人還有一個字
[00:07:04.160 --> 00:07:07.200]  其實保羅心中應該是在想猶太人的
[00:07:07.200 --> 00:07:08.880]  Shalom 這個觀點
[00:07:08.880 --> 00:07:11.680]  Shalom 在舊約也是平安
[00:07:11.680 --> 00:07:14.520]  但是Shalom不是單單指沒有事發生
[00:07:14.520 --> 00:07:16.120]  沒有考察 沒有感冒
[00:07:16.120 --> 00:07:17.120]  不是這麼簡單
[00:07:17.120 --> 00:07:20.080]  Shalom是指你的生命很圓滿
[00:07:20.080 --> 00:07:24.000]  你所需要的沒有缺乏
[00:07:24.000 --> 00:07:28.440]  這裡說到我們負面不是靠自己行為
[00:07:28.440 --> 00:07:32.040]  不過因為真信我們進入了一個光景
[00:07:32.040 --> 00:07:36.280]  就是我們跟神之間有一個很圓滿的關係
[00:07:36.280 --> 00:07:38.280]  有一個很豐富的關係
[00:07:38.280 --> 00:07:40.440]  甚至有一個很豐盛的關係
[00:07:40.440 --> 00:07:42.640]  既然是這個平安
[00:07:42.640 --> 00:07:47.440]  或者很完整的關係的時候
[00:07:47.440 --> 00:07:50.840]  那是怎樣去表露這種關係呢?
[00:07:50.840 --> 00:07:53.600]  當我們跟神之間有一個很圓滿的關係
[00:07:53.600 --> 00:07:55.600]  怎樣表露出來呢?
[00:07:55.600 --> 00:07:57.240]  保羅繼續說下去
[00:07:57.240 --> 00:07:58.080]  第二節
[00:07:58.080 --> 00:08:01.280]  既然我們有這個恩典
[00:08:01.280 --> 00:08:03.600]  現在所站的這個恩典
[00:08:03.600 --> 00:08:07.280]  這個恩典就是能夠與神有一個平安的關係
[00:08:07.280 --> 00:08:09.880]  既然我們有這個恩典的話
[00:08:09.880 --> 00:08:14.680]  那我們就會歡歡喜喜盼望神的榮耀
[00:08:14.680 --> 00:08:22.120]  這裡希臘文跟中文的差距就大了一點
