
[00:00:00.000 --> 00:00:02.000]  (字幕:Sarah)
[00:00:03.000 --> 00:00:05.240]  《撒慕爾傳》第九講
[00:00:05.240 --> 00:00:08.760]  撒慕爾記上的十三章和十四章
[00:00:08.760 --> 00:00:11.960]  今天要講兩章經文
[00:00:11.960 --> 00:00:15.080]  剛才主席已經為我們讀了
[00:00:15.080 --> 00:00:17.360]  我們今天要注意的經文
[00:00:17.360 --> 00:00:19.000]  今天的題目叫做
[00:00:19.000 --> 00:00:22.520]  愚蠢的藉口和無知的誓言
[00:00:22.520 --> 00:00:26.280]  這裡所講的當然是講訴羅
[00:00:26.280 --> 00:00:30.280]  他是一個人充滿了愚蠢的藉口
[00:00:30.280 --> 00:00:33.200]  充滿了無知的誓言
[00:00:33.200 --> 00:00:36.000]  但這也是給我們的尷尬
[00:00:36.000 --> 00:00:38.000]  很多時候我們都是一樣
[00:00:38.000 --> 00:00:40.000]  當我們做錯事之後
[00:00:40.000 --> 00:00:42.000]  我們都有很多藉口
[00:00:42.000 --> 00:00:44.000]  我們要解釋給別人聽
[00:00:44.000 --> 00:00:45.680]  為什麼我們要這樣做
[00:00:45.680 --> 00:00:48.080]  我們這樣做是有原因的
[00:00:48.080 --> 00:00:50.080]  為什麼我們要這樣做
[00:00:50.080 --> 00:00:52.080]  就是因為我們不知錯
[00:00:52.080 --> 00:00:53.680]  我們不認罪
[00:00:53.680 --> 00:00:55.200]  我們要讓別人知道
[00:00:55.200 --> 00:00:57.680]  我們所做的一切都是有理由
[00:00:57.680 --> 00:01:01.680]  訴羅和大衛其實有很大的差別
[00:01:01.680 --> 00:01:03.680]  大衛不是這樣
[00:01:03.680 --> 00:01:05.680]  他是勇於認罪悔改
[00:01:05.680 --> 00:01:08.880]  所以我們看到訴羅和大衛是很不同
[00:01:08.880 --> 00:01:13.280]  我們要學習大衛做一個為神所喜悅的人
[00:01:13.280 --> 00:01:15.680]  今天的經文
[00:01:15.680 --> 00:01:18.480]  在撒慕爾上的十三章一節
[00:01:18.480 --> 00:01:20.480]  其實這一節的經文
[00:01:20.480 --> 00:01:22.480]  我在介紹撒慕爾記的時候
[00:01:22.480 --> 00:01:24.480]  我都已經講過
[00:01:24.480 --> 00:01:26.480]  是一節很難解釋的經文
[00:01:26.480 --> 00:01:30.080]  在撒慕爾上的十三章一節的原文
[00:01:30.080 --> 00:01:32.080]  訴羅登基時一歲
[00:01:32.080 --> 00:01:35.080]  統治以色列兩年
[00:01:35.080 --> 00:01:38.080]  我們知道上一次講到
[00:01:38.080 --> 00:01:40.080]  訴羅被擁納為王
[00:01:40.080 --> 00:01:42.080]  他已經是一個年輕人
[00:01:42.080 --> 00:01:44.080]  高大威猛
[00:01:44.080 --> 00:01:46.080]  英俊瀟灑
[00:01:46.080 --> 00:01:48.080]  怎麼可能是一歲登基呢
[00:01:48.080 --> 00:01:51.080]  在使徒行傳的十三章二十一節
[00:01:51.080 --> 00:01:53.080]  有很多的解經家看到
[00:01:53.080 --> 00:01:56.480]  訴羅統治以色列四十年
[00:01:56.480 --> 00:02:00.480]  所以有很多的聖經翻譯本都加上了
[00:02:00.480 --> 00:02:03.480]  訴羅登基的時候是三十歲
[00:02:03.480 --> 00:02:05.480]  或者是四十歲
[00:02:05.480 --> 00:02:08.480]  他統治以色列人是兩年
[00:02:08.480 --> 00:02:11.480]  但是我認為其實最好把這節經文
[00:02:11.480 --> 00:02:13.480]  還原的翻譯
[00:02:13.480 --> 00:02:18.480]  就是說訴羅三十有一歲開始作王
[00:02:18.480 --> 00:02:21.480]  當他作以色列王兩年的時候
[00:02:21.480 --> 00:02:23.480]  建立他的軍隊
[00:02:23.480 --> 00:02:26.480]  為什麼兩年後建立他的軍隊呢?
[00:02:26.480 --> 00:02:31.480]  其實是和撒慕爾上十三章二節所講的
[00:02:31.480 --> 00:02:33.480]  有連帶的關係
[00:02:33.480 --> 00:02:36.480]  所以我相信最好的翻譯就是這樣
[00:02:36.480 --> 00:02:39.480]  訴羅我們已經講過很多次
[00:02:39.480 --> 00:02:42.480]  他是一個不負責任的人
[00:02:42.480 --> 00:02:44.480]  他是一個非常驕傲
[00:02:44.480 --> 00:02:46.480]  非常自大的人
