
[00:00:00.000 --> 00:00:08.000]  我叫今天的訊息是天堂的奧斯卡金像獎
[00:00:08.000 --> 00:00:14.400]  今年世上的奧斯卡金像獎在4月底已經舉行了
[00:00:14.400 --> 00:00:23.000]  我相信在座的弟兄姊妹沒有一位是參加地上的奧斯卡金像獎
[00:00:23.000 --> 00:00:26.200]  但是將來在天上的奧斯卡金像獎
[00:00:26.200 --> 00:00:29.600]  每一位的基督徒都是有份參加
[00:00:29.600 --> 00:00:40.000]  很明顯我今天要和大家講的就是我們基督徒在天上的獎賞天上的賞賜
[00:00:40.000 --> 00:00:44.000]  有人說以牧師你這麼長氣
[00:00:44.000 --> 00:00:50.800]  你好像很新近才講過中心的基督徒會被神獎賞五個城
[00:00:50.800 --> 00:00:55.000]  更加是中心的會獎賞十個城
[00:00:55.000 --> 00:00:58.400]  現在你又說又要講獎賞
[00:00:58.400 --> 00:01:05.200]  我以前是講過五個城十個城的獎賞在馬太福音的25章
[00:01:05.200 --> 00:01:07.000]  路加福音的19章
[00:01:07.000 --> 00:01:10.600]  但是今天要講的不是基業
[00:01:10.600 --> 00:01:13.200]  五個城十個城的是基業
[00:01:13.200 --> 00:01:15.400]  我今天要講的是賞賜
[00:01:15.400 --> 00:01:18.200]  基業和賞賜有什麼分別
[00:01:18.200 --> 00:01:24.600]  基業就是得到的人是我們基督徒和耶穌基督
[00:01:24.600 --> 00:01:29.000]  我們和耶穌基督是一起得到基業
[00:01:29.000 --> 00:01:31.800]  因為我們和基督是同為後製
[00:01:31.800 --> 00:01:34.400]  正如羅馬書的八章十七節
[00:01:34.400 --> 00:01:36.600]  所以我們能夠同得基業
[00:01:36.600 --> 00:01:40.600]  獎賞呢?獎賞只得信徒
[00:01:40.600 --> 00:01:45.200]  因為信徒所能得到的能夠進入天堂
[00:01:45.200 --> 00:01:46.800]  得到神的讚美
[00:01:46.800 --> 00:01:49.800]  等下我們會講我們會得到很多的冠冕
[00:01:49.800 --> 00:01:52.200]  這些耶穌基督都已經得到
[00:01:52.200 --> 00:01:54.600]  耶穌基督不需要這一切獎賞
[00:01:54.600 --> 00:01:55.800]  他已經有
[00:01:55.800 --> 00:01:59.000]  但是基業來說他還沒有得到
[00:01:59.000 --> 00:02:03.400]  因為現在這個世界暫時是被撒旦來管理
[00:02:03.400 --> 00:02:08.600]  有一天耶穌基督會真正得到這個世界的管理權
[00:02:08.600 --> 00:02:13.800]  就好像詩篇的第二篇和啟示錄的第五章所說
[00:02:13.800 --> 00:02:16.200]  他會承受這個世界
[00:02:16.200 --> 00:02:18.000]  他會統治這個世界
[00:02:18.000 --> 00:02:22.400]  到那個時候基督徒會和耶穌基督一起掌權
[00:02:22.400 --> 00:02:24.000]  一起統治
[00:02:24.000 --> 00:02:25.400]  這個是基業
[00:02:25.400 --> 00:02:29.600]  賞賜只給我們基督徒
[00:02:29.600 --> 00:02:31.800]  另外有一樣不同的
[00:02:31.800 --> 00:02:36.000]  就是基業來說是每個基督徒都有
[00:02:36.000 --> 00:02:38.000]  雖然有些人會多些
[00:02:38.000 --> 00:02:39.400]  有些人會少些
[00:02:39.400 --> 00:02:40.800]  但是每個人都有
[00:02:40.800 --> 00:02:43.200]  因為就好像承受遺產一樣
[00:02:43.200 --> 00:02:45.000]  我們是神的兒女
[00:02:45.000 --> 00:02:47.400]  我們就會得到基業
[00:02:47.400 --> 00:02:49.800]  但是賞賜呢
[00:02:49.800 --> 00:02:52.400]  今天的經文剛才我們讀了
[00:02:52.400 --> 00:02:55.800]  哥林多前書的三章十一至十五節
[00:02:55.800 --> 00:02:59.200]  不是每個基督徒都能夠得到賞賜
[00:02:59.200 --> 00:03:03.600]  但是我們有這樣的可能是能夠得到神的賞賜
[00:03:03.600 --> 00:03:05.800]  但是有人可能會說
[00:03:05.800 --> 00:03:07.800]  牧師不是的
[00:03:07.800 --> 00:03:10.000]  你說馬太福音二十五章
[00:03:10.000 --> 00:03:12.400]  路加福音十九章是說基業
[00:03:12.400 --> 00:03:16.000]  但是你看看馬太福音的二十五章三十節
[00:03:16.000 --> 00:03:20.400]  主人把無用的僕人丟在外面
[00:03:20.400 --> 00:03:24.600]  黑暗裡在那裡必要哀哭切齒了
[00:03:24.600 --> 00:03:27.400]  那個僕人什麼都沒有拿到
[00:03:27.400 --> 00:03:31.200]  如果我們明白到聖經裡面所說
[00:03:31.200 --> 00:03:35.600]  沒有說到在外面哀哭切齒在黑暗裡的
[00:03:35.600 --> 00:03:37.000]  不是基督徒
[00:03:37.000 --> 00:03:40.200]  是說在地獄所發生的事
[00:03:40.200 --> 00:03:41.200]  是黑暗的
[00:03:41.200 --> 00:03:43.000]  是哀哭切齒
[00:03:43.000 --> 00:03:47.000]  每個基督徒都有從神而來的基業
[00:03:47.000 --> 00:03:51.800]  但不是每個基督徒都會有從神而來的賞賜
[00:03:51.800 --> 00:03:59.400]  另外有一樣就是基業和賞賜都是一樣的
[00:03:59.400 --> 00:04:03.400]  就是都是有關我們地上的侍奉
[00:04:03.400 --> 00:04:06.200]  究竟我們地上的侍奉忠不忠心
[00:04:06.200 --> 00:04:08.600]  地上的侍奉忠心的話
[00:04:08.600 --> 00:04:11.400]  天上就能夠得到更大的基業
[00:04:11.400 --> 00:04:12.800]  更大的賞賜
[00:04:12.800 --> 00:04:14.600]  這個是成正比
[00:04:14.600 --> 00:04:21.400]  我說我們的賞賜就好像奧斯卡金像獎一樣
[00:04:21.400 --> 00:04:26.200]  一想起大家就會想到在紅色的地毯上
[00:04:26.200 --> 00:04:28.600]  有很多明星扮得很漂亮
[00:04:28.600 --> 00:04:29.600]  穿得很漂亮
[00:04:29.600 --> 00:04:31.600]  在那裡領取他們的獎品
[00:04:31.600 --> 00:04:35.000]  有人說牧師你這麼屎虧
[00:04:35.000 --> 00:04:40.000]  我們做基督徒不應該想著天上的獎賞
[00:04:40.000 --> 00:04:42.200]  很對不起
[00:04:42.200 --> 00:04:45.200]  舊約和新約都告訴我們
[00:04:45.200 --> 00:04:47.800]  我們的神是賞罰分明的
[00:04:47.800 --> 00:04:50.400]  我們是會得到賞賜
[00:04:50.400 --> 00:04:52.800]  在詩篇58篇11節
[00:04:52.800 --> 00:04:54.800]  62篇12節
[00:04:54.800 --> 00:04:58.000]  希伯來書的6章10至12節
[00:04:58.000 --> 00:05:02.000]  啟示錄的22章12節都有說到
[00:05:02.000 --> 00:05:05.600]  耶穌基督還親自教我們
[00:05:05.600 --> 00:05:08.200]  我們基督徒如果做得好的話
[00:05:08.200 --> 00:05:09.800]  是會得到賞賜
[00:05:09.800 --> 00:05:13.200]  例如在馬太福音的5章11至12節
[00:05:13.200 --> 00:05:16.000]  如果我們是因為耶穌基督的緣故
[00:05:16.000 --> 00:05:19.000]  被人辱罵被人逼迫毀謗
[00:05:19.000 --> 00:05:21.000]  有福了 耶穌基督說
[00:05:21.000 --> 00:05:22.600]  應當喜樂
[00:05:22.600 --> 00:05:25.600]  因為我們在天上的賞賜是大的
[00:05:25.600 --> 00:05:29.200]  在馬可福音的9章41節
[00:05:29.200 --> 00:05:30.600]  耶穌基督又說
[00:05:30.600 --> 00:05:33.000]  如果弟兄姊妹有需要的話
[00:05:33.000 --> 00:05:35.800]  就算你給他一杯水
[00:05:35.800 --> 00:05:38.800]  你將來也會得到你的賞賜
[00:05:38.800 --> 00:05:43.400]  路加福音的18章28至30節
[00:05:43.400 --> 00:05:47.000]  馬可福音的10章29至30節
[00:05:47.000 --> 00:05:50.400]  都說到如果我們是為了神的國
[00:05:50.400 --> 00:05:51.600]  撇下一切
[00:05:51.600 --> 00:05:55.000]  我們不單將來在天上有賞賜
[00:05:55.000 --> 00:05:59.000]  我們今生也會有很大的報酬
[00:05:59.000 --> 00:06:04.600]  在聖經裏面說得很清楚
[00:06:04.600 --> 00:06:07.200]  基督徒都要按著我們的行為
[00:06:07.200 --> 00:06:10.400]  去到神的面前來受到審判
[00:06:10.400 --> 00:06:12.800]  有人又會說
[00:06:12.800 --> 00:06:15.000]  你一會兒說賞賜
[00:06:15.000 --> 00:06:16.400]  一會兒又說審判
[00:06:16.400 --> 00:06:18.200]  究竟你在說什麼
[00:06:18.200 --> 00:06:21.600]  其實說的都是同一件事
[00:06:21.600 --> 00:06:24.400]  有些經文的確是說審判
[00:06:24.400 --> 00:06:26.400]  有些經文是說賞賜
[00:06:26.400 --> 00:06:29.600]  等一會兒我們會詳細解釋
[00:06:29.600 --> 00:06:33.400]  當耶穌基督回來迎接教會
[00:06:33.400 --> 00:06:38.600]  我們知道在主內死去的弟兄姊妹就會復活
