
[00:00:00.000 --> 00:00:08.000]  上次主要和大家看到的是元朝末年的時候
[00:00:08.000 --> 00:00:11.500]  特別是那裡看到有納斯托里斯的一派的人
[00:00:11.500 --> 00:00:13.500]  和羅馬派一派的人
[00:00:13.500 --> 00:00:18.500]  大家也知道羅馬派那幫人在幾個人帶領之下
[00:00:18.500 --> 00:00:21.500]  特別是Monte Carbino一幫人
[00:00:21.500 --> 00:00:23.000]  也建立了很多工作
[00:00:23.000 --> 00:00:26.000]  最後的時候也和大家看到他們的信
[00:00:26.000 --> 00:00:30.000]  那個人寫信回去代表他們的一些心聲
[00:00:30.000 --> 00:00:32.000]  也知道那個人也挺醒目的
[00:00:32.000 --> 00:00:34.500]  知道哪裡天氣好哪裡不好
[00:00:34.500 --> 00:00:36.000]  知道如果那裡天氣熱的時候
[00:00:36.000 --> 00:00:39.000]  就不用帶一些縫紉杖去工作
[00:00:39.000 --> 00:00:43.000]  知道如果那裡風景好又出產寶石香料的時候
[00:00:43.000 --> 00:00:46.000]  就叫那些人真心的才去做宣教
[00:00:46.000 --> 00:00:48.000]  很多這些很好的反省
[00:00:48.000 --> 00:00:52.000]  也讓我們看到是很少數的
[00:00:52.000 --> 00:00:57.000]  正式的超文化宣教反省的文章
[00:00:57.000 --> 00:01:00.000]  因為我們現在很多時候說到宣教的時候
[00:01:00.000 --> 00:01:02.000]  我們知道是十九世紀之後
[00:01:02.000 --> 00:01:04.000]  特別是近二十世紀的時候
[00:01:04.000 --> 00:01:06.000]  宣教學這個觀念出現了
[00:01:06.000 --> 00:01:08.000]  在這個觀念裡面我們都是不自覺的看
[00:01:08.000 --> 00:01:10.000]  怎樣將科學帶到第二個文化
[00:01:10.000 --> 00:01:13.000]  中間要留意的是什麼諸如此類的
[00:01:13.000 --> 00:01:17.000]  但其實這些問題在十二十三世紀已經有人開始問
[00:01:17.000 --> 00:01:19.000]  和他們問而提出來的方案
[00:01:19.000 --> 00:01:22.000]  並不會比我們現在的反省差
[00:01:22.000 --> 00:01:25.000]  因為歷代都是有不同的反省在那裡
[00:01:25.000 --> 00:01:27.000]  今天我和大家再看一看
[00:01:27.000 --> 00:01:30.000]  在十六世紀初的時候
[00:01:30.000 --> 00:01:33.000]  元朝六年之後
[00:01:33.000 --> 00:01:36.000]  中國的政府政策的明朝開始
[00:01:36.000 --> 00:01:40.000]  有一個特點是全部是封閉政策
[00:01:40.000 --> 00:01:42.000]  唯一對外開放
[00:01:42.000 --> 00:01:45.000]  其實也沒有什麼對外開放
[00:01:45.000 --> 00:01:47.000]  對外好像鄭和那些
[00:01:47.000 --> 00:01:50.000]  只不過是國家派去外面通商
[00:01:50.000 --> 00:01:53.000]  但是在中國沿海和四邊那裡
[00:01:53.000 --> 00:01:57.000]  那個好像沿海一帶
[00:01:57.000 --> 00:01:59.000]  封鎖得很厲害
[00:01:59.000 --> 00:02:02.000]  換句話說元朝過後之後
[00:02:02.000 --> 00:02:05.000]  明朝的國家政策
[00:02:05.000 --> 00:02:07.000]  是一個閉關自守的政策
[00:02:07.000 --> 00:02:09.000]  可能有一點他們怕
[00:02:09.000 --> 00:02:11.000]  以前好像開放的時候外族入侵
[00:02:11.000 --> 00:02:13.000]  現在我們要趕走那些外人
[00:02:13.000 --> 00:02:14.000]  才有自己的國家
[00:02:14.000 --> 00:02:16.000]  大概是這個觀念
[00:02:16.000 --> 00:02:20.000]  在這裡中國也有自給自足的心態
[00:02:20.000 --> 00:02:22.000]  也不需要外面的東西
[00:02:22.000 --> 00:02:25.000]  而外面的通商交易也很少
[00:02:25.000 --> 00:02:27.000]  也不是那麼多
[00:02:27.000 --> 00:02:29.000]  直到歐洲裡面的
[00:02:29.000 --> 00:02:30.000]  工業國家興起
[00:02:30.000 --> 00:02:31.000]  需要興起的時候
[00:02:31.000 --> 00:02:33.000]  才有大規模湧過來
[00:02:33.000 --> 00:02:34.000]  開始的時候就不是那麼多
[00:02:34.000 --> 00:02:36.000]  所以影響不大
[00:02:36.000 --> 00:02:40.000]  說到十五世紀初的時候
[00:02:40.000 --> 00:02:42.000]  其實歐洲那時候
[00:02:42.000 --> 00:02:44.000]  也開始對遠東產生很多興趣
[00:02:44.000 --> 00:02:46.000]  那時候有一個新的觀念
[00:02:46.000 --> 00:02:48.000]  就是殖民主義的觀念興起
[00:02:48.000 --> 00:02:50.000]  而這個殖民主義的觀念
[00:02:50.000 --> 00:02:52.000]  和宣教的意識
[00:02:52.000 --> 00:02:54.000]  差不多是同一個觀念
[00:02:54.000 --> 00:02:57.000]  再加上商業的海外發展
[00:02:57.000 --> 00:02:59.000]  換句話說這幾個觀念
[00:02:59.000 --> 00:03:02.000]  差不多是彼此之間有很多共通的地方
[00:03:02.000 --> 00:03:04.000]  都是將一些東西帶到外面去
[00:03:04.000 --> 00:03:06.000]  或者將我自己影響力
[00:03:06.000 --> 00:03:08.000]  影響範圍帶到去
[00:03:08.000 --> 00:03:10.000]  擴散到其他國家或其他地域去
[00:03:10.000 --> 00:03:12.000]  我們知道明朝的時候
[00:03:12.000 --> 00:03:14.000]  每年有一個很出名的宣教士
[00:03:14.000 --> 00:03:16.000]  或者是利瑪竇
[00:03:16.000 --> 00:03:18.000]  很多人覺得中國宣教的工作
[00:03:18.000 --> 00:03:20.000]  是利瑪竇開始的近期
[00:03:20.000 --> 00:03:22.000]  就是明朝之後
[00:03:22.000 --> 00:03:24.000]  其實我想和大家看看
[00:03:24.000 --> 00:03:26.000]  利瑪竇來華之前的一些背景
[00:03:26.000 --> 00:03:30.000]  那些背景是比較少人看的
[00:03:30.000 --> 00:03:32.000]  如果比較多人看的
[00:03:32.000 --> 00:03:34.000]  四處都可以看到
[00:03:34.000 --> 00:03:36.000]  看書都可以
[00:03:36.000 --> 00:03:40.000]  首先說回那時候的歐洲情況
[00:03:40.000 --> 00:03:43.000]  主要是兩個幾大的勢力
[00:03:43.000 --> 00:03:44.000]  一個是葡萄牙
[00:03:44.000 --> 00:03:46.000]  特別是十五世紀初的時候
[00:03:46.000 --> 00:03:49.000]  大約是1500年左右
[00:03:49.000 --> 00:03:51.000]  一個葡萄牙一個西班牙
[00:03:51.000 --> 00:03:55.000]  西班牙當時是國勢很強的時候
[00:03:55.000 --> 00:03:58.000]  葡萄牙也是不弱的兩個國家
[00:03:58.000 --> 00:04:01.000]  由這兩個國家可能是沿海的緣故
[00:04:01.000 --> 00:04:05.000]  他們已經開始了所謂殖民的
[00:04:05.000 --> 00:04:07.000]  擴展的工作
[00:04:07.000 --> 00:04:08.000]  我們知道更早一點
[00:04:08.000 --> 00:04:10.000]  好像十五世紀末期的時候
[00:04:10.000 --> 00:04:13.000]  西班牙和葡萄牙的航海家
[00:04:13.000 --> 00:04:14.000]  發現了很多其他的東西
[00:04:14.000 --> 00:04:15.000]  例如新大陸發現了
[00:04:15.000 --> 00:04:16.000]  去到美國
[00:04:16.000 --> 00:04:20.000]  都是這兩個國家的主力分子
[00:04:20.000 --> 00:04:22.000]  隨著他們的航海事業發達
[00:04:22.000 --> 00:04:25.000]  他們開始將他們的勢力帶到南美洲
[00:04:25.000 --> 00:04:29.000]  以致南美洲成為他們主要的目的
[00:04:29.000 --> 00:04:34.000]  但同時他們都知道東方這邊有很多東西
[00:04:34.000 --> 00:04:37.000]  起碼馬哈勃羅也有說過
[00:04:37.000 --> 00:04:44.000]  在這段期間開始有一個觀念
[00:04:44.000 --> 00:04:46.000]  這個神學觀念
[00:04:46.000 --> 00:04:49.000]  在那時候大約是15、16世紀醞釀的
[00:04:49.000 --> 00:04:53.000]  他們覺得他們要在全世界
[00:04:53.000 --> 00:04:55.000]  因為我們知道葡萄牙和西班牙
[00:04:55.000 --> 00:04:57.000]  都是羅馬天主教的範圍
[00:04:57.000 --> 00:04:59.000]  因為那時候的改革運動
[00:04:59.000 --> 00:05:01.000]  正式來說還沒有開始
[00:05:01.000 --> 00:05:04.000]  但還是到水拉的語系的教會
[00:05:04.000 --> 00:05:10.000]  他們覺得他們在歐洲已經是基督教化的地方
[00:05:10.000 --> 00:05:12.000]  沒有什麼人不信基督教
[00:05:12.000 --> 00:05:14.000]  回教的勢力也少了
[00:05:14.000 --> 00:05:15.000]  而這些國家
[00:05:15.000 --> 00:05:17.000]  例如葡萄牙和西班牙
[00:05:17.000 --> 00:05:20.000]  他們覺得他們在神面前有一個責任
[00:05:20.000 --> 00:05:24.000]  這個責任就是將基督教的文明
[00:05:24.000 --> 00:05:27.000]  帶到其他民族那裡去
[00:05:27.000 --> 00:05:29.000]  這是最基本的宣教意識
[00:05:29.000 --> 00:05:31.000]  除了文明之外
[00:05:31.000 --> 00:05:36.000]  他們還覺得要帶著西方文化
[00:05:36.000 --> 00:05:38.000]  甚至是管理去
[00:05:38.000 --> 00:05:40.000]  他們這樣做的時候
[00:05:40.000 --> 00:05:43.000]  其實是為了這些民族的好處
[00:05:43.000 --> 00:05:46.000]  我教你們這些
[00:05:46.000 --> 00:05:47.000]  對你們有好處
[00:05:47.000 --> 00:05:49.000]  受他們所管
[00:05:49.000 --> 00:05:51.000]  這是一個宣教政策
[00:05:51.000 --> 00:05:56.000]  另一方面也是一個殖民主義政策
[00:05:56.000 --> 00:06:02.000]  再加上在海外拓展他們的商業貿易
[00:06:02.000 --> 00:06:04.000]  因為很多地方出產原料和香料
[00:06:04.000 --> 00:06:06.000]  在歐洲是很貴的
[00:06:06.000 --> 00:06:09.000]  在這裡可以運一些製成品給土人
[00:06:09.000 --> 00:06:11.000]  那裡又運金銀回來
[00:06:11.000 --> 00:06:14.000]  以致有利益
[00:06:14.000 --> 00:06:15.000]  有宣教
[00:06:15.000 --> 00:06:16.000]  有信仰原因
[00:06:16.000 --> 00:06:17.000]  有政治的原因
[00:06:17.000 --> 00:06:19.000]  在這幾個原因之下
[00:06:19.000 --> 00:06:21.000]  有商業政治宗教之下
[00:06:21.000 --> 00:06:23.000]  混合成一些很特別的產品
[00:06:23.000 --> 00:06:25.000]  這些產品就是一些艦隊
[00:06:25.000 --> 00:06:27.000]  這些艦隊是國家的
[00:06:27.000 --> 00:06:28.000]  是軍艦
[00:06:28.000 --> 00:06:30.000]  去到那些地方
[00:06:30.000 --> 00:06:31.000]  特別是新發展的地方
[00:06:31.000 --> 00:06:33.000]  就是攻打當地的人
[00:06:33.000 --> 00:06:35.000]  同時拿著一把劍
[00:06:35.000 --> 00:06:37.000]  就有一群傳教士跟在一起
[00:06:37.000 --> 00:06:39.000]  你打倒他們
[00:06:39.000 --> 00:06:41.000]  我連成十字架在那裡
[00:06:41.000 --> 00:06:42.000]  也是要傳教的
[00:06:42.000 --> 00:06:44.000]  加上那些人一起
[00:06:44.000 --> 00:06:45.000]  也有些商人在那裡
[00:06:45.000 --> 00:06:46.000]  看看有什麼地方有利可圖
[00:06:46.000 --> 00:06:47.000]  拿回到國家裡
[00:06:47.000 --> 00:06:49.000]  這些運動是國家支持的
[00:06:49.000 --> 00:06:51.000]  是國家支持的
[00:06:51.000 --> 00:06:53.000]  為了發展這個國家的海外勢力
[00:06:53.000 --> 00:06:55.000]  另外還有一個
[00:06:55.000 --> 00:06:57.000]  當航海事業發達的時候
[00:06:57.000 --> 00:06:59.000]  這些國家都知道
[00:06:59.000 --> 00:07:01.000]  原來在很多地方
[00:07:01.000 --> 00:07:03.000]  有很多還沒有發揮的資源
[00:07:03.000 --> 00:07:05.000]  例如非洲
[00:07:05.000 --> 00:07:06.000]  南美洲
[00:07:06.000 --> 00:07:07.000]  就鬥快去拿
[00:07:07.000 --> 00:07:09.000]  當時的例子就是
[00:07:09.000 --> 00:07:11.000]  你去那裡插一隻頭
[00:07:11.000 --> 00:07:13.000]  那個地方就是你的了
[00:07:13.000 --> 00:07:15.000]  很簡單的
[00:07:15.000 --> 00:07:17.000]  鬥快插鬥快搶
[00:07:17.000 --> 00:07:19.000]  不管當地的人是怎樣的
[00:07:19.000 --> 00:07:21.000]  因為這些正式人
[00:07:21.000 --> 00:07:23.000]  那些不算是人
[00:07:23.000 --> 00:07:27.000]  他們抱著一個觀念
[00:07:27.000 --> 00:07:29.000]  就是抗戰基督的角度
[00:07:29.000 --> 00:07:31.000]  用這個字眼
[00:07:31.000 --> 00:07:33.000]  所以有時我們看回
[00:07:33.000 --> 00:07:35.000]  十五世紀十六世紀的文獻
[00:07:35.000 --> 00:07:37.000]  抗戰基督的角度
[00:07:37.000 --> 00:07:39.000]  諸如此類
[00:07:39.000 --> 00:07:41.000]  其實就是這種運動
[00:07:41.000 --> 00:07:43.000]  中間也有商業的利益
[00:07:43.000 --> 00:07:45.000]  政治的利益
[00:07:45.000 --> 00:07:47.000]  也不能否認
[00:07:47.000 --> 00:07:49.000]  有自己宗教的意味在裡面
[00:07:49.000 --> 00:07:51.000]  有這樣的背景
[00:07:51.000 --> 00:07:53.000]  我們知道當時
[00:07:53.000 --> 00:07:55.000]  最有勢力的
[00:07:55.000 --> 00:07:57.000]  只有兩個國家
[00:07:57.000 --> 00:07:59.000]  葡萄牙和西班牙
[00:07:59.000 --> 00:08:01.000]  英國是後來加入的
[00:08:01.000 --> 00:08:03.000]  其他國家的發覺更加遲一步
[00:08:03.000 --> 00:08:05.000]  最早是這兩個國家
[00:08:05.000 --> 00:08:07.000]  我們知道
[00:08:07.000 --> 00:08:09.000]  美國這個新大陸
