
[00:00:00.000 --> 00:00:10.000]  我們今天看這段經文是延續上星期我們看CB118篇的經文
[00:00:10.000 --> 00:00:13.000]  這段經文裡面多次提及石頭
[00:00:13.000 --> 00:00:17.000]  幾段舊的經文加在一起
[00:00:17.000 --> 00:00:20.000]  我們就說這段經文究竟是什麼意思
[00:00:20.000 --> 00:00:25.000]  我們先看到比得前書第一章的上文
[00:00:25.000 --> 00:00:30.000]  如果看比得前書的時候就發現比得開始介紹一群群體
[00:00:30.000 --> 00:00:32.000]  似乎是一群苦難的群體
[00:00:32.000 --> 00:00:35.000]  所以我們看回第一節
[00:00:35.000 --> 00:00:39.000]  比得前書第一章第一節
[00:00:39.000 --> 00:00:51.000]  耶穌基督的使徒比得寫信給分散在不同地方寄居的人
[00:00:51.000 --> 00:00:55.000]  這個是引述給猶太人最重要的事件
[00:00:55.000 --> 00:00:58.000]  就是分散寄居的事件
[00:00:58.000 --> 00:01:01.000]  如果看舊的聖經的時候
[00:01:01.000 --> 00:01:04.000]  猶太人在主前第八世紀
[00:01:04.000 --> 00:01:11.000]  主前第四世紀多次給不同群體去逼他們住在不同地方
[00:01:11.000 --> 00:01:13.000]  所以近時好地住在耶路撒冷
[00:01:13.000 --> 00:01:15.000]  住在薩馬利亞不同的地方
[00:01:15.000 --> 00:01:18.000]  然後後來北角亡國之後
[00:01:18.000 --> 00:01:20.000]  十個族分散在不同地方
[00:01:20.000 --> 00:01:24.000]  南角亡國之後大概兩個族分散在不同地方
[00:01:24.000 --> 00:01:27.000]  所以耶穌時候有人住在埃及
[00:01:27.000 --> 00:01:28.000]  有人住在希臘
[00:01:28.000 --> 00:01:29.000]  有人住在巴比利
[00:01:29.000 --> 00:01:31.000]  有人住在小亞西亞不同的地方
[00:01:31.000 --> 00:01:35.000]  比得這次不是說猶太
[00:01:35.000 --> 00:01:38.000]  比得用同一個字眼
[00:01:38.000 --> 00:01:41.000]  說你們這群驕徒和猶太人一樣
[00:01:41.000 --> 00:01:44.000]  被迫分散在不同的地方
[00:01:44.000 --> 00:01:46.000]  做一個寄居的人
[00:01:46.000 --> 00:01:48.000]  英文叫Alien
[00:01:48.000 --> 00:01:52.000]  如果大家申請入址做公民的時候
[00:01:52.000 --> 00:01:54.000]  可能見過這個字
[00:01:54.000 --> 00:01:55.000]  你還未是公民
[00:01:55.000 --> 00:01:57.000]  你是一個寄居的人
[00:01:57.000 --> 00:01:59.000]  甚至你的身份不明確
[00:01:59.000 --> 00:02:02.000]  有些是非法的身份
[00:02:02.000 --> 00:02:05.000]  這裡比得是用這些字眼
[00:02:05.000 --> 00:02:08.000]  你們是一群移民或者非法的移民
[00:02:08.000 --> 00:02:10.000]  什麼意思
[00:02:10.000 --> 00:02:14.000]  就是說這群群體比得死給這群教會
[00:02:14.000 --> 00:02:17.000]  他的家不是這個世界
[00:02:17.000 --> 00:02:20.000]  他在這個地方只不過是暫時居住
[00:02:20.000 --> 00:02:22.000]  暫時是寄居
[00:02:22.000 --> 00:02:24.000]  所以世界地球對他們來說
[00:02:24.000 --> 00:02:27.000]  是一個寄居的地方
[00:02:27.000 --> 00:02:29.000]  是一個暫時住的地方
[00:02:29.000 --> 00:02:31.000]  為什麼比得要這樣說
[00:02:31.000 --> 00:02:33.000]  因為當時在這個時候
[00:02:33.000 --> 00:02:38.000]  教會似乎受著不同直接間接的逼法
[00:02:38.000 --> 00:02:42.000]  在比得前書有22次大概是說苦難的問題
[00:02:42.000 --> 00:02:43.000]  在苦難的時候
[00:02:43.000 --> 00:02:47.000]  比得不是再說一些很抽象的教義
[00:02:47.000 --> 00:02:51.000]  比得是將信徒帶回神那裡
[00:02:51.000 --> 00:02:53.000]  在苦難的時候無緣無故說石頭
[00:02:53.000 --> 00:02:55.000]  還說這麼多有什麼關係
[00:02:55.000 --> 00:02:57.000]  跟我們有什麼關係
[00:02:57.000 --> 00:02:58.000]  如果我們有不同的掙扎
[00:02:58.000 --> 00:03:00.000]  或者是很實際上的掙扎
[00:03:00.000 --> 00:03:03.000]  你的女兒、你的兒子、你的健康有問題
[00:03:03.000 --> 00:03:05.000]  你的工作有問題、你的經濟有問題
[00:03:05.000 --> 00:03:07.000]  有不同的壓力下
[00:03:07.000 --> 00:03:10.000]  在這個時候我們看回這些石頭的故事
[00:03:10.000 --> 00:03:12.000]  那有什麼關係
[00:03:12.000 --> 00:03:14.000]  我們看回第四節開始
[00:03:14.000 --> 00:03:17.000]  看第二章第四節
[00:03:17.000 --> 00:03:19.000]  介紹石頭的時候
[00:03:19.000 --> 00:03:21.000]  比得沒有錯是說了石頭
[00:03:21.000 --> 00:03:23.000]  用不同的經文
[00:03:23.000 --> 00:03:24.000]  特別是以詞書為詩篇
[00:03:24.000 --> 00:03:25.000]  是說了石頭
[00:03:25.000 --> 00:03:27.000]  將不同的石頭經文拉在一起
[00:03:27.000 --> 00:03:29.000]  這些經文全部都是一個共通的地方
[00:03:29.000 --> 00:03:30.000]  共通的地方就是
[00:03:30.000 --> 00:03:33.000]  這些石頭的經文告訴我
[00:03:33.000 --> 00:03:36.000]  現實和真理是有衝突
[00:03:36.000 --> 00:03:39.000]  現實和真實是有衝突
[00:03:39.000 --> 00:03:41.000]  或者是見到的現實
[00:03:41.000 --> 00:03:43.000]  和真正的現實是有衝突
[00:03:43.000 --> 00:03:45.000]  我們看回第一個字
[00:03:45.000 --> 00:03:46.000]  第四章開始的時候
[00:03:46.000 --> 00:03:48.000]  第四章開始的時候
[00:03:48.000 --> 00:03:52.000]  比得說你們見到的是活石
[00:03:52.000 --> 00:03:54.000]  儲奶活石
[00:03:54.000 --> 00:03:56.000]  什麼叫活石
[00:03:56.000 --> 00:03:57.000]  你說活石很簡單
[00:03:57.000 --> 00:03:58.000]  一個式玉的石頭
[00:03:58.000 --> 00:03:59.000]  其他一點都不簡單
[00:03:59.000 --> 00:04:01.000]  大家有沒有見過活石
[00:04:01.000 --> 00:04:02.000]  很明顯沒有
[00:04:02.000 --> 00:04:04.000]  在當時的希臘文明裡面
[00:04:04.000 --> 00:04:06.000]  從來沒有出現過這個詞
[00:04:06.000 --> 00:04:08.000]  從來沒有人說過Living Stone
[00:04:08.000 --> 00:04:09.000]  我們今天說的時候
[00:04:09.000 --> 00:04:11.000]  覺得很順口 因為看聖經看得多
[00:04:11.000 --> 00:04:13.000]  但聖經之前沒有人說過
[00:04:13.000 --> 00:04:17.000]  因為根本是互相矛盾的一個字眼
[00:04:17.000 --> 00:04:18.000]  什麼叫做活石
[00:04:18.000 --> 00:04:19.000]  石頭by definition
[00:04:19.000 --> 00:04:21.000]  石頭根本就是死的
[00:04:21.000 --> 00:04:22.000]  石頭不會活的
[00:04:22.000 --> 00:04:24.000]  你說活的時候就不會說石頭
[00:04:24.000 --> 00:04:25.000]  說石頭活的時候就不會說活
[00:04:25.000 --> 00:04:27.000]  開始的時候比得就說
[00:04:27.000 --> 00:04:29.000]  米似未必是這樣
[00:04:29.000 --> 00:04:30.000]  你以為是一個死物
[00:04:30.000 --> 00:04:31.000]  你以為是一個石頭
[00:04:31.000 --> 00:04:33.000]  其實是活生生
[00:04:33.000 --> 00:04:34.000]  這麼奇怪
[00:04:34.000 --> 00:04:36.000]  說一些有衝突的說話
[00:04:36.000 --> 00:04:38.000]  或者比得是不是在介紹
[00:04:38.000 --> 00:04:40.000]  逼我們去看
[00:04:40.000 --> 00:04:42.000]  他說現實其實不是那麼簡單
[00:04:42.000 --> 00:04:43.000]  你以為是這樣其實不是那麼簡單
[00:04:43.000 --> 00:04:45.000]  你以為石頭是死的其實是活的
[00:04:45.000 --> 00:04:46.000]  這是第一個字眼
[00:04:46.000 --> 00:04:48.000]  第二個字眼
[00:04:48.000 --> 00:04:50.000]  第四節下半節
[00:04:50.000 --> 00:04:52.000]  第四節下半節
[00:04:52.000 --> 00:04:55.000]  是上次提及的一些字眼
[00:04:55.000 --> 00:05:00.000]  這個石頭是被人所氣的
[00:05:00.000 --> 00:05:02.000]  被人所氣絕
[00:05:02.000 --> 00:05:04.000]  它是被神所揀選
[00:05:04.000 --> 00:05:06.000]  所保佑的
[00:05:06.000 --> 00:05:08.000]  有另外一個衝突
[00:05:08.000 --> 00:05:10.000]  人看來是一個沒用的石頭
[00:05:10.000 --> 00:05:12.000]  是丟在一邊的
[00:05:12.000 --> 00:05:14.000]  是被氣的石頭
[00:05:14.000 --> 00:05:17.000]  神的眼中當這個是寶貴的石頭
[00:05:17.000 --> 00:05:19.000]  是precious
[00:05:19.000 --> 00:05:21.000]  是一個尊貴的石頭
[00:05:21.000 --> 00:05:22.000]  是一個最沒用的石頭
[00:05:22.000 --> 00:05:24.000]  神當作是最有用
[00:05:24.000 --> 00:05:25.000]  這是第二個衝突
[00:05:25.000 --> 00:05:27.000]  第一個衝突是活石的衝突
[00:05:27.000 --> 00:05:30.000]  第二個衝突就是有用和沒用的衝突
[00:05:30.000 --> 00:05:32.000]  第三個衝突
[00:05:32.000 --> 00:05:34.000]  第三個衝突
[00:05:34.000 --> 00:05:36.000]  第六節
[00:05:36.000 --> 00:05:39.000]  第六節比德繼續講引用經文
[00:05:39.000 --> 00:05:42.000]  這次是引用第六節
[00:05:42.000 --> 00:05:43.000]  引用教育的
[00:05:43.000 --> 00:05:44.000]  先知漢
[00:05:44.000 --> 00:05:48.000]  我把所揀選所保佑的防國石
[00:05:48.000 --> 00:05:49.000]  放在石岸
[00:05:49.000 --> 00:05:50.000]  順靠他的人
[00:05:50.000 --> 00:05:52.000]  必不至於羞愧
[00:05:52.000 --> 00:05:54.000]  你說這個有什麼特別的地方
[00:05:54.000 --> 00:05:55.000]  特別的地方就是
[00:05:55.000 --> 00:05:56.000]  如果你看的時候就明白
[00:05:56.000 --> 00:05:57.000]  這句說耶穌
[00:05:57.000 --> 00:05:59.000]  耶穌在十字架上面死
[00:05:59.000 --> 00:06:02.000]  是最蒙羞的一個記號
[00:06:02.000 --> 00:06:05.000]  最羞恥的一個事件
[00:06:05.000 --> 00:06:08.000]  就是一個人被掛在木頭上
[00:06:08.000 --> 00:06:10.000]  在《生命記》
[00:06:10.000 --> 00:06:11.000]  摩西告訴他
[00:06:11.000 --> 00:06:14.000]  被掛在木頭上就是被神所奏坐
[00:06:14.000 --> 00:06:16.000]  在羅馬來說
[00:06:16.000 --> 00:06:22.000]  被掛在木頭上面是最低賤的一個囚犯的刑罰
[00:06:22.000 --> 00:06:26.000]  是一個最大的羞辱的記號
[00:06:26.000 --> 00:06:27.000]  比德這裡竟然說
[00:06:27.000 --> 00:06:30.000]  如果你跟著這個耶穌
[00:06:30.000 --> 00:06:32.000]  跟著十字架的時候
[00:06:32.000 --> 00:06:33.000]  必不至於蒙羞
[00:06:33.000 --> 00:06:35.000]  又是另一個衝突
[00:06:35.000 --> 00:06:38.000]  是跟著一個最蒙羞辱的人
[00:06:38.000 --> 00:06:41.000]  你就會成為一個最不蒙羞辱的群體
[00:06:41.000 --> 00:06:43.000]  最蒙羞辱的耶穌
[00:06:43.000 --> 00:06:45.000]  你就會最不蒙羞辱
[00:06:45.000 --> 00:06:47.000]  為什麼比德會這樣說
[00:06:47.000 --> 00:06:51.000]  解釋的時候我再看第四個衝突
[00:06:51.000 --> 00:06:55.000]  第四個衝突當然是第七節
[00:06:55.000 --> 00:07:01.000]  第七節是日用詩篇118篇上次講過的正經
[00:07:01.000 --> 00:07:02.000]  像人所棄的石頭
[00:07:02.000 --> 00:07:05.000]  已作了防國的頭髮石頭
[00:07:05.000 --> 00:07:06.000]  又是另一個衝突
[00:07:06.000 --> 00:07:07.000]  是沒有人要的石頭
[00:07:07.000 --> 00:07:09.000]  現在成為了整個大廈
[00:07:09.000 --> 00:07:12.000]  整個皇宮最重要的那塊石頭
[00:07:12.000 --> 00:07:14.000]  在當時的防國石
[00:07:14.000 --> 00:07:17.000]  就是整個建築物
[00:07:17.000 --> 00:07:19.000]  用來定位的一個石頭
[00:07:19.000 --> 00:07:21.000]  沒有中方的石頭
[00:07:21.000 --> 00:07:24.000]  一個像人所棄的石頭
[00:07:24.000 --> 00:07:27.000]  成為了防國的頭髮石頭
[00:07:27.000 --> 00:07:29.000]  又是另一個衝突
[00:07:29.000 --> 00:07:32.000]  這條事件充滿著這樣的衝突
[00:07:32.000 --> 00:07:34.000]  當然不是說真理與真理之間的衝突
[00:07:34.000 --> 00:07:38.000]  是眼見的現實與真正的現實的衝突
[00:07:38.000 --> 00:07:41.000]  你眼見以為石頭是死的原來是活的
[00:07:41.000 --> 00:07:43.000]  你眼見以為是沒用的原來是最寶貴的
[00:07:43.000 --> 00:07:47.000]  你眼見以為是羞恥的原來你必不至蒙羞
[00:07:47.000 --> 00:07:49.000]  你眼見以為是被棄的石頭
[00:07:49.000 --> 00:07:52.000]  原來是防國的頭髮石頭
[00:07:52.000 --> 00:07:54.000]  這是比特說什麼
[00:07:54.000 --> 00:07:58.000]  比特當然是在說復活節的訊息
[00:07:58.000 --> 00:08:00.000]  也是在說復活節的訊息
[00:08:00.000 --> 00:08:02.000]  上次我們說這段事件是說復活節
[00:08:02.000 --> 00:08:04.000]  特別是CV-119的篇
[00:08:04.000 --> 00:08:07.000]  這是比特繼續在說復活節的訊息
[00:08:07.000 --> 00:08:10.000]  他說如果你是一群受苦的群體
[00:08:10.000 --> 00:08:14.000]  你不要以為你看到的現實就是這麼多
[00:08:14.000 --> 00:08:16.000]  你不要以為你看到的東西就是這麼多
[00:08:16.000 --> 00:08:18.000]  不要以為你看到的現實就是那個現實
[00:08:18.000 --> 00:08:21.000]  你看清楚一點神明掌權
[00:08:21.000 --> 00:08:25.000]  你看清楚一點沒用的東西變成最有用的
[00:08:25.000 --> 00:08:28.000]  你看清楚一點最蒙羞的一樣東西
[00:08:28.000 --> 00:08:32.000]  十字架成為了最偉大的表現
[00:08:32.000 --> 00:08:34.000]  因為有復活
[00:08:34.000 --> 00:08:38.000]  四個的衝突之所以不是衝突
[00:08:38.000 --> 00:08:40.000]  因為耶穌從死到復活
[00:08:40.000 --> 00:08:42.000]  如果沒有復活
[00:08:42.000 --> 00:08:44.000]  只有十字架
[00:08:44.000 --> 00:08:47.000]  四個的衝突真的是衝突
[00:08:47.000 --> 00:08:49.000]  石頭真的是死
[00:08:49.000 --> 00:08:52.000]  防過被棄的石頭真的是被棄的石頭
[00:08:52.000 --> 00:08:54.000]  沒用的石頭真的是沒用的石頭
[00:08:54.000 --> 00:08:55.000]  羞辱就是羞辱
[00:08:55.000 --> 00:08:56.000]  沒有意思
[00:08:56.000 --> 00:09:00.000]  但如果耶穌死之後復活的話
[00:09:00.000 --> 00:09:03.000]  就告訴你你看到的東西不是這麼簡單
[00:09:03.000 --> 00:09:05.000]  你看到的現實不是這麼簡單
[00:09:05.000 --> 00:09:07.000]  對當時第一世紀的信徒來說
[00:09:07.000 --> 00:09:09.000]  特別是對比特教會來說
[00:09:09.000 --> 00:09:11.000]  這個是最大的鼓勵
[00:09:11.000 --> 00:09:13.000]  看清楚一點比特說
[00:09:13.000 --> 00:09:14.000]  你以為自己蒙羞
[00:09:14.000 --> 00:09:16.000]  其實你是不自蒙羞
[00:09:16.000 --> 00:09:17.000]  你以為自己被棄
[00:09:17.000 --> 00:09:19.000]  其實哪一種是棄
[00:09:19.000 --> 00:09:20.000]  你以為自己最沒用
[00:09:20.000 --> 00:09:22.000]  神說你最有用
[00:09:22.000 --> 00:09:23.000]  看清楚一點
[00:09:23.000 --> 00:09:24.000]  在神裡面
