
[00:00:00.000 --> 00:00:06.600]  我們來到突破人生的十種祈求
[00:00:06.600 --> 00:00:08.200]  我們來到第幾講呢?
[00:00:08.200 --> 00:00:12.200]  第六了 時間真的過得很快
[00:00:12.200 --> 00:00:15.500]  第六講就是懂得關顧
[00:00:15.500 --> 00:00:20.400]  為什麼說懂得關顧會令到我們人生有所突破呢?
[00:00:20.400 --> 00:00:23.200]  就是當可能到有需要的時候
[00:00:23.200 --> 00:00:26.200]  你要伸出援手的時候
[00:00:26.200 --> 00:00:29.000]  究竟你會不會這樣做呢?
[00:00:29.000 --> 00:00:32.600]  你可能會覺得有危險
[00:00:32.600 --> 00:00:35.000]  可能會覺得會吃虧
[00:00:35.000 --> 00:00:39.800]  但當你一旦願意跳出人生的框框
[00:00:39.800 --> 00:00:43.400]  一旦你願意伸出援手去幫人的時候
[00:00:43.400 --> 00:00:47.600]  你那時的人生可能就有所突破
[00:00:47.600 --> 00:00:52.000]  什麼是好心做壞事的朋友呢?
[00:00:52.000 --> 00:00:54.200]  上一次大家還記不記得
[00:00:54.200 --> 00:00:58.400]  我說哪位聖經人物有很大的苦難
[00:00:58.400 --> 00:01:00.400]  約伯
[00:01:00.400 --> 00:01:02.800]  約伯的苦難的確很大
[00:01:02.800 --> 00:01:07.400]  他原本是很有錢的一個城中的人
[00:01:07.400 --> 00:01:11.400]  擁有所有名譽地位財富
[00:01:11.400 --> 00:01:14.800]  有很多的子女 有很多的工人
[00:01:14.800 --> 00:01:17.800]  但一剎那 什麼都沒有了
[00:01:17.800 --> 00:01:19.800]  身外物都沒有了
[00:01:19.800 --> 00:01:24.200]  然後他自己的子女都沒有了姓名
[00:01:24.200 --> 00:01:31.600]  然後去到埋身 他自己全身都長了一些無名的毒瘡
[00:01:31.600 --> 00:01:36.200]  然後還有一個不懂得體諒他的太太
[00:01:36.200 --> 00:01:41.000]  在他這麼大的困難 這麼大的苦難裏面
[00:01:41.000 --> 00:01:44.800]  好像有幾個好的朋友來探望他
[00:01:44.800 --> 00:01:49.000]  這幾個好的朋友在他這麼大的苦難的時候
[00:01:49.000 --> 00:01:51.400]  約伯的確是一個正常的人
[00:01:51.400 --> 00:01:55.200]  他都會發怨言 他都有奏助自己的生日
[00:01:55.200 --> 00:01:57.200]  說為什麼我要來到這個世上
[00:01:57.200 --> 00:01:59.800]  為什麼我受了這麼多苦
[00:01:59.800 --> 00:02:04.400]  但他一直都沒有犯罪 沒有埋怨上帝
[00:02:04.400 --> 00:02:07.800]  當他在這麼不開心 這麼大的困難的時候
[00:02:07.800 --> 00:02:10.000]  他三個朋友 聖經記載
[00:02:10.000 --> 00:02:13.200]  七日七夜就是陪著他
[00:02:13.200 --> 00:02:15.200]  這個都幾好的朋友
[00:02:15.200 --> 00:02:17.200]  七日七夜陪著他
[00:02:17.200 --> 00:02:20.000]  一直聖經說坐在地上
[00:02:20.000 --> 00:02:24.000]  因為聖經說 約伯那時候一直找個瓦片
[00:02:24.000 --> 00:02:27.400]  在刮他身上的毒瘡
[00:02:27.400 --> 00:02:29.800]  朋友一直陪著他
[00:02:29.800 --> 00:02:34.400]  七日七夜之後 他第一個朋友開始發言了
[00:02:34.400 --> 00:02:35.800]  你看他講什麼
[00:02:35.800 --> 00:02:38.000]  第一個朋友叫做以利法
[00:02:38.000 --> 00:02:39.400]  他的目的是安慰他
[00:02:39.400 --> 00:02:43.400]  其實他們三個人我都相信是去安慰約伯的
[00:02:43.400 --> 00:02:45.600]  但他一開口就講什麼呢
[00:02:45.600 --> 00:02:52.800]  以利法說 人若想與你說話 你就厭煩嗎
[00:02:52.800 --> 00:02:56.200]  但誰能忍住不說呢
[00:02:56.200 --> 00:02:59.600]  聖經繼續說 你素來就教導過很多人
[00:02:59.600 --> 00:03:01.200]  鼓勵過很多人
[00:03:01.200 --> 00:03:04.400]  你也扶持很多跌倒的人
[00:03:04.400 --> 00:03:07.200]  但是現在禍患臨到你
[00:03:07.200 --> 00:03:13.600]  你就昏迷 靠近你 你變驚慌
[00:03:13.600 --> 00:03:15.400]  朋友這樣說
[00:03:15.400 --> 00:03:18.800]  其實我心想 這麼大的苦難
[00:03:18.800 --> 00:03:21.000]  我驚慌一下都不行
[00:03:21.000 --> 00:03:22.800]  雖然我平時是經常鼓勵人
[00:03:22.800 --> 00:03:24.200]  但去到這麼大的苦難
[00:03:24.200 --> 00:03:28.200]  難道我連驚嚇都不行
[00:03:28.200 --> 00:03:30.000]  他忍不住說話
[00:03:30.000 --> 00:03:32.000]  大家慢慢看他們的內容
[00:03:32.000 --> 00:03:34.200]  究竟有沒有同情心
[00:03:34.200 --> 00:03:35.600]  其實他們三個朋友
[00:03:35.600 --> 00:03:38.600]  不止與約伯有一次對話
[00:03:38.600 --> 00:03:41.800]  有兩個是三次 有一個是兩次
[00:03:41.800 --> 00:03:44.400]  我們看看他們如何安慰約伯
[00:03:44.400 --> 00:03:45.800]  第一次的時候
[00:03:45.800 --> 00:03:49.600]  以利法在第四第五章說了一些話
[00:03:49.600 --> 00:03:51.400]  但其實我們慢慢看
[00:03:51.400 --> 00:03:56.000]  他根本是在指教他
[00:03:56.000 --> 00:04:00.400]  第二次在第十五章開始責備他
[00:04:00.400 --> 00:04:02.400]  開始罵他
[00:04:02.400 --> 00:04:05.800]  第三次直接要定他的罪
[00:04:05.800 --> 00:04:08.200]  朋友來安慰 但定他的罪
[00:04:08.200 --> 00:04:11.400]  第二位朋友叫比納達
[00:04:11.400 --> 00:04:15.800]  在第八章他一開始警告
[00:04:15.800 --> 00:04:18.600]  去到十八章定罪
[00:04:18.600 --> 00:04:22.600]  去到二十五章又是定罪
[00:04:22.600 --> 00:04:24.800]  接著你說真慘
[00:04:24.800 --> 00:04:27.400]  去到第三個朋友 鎖法
[00:04:27.400 --> 00:04:31.200]  十一章一開始定罪
[00:04:31.200 --> 00:04:36.400]  接著去到二十章就說直接是報應
[00:04:36.400 --> 00:04:39.000]  人是不是很喜歡定人罪
[00:04:39.000 --> 00:04:42.400]  很多都是定罪 定罪 罵
[00:04:42.400 --> 00:04:44.800]  我們看看他們如何安慰約伯
[00:04:44.800 --> 00:04:49.000]  簡單來說 以利法一開始其實就是責備約伯
[00:04:49.000 --> 00:04:52.200]  他說你的罪孽 指教你的口
[00:04:52.200 --> 00:04:55.000]  你選用了鬼詐人的舌頭
[00:04:55.000 --> 00:04:57.600]  你自己的口定你有罪
[00:04:57.600 --> 00:04:59.600]  不是我 是朋友說
[00:04:59.600 --> 00:05:03.400]  你自己的嘴見證你的不是
[00:05:03.400 --> 00:05:07.400]  然後約伯聽完這些安慰之後
[00:05:07.400 --> 00:05:12.800]  約伯說 你們這樣的話我聽了很多了
[00:05:12.800 --> 00:05:18.400]  你們安慰人 反叫人受煩
[00:05:18.400 --> 00:05:21.200]  慘了 為什麼我看到這麼多人會心微笑
[00:05:21.200 --> 00:05:23.800]  難道很多人曾經安慰過你
[00:05:23.800 --> 00:05:27.000]  你反而覺得很煩
[00:05:27.000 --> 00:05:30.200]  但是以利法繼續鎖約伯
[00:05:30.200 --> 00:05:32.800]  他說你的罪惡豈不是大嗎
[00:05:32.800 --> 00:05:35.600]  你的罪孽也沒有窮盡
[00:05:35.600 --> 00:05:38.400]  然後在數 我都數不出來
[00:05:38.400 --> 00:05:41.200]  他說你無故搶你弟兄的東西
[00:05:41.200 --> 00:05:43.400]  又剝去貧窮人的衣服
[00:05:43.400 --> 00:05:45.200]  困乏人你又不給他水
[00:05:45.200 --> 00:05:46.800]  飢餓人你又不給他食物
[00:05:46.800 --> 00:05:49.000]  有能力的人你就拿了他的地圖
[00:05:49.000 --> 00:05:51.000]  尊貴的人反而住在那裡
[00:05:51.000 --> 00:05:55.000]  你又打發那些寡婦空手回家
[00:05:55.000 --> 00:05:57.800]  還要截斷孤兒的傍臂
[00:05:57.800 --> 00:06:01.600]  然後再說 因此有網羅圍繞你
[00:06:01.600 --> 00:06:04.800]  有恐懼忽然使你驚惶
[00:06:04.800 --> 00:06:06.800]  或有黑暗蒙蔽你
[00:06:06.800 --> 00:06:09.800]  並有洪水淹沒你
[00:06:09.800 --> 00:06:11.800]  但是我們上次看聖經說
[00:06:11.800 --> 00:06:16.200]  約伯是完全正直的
[00:06:16.200 --> 00:06:18.600]  無可指責的
[00:06:18.600 --> 00:06:21.800]  第二位朋友叫做比勒達
[00:06:21.800 --> 00:06:24.000]  一開口火氣更大
[00:06:24.000 --> 00:06:25.800]  帶著警告的口吻說
[00:06:25.800 --> 00:06:27.200]  凡忘記神的人
[00:06:27.200 --> 00:06:29.600]  警方就是這樣
[00:06:29.600 --> 00:06:30.600]  你不見了神
[00:06:30.600 --> 00:06:34.800]  所以你現在的情況就變成這樣
[00:06:34.800 --> 00:06:38.600]  不虔敬的人的指望要滅沒
[00:06:38.600 --> 00:06:41.000]  他所仰賴的會截斷
[00:06:41.000 --> 00:06:43.400]  他所倚靠的好像蜘蛛網
[00:06:43.400 --> 00:06:44.600]  形容得很具體
[00:06:44.600 --> 00:06:46.000]  好像蜘蛛網什麼
[00:06:46.000 --> 00:06:49.000]  好像蜘蛛網要靠著牆
[00:06:49.000 --> 00:06:51.800]  才可以織到蜘蛛網
[00:06:51.800 --> 00:06:56.600]  但是那間屋那面牆是塌的
[00:06:56.600 --> 00:06:58.000]  你要抓住房屋
[00:06:58.000 --> 00:07:01.000]  房屋卻不能存留
[00:07:01.000 --> 00:07:03.000]  相信那時在說的時候
[00:07:03.000 --> 00:07:05.200]  這個朋友還帶著凌厲的眼神
[00:07:05.200 --> 00:07:07.200]  如果不是說不出這些話
[00:07:07.200 --> 00:07:09.000]  他心中已經約定
[00:07:09.000 --> 00:07:13.200]  想定約伯就是因為有一個罪惡的因
[00:07:13.200 --> 00:07:18.400]  所以有這個苦難的果
[00:07:18.400 --> 00:07:21.000]  比勒達對約伯的三次對話
[00:07:21.000 --> 00:07:23.400]  都是很嚴重的指責
[00:07:23.400 --> 00:07:26.200]  甚至是評論約伯
[00:07:26.200 --> 00:07:27.600]  他說在本文中
[00:07:27.600 --> 00:07:30.400]  你不會再有子孫無子無孫
[00:07:30.400 --> 00:07:34.600]  在寄居之地也沒有一人能夠存留
[00:07:34.600 --> 00:07:37.400]  他說不義的人的住處就是這樣
[00:07:37.400 --> 00:07:41.400]  此乃不認識神人的地步
[00:07:41.400 --> 00:07:45.400]  約伯真的不認識神?
[00:07:45.400 --> 00:07:48.200]  約伯聽完朋友這樣罵完之後
[00:07:48.200 --> 00:07:49.800]  他的回應是
[00:07:49.800 --> 00:07:53.200]  你們搞擾我的心
[00:07:53.200 --> 00:07:56.600]  用言語壓碎我
[00:07:56.600 --> 00:07:58.400]  要到什麼時候呢?
[00:07:58.400 --> 00:08:02.800]  不單止壓還要碎
[00:08:02.800 --> 00:08:05.200]  一個已經這麼慘的人
[00:08:05.200 --> 00:08:07.600]  還要去回應這樣的說話
[00:08:07.600 --> 00:08:09.000]  第三位朋友
[00:08:09.000 --> 00:08:10.800]  都是一輪的
[00:08:10.800 --> 00:08:15.000]  廣東話叫狂轟轟炸他
[00:08:15.000 --> 00:08:17.800]  他一開始這個朋友的說法是
[00:08:17.800 --> 00:08:19.800]  我心中就急躁了
[00:08:19.800 --> 00:08:23.200]  所以我的思念一定要叫我去回答你
[00:08:23.200 --> 00:08:25.800]  他多急不及待去發言
[00:08:25.800 --> 00:08:26.800]  去罵約伯
[00:08:26.800 --> 00:08:28.400]  定約伯的罪
[00:08:28.400 --> 00:08:31.400]  他說天要顯明他的罪孽
[00:08:31.400 --> 00:08:33.200]  地要興起攻擊他
[00:08:33.200 --> 00:08:35.000]  他的家產必然過去
[00:08:35.000 --> 00:08:36.000]  神發怒的日子
[00:08:36.000 --> 00:08:37.600]  他的貨物都要消滅
[00:08:37.600 --> 00:08:41.000]  這是惡人從神所得的份
[00:08:41.000 --> 00:08:43.600]  是神為他所定的產業
[00:08:43.600 --> 00:08:46.200]  即是說他應得
[00:08:46.200 --> 00:08:47.200]  我想這個時候
[00:08:47.200 --> 00:08:50.600]  約伯真的沒那麼好氣了
[00:08:50.600 --> 00:08:53.800]  約伯的回應是什麼呢?
[00:08:53.800 --> 00:08:57.000]  你們要細聽我的言語
[00:08:57.000 --> 00:09:00.600]  就算是你們安慰我
[00:09:00.600 --> 00:09:02.800]  這個不知道會不會就是
[00:09:02.800 --> 00:09:06.800]  患病不開心的人最需要的呢?
[00:09:06.800 --> 00:09:10.000]  就是你願意去聽他說
[00:09:10.000 --> 00:09:13.000]  他有什麼的需要
[00:09:13.000 --> 00:09:14.800]  約伯已經很慘
[00:09:14.800 --> 00:09:16.200]  他受到極大的苦難
[00:09:16.200 --> 00:09:17.400]  極大的創傷
[00:09:17.400 --> 00:09:19.000]  無論是心靈裏面
[00:09:19.000 --> 00:09:20.600]  無論是身體上
[00:09:20.600 --> 00:09:23.200]  所以約伯最後回應這幾個朋友
[00:09:23.200 --> 00:09:24.200]  說了兩句話
[00:09:24.200 --> 00:09:26.000]  你聽下去
[00:09:26.000 --> 00:09:28.600]  看下去你就覺得有骨的
[00:09:28.600 --> 00:09:30.400]  即是約伯終於說回有骨的東西
[00:09:30.400 --> 00:09:32.400]  說什麼呢?
[00:09:32.400 --> 00:09:34.800]  他說約伯說自己
[00:09:34.800 --> 00:09:36.800]  無能的人
[00:09:36.800 --> 00:09:40.000]  蒙你何等的幫助
[00:09:40.000 --> 00:09:42.400]  放棄無力的人
[00:09:42.400 --> 00:09:45.600]  蒙你何等的拯救
[00:09:45.600 --> 00:09:47.200]  無智慧的人
[00:09:47.200 --> 00:09:49.800]  蒙你何等的指教
[00:09:49.800 --> 00:09:55.000]  你向他多顯大智識
[00:09:55.000 --> 00:09:56.400]  即是什麼呢?
[00:09:56.400 --> 00:09:59.200]  即是約伯已經不想爭辯了
[00:09:59.200 --> 00:10:00.800]  讓人家不想再罵你
[00:10:00.800 --> 00:10:02.400]  說什麼呢?
[00:10:02.400 --> 00:10:04.400]  你最厲害
[00:10:04.400 --> 00:10:06.400]  你說話全對
[00:10:06.400 --> 00:10:08.200]  我無能
[00:10:08.200 --> 00:10:09.200]  我無力
[00:10:09.200 --> 00:10:10.600]  我無智慧
[00:10:10.600 --> 00:10:12.200]  所以謝謝你們
[00:10:12.200 --> 00:10:14.800]  意思是叫他快點走
[00:10:14.800 --> 00:10:17.000]  你罵夠我了
[00:10:17.000 --> 00:10:19.600]  約伯記總共有42章
[00:10:19.600 --> 00:10:21.200]  約伯三個朋友
[00:10:21.200 --> 00:10:24.600]  由第四章開始和約伯辯論
[00:10:24.600 --> 00:10:28.400]  辯論到25章
[00:10:28.400 --> 00:10:31.200]  說了很多的偽論
[00:10:31.200 --> 00:10:35.800]  但你知不知道這三個朋友的下場是什麼呢?
[00:10:35.800 --> 00:10:40.600]  是上帝親自責備他幾個朋友
[00:10:40.600 --> 00:10:42.800]  其中上帝說什麼呢?
[00:10:42.800 --> 00:10:45.200]  耶和華對約伯說話之後
[00:10:45.200 --> 00:10:47.400]  因為耶和華和約伯先說了一些話
[00:10:47.400 --> 00:10:49.800]  然後再和幾個朋友再說話
[00:10:49.800 --> 00:10:51.000]  就對提曼人
[00:10:51.000 --> 00:10:53.200]  即是第一個發言的朋友說
[00:10:53.200 --> 00:10:58.800]  我的怒氣要向你和你兩個朋友發作
[00:10:58.800 --> 00:11:05.200]  因為你們議論我不如我的僕人約伯議論的事
[00:11:05.200 --> 00:11:07.600]  現在你們要拿七隻公牛七隻公羊
[00:11:07.600 --> 00:11:09.400]  去我僕人約伯那裡
[00:11:09.400 --> 00:11:11.000]  去為自己獻上繁祭
[00:11:11.000 --> 00:11:14.200]  我的僕人約伯都為你們祈禱
[00:11:14.200 --> 00:11:15.600]  我因為越立他
[00:11:15.600 --> 00:11:19.000]  所以我不按你們的願望來扮你們
[00:11:19.000 --> 00:11:23.800]  你們議論我不如我的僕人約伯說的事
[00:11:23.800 --> 00:11:25.800]  這是耶和華親自說的
[00:11:25.800 --> 00:11:29.800]  即是說剛才他的朋友發表的所有偽論
[00:11:29.800 --> 00:11:34.400]  都是錯的
[00:11:34.400 --> 00:11:36.400]  約伯讓我們再一次知道
[00:11:36.400 --> 00:11:38.800]  當有人有苦難的時候
[00:11:38.800 --> 00:11:44.400]  或者真的完全和他所犯的罪無關的
[00:11:44.400 --> 00:11:46.000]  但不知為何
[00:11:46.000 --> 00:11:48.000]  我們有時真的見到一些人
[00:11:48.000 --> 00:11:49.400]  我有一個朋友
[00:11:49.400 --> 00:11:51.400]  他是一個鋼琴家
[00:11:51.400 --> 00:11:52.800]  他一出生
[00:11:52.800 --> 00:11:58.600]  只有三隻完整的手指
[00:11:58.600 --> 00:11:59.800]  其餘只有一半
[00:11:59.800 --> 00:12:02.400]  即是我們現在手指有三節
[00:12:02.400 --> 00:12:03.800]  他有些只有一節
[00:12:03.800 --> 00:12:04.600]  有些沒有
[00:12:04.600 --> 00:12:06.800]  他腳趾有幾隻都是沒有
[00:12:06.800 --> 00:12:08.200]  所以他走路的時候
[00:12:08.200 --> 00:12:10.400]  本身是走不了的
[00:12:10.400 --> 00:12:11.800]  接著他說他媽媽
[00:12:11.800 --> 00:12:13.200]  等他從小到大的時候
[00:12:13.200 --> 00:12:15.000]  帶他去街市買菜
[00:12:15.000 --> 00:12:17.000]  然後見到一些親朋戚友
[00:12:17.000 --> 00:12:18.200]  或者不認識他的人
[00:12:18.200 --> 00:12:20.400]  有些人真的和他媽媽說
[00:12:20.400 --> 00:12:23.000]  你是不是做錯了什麼
[00:12:23.000 --> 00:12:26.600]  為什麼你的女兒會這樣
[00:12:26.600 --> 00:12:32.000]  幾十年都被人這樣指指點點
[00:12:32.000 --> 00:12:34.000]  當我們再安慰人的時候
[00:12:34.000 --> 00:12:36.800]  我們會不會只是發表偽論呢
[00:12:36.800 --> 00:12:39.000]  我都聽過有些人去安慰人的時候
[00:12:39.000 --> 00:12:40.400]  他會這樣說的
[00:12:40.400 --> 00:12:42.800]  他說你看
[00:12:42.800 --> 00:12:46.600]  人家慘你這麼多
[00:12:46.600 --> 00:12:48.800]  人家都可以重新起身
[00:12:48.800 --> 00:12:50.200]  你這麼小事
[00:12:50.200 --> 00:12:53.800]  你不是很慘而已
[00:12:53.800 --> 00:12:56.800]  我們應不應該這樣安慰人
[00:12:56.800 --> 00:12:59.200]  多謝全部人的領頭
[00:12:59.200 --> 00:13:01.600]  其實說承受壓力
[00:13:01.600 --> 00:13:03.600]  說承受苦難
[00:13:03.600 --> 00:13:05.600]  每個人不同
[00:13:05.600 --> 00:13:07.000]  你看他可能很好
[00:13:07.000 --> 00:13:09.200]  但其實可能他心靈上
[00:13:09.200 --> 00:13:10.400]  或者身體上
[00:13:10.400 --> 00:13:13.000]  真的有很多的問題
[00:13:13.000 --> 00:13:16.000]  當我們去探望別人的時候
[00:13:16.000 --> 00:13:17.800]  有時候我們都容易說錯話
[00:13:17.800 --> 00:13:19.400]  當別人說了他的問題
[00:13:19.400 --> 00:13:22.800]  你第一句就說我明白
[00:13:22.800 --> 00:13:25.200]  這句話我經常都忍住的
[00:13:25.200 --> 00:13:27.200]  其實不可以說我明白
[00:13:27.200 --> 00:13:29.800]  你明白什麼呢
[00:13:29.800 --> 00:13:32.200]  當別人真的好像約伯一樣
[00:13:32.200 --> 00:13:34.600]  沒有子女沒有錢
[00:13:34.600 --> 00:13:37.800]  你試過沒有錢嗎
[00:13:37.800 --> 00:13:41.200]  其實你不明白的
[00:13:41.200 --> 00:13:42.200]  不明白
[00:13:42.200 --> 00:13:44.400]  我們可能只是說
[00:13:44.400 --> 00:13:46.200]  我雖然真的不明白
[00:13:46.200 --> 00:13:48.600]  但我願意關心你
[00:13:48.600 --> 00:13:51.400]  我願意聆聽你的需要
[00:13:51.400 --> 00:13:53.800]  可能這樣就已經足夠了
[00:13:53.800 --> 00:13:55.200]  你不是要發表偽論
[00:13:55.200 --> 00:13:56.600]  不是幫他解釋
[00:13:56.600 --> 00:13:59.200]  為什麼你現在這樣
[00:13:59.200 --> 00:14:00.400]  你所解釋的
[00:14:00.400 --> 00:14:04.800]  可能變成了那幾個朋友的偽論
[00:14:04.800 --> 00:14:07.600]  說完好心做壞事的朋友
[00:14:07.600 --> 00:14:08.800]  我們不如說說
[00:14:08.800 --> 00:14:12.800]  好心做好事的敵人
[00:14:12.800 --> 00:14:16.400]  為什麼敵人會做好事呢
[00:14:16.400 --> 00:14:18.400]  聖經說有一次有個律法師
[00:14:18.400 --> 00:14:19.800]  就是很熟悉律法的人
[00:14:19.800 --> 00:14:21.600]  就走去想試探耶穌
[00:14:21.600 --> 00:14:23.000]  為什麼要試探耶穌呢
[00:14:23.000 --> 00:14:24.600]  因為耶穌做得很好
[00:14:24.600 --> 00:14:26.200]  所以有些人就眼紅耶穌
[00:14:26.200 --> 00:14:27.800]  想找一些把柄
[00:14:27.800 --> 00:14:30.000]  然後要定耶穌的罪
[00:14:30.000 --> 00:14:31.600]  然後他就走去跟耶穌說
[00:14:31.600 --> 00:14:32.800]  那個律法師
[00:14:32.800 --> 00:14:33.600]  他說夫子
[00:14:33.600 --> 00:14:35.200]  就是老師的意思
[00:14:35.200 --> 00:14:37.800]  我要做些什麼
[00:14:37.800 --> 00:14:41.600]  才可以承受永生呢
[00:14:41.600 --> 00:14:44.200]  耶穌當然有智慧
[00:14:44.200 --> 00:14:45.200]  但其實那個律法師
[00:14:45.200 --> 00:14:48.600]  根本是很明白律法的要求
[00:14:48.600 --> 00:14:50.000]  他知道的
[00:14:50.000 --> 00:14:53.000]  但他就要看耶穌怎樣回答
[00:14:53.000 --> 00:14:56.400]  但有智慧的耶穌就問他
[00:14:56.400 --> 00:14:59.400]  那律法上寫的是什麼
[00:14:59.400 --> 00:15:02.800]  你讀的又是什麼呢
[00:15:02.800 --> 00:15:04.400]  律法師這樣回答
[00:15:04.400 --> 00:15:06.800]  他說盡心盡性
[00:15:06.800 --> 00:15:08.400]  盡力盡意
[00:15:08.400 --> 00:15:09.800]  愛主你的神
[00:15:09.800 --> 00:15:12.400]  又要愛鄰舍如同自己
[00:15:12.400 --> 00:15:15.000]  就是盡你的能力去愛神
[00:15:15.000 --> 00:15:18.600]  然後愛你的鄰舍
[00:15:18.600 --> 00:15:20.600]  聖經好像繼續形容那個律法師
[00:15:20.600 --> 00:15:21.800]  不肯罷休
[00:15:21.800 --> 00:15:23.400]  然後他再說
[00:15:23.400 --> 00:15:25.800]  因為那個人要顯明自己有道理
[00:15:25.800 --> 00:15:27.200]  就跟耶穌說
[00:15:27.200 --> 00:15:30.800]  那誰是我的鄰舍呢
[00:15:30.800 --> 00:15:33.800]  誰是我的鄰舍呢
[00:15:33.800 --> 00:15:37.200]  耶穌就說了以下這個故事來回答他
[00:15:37.200 --> 00:15:39.200]  他說有一天有個人從耶路撒冷
[00:15:39.200 --> 00:15:40.200]  就下耶利哥
[00:15:40.200 --> 00:15:42.200]  然後被強盜打劫
[00:15:42.200 --> 00:15:43.600]  打到半死
[00:15:43.600 --> 00:15:44.600]  被他脫光衣服
[00:15:44.600 --> 00:15:46.400]  然後那些強盜走了
[00:15:46.400 --> 00:15:49.400]  偶然有一個祭司經過
[00:15:49.400 --> 00:15:52.600]  祭司你就當是一些當時的神職人員
[00:15:52.600 --> 00:15:54.200]  等於牧師
[00:15:54.200 --> 00:15:56.000]  然後那時候他們要負責
[00:15:56.000 --> 00:15:58.600]  在聖殿裏面一切的祭祀
[00:15:58.600 --> 00:16:00.400]  他要看管著聖殿
[00:16:00.400 --> 00:16:03.000]  他們直接可以跟上帝
[00:16:03.000 --> 00:16:05.400]  來到去侍奉上帝的
[00:16:05.400 --> 00:16:06.800]  但經過
[00:16:06.800 --> 00:16:07.800]  看一看
[00:16:07.800 --> 00:16:10.000]  那個打到半死的人
[00:16:10.000 --> 00:16:13.000]  那個祭司走過了
[00:16:13.000 --> 00:16:14.200]  有第二個人
[00:16:14.200 --> 00:16:16.600]  是一個利尾人
[00:16:16.600 --> 00:16:18.200]  利尾人你可以理解為
[00:16:18.200 --> 00:16:21.800]  在聖殿協助祭司的人
[00:16:21.800 --> 00:16:24.400]  他們有時都要負責音樂
[00:16:24.400 --> 00:16:26.400]  負責音樂
[00:16:26.400 --> 00:16:30.000]  總之這兩類人都是看管著聖殿的
[00:16:30.000 --> 00:16:33.000]  但當這個人又見到那個
[00:16:33.000 --> 00:16:34.800]  被人打到半死的人
[00:16:34.800 --> 00:16:38.600]  又走過了
[00:16:38.600 --> 00:16:40.400]  然後唯有
[00:16:40.400 --> 00:16:42.800]  耶穌說有一個撒瑪利亞人
[00:16:42.800 --> 00:16:44.200]  走路經過那裏
[00:16:44.200 --> 00:16:47.000]  見到他動了瓷心
[00:16:47.000 --> 00:16:50.400]  撒瑪利亞人上前用油和酒
[00:16:50.400 --> 00:16:52.400]  倒在他的傷口上
[00:16:52.400 --> 00:16:54.000]  即是幫他什麼?
[00:16:54.000 --> 00:16:55.000]  消毒
[00:16:55.000 --> 00:16:57.600]  這個可能是古代的急救方法
[00:16:57.600 --> 00:16:59.000]  幫他消毒
[00:16:59.000 --> 00:17:00.000]  爆炸好
[00:17:00.000 --> 00:17:03.400]  然後還扶他騎上自己的身後
[00:17:03.400 --> 00:17:07.400]  帶到女店裏面去照應他
[00:17:07.400 --> 00:17:08.200]  睡了一晚
[00:17:08.200 --> 00:17:09.000]  第二天
[00:17:09.000 --> 00:17:11.200]  因為那個撒瑪利亞人要走了
[00:17:11.200 --> 00:17:12.000]  要上路了
[00:17:12.000 --> 00:17:14.200]  他還拿出了兩錢銀子
[00:17:14.200 --> 00:17:15.200]  交給店主
[00:17:15.200 --> 00:17:16.200]  跟店主說
[00:17:16.200 --> 00:17:18.200]  麻煩你幫我照顧傷者
[00:17:18.200 --> 00:17:20.600]  並且承諾他回來之後
[00:17:20.600 --> 00:17:23.800]  會將不夠的錢給他
[00:17:23.800 --> 00:17:26.000]  耶穌說完這個比喻之後
[00:17:26.000 --> 00:17:28.400]  就問那個律法師
[00:17:28.400 --> 00:17:30.800]  你想這三個人裏面
[00:17:30.800 --> 00:17:34.200]  祭司、利美人和好撒瑪利亞人
[00:17:34.200 --> 00:17:37.400]  哪一個是他的鄰舍呢?
[00:17:37.400 --> 00:17:41.600]  律法師說是憐憫他那一個
[00:17:41.600 --> 00:17:43.800]  其實這個答案根本很容易
[00:17:43.800 --> 00:17:45.200]  沒有第二個答案
[00:17:45.200 --> 00:17:46.600]  然後耶穌說
[00:17:46.600 --> 00:17:49.800]  你照樣行罷
[00:17:49.800 --> 00:17:53.800]  你照樣行罷
