
[00:00:00.000 --> 00:00:07.000]  今天和大家宣講的經文是在彼得侯書
[00:00:07.000 --> 00:00:10.000]  信心為百德之基
[00:00:10.000 --> 00:00:16.000]  我們先看彼得侯書一章三到十一節
[00:00:16.000 --> 00:00:24.000]  如果你看到螢光幕上的請聽我讀一次
[00:00:24.000 --> 00:00:28.000]  不算很長 一章三節
[00:00:28.000 --> 00:00:34.000]  神的神能已將一切關乎生命和權勁的事賜給我們
[00:00:34.000 --> 00:00:40.000]  皆因我們認識那用自己榮耀和美德照我們的主
[00:00:40.000 --> 00:00:46.000]  因此祂已將有寶貴又極大的英許賜給我們
[00:00:46.000 --> 00:00:49.000]  叫我們脫離世上情慾來的敗壞
[00:00:49.000 --> 00:00:52.000]  就可以和上帝的聖情有份
[00:00:52.000 --> 00:00:55.000]  因此你們要憤外殷勤
[00:00:55.000 --> 00:00:58.000]  有了信心又要加上德行
[00:00:58.000 --> 00:01:01.000]  有了德行又要加上知識
[00:01:01.000 --> 00:01:04.000]  有了知識又要加上節制
[00:01:04.000 --> 00:01:06.000]  有了節制又要加上忍耐
[00:01:06.000 --> 00:01:09.000]  有了忍耐又要加上虔敬
[00:01:09.000 --> 00:01:13.000]  有了虔敬又要加上愛弟兄的心
[00:01:13.000 --> 00:01:17.000]  有了愛弟兄的心又要加上愛眾人的心
[00:01:17.000 --> 00:01:19.000]  你們充充足足有這幾樣
[00:01:19.000 --> 00:01:23.000]  就必使你們在認識我們主耶穌基督上
[00:01:23.000 --> 00:01:26.000]  不知患難不潔的那時
[00:01:26.000 --> 00:01:30.000]  人若沒有這幾樣就是眼瞎
[00:01:30.000 --> 00:01:37.000]  只看見近處忘記他舊日的罪已經得了赦免潔淨
[00:01:37.000 --> 00:01:40.000]  所以弟兄們應該更加殷勤
[00:01:40.000 --> 00:01:44.000]  使你們所蒙的恩照和揀選堅定不移
[00:01:44.000 --> 00:01:48.000]  你們若果行這幾樣就永不失腳
[00:01:48.000 --> 00:01:52.000]  這樣必叫你們豐豐富富的
[00:01:52.000 --> 00:01:57.000]  得以進入我們救主耶穌基督永遠的國
[00:01:57.000 --> 00:02:00.000]  這段經文可能我們都讀過
[00:02:00.000 --> 00:02:02.000]  或者我們都熟悉
[00:02:02.000 --> 00:02:08.000]  不過我想今天從信心的角度來思考這段經文
[00:02:08.000 --> 00:02:14.000]  首先我們看一個神聖的裝備
[00:02:14.000 --> 00:02:21.000]  這個神聖的裝備在一章三和四節為我們提出來
[00:02:21.000 --> 00:02:23.000]  什麼叫神聖的裝備呢?
[00:02:23.000 --> 00:02:25.000]  經文是這樣說
[00:02:25.000 --> 00:02:27.000]  神的神能
[00:02:27.000 --> 00:02:29.000]  我們要解釋什麼叫神能
[00:02:29.000 --> 00:02:33.000]  是將生命和權勁的事賜給我們
[00:02:33.000 --> 00:02:35.000]  我們看看
[00:02:35.000 --> 00:02:37.000]  神能
[00:02:37.000 --> 00:02:38.000]  下一章
[00:02:39.000 --> 00:02:43.000]  它的意思是神聖的能力
[00:02:43.000 --> 00:02:48.000]  這個字不是說我們有什麼超乎的能力
[00:02:48.000 --> 00:02:53.000]  原來彼得在這裡是在說耶穌基督
[00:02:53.000 --> 00:02:56.000]  為什麼這個意思呢?
[00:02:56.000 --> 00:03:01.000]  原來這個神能是透過耶穌基督
[00:03:01.000 --> 00:03:05.000]  祂將上帝的能力賜給我們
[00:03:05.000 --> 00:03:08.000]  而不是我們在外面
[00:03:08.000 --> 00:03:12.000]  透過宗教或其他東西來挑戰
[00:03:12.000 --> 00:03:16.000]  所以這個能力的設計是由上帝而來
[00:03:16.000 --> 00:03:21.000]  但由上帝而來是要透過基督賜給我們
[00:03:21.000 --> 00:03:25.000]  所以這個能力不是我們要做超人
[00:03:25.000 --> 00:03:28.000]  或者我們要有什麼特殊的能力
[00:03:28.000 --> 00:03:33.000]  而是實踐基督賜給我們的生命
[00:03:33.000 --> 00:03:36.000]  是關乎生命和權勁的事
[00:03:36.000 --> 00:03:38.000]  關乎生命和權勁的事
[00:03:38.000 --> 00:03:40.000]  這個能力給我們做什麼呢?
[00:03:40.000 --> 00:03:41.000]  我再說
[00:03:41.000 --> 00:03:44.000]  不是叫我們有特殊的能力或超人的能力
[00:03:44.000 --> 00:03:48.000]  是叫我們能夠服侍上帝
[00:03:48.000 --> 00:03:52.000]  因此這種能力是我們的裝備
[00:03:52.000 --> 00:03:56.000]  就是在服侍上帝裡有這種裝備
[00:03:56.000 --> 00:04:00.000]  而這種裝備是神賜給我們的能力
[00:04:00.000 --> 00:04:02.000]  無論在施班裡的服侍
[00:04:02.000 --> 00:04:04.000]  在教會關顧的服侍
[00:04:04.000 --> 00:04:06.000]  在愛弟兄姊妹
[00:04:06.000 --> 00:04:08.000]  在願意犧牲自己
[00:04:08.000 --> 00:04:10.000]  在社區裡傳福音
[00:04:10.000 --> 00:04:17.000]  甚至有些人願意將自己放到海外
[00:04:17.000 --> 00:04:19.000]  去到其他國家
[00:04:19.000 --> 00:04:21.000]  例如回教國家
[00:04:21.000 --> 00:04:25.000]  很艱苦的去見證上帝
[00:04:25.000 --> 00:04:28.000]  背後就是來自這種能力
[00:04:28.000 --> 00:04:31.000]  所以這種能力是基督徒的裝備能力
[00:04:31.000 --> 00:04:33.000]  下面一張
[00:04:33.000 --> 00:04:36.000]  什麼叫生命和權勁的事呢?
[00:04:36.000 --> 00:04:41.000]  生命和權勁的事原來是說一種宗教的生活
[00:04:41.000 --> 00:04:44.000]  當我們相信主
[00:04:44.000 --> 00:04:46.000]  當我們有了這個生命
[00:04:46.000 --> 00:04:49.000]  我們就會將它實踐出來
[00:04:49.000 --> 00:04:57.000]  所以生命和權勁的事是說我們能夠將我們所信的去表達出來
[00:04:57.000 --> 00:05:05.000]  所謂宗教的意思就是一種經典的可以實踐出來
[00:05:05.000 --> 00:05:08.000]  我們的信仰不是抽象的
[00:05:08.000 --> 00:05:12.000]  我們的信仰不是認識一大堆的知識
[00:05:12.000 --> 00:05:15.000]  我們的信仰就是在我們生活上實踐出來
[00:05:15.000 --> 00:05:16.000]  剛才我們說過
[00:05:16.000 --> 00:05:18.000]  當我們有了這種能力
[00:05:18.000 --> 00:05:20.000]  我們能夠去到一個國家很孤單
[00:05:20.000 --> 00:05:22.000]  面對很多困難
[00:05:22.000 --> 00:05:25.000]  但我們仍然去見證上帝
[00:05:25.000 --> 00:05:29.000]  在我香港有一對夫妻
[00:05:29.000 --> 00:05:33.000]  其實他們有相當好的工作和職業
[00:05:33.000 --> 00:05:36.000]  他們兩個人放下了香港很多的東西
[00:05:36.000 --> 00:05:39.000]  然後他們去神樂院讀書
[00:05:39.000 --> 00:05:41.000]  他們有一個目的
[00:05:41.000 --> 00:05:47.000]  這個弟兄過去一直做一些編青的工作
[00:05:47.000 --> 00:05:49.000]  他說香港也有很多人做
