
[00:00:00.000 --> 00:00:09.200]  保佑我們有機會一同敬拜釋放你
[00:00:09.200 --> 00:00:11.800]  求你藉着你的話語向我們提醒
[00:00:11.800 --> 00:00:15.200]  順便教導安慰
[00:00:15.200 --> 00:00:18.600]  以致我們的生命有個改變
[00:00:18.600 --> 00:00:21.800]  藉着耶穌基督丹丹十字架的故事
[00:00:21.800 --> 00:00:26.800]  讓我們從新的另外一個角度看我們的人生
[00:00:26.800 --> 00:00:28.500]  祝福引領我們
[00:00:28.500 --> 00:00:30.400]  羅奉耶穌命求
[00:00:30.400 --> 00:00:31.700]  阿們
[00:00:31.700 --> 00:00:35.100]  我先關掉電話
[00:00:35.100 --> 00:00:39.900]  不然一會不知道哪裏打電話來
[00:00:39.900 --> 00:00:42.100]  我記得很多年前
[00:00:42.100 --> 00:00:44.300]  我的小朋友還是很小
[00:00:44.300 --> 00:00:47.400]  我和我太太和一家人去臺灣旅行
[00:00:47.400 --> 00:00:50.200]  我們小時候經常聽過唱一首歌
[00:00:50.200 --> 00:00:51.700]  阿里山的姑娘
[00:00:51.700 --> 00:00:54.000]  阿里山的少年裝如偶
[00:00:54.000 --> 00:00:56.400]  阿里山的姑娘又很漂亮
[00:00:56.400 --> 00:00:58.700]  那我們決定去阿里山看一看
[00:00:58.700 --> 00:01:00.000]  不是去看阿里山
[00:01:00.000 --> 00:01:02.900]  不是看阿里山的少年和姑娘
[00:01:02.900 --> 00:01:04.200]  爲了省錢一件
[00:01:04.200 --> 00:01:07.700]  我們就搭公共汽車
[00:01:07.700 --> 00:01:09.900]  走了很久
[00:01:09.900 --> 00:01:12.300]  都挺辛苦的旅程
[00:01:12.300 --> 00:01:14.300]  終於就去到目的地了
[00:01:14.300 --> 00:01:16.100]  那我們就下車
[00:01:16.100 --> 00:01:18.300]  那我的小朋友就先走
[00:01:18.300 --> 00:01:19.900]  那我太太跟着
[00:01:19.900 --> 00:01:22.700]  我就墊後拿着行李去
[00:01:22.700 --> 00:01:25.500]  我正要走的時候突然間發覺
[00:01:25.500 --> 00:01:27.700]  後面好像被人大力一推
[00:01:27.700 --> 00:01:29.700]  我就撲上前面撞到我太太
[00:01:29.700 --> 00:01:32.300]  我太太跟着走了前面
[00:01:32.300 --> 00:01:33.600]  我轉頭看一看
[00:01:33.600 --> 00:01:37.000]  一個身高身大的老伯
[00:01:37.000 --> 00:01:39.000]  他說的話我都不懂得聽
[00:01:39.000 --> 00:01:40.500]  我想是一些土話
[00:01:40.500 --> 00:01:41.900]  意思我猜他就是
[00:01:41.900 --> 00:01:45.500]  爲什麼阻着我路走得這麼慢
[00:01:45.500 --> 00:01:48.100]  那當時我就想一下
[00:01:48.100 --> 00:01:49.900]  他的地頭蟲
[00:01:49.900 --> 00:01:52.200]  好漢不喫眼前虧
[00:01:52.200 --> 00:01:55.700]  那就沒出聲了
[00:01:55.700 --> 00:01:58.300]  他見我沒出聲又上來一掌
[00:01:58.300 --> 00:02:00.200]  再來推一推
[00:02:00.200 --> 00:02:02.400]  那我就有所預備
[00:02:02.400 --> 00:02:04.000]  我太太見到的時候就說
[00:02:04.000 --> 00:02:07.200]  爲什麼你去無端端的推人
[00:02:07.200 --> 00:02:09.800]  這個老伯就跟着
[00:02:09.800 --> 00:02:13.200]  氣沖沖 生氣的走出車
[00:02:13.200 --> 00:02:16.100]  走到出去車門了
[00:02:16.100 --> 00:02:17.700]  我才小聲說
[00:02:17.700 --> 00:02:20.100]  神經病
[00:02:20.100 --> 00:02:21.600]  我用廣東話說
[00:02:21.600 --> 00:02:24.400]  小聲的說
[00:02:24.400 --> 00:02:26.800]  這件事就弄得我很不開心
[00:02:26.800 --> 00:02:29.600]  什麼觀光的慾望都沒有了
[00:02:29.600 --> 00:02:31.700]  去到酒店的時候
[00:02:31.700 --> 00:02:33.200]  那些子女就說
[00:02:33.200 --> 00:02:34.000]  想出去走走
[00:02:34.000 --> 00:02:37.300]  見一下這個世界怎麼樣
[00:02:37.300 --> 00:02:38.500]  我就說
[00:02:38.500 --> 00:02:40.200]  爹地不太舒服
[00:02:40.200 --> 00:02:41.400]  媽咪跟你出去
[00:02:41.400 --> 00:02:43.600]  我一個人在酒店休息一下
[00:02:43.600 --> 00:02:44.500]  他們出去了
[00:02:44.500 --> 00:02:46.400]  只剩下我一個人在酒店
[00:02:46.400 --> 00:02:47.600]  我在騎樓裏面
[00:02:47.600 --> 00:02:50.900]  看着阿里山對面那個叫玉山
[00:02:50.900 --> 00:02:53.100]  看着玉山
[00:02:53.100 --> 00:02:55.200]  我就在那裏發呆
[00:02:55.200 --> 00:02:57.300]  我就幻想到我自己
[00:02:57.300 --> 00:02:59.900]  拿着AK47
[00:02:59.900 --> 00:03:02.800]  在我前面那個就是剛纔那個老伯
[00:03:02.800 --> 00:03:03.900]  跪在那裏
[00:03:03.900 --> 00:03:05.200]  和我響響頭
[00:03:05.200 --> 00:03:07.500]  說你跪四十九個響頭
[00:03:07.500 --> 00:03:11.200]  不是我就打你
[00:03:11.200 --> 00:03:13.900]  當時一直在幻想的時候
[00:03:13.900 --> 00:03:15.600]  自己好像突然之間
[00:03:15.600 --> 00:03:19.800]  覺得好像不知道多有勢力
[00:03:19.800 --> 00:03:21.300]  突然醒過來我問我自己
[00:03:21.300 --> 00:03:23.000]  我搞什麼鬼
[00:03:23.000 --> 00:03:25.100]  這麼遠這麼辛苦來到
[00:03:25.100 --> 00:03:28.200]  找你發這種白日夢
[00:03:28.200 --> 00:03:30.000]  突然間覺得
[00:03:30.000 --> 00:03:31.600]  我是一個什麼人
[00:03:31.600 --> 00:03:32.800]  我發覺我都是一個
[00:03:32.800 --> 00:03:34.800]  很難接受自己一個
[00:03:34.800 --> 00:03:36.500]  是無權無勢
[00:03:36.500 --> 00:03:38.300]  被人欺負
[00:03:38.300 --> 00:03:41.400]  被人糟蹋
[00:03:41.400 --> 00:03:42.400]  我覺得
[00:03:42.400 --> 00:03:43.300]  我不能夠接受
[00:03:43.300 --> 00:03:47.200]  我是一個這樣的男人
[00:03:47.200 --> 00:03:49.600]  另外一個故事我想起
[00:03:49.600 --> 00:03:53.600]  當我在這個教會侍奉的時候
[00:03:53.600 --> 00:03:54.600]  我每逢下午
[00:03:54.600 --> 00:03:55.600]  我就有個習慣
[00:03:55.600 --> 00:03:59.400]  就走去Northridge的游泳池游泳
[00:03:59.400 --> 00:04:02.000]  有一天我就游完泳
[00:04:02.000 --> 00:04:05.500]  拿着東西就過馬路回來了
[00:04:05.500 --> 00:04:09.300]  很近Northridge的swimming pool
[00:04:09.300 --> 00:04:11.600]  正要過馬路去泡河街的時候
[00:04:11.600 --> 00:04:13.100]  就突然間
[00:04:13.100 --> 00:04:14.300]  就見到我前面有一個
[00:04:14.300 --> 00:04:17.500]  大概五十多歲的白種女女士
[00:04:17.500 --> 00:04:19.200]  就過馬路
[00:04:19.200 --> 00:04:21.400]  有一輛Cadillac
[00:04:21.400 --> 00:04:22.600]  是一輛漂亮的車
[00:04:22.600 --> 00:04:24.800]  一個唐人開着的車
[00:04:24.800 --> 00:04:27.500]  見到有個女人經過就停在那裏
[00:04:27.500 --> 00:04:29.100]  就等她過馬路
[00:04:29.100 --> 00:04:31.400]  誰知道這個女士
[00:04:31.400 --> 00:04:32.800]  就不走就站在那裏
[00:04:32.800 --> 00:04:34.800]  對着車子指着
[00:04:34.800 --> 00:04:36.800]  Go back to China
[00:04:36.800 --> 00:04:39.800]  大聲的在那裏
[00:04:39.800 --> 00:04:42.300]  那個司機我想聽不到他說什麼
[00:04:42.300 --> 00:04:44.200]  因爲他全部關了窗
[00:04:44.200 --> 00:04:46.600]  但我後面聽得清清楚楚
[00:04:46.600 --> 00:04:49.600]  我覺得好像這個人在罵我一樣
[00:04:49.600 --> 00:04:52.900]  當時我就調戲很不順了
[00:04:52.900 --> 00:04:58.000]  於是我就跟着他
[00:04:58.000 --> 00:05:00.700]  很明顯他不是這裏人來的
[00:05:00.700 --> 00:05:03.500]  因爲他一直走向Chinatown
[00:05:03.500 --> 00:05:05.400]  我跟着他
[00:05:05.400 --> 00:05:07.900]  跟着的時候發現有個男人跟着他
[00:05:07.900 --> 00:05:09.700]  他就開始害怕就過馬路
[00:05:09.700 --> 00:05:11.400]  那我又過馬路
