
[00:00:00.000 --> 00:00:04.560]  如果大家一直有離開全福
[00:00:04.560 --> 00:00:07.600]  就知道我提過我有個心願
[00:00:07.600 --> 00:00:10.960]  希望可以在6月、7月和8月
[00:00:10.960 --> 00:00:14.720]  三次崇拜的廣告裏面
[00:00:14.720 --> 00:00:16.960]  和大家分享一個主題
[00:00:16.960 --> 00:00:20.320]  叫做「肅靈的氣質與福音使命」
[00:00:20.320 --> 00:00:25.200]  大家手頭的程序單裏面
[00:00:25.200 --> 00:00:26.240]  有我講到的大綱
[00:00:26.240 --> 00:00:27.520]  也都大家可以打開
[00:00:27.520 --> 00:00:29.760]  我們一起來思想
[00:00:29.760 --> 00:00:35.520]  我上個月和大家講了耶穌和法蘭西斯
[00:00:35.520 --> 00:00:37.520]  為什麼我將聖經的人物
[00:00:37.520 --> 00:00:39.840]  又將歷代一些很重要的
[00:00:39.840 --> 00:00:41.840]  肅靈的信徒放在一起呢?
[00:00:41.840 --> 00:00:43.440]  這是我一個新的嘗試
[00:00:43.440 --> 00:00:46.400]  我自己未試過這樣講這種道
[00:00:46.400 --> 00:00:49.040]  但我對自己希望有一個新的嘗試
[00:00:49.040 --> 00:00:51.120]  就是我們一方面在聖經裏面
[00:00:51.120 --> 00:00:55.280]  看見神自己的很深刻
[00:00:55.280 --> 00:00:58.320]  也都很永恆的肅靈的真理
[00:00:58.320 --> 00:01:01.200]  尤其是在不同的信徒生命當中
[00:01:01.200 --> 00:01:02.320]  所表現出來
[00:01:02.320 --> 00:01:04.720]  然後我又很想和大家
[00:01:04.720 --> 00:01:07.600]  體察在過去的二千年裏面
[00:01:07.600 --> 00:01:09.360]  那些跟隨神的人
[00:01:09.360 --> 00:01:14.160]  那些真真實實的有血有肉的信徒
[00:01:14.160 --> 00:01:17.440]  和聖經裏面的真真實實的使徒
[00:01:17.440 --> 00:01:19.520]  或者甚至耶穌基督自己
[00:01:19.520 --> 00:01:23.120]  其實他們都是有同一樣的肅靈氣質
[00:01:23.120 --> 00:01:26.080]  我希望我們好像希伯來書講
[00:01:26.080 --> 00:01:29.520]  我們有一個的見證人
[00:01:29.520 --> 00:01:32.160]  好像雲彩一樣圍繞著我們
[00:01:32.160 --> 00:01:34.880]  給大家一個真正的體會
[00:01:34.880 --> 00:01:36.320]  聖經不是講的
[00:01:36.320 --> 00:01:38.000]  聖經不是一個理論
[00:01:38.000 --> 00:01:40.080]  聖經不是神說你要這樣做這樣做
[00:01:40.080 --> 00:01:41.280]  講了就算了
[00:01:41.280 --> 00:01:44.240]  真是在歷代裏面有人做到的
[00:01:44.240 --> 00:01:46.480]  有人真是去實踐出來的
[00:01:46.480 --> 00:01:47.760]  有人實踐到
[00:01:47.760 --> 00:01:49.600]  為什麼你和我實踐不到呢?
[00:01:49.600 --> 00:01:51.920]  這個我們要問我們自己
[00:01:51.920 --> 00:01:56.240]  不是一個高言大字
[00:01:56.240 --> 00:01:59.360]  只是講一個理想而已
[00:01:59.360 --> 00:02:01.680]  今天我不再重複上一次
[00:02:01.680 --> 00:02:03.200]  我們在耶穌基督身上
[00:02:03.200 --> 00:02:04.880]  所看到的肅靈氣質
[00:02:04.880 --> 00:02:11.280]  然後我們看到在十三世紀的法蘭西斯
[00:02:11.280 --> 00:02:14.320]  這個意大利的一個肅靈的偉人
[00:02:14.320 --> 00:02:17.360]  他們的生命當中真是表現出來
[00:02:17.360 --> 00:02:19.760]  今天我想大家看另外一個的角色
[00:02:19.760 --> 00:02:21.600]  看另外一些的見證
[00:02:21.600 --> 00:02:23.840]  我就選了彼得
[00:02:23.840 --> 00:02:25.600]  我和大家提過了
[00:02:25.600 --> 00:02:26.560]  如果你記不記得
[00:02:26.560 --> 00:02:28.320]  下一次再告訴你
[00:02:28.320 --> 00:02:31.200]  八月我會和大家講保羅
[00:02:31.200 --> 00:02:33.200]  耶穌基督、彼得、保羅
[00:02:33.200 --> 00:02:35.440]  我相信這三個可以說是我們
[00:02:35.440 --> 00:02:37.600]  肅靈生命裏面的典範
[00:02:37.600 --> 00:02:40.640]  今天我們特別留意來看彼得
[00:02:40.640 --> 00:02:44.960]  但是我在歷代裏面選了什麼的聖徒
[00:02:44.960 --> 00:02:49.200]  和大家做一個彼得生命裏面的體驗的一個
[00:02:49.200 --> 00:02:51.040]  對比和實踐
[00:02:51.040 --> 00:02:59.200]  我選了內地會裏面的幾位宣教士
[00:02:59.200 --> 00:03:02.000]  大家可能都應該聽過內地會
[00:03:02.000 --> 00:03:03.600]  China Inland Mission
[00:03:03.600 --> 00:03:06.480]  就是著名的戴德生醫生
[00:03:06.480 --> 00:03:08.160]  Hussein Taylor
[00:03:08.160 --> 00:03:11.680]  英國的這位偉大的宣教士
[00:03:11.680 --> 00:03:13.360]  他有負擔
[00:03:13.360 --> 00:03:17.120]  他認為千條生命不會留下一條不給中國
[00:03:17.120 --> 00:03:20.800]  千磅英金他會全數的給中國
[00:03:20.800 --> 00:03:25.600]  這個英國的十九世紀的偉大的宣教士
[00:03:25.600 --> 00:03:27.600]  就是他去到中國
[00:03:27.600 --> 00:03:30.880]  然後他設立了這個內地會
[00:03:30.880 --> 00:03:35.440]  內地會是1865年開始成立
[00:03:35.440 --> 00:03:37.600]  開始就焦聚了
[00:03:37.600 --> 00:03:40.320]  神感動了很多很多的
[00:03:40.320 --> 00:03:46.720]  在西方的基督教的教會裏面的傳教士
[00:03:46.720 --> 00:03:48.240]  紛紛的進入到中國
[00:03:48.240 --> 00:03:50.480]  今天你和我在中國裏面見到
[00:03:50.480 --> 00:03:52.640]  甚至你和我成為基督徒
[00:03:52.640 --> 00:03:54.800]  多多少少直接間接
[00:03:54.800 --> 00:03:58.400]  都是因為他們的福音帶到來中國
[00:03:58.400 --> 00:04:01.200]  十九世紀當然是很困難的日子
[00:04:01.200 --> 00:04:03.200]  中國對外很排斥
[00:04:03.200 --> 00:04:05.040]  對西人對西方
[00:04:05.040 --> 00:04:09.600]  尤其是受到這些鴉片戰爭
[00:04:09.600 --> 00:04:13.200]  洋教的印象很差
[00:04:13.200 --> 00:04:16.720]  而內地會大家看名字就知道
[00:04:16.720 --> 00:04:18.720]  內地會最大的特色就是
[00:04:18.720 --> 00:04:24.800]  他們不只是停留在那些很容易被迫打開的
[00:04:24.800 --> 00:04:28.240]  海邊的沿岸的城市
[00:04:28.240 --> 00:04:32.240]  比如廣州 上海 福建這些城市
[00:04:32.240 --> 00:04:33.280]  那些不是不重要
[00:04:33.280 --> 00:04:35.600]  但那些已經很多宣教士都會去
[00:04:35.600 --> 00:04:39.200]  但是戴德生的心意和內地會的心意
[00:04:39.200 --> 00:04:41.280]  就是要進入那些沒有人去的地方
[00:04:41.280 --> 00:04:42.960]  就是中國的內地
[00:04:42.960 --> 00:04:44.960]  那些從來沒有西人去過
[00:04:44.960 --> 00:04:49.760]  沒有外人的傳教士去過
[00:04:49.760 --> 00:04:55.200]  在那裡大家可以相信是一個非常困難的使命
[00:04:55.200 --> 00:04:56.160]  和挑戰
[00:04:56.160 --> 00:04:57.600]  他們就是這樣去
[00:04:57.600 --> 00:05:02.320]  內地會的侍奉有100年的時間
[00:05:02.320 --> 00:05:04.320]  直到1964年
[00:05:04.320 --> 00:05:06.720]  因為中國政治上的改變
[00:05:06.720 --> 00:05:09.760]  他沒辦法在中國做宣教的工作
[00:05:09.760 --> 00:05:13.520]  於是就轉了成為現在也很重要的
[00:05:13.520 --> 00:05:16.000]  非常出名的OMF
[00:05:16.000 --> 00:05:17.840]  海外基督使團
[00:05:17.840 --> 00:05:19.840]  Overseas Mission Fellowship
[00:05:19.840 --> 00:05:25.200]  繼續在亞洲在華人當中做很多很好的工作
[00:05:25.200 --> 00:05:27.360]  今天我不和大家說這些歷史
[00:05:27.360 --> 00:05:31.440]  我只是很想用彼得的生命裡面的體驗
[00:05:31.440 --> 00:05:33.040]  和淑玲的體會
[00:05:33.040 --> 00:05:35.680]  然後我和大家去介紹幾位
[00:05:35.680 --> 00:05:37.680]  我自己覺得在內地會
[00:05:37.680 --> 00:05:40.720]  當然內地會有無數宣教士來中國
